id,area_id,area_level,birth_alliance_max,birth_circle,birth_num_max,birth_player_max,birth_type,bounty_refresh_area,season,water
44,44,5,5,2,256,220,1,44,0,-1
45,45,2,5,2,256,220,1,-1,0,-1
46,46,2,5,2,256,220,1,-1,0,-1
47,47,1,5,2,256,220,1,-1,0,-1
48,48,3,5,2,256,220,1,-1,0,-1
49,49,4,5,3,256,220,1,-1,0,-1
50,50,5,5,3,256,220,1,50,0,-1
51,51,3,5,3,256,220,1,-1,0,-1
52,52,2,5,3,256,220,1,-1,0,-1
53,53,1,5,3,256,220,1,-1,0,-1
54,54,3,5,3,256,220,1,-1,0,-1
55,55,4,5,3,256,220,1,-1,0,-1
56,56,1,5,3,256,220,1,-1,0,-1
57,57,3,5,3,256,220,1,-1,0,-1
58,58,3,5,3,256,220,1,-1,0,-1
59,59,2,5,3,256,220,1,-1,0,-1
60,60,1,5,3,256,220,1,-1,0,-1
61,61,1,5,3,256,220,1,-1,0,-1
62,62,1,5,3,256,220,1,-1,0,-1
63,63,2,5,3,256,220,1,-1,0,-1
64,64,2,5,3,256,220,1,-1,0,-1
65,65,1,5,3,256,220,1,-1,0,-1
66,66,3,5,3,256,220,1,-1,0,-1
67,67,1,5,3,256,220,1,-1,0,-1
68,68,2,5,3,256,220,1,-1,0,-1
69,69,1,5,3,256,220,1,-1,0,-1
70,70,1,5,3,256,220,1,-1,0,-1
71,71,2,5,3,256,220,1,-1,0,-1
72,72,1,5,3,256,220,1,-1,0,-1
73,73,2,5,3,256,220,1,-1,0,-1
74,74,1,5,3,256,220,1,-1,0,-1
75,75,6,5,3,0,220,1,-1,0,-1
76,76,0,5,3,0,220,1,-1,0,-1
77,77,0,5,3,0,220,1,-1,0,-1
78,78,0,5,3,0,220,1,-1,0,-1
79,79,5,5,3,0,220,1,79,0,-1
101,1,1,5,1,300,220,2,-1,1,-1
102,2,1,5,1,256,220,2,-1,1,-1
103,3,1,5,1,256,220,2,-1,1,-1
104,4,2,5,1,256,220,2,-1,1,-1
105,5,3,5,1,256,220,2,-1,1,-1
106,6,3,5,1,256,220,2,-1,1,-1
107,7,2,5,1,256,220,2,-1,1,-1
108,8,3,5,1,256,220,2,-1,1,-1
109,9,3,5,1,256,220,2,-1,1,-1
110,10,2,5,1,256,220,2,-1,1,-1
111,11,1,5,1,256,220,2,-1,1,-1
112,12,2,5,1,256,220,2,-1,1,-1
113,13,1,5,1,256,220,2,-1,1,-1
114,14,3,5,1,256,220,2,-1,1,-1
115,15,4,5,1,256,220,2,-1,1,-1
116,16,3,5,1,256,220,2,-1,1,-1
117,17,4,5,1,256,220,2,-1,1,-1
118,18,5,5,1,256,220,2,18,1,-1
119,19,4,5,1,256,220,2,-1,1,-1
120,20,3,5,1,256,220,2,-1,1,-1
121,21,2,5,1,256,220,2,-1,1,-1
122,22,1,5,1,256,220,2,-1,1,-1
123,23,1,5,1,256,220,2,-1,1,-1
124,24,3,5,1,256,220,2,-1,1,-1
125,25,4,5,1,256,220,2,-1,1,-1
126,26,5,5,1,256,220,2,26,1,-1
127,27,4,5,1,256,220,2,-1,1,-1
128,28,2,5,1,256,220,2,-1,1,-1
129,29,1,5,2,256,220,1,-1,1,-1
130,30,1,5,2,256,220,1,-1,1,-1
131,31,2,5,2,256,220,1,-1,1,-1
132,32,3,5,2,256,220,1,-1,1,-1
133,33,4,5,2,256,220,1,-1,1,-1
134,34,1,5,2,256,220,1,-1,1,-1
135,35,6,5,2,0,220,1,79,1,-1
136,36,5,5,2,256,220,1,36,1,-1
137,37,4,5,2,256,220,1,-1,1,-1
138,38,2,5,2,256,220,1,-1,1,-1
139,39,1,5,2,256,220,1,-1,1,-1
140,40,1,5,2,256,220,1,-1,1,-1
141,41,2,5,2,256,220,1,-1,1,-1
142,42,3,5,2,256,220,1,-1,1,-1
143,43,4,5,2,256,220,1,-1,1,-1
144,44,5,5,2,256,220,1,44,1,-1
145,45,2,5,2,256,220,1,-1,1,-1
146,46,2,5,2,256,220,1,-1,1,-1
147,47,1,5,2,256,220,1,-1,1,-1
148,48,3,5,2,256,220,1,-1,1,-1
149,49,4,5,3,256,220,1,-1,1,-1
150,50,5,5,3,256,220,1,50,1,-1
151,51,3,5,3,256,220,1,-1,1,-1
152,52,2,5,3,256,220,1,-1,1,-1
153,53,1,5,3,256,220,1,-1,1,-1
154,54,3,5,3,256,220,1,-1,1,-1
155,55,4,5,3,256,220,1,-1,1,-1
156,56,1,5,3,256,220,1,-1,1,-1
157,57,3,5,3,256,220,1,-1,1,-1
158,58,3,5,3,256,220,1,-1,1,-1
159,59,2,5,3,256,220,1,-1,1,-1
160,60,1,5,3,256,220,1,-1,1,-1
161,61,1,5,3,256,220,1,-1,1,-1
162,62,1,5,3,256,220,1,-1,1,-1
163,63,2,5,3,256,220,1,-1,1,-1
164,64,2,5,3,256,220,1,-1,1,-1
165,65,1,5,3,256,220,1,-1,1,-1
166,66,3,5,3,256,220,1,-1,1,-1
167,67,1,5,3,256,220,1,-1,1,-1
168,68,2,5,3,256,220,1,-1,1,-1
169,69,1,5,3,256,220,1,-1,1,-1
170,70,1,5,3,256,220,1,-1,1,-1
171,71,2,5,3,256,220,1,-1,1,-1
172,72,1,5,3,256,220,1,-1,1,-1
173,73,2,5,3,256,220,1,-1,1,-1
174,74,1,5,3,256,220,1,-1,1,-1
175,75,6,5,3,0,220,1,-1,1,-1
176,76,0,5,3,0,220,1,-1,1,-1
177,77,0,5,3,0,220,1,-1,1,-1
178,78,0,5,3,0,220,1,-1,1,-1
179,79,5,5,3,0,220,1,79,1,-1
201,1,1,5,1,300,220,2,-1,2,-1
202,2,1,5,1,256,220,2,-1,2,-1
203,3,1,5,1,256,220,2,-1,2,-1
204,4,2,5,1,256,220,2,-1,2,-1
205,5,3,5,1,256,220,2,-1,2,-1
206,6,3,5,1,256,220,2,-1,2,-1
207,7,2,5,1,256,220,2,-1,2,-1
208,8,3,5,1,256,220,2,-1,2,-1
209,9,3,5,1,256,220,2,-1,2,-1
210,10,2,5,1,256,220,2,-1,2,-1
211,11,1,5,1,256,220,2,-1,2,-1
212,12,2,5,1,256,220,2,-1,2,-1
213,13,1,5,1,256,220,2,-1,2,-1
214,14,3,5,1,256,220,2,-1,2,-1
215,15,4,5,1,256,220,2,-1,2,-1
216,16,3,5,1,256,220,2,-1,2,-1
217,17,4,5,1,256,220,2,-1,2,-1
218,18,5,5,1,256,220,2,18,2,-1
219,19,4,5,1,256,220,2,-1,2,-1
220,20,3,5,1,256,220,2,-1,2,-1
221,21,2,5,1,256,220,2,-1,2,-1
222,22,1,5,1,256,220,2,-1,2,-1
223,23,1,5,1,256,220,2,-1,2,-1
224,24,3,5,1,256,220,2,-1,2,-1
225,25,4,5,1,256,220,2,-1,2,-1
226,26,5,5,1,256,220,2,26,2,-1
227,27,4,5,1,256,220,2,-1,2,-1
228,28,2,5,1,256,220,2,-1,2,-1
229,29,1,5,2,256,220,1,-1,2,-1
230,30,1,5,2,256,220,1,-1,2,-1
231,31,2,5,2,256,220,1,-1,2,-1
232,32,3,5,2,256,220,1,-1,2,-1
233,33,4,5,2,256,220,1,-1,2,-1
234,34,1,5,2,256,220,1,-1,2,-1
235,35,6,5,2,0,220,1,79,2,-1
236,36,5,5,2,256,220,1,36,2,-1
237,37,4,5,2,256,220,1,-1,2,-1
238,38,2,5,2,256,220,1,-1,2,-1
239,39,1,5,2,256,220,1,-1,2,-1
240,40,1,5,2,256,220,1,-1,2,-1
241,41,2,5,2,256,220,1,-1,2,-1
242,42,3,5,2,256,220,1,-1,2,-1
243,43,4,5,2,256,220,1,-1,2,-1
244,44,5,5,2,256,220,1,44,2,-1
245,45,2,5,2,256,220,1,-1,2,-1
246,46,2,5,2,256,220,1,-1,2,-1
247,47,1,5,2,256,220,1,-1,2,-1
248,48,3,5,2,256,220,1,-1,2,-1
249,49,4,5,3,256,220,1,-1,2,-1
250,50,5,5,3,256,220,1,50,2,-1
251,51,3,5,3,256,220,1,-1,2,-1
252,52,2,5,3,256,220,1,-1,2,-1
253,53,1,5,3,256,220,1,-1,2,-1
254,54,3,5,3,256,220,1,-1,2,-1
255,55,4,5,3,256,220,1,-1,2,-1
256,56,1,5,3,256,220,1,-1,2,-1
257,57,3,5,3,256,220,1,-1,2,-1
258,58,3,5,3,256,220,1,-1,2,-1
259,59,2,5,3,256,220,1,-1,2,-1
260,60,1,5,3,256,220,1,-1,2,-1
261,61,1,5,3,256,220,1,-1,2,-1
262,62,1,5,3,256,220,1,-1,2,-1
263,63,2,5,3,256,220,1,-1,2,-1
264,64,2,5,3,256,220,1,-1,2,-1
265,65,1,5,3,256,220,1,-1,2,-1
266,66,3,5,3,256,220,1,-1,2,-1
267,67,1,5,3,256,220,1,-1,2,-1
268,68,2,5,3,256,220,1,-1,2,-1
269,69,1,5,3,256,220,1,-1,2,-1
270,70,1,5,3,256,220,1,-1,2,-1
271,71,2,5,3,256,220,1,-1,2,-1
272,72,1,5,3,256,220,1,-1,2,-1
273,73,2,5,3,256,220,1,-1,2,-1
274,74,1,5,3,256,220,1,-1,2,-1
275,75,6,5,3,0,220,1,-1,2,-1
276,76,0,5,3,0,220,1,-1,2,-1
277,77,0,5,3,0,220,1,-1,2,-1
278,78,0,5,3,0,220,1,-1,2,-1
279,79,5,5,3,0,220,1,79,2,-1
301,1,1,5,1,300,220,2,-1,3,-1
302,2,1,5,1,256,220,2,-1,3,-1
303,3,1,5,1,256,220,2,-1,3,-1
304,4,2,5,1,256,220,2,-1,3,-1
305,5,3,5,1,256,220,2,-1,3,-1
306,6,3,5,1,256,220,2,-1,3,-1
307,7,2,5,1,256,220,2,-1,3,-1
308,8,3,5,1,256,220,2,-1,3,-1
309,9,3,5,1,256,220,2,-1,3,-1
310,10,2,5,1,256,220,2,-1,3,-1
311,11,1,5,1,256,220,2,-1,3,-1
312,12,2,5,1,256,220,2,-1,3,-1
313,13,1,5,1,256,220,2,-1,3,-1
314,14,3,5,1,256,220,2,-1,3,-1
315,15,4,5,1,256,220,2,-1,3,-1
316,16,3,5,1,256,220,2,-1,3,-1
317,17,4,5,1,256,220,2,-1,3,-1
318,18,5,5,1,256,220,2,18,3,-1
319,19,4,5,1,256,220,2,-1,3,-1
320,20,3,5,1,256,220,2,-1,3,-1
321,21,2,5,1,256,220,2,-1,3,-1
322,22,1,5,1,256,220,2,-1,3,-1
323,23,1,5,1,256,220,2,-1,3,-1
324,24,3,5,1,256,220,2,-1,3,-1
325,25,4,5,1,256,220,2,-1,3,-1
326,26,5,5,1,256,220,2,26,3,-1
327,27,4,5,1,256,220,2,-1,3,-1
328,28,2,5,1,256,220,2,-1,3,-1
329,29,1,5,2,256,220,1,-1,3,-1
330,30,1,5,2,256,220,1,-1,3,-1
331,31,2,5,2,256,220,1,-1,3,-1
332,32,3,5,2,256,220,1,-1,3,-1
333,33,4,5,2,256,220,1,-1,3,-1
334,34,1,5,2,256,220,1,-1,3,-1
335,35,6,5,2,0,220,1,79,3,-1
336,36,5,5,2,256,220,1,36,3,-1
337,37,4,5,2,256,220,1,-1,3,-1
338,38,2,5,2,256,220,1,-1,3,-1
339,39,1,5,2,256,220,1,-1,3,-1
340,40,1,5,2,256,220,1,-1,3,-1
341,41,2,5,2,256,220,1,-1,3,-1
342,42,3,5,2,256,220,1,-1,3,-1
343,43,4,5,2,256,220,1,-1,3,-1
344,44,5,5,2,256,220,1,44,3,-1
345,45,2,5,2,256,220,1,-1,3,-1
346,46,2,5,2,256,220,1,-1,3,-1
347,47,1,5,2,256,220,1,-1,3,-1
348,48,3,5,2,256,220,1,-1,3,-1
349,49,4,5,3,256,220,1,-1,3,-1
350,50,5,5,3,256,220,1,50,3,-1
351,51,3,5,3,256,220,1,-1,3,-1
352,52,2,5,3,256,220,1,-1,3,-1
353,53,1,5,3,256,220,1,-1,3,-1
354,54,3,5,3,256,220,1,-1,3,-1
355,55,4,5,3,256,220,1,-1,3,-1
356,56,1,5,3,256,220,1,-1,3,-1
357,57,3,5,3,256,220,1,-1,3,-1
358,58,3,5,3,256,220,1,-1,3,-1
359,59,2,5,3,256,220,1,-1,3,-1
360,60,1,5,3,256,220,1,-1,3,-1
361,61,1,5,3,256,220,1,-1,3,-1
362,62,1,5,3,256,220,1,-1,3,-1
363,63,2,5,3,256,220,1,-1,3,-1
364,64,2,5,3,256,220,1,-1,3,-1
365,65,1,5,3,256,220,1,-1,3,-1
366,66,3,5,3,256,220,1,-1,3,-1
367,67,1,5,3,256,220,1,-1,3,-1
368,68,2,5,3,256,220,1,-1,3,-1
369,69,1,5,3,256,220,1,-1,3,-1
370,70,1,5,3,256,220,1,-1,3,-1
371,71,2,5,3,256,220,1,-1,3,-1
372,72,1,5,3,256,220,1,-1,3,-1
373,73,2,5,3,256,220,1,-1,3,-1
374,74,1,5,3,256,220,1,-1,3,-1
375,75,6,5,3,0,220,1,-1,3,-1
376,76,0,5,3,0,220,1,-1,3,-1
377,77,0,5,3,0,220,1,-1,3,-1
378,78,0,5,3,0,220,1,-1,3,-1
379,79,5,5,3,0,220,1,79,3,-1
380,80,0,5,3,0,220,1,-1,3,-1
381,81,0,5,3,0,220,1,-1,3,-1
40101,1,1,5,1,300,220,2,-1,4,-1
40102,2,1,5,1,256,220,2,-1,4,-1
40103,3,1,5,1,256,220,2,-1,4,-1
40104,4,2,5,1,256,220,2,-1,4,-1
40105,5,3,5,1,256,220,2,-1,4,-1
40106,6,3,5,1,256,220,2,-1,4,-1
40107,7,2,5,1,256,220,2,-1,4,-1
40108,8,3,5,1,256,220,2,-1,4,-1
40109,9,3,5,1,256,220,2,-1,4,-1
40110,10,2,5,1,256,220,2,-1,4,-1
40111,11,1,5,1,256,220,2,-1,4,-1
40112,12,2,5,1,256,220,2,-1,4,-1
40113,13,1,5,1,256,220,2,-1,4,-1
40114,14,3,5,1,256,220,2,-1,4,-1
40115,15,4,5,1,256,220,2,-1,4,-1
40116,16,3,5,1,256,220,2,-1,4,-1
40117,17,4,5,1,256,220,2,-1,4,-1
40118,18,5,5,1,256,220,2,18,4,-1
40119,19,4,5,1,256,220,2,-1,4,-1
40120,20,3,5,1,256,220,2,-1,4,-1
40121,21,2,5,1,256,220,2,-1,4,-1
40122,22,1,5,1,256,220,2,-1,4,-1
40123,23,1,5,1,256,220,2,-1,4,-1
40124,24,3,5,1,256,220,2,-1,4,-1
40125,25,4,5,1,256,220,2,-1,4,-1
40126,26,5,5,1,256,220,2,26,4,-1
40127,27,4,5,1,256,220,2,-1,4,-1
40128,28,2,5,1,256,220,2,-1,4,-1
40129,29,1,5,2,256,220,1,-1,4,-1
40130,30,1,5,2,256,220,1,-1,4,-1
40131,31,2,5,2,256,220,1,-1,4,-1
40132,32,3,5,2,256,220,1,-1,4,-1
40133,33,4,5,2,256,220,1,-1,4,-1
40134,34,1,5,2,256,220,1,-1,4,-1
40135,35,6,5,2,0,220,1,79,4,-1
40136,36,5,5,2,256,220,1,36,4,-1
40137,37,4,5,2,256,220,1,-1,4,-1
40138,38,2,5,2,256,220,1,-1,4,-1
40139,39,1,5,2,256,220,1,-1,4,-1
40140,40,1,5,2,256,220,1,-1,4,-1
40141,41,2,5,2,256,220,1,-1,4,-1
40142,42,3,5,2,256,220,1,-1,4,-1
40143,43,4,5,2,256,220,1,-1,4,-1
40144,44,5,5,2,256,220,1,44,4,-1
40145,45,2,5,2,256,220,1,-1,4,-1
40146,46,2,5,2,256,220,1,-1,4,-1
40147,47,1,5,2,256,220,1,-1,4,-1
40148,48,3,5,2,256,220,1,-1,4,-1
40149,49,4,5,3,256,220,1,-1,4,-1
40150,50,5,5,3,256,220,1,50,4,-1
40151,51,3,5,3,256,220,1,-1,4,-1
40152,52,2,5,3,256,220,1,-1,4,-1
40153,53,1,5,3,256,220,1,-1,4,-1
40154,54,3,5,3,256,220,1,-1,4,-1
40155,55,4,5,3,256,220,1,-1,4,-1
40156,56,1,5,3,256,220,1,-1,4,-1
40157,57,3,5,3,256,220,1,-1,4,-1
40158,58,3,5,3,256,220,1,-1,4,-1
40159,59,2,5,3,256,220,1,-1,4,-1
40160,60,1,5,3,256,220,1,-1,4,-1
40161,61,1,5,3,256,220,1,-1,4,-1
40162,62,1,5,3,256,220,1,-1,4,-1
40163,63,2,5,3,256,220,1,-1,4,-1
40164,64,2,5,3,256,220,1,-1,4,-1
40165,65,1,5,3,256,220,1,-1,4,-1
40166,66,3,5,3,256,220,1,-1,4,-1
40167,67,1,5,3,256,220,1,-1,4,-1
40168,68,2,5,3,256,220,1,-1,4,-1
40169,69,1,5,3,256,220,1,-1,4,-1
40170,70,1,5,3,256,220,1,-1,4,-1
40171,71,2,5,3,256,220,1,-1,4,-1
40172,72,1,5,3,256,220,1,-1,4,-1
40173,73,2,5,3,256,220,1,-1,4,-1
40174,74,1,5,3,256,220,1,-1,4,-1
40175,75,6,5,3,0,220,1,-1,4,-1
40176,76,0,5,3,0,220,1,-1,4,-1
40177,77,0,5,3,0,220,1,-1,4,-1
40178,78,0,5,3,0,220,1,-1,4,-1
40179,79,5,5,3,0,220,1,79,4,-1
40201,1,1,5,1,300,220,2,-1,4,-1
40202,2,1,5,1,256,220,2,-1,4,-1
40203,3,1,5,1,256,220,2,-1,4,-1
40204,4,2,5,1,256,220,2,-1,4,-1
40205,5,3,5,1,256,220,2,-1,4,-1
40206,6,3,5,1,256,220,2,-1,4,-1
40207,7,2,5,1,256,220,2,-1,4,-1
40208,8,3,5,1,256,220,2,-1,4,-1
40209,9,3,5,1,256,220,2,-1,4,-1
40210,10,2,5,1,256,220,2,-1,4,-1
40211,11,1,5,1,256,220,2,-1,4,-1
40212,12,2,5,1,256,220,2,-1,4,-1
40213,13,1,5,1,256,220,2,-1,4,-1
40214,14,3,5,1,256,220,2,-1,4,-1
40215,15,4,5,1,256,220,2,-1,4,-1
40216,16,3,5,1,256,220,2,-1,4,-1
40217,17,4,5,1,256,220,2,-1,4,-1
40218,18,5,5,1,256,220,2,18,4,-1
40219,19,4,5,1,256,220,2,-1,4,-1
40220,20,3,5,1,256,220,2,-1,4,-1
40221,21,2,5,1,256,220,2,-1,4,-1
40222,22,1,5,1,256,220,2,-1,4,-1
40223,23,1,5,1,256,220,2,-1,4,-1
40224,24,3,5,1,256,220,2,-1,4,-1
40225,25,4,5,1,256,220,2,-1,4,-1
40226,26,5,5,1,256,220,2,26,4,-1
40227,27,4,5,1,256,220,2,-1,4,-1
40228,28,2,5,1,256,220,2,-1,4,-1
40229,29,1,5,2,256,220,1,-1,4,-1
40230,30,1,5,2,256,220,1,-1,4,-1
40231,31,2,5,2,256,220,1,-1,4,-1
40232,32,3,5,2,256,220,1,-1,4,-1
40233,33,4,5,2,256,220,1,-1,4,-1
40234,34,1,5,2,256,220,1,-1,4,-1
40235,35,6,5,2,0,220,1,79,4,-1
40236,36,5,5,2,256,220,1,36,4,-1
40237,37,4,5,2,256,220,1,-1,4,-1
40238,38,2,5,2,256,220,1,-1,4,-1
40239,39,1,5,2,256,220,1,-1,4,-1
40240,40,1,5,2,256,220,1,-1,4,-1
40241,41,2,5,2,256,220,1,-1,4,-1
40242,42,3,5,2,256,220,1,-1,4,-1
40243,43,4,5,2,256,220,1,-1,4,-1
40244,44,5,5,2,256,220,1,44,4,-1
40245,45,2,5,2,256,220,1,-1,4,-1
40246,46,2,5,2,256,220,1,-1,4,-1
40247,47,1,5,2,256,220,1,-1,4,-1
40248,48,3,5,2,256,220,1,-1,4,-1
40249,49,4,5,3,256,220,1,-1,4,-1
40250,50,5,5,3,256,220,1,50,4,-1
40251,51,3,5,3,256,220,1,-1,4,-1
40252,52,2,5,3,256,220,1,-1,4,-1
40253,53,1,5,3,256,220,1,-1,4,-1
40254,54,3,5,3,256,220,1,-1,4,-1
40255,55,4,5,3,256,220,1,-1,4,-1
40256,56,1,5,3,256,220,1,-1,4,-1
40257,57,3,5,3,256,220,1,-1,4,-1
40258,58,3,5,3,256,220,1,-1,4,-1
40259,59,2,5,3,256,220,1,-1,4,-1
40260,60,1,5,3,256,220,1,-1,4,-1
40261,61,1,5,3,256,220,1,-1,4,-1
40262,62,1,5,3,256,220,1,-1,4,-1
40263,63,2,5,3,256,220,1,-1,4,-1
40264,64,2,5,3,256,220,1,-1,4,-1
40265,65,1,5,3,256,220,1,-1,4,-1
40266,66,3,5,3,256,220,1,-1,4,-1
40267,67,1,5,3,256,220,1,-1,4,-1
40268,68,2,5,3,256,220,1,-1,4,-1
40269,69,1,5,3,256,220,1,-1,4,-1
40270,70,1,5,3,256,220,1,-1,4,-1
40271,71,2,5,3,256,220,1,-1,4,-1
40272,72,1,5,3,256,220,1,-1,4,-1
40273,73,2,5,3,256,220,1,-1,4,-1
40274,74,1,5,3,256,220,1,-1,4,-1
40275,75,6,5,3,0,220,1,-1,4,-1
40276,76,0,5,3,0,220,1,-1,4,-1
40277,77,0,5,3,0,220,1,-1,4,-1
40278,78,0,5,3,0,220,1,-1,4,-1
40279,79,5,5,3,0,220,1,79,4,-1
40301,1,1,5,1,300,220,2,-1,4,-1
40302,2,1,5,1,256,220,2,-1,4,-1
40303,3,1,5,1,256,220,2,-1,4,-1
40304,4,2,5,1,256,220,2,-1,4,-1
40305,5,3,5,1,256,220,2,-1,4,-1
40306,6,3,5,1,256,220,2,-1,4,-1
40307,7,2,5,1,256,220,2,-1,4,-1
40308,8,3,5,1,256,220,2,-1,4,-1
40309,9,3,5,1,256,220,2,-1,4,-1
40310,10,2,5,1,256,220,2,-1,4,-1
40311,11,1,5,1,256,220,2,-1,4,-1
40312,12,2,5,1,256,220,2,-1,4,-1
40313,13,1,5,1,256,220,2,-1,4,-1
40314,14,3,5,1,256,220,2,-1,4,-1
40315,15,4,5,1,256,220,2,-1,4,-1
40316,16,3,5,1,256,220,2,-1,4,-1
40317,17,4,5,1,256,220,2,-1,4,-1
40318,18,5,5,1,256,220,2,18,4,-1
40319,19,4,5,1,256,220,2,-1,4,-1
40320,20,3,5,1,256,220,2,-1,4,-1
40321,21,2,5,1,256,220,2,-1,4,-1
40322,22,1,5,1,256,220,2,-1,4,-1
40323,23,1,5,1,256,220,2,-1,4,-1
40324,24,3,5,1,256,220,2,-1,4,-1
40325,25,4,5,1,256,220,2,-1,4,-1
40326,26,5,5,1,256,220,2,26,4,-1
40327,27,4,5,1,256,220,2,-1,4,-1
40328,28,2,5,1,256,220,2,-1,4,-1
40329,29,1,5,2,256,220,1,-1,4,-1
40330,30,1,5,2,256,220,1,-1,4,-1
40331,31,2,5,2,256,220,1,-1,4,-1
40332,32,3,5,2,256,220,1,-1,4,-1
40333,33,4,5,2,256,220,1,-1,4,-1
40334,34,1,5,2,256,220,1,-1,4,-1
40335,35,6,5,2,0,220,1,79,4,-1
40336,36,5,5,2,256,220,1,36,4,-1
40337,37,4,5,2,256,220,1,-1,4,-1
40338,38,2,5,2,256,220,1,-1,4,-1
40339,39,1,5,2,256,220,1,-1,4,-1
40340,40,1,5,2,256,220,1,-1,4,-1
40341,41,2,5,2,256,220,1,-1,4,-1
40342,42,3,5,2,256,220,1,-1,4,-1
40343,43,4,5,2,256,220,1,-1,4,-1
40344,44,5,5,2,256,220,1,44,4,-1
40345,45,2,5,2,256,220,1,-1,4,-1
40346,46,2,5,2,256,220,1,-1,4,-1
40347,47,1,5,2,256,220,1,-1,4,-1
40348,48,3,5,2,256,220,1,-1,4,-1
40349,49,4,5,3,256,220,1,-1,4,-1
40350,50,5,5,3,256,220,1,50,4,-1
40351,51,3,5,3,256,220,1,-1,4,-1
40352,52,2,5,3,256,220,1,-1,4,-1
40353,53,1,5,3,256,220,1,-1,4,-1
40354,54,3,5,3,256,220,1,-1,4,-1
40355,55,4,5,3,256,220,1,-1,4,-1
40356,56,1,5,3,256,220,1,-1,4,-1
40357,57,3,5,3,256,220,1,-1,4,-1
40358,58,3,5,3,256,220,1,-1,4,-1
40359,59,2,5,3,256,220,1,-1,4,-1
40360,60,1,5,3,256,220,1,-1,4,-1
40361,61,1,5,3,256,220,1,-1,4,-1
40362,62,1,5,3,256,220,1,-1,4,-1
40363,63,2,5,3,256,220,1,-1,4,-1
40364,64,2,5,3,256,220,1,-1,4,-1
40365,65,1,5,3,256,220,1,-1,4,-1
40366,66,3,5,3,256,220,1,-1,4,-1
40367,67,1,5,3,256,220,1,-1,4,-1
40368,68,2,5,3,256,220,1,-1,4,-1
40369,69,1,5,3,256,220,1,-1,4,-1
40370,70,1,5,3,256,220,1,-1,4,-1
40371,71,2,5,3,256,220,1,-1,4,-1
40372,72,1,5,3,256,220,1,-1,4,-1
40373,73,2,5,3,256,220,1,-1,4,-1
40374,74,1,5,3,256,220,1,-1,4,-1
40375,75,6,5,3,0,220,1,-1,4,-1
40376,76,0,5,3,0,220,1,-1,4,-1
40377,77,0,5,3,0,220,1,-1,4,-1
40378,78,0,5,3,0,220,1,-1,4,-1
40379,79,5,5,3,0,220,1,79,4,-1
40380,80,0,5,3,0,220,1,-1,4,-1
40381,81,0,5,3,0,220,1,-1,4,-1
50101,1,1,5,1,300,220,2,-1,5,-1
50102,2,1,5,1,256,220,2,-1,5,-1
50103,3,1,5,1,256,220,2,-1,5,-1
50104,4,2,5,1,256,220,2,-1,5,-1
50105,5,3,5,1,256,220,2,-1,5,-1
50106,6,3,5,1,256,220,2,-1,5,-1
50107,7,2,5,1,256,220,2,-1,5,-1
50108,8,3,5,1,256,220,2,-1,5,-1
50109,9,3,5,1,256,220,2,-1,5,-1
50110,10,2,5,1,256,220,2,-1,5,-1
50111,11,1,5,1,256,220,2,-1,5,-1
50112,12,2,5,1,256,220,2,-1,5,-1
50113,13,1,5,1,256,220,2,-1,5,-1
