id,tips_is_open,tips_position
alliance_tech_tips40,1,2
alliance_gve_settle_tips,1,2
alliance_rally_join1,1,2
alliance_rally_join6,1,2
alliance_rally_join36,1,2
alliance_tech_level_not_enough,1,2
account_bind_tips23,1,2
account_bind_tips1,1,2
account_bind_tips2,1,2
account_bind_tips3,1,2
account_bind_tips14,1,2
activity_7days_tips12,1,2
activity_not_support_function,1,2
activity_expire,1,2
stage_group_text12,1,2
avatar_time_tips13,1,2
phase_lock_test,1,2
army_get_alert1,1,2
army_get_alert2,1,2
stage_island_no_raid,1,2
technology_pre_no_match,1,2
technology_id_no_match,1,2
technology_building_no_enough,1,2
technology_cost_no_enough,1,2
technology_exist,1,2
technology_level_uping,1,2
technology_level_max_times,1,2
technology_level_times_error,1,2
map_event_already_finish,1,2
map_event_need_condition,1,2
map_event_pre_no_finish,1,2
gift_login_received,1,2
login_days_not_enough,1,2
role_shop_not_found,1,2
role_shop_goods_not_found,1,2
role_shop_goods_not_enough,1,2
role_shop_can_not_refresh,1,2
role_shop_refresh_times_max,1,2
role_shop_free_refresh_times_max,1,2
map_completion_exist,1,2
achieve_task_data_error,1,2
achieve_task_not_finish_all,1,2
achieve_task_tab_reward_received,1,2
hero_drop_not_found,1,2
hero_drop_not_enough,1,2
hero_drop_expire,1,2
mail_gather_error_1,1,2
mail_gather_error_2,1,2
mail_gather_error_3,1,2
mail_monster_error_1,1,2
map_march_error_1,1,2
map_march_error_3,1,2
map_march_error_2,1,2
march_join_member_full,1,2
march_join_state_fail,1,2
march_join_team_not_idle_fail,1,2
march_join_fail,1,2
march_join_fail_temp_team,1,2
march_join_fail_hero_limit,1,2
march_join_fail_ready_error,1,2
return_to_village_in_cd,1,2
village_name_illegal_special,1,1
duplicate_create_falied,1,1
duplicate_not_found,1,1
duplicate_event_already_finish,1,1
duplicate_event_need_condition,1,1
duplicate_open_need_condition,1,1
arena_floor_map_stage_no_match,1,1
fund_condition_no_match,1,1
fund_pre_free_reward_unreceived,1,1
chapter_task_reward_not_take,1,1
UI_hero_team_tips_infighting,1,1
alliance_help_tips_1,1,2
alliance_help_tips_2,1,2
march_join_success,1,2
march_join_success_members,1,2
map_relocation_error_1,1,2
map_relocation_error_2,1,1
map_relocation_error_3,1,1
map_relocation_error_4,1,1
map_relocation_error_5,1,1
map_relocation_error_6,1,1
map_relocation_error_7,1,1
alliance_building_error_1,1,1
map_scout_error_shield,1,1
map_shield_error_1,1,1
item_vip_use_tips,1,2
map_fortress_monster_call,1,2
map_fortress_resource_call,1,2
kingdomwar_quit_alliance_error,1,1
kingdomwar_disband_alliance_error,1,1
kingdomwar_appoint_error_1,1,1
alliance_member_not_exist_error,1,1
alliance_leader_not_change_error,1,1
kingdomwar_already_accept_reward_error,1,1
kingdom_cannot_search_player,1,1
relic_error_1,1,1
relic_error_2,1,1
relic_error_3,1,1
relic_error_4,1,1
relic_error_5,1,1
relic_error_6,1,1
relic_error_7,1,1
Jiaochang_full,1,1
kingdomwar_building_function_desc_53,1,1
map_fortress_num_max,1,1
map_rally_error_nocity,1,1
UI_Hero_019,1,1
UI_Alliance_Site_010,1,1
alliance_resource_exit,1,1
alliance_resource_error_position,1,1
alliance_resource_cd_tips,1,1
alliance_resource_place_tips,1,1
alliance_resource_delete_tips,1,1
UI_Aliance_Territory_025,1,1
hero_star_full_info,1,1
mail_send_success,1,1
alliance_race_tips1,1,1
gacha_no_use_diamond_times,1,1
team_hero_not_idle,1,1
team_hero_in_others,1,1
artifact_change_tips3,1,1
world_boss_attack_times_max,1,1
map_boss_tips6,1,1
alliance_fortress_7,1,1
dark_legion_challenge_error1,1,1
dark_legion_challenge_error2,1,1
dark_legion_challenge_error3,1,1
dark_legion_challenge_error4,1,1
map_attack_timesmax,1,1
guild_invite_error_tips1,1,1
alliance_teleportation_error1,1,1
UI_Alliance_Area_008,1,1
map_fortress__remind_01,1,1
cross_server_tip01,1,1
artifact_type_same_tips1,1,1
pvp_assist_num_max,1,1
map_pvp_march_shield,1,1
castle_skill_timeout,1,1
castle_skill_use_1,1,1
castle_skill_use_2,1,1
castle_skill_use_3,1,1
castle_skill_use_4,1,1
castle_skill_use_5,1,1
pvp_assist_error_1,1,1
pvp_assist_error_2,1,1
march_target_have_sheild_error,1,1
mail_target_error_1,1,2
alliance_boss_event_attack_tips1,1,1
alliance_boss_participate_level,1,1
alliance_boss_event_attack_tips3,1,1
alliance_boss_settime_tips1,1,1
alliance_boss_stage3,1,1
arena_cross_battle_tip1,1,1
arena_cross_battle_tip2,1,1
arena_cross_battle_tip3,1,1
adventure_resource_limit_1,1,1
alliance_chat_41,1,1
fresh_times_limit,1,1
join_condition_no_match,1,1
task_not_finish,1,1
alliance_mobilization_tip1,1,1
task_already_finish,1,1
task_not_found,1,1
task_check_again,1,1
alliance_create_error_1,1,1
ui_fortress_20,1,1
avatar_cooling_tip,1,1
UI_SLG_Tips_002,1,1
dispath_error_1,1,1
switch_not_open,1,1
pvp_arena_need_atk_team,1,1
pvp_arena_is_cross_server,1,1
talent_build_error01,1,1
talent_build_error02,1,1
talent_build_error03,1,1
talent_build_error04,1,1
talent_build_error05,1,1
talent_build_error06,1,1
talent_build_error07,1,1
talent_build_error08,1,1
talent_build_error09,1,1
talent_build_error10,1,1
talent_build_error11,1,1
talent_build_error12,1,1
golden_piece_tips8,1,1
gvg_error001,1,1
gvg_error002,1,1
vip_point_add_failed,1,1
carriage_refresh_cd,1,1
carriage_is_fighting,1,1
alliance_announce_set_error1,1,1
carriage_is_arriving_soon,1,1
carriage_in_other_servers,1,1
battle_arena_error_1,1,1
battle_arena_error_2,1,1
battle_arena_error_3,1,1
gvg_error_1,1,1
gvg_error_2,1,1
gvg_desc105,1,1
gvg_desc111,1,1
chat_level_limit_tips,1,1
chat_level_limit_tips2,1,1
gvg_desc114,1,1
chat_level_limit_tips3,1,1
gvg_error_3,1,1
gvg_error_4,1,1
gvg_desc117,1,1
personal_name_illegal_errortext4,1,1
delete_account_tips_2,1,1
delete_account_tips_3,1,1
delete_account_tips_4,1,1
alliance_help_tips_3,1,1
alliance_help_tips_4,1,1
alliance_help_tips_5,1,1
anti_indulged_notice_12,1,1
equipment_starlevel_cannot_decompose,1,1
UI_Forge_sys_01,1,1
UI_Forge_sys_02,1,1
UI_Forge_sys_03,1,1
UI_Forge_sys_04,1,1
UI_Forge_sys_05,1,1
UI_Forge_sys_06,1,1
UI_Forge_sys_07,1,1
alliance_declare_war_error_01,1,1
account_manage_tips_001,1,1
account_manage_tips_002,1,1
account_manage_tips_003,1,1
account_manage_tips_004,1,1
account_manage_tips_005,1,1
account_manage_tips_006,1,1
account_manage_tips_007,1,1
account_manage_tips_008,1,1
account_manage_tips_009,1,1
account_manage_tips_010,1,1
account_manage_tips_011,1,1
account_manage_tips_012,1,1
account_manage_tips_013,1,1
account_manage_tips_014,1,1
technology_level_not_enough,1,1
alliance_invite_cd_error1,1,1
carriage_alliance_error1,1,1
carriage_alliance_error2,1,1
no_reward_take,1,1
alliance_gather_point_key4,1,1
cross_unable_tip,1,1
dark_knight_server_001,1,1
dark_knight_server_002,1,1
dark_knight_server_003,1,1
dark_knight_server_004,1,1
chat_function_guild_notice_full,1,1
chat_function_guild_notice_like_in_cd,1,1
chat_function_guild_notice_wait_load,1,1
guild_notice_character_oversize,1,1
server_cross_building_tips,1,1
main_bounty_openday_unlock,1,1
main_bounty_castle_unlock,1,1
main_bounty_level_unlock,1,1
main_bounty_unlock,1,1
alliance_name_set_error1,1,1
alliance_gather_point_key5,1,1
alliance_invite_key6,1,1
UI_Alliance_raid_16,1,1
UI_Alliance_raid_17,1,1
gvg_error_5,1,1
fortress_reward_1,1,1
carriage_already_set_off,1,1
alliance_four_fuction_level_errorkey1,1,1
alliance_four_fuction_level_errorkey2,1,1
hero_formation_change_tips,1,1
guile_notice_publish_successful,1,1
friend_already_have_apply,1,1
friend_another_player_friend_full,1,1
friend_num_already_ful,1,1
friend_apply_times_full,1,1
friend_apply_castle_condition,1,1
friend_block_need_delete,1,1
friend_apply_self_forbid,1,1
friend_cross_server_forbid,1,1
friend_add_cross_server_forbid,1,1
friend_function_not_open,1,1
chat_group_creat_forbid_not_friend,1,1
chat_group_creat_forbid_understaffed,1,1
chat_group_creat_forbid_num_max,1,1
chat_group_player_num_max,1,1
chat_group_remove_player_forbid,1,1
chat_group_dissolution_condition,1,1
carriage_team_is_full,1,1
chat_group_you_not_in,1,1
chat_group_missing,1,1
chat_group_add_already_max,1,1
chat_group_member_group_max,1,1
relic_treasure_no_finish,1,1
relic_treasure_steal_full,1,1
chat_group_title_char_limit,1,1
chat_group_change_title_frequently,1,1
map_scout_cd_error,1,1
map_scout_lv_error,1,1
function_data_change_tips,1,1
account_bind_tips34,1,1
ui_racetower_1,1,1
speed_item_time_overflow,1,1
alliance_diamond_donate_time_tips,1,1
team_recover_not_idle,1,1
Raid_BattaleField_warning,1,1
g_5v5_error_match_timeout,1,1
g_5v5_error_team_idle,1,1
g_5v5_error_team_march,1,1
king_cross_tips_3,1,1
king_cross_tips_4,1,1
king_cross_tips_5,1,1
point_occupy,1,1
carriage_time_full,1,1
march_fortress_error,1,1
anniversary_game_cake_key9,1,1
chat_function_you_blocked,1,1
custom_head_check_failed,1,1
anniversary_party_tips13,1,1
g_5v5_error_1,1,1
goods_refresh_des,1,1
bounty_task_can_not_help,1,1
Vietnam_Audit_key10,1,1
Vietnam_Audit_key11,1,1
Vietnam_Audit_key12,1,1
Vietnam_Audit_key3,1,1
Vietnam_Audit_key13,1,1
Vietnam_Audit_key14,1,1
Vietnam_Audit_key29,1,1
Vietnam_Audit_key15,1,1
Vietnam_Audit_key16,1,1
Vietnam_Audit_key17,1,1
click_toofast_tips1,1,1
bounty_task_can_not_help1,1,1
mirror_data_update_cd,1,1
function_use_cd,1,1
carriage_enemy_alliance,1,1
season_change_ing,1,1
sw_attack_cd,1,1
send_king_mail_not_king,1,1
not_cross_carriage_group2,1,1
ui_parade_floats_06,1,1
water_system_tip1,1,1
UI_Common_Tips_059,1,1
alliance_competition_tip1,1,1
sw_cannot_donate,1,1
map_relocation_error_8,1,1
function_not_open_versatile,1,1
UI_Common_Tips_061,1,1
activity_time_error,1,1
world_skin_goods_error_1,1,1
world_skin_goods_error_2,1,1
world_skin_goods_error_3,1,1
world_skin_goods_error_4,1,1
alliance_competition_error_1,1,1
server_move_apply_cd,1,1
server_move_apply_join_num,1,1
server_move_noking,1,1
server_move_cost,1,1
server_move_apply_cd_show,1,1
server_move_apply_join_num_show,1,1
server_move_noking_show,1,1
server_move_server_maint,1,1
server_move_person_limited,1,1
server_move_role_exist,1,1
server_move_no5v5_tips,1,1
server_move_in_activity,1,1
server_move_season_diff,1,1
server_move_server_area_diff,1,1
server_move_server_version_diff,1,1
server_move_march,1,1
server_move_carriage,1,1
server_move_alliance,1,1
server_move_king,1,1
server_move_secret_dispatch,1,1
server_move_cross,1,1
server_move_relic_treasure,1,1
server_move_call_monster,1,1
server_move_building,1,1
server_move_nopetegg,1,1
server_move_no5v5,1,1
UI_Common_Tips_064,1,1
UI_Common_Tips_065,1,1
dark_legion_challenge_error6,1,1
world_tree_donate_queue_go,1,1
1013_default_key2,1,1
christmas_party_working,1,1
christmas_party_reservation_exist,1,1
christmas_party_full,1,1
pay_error_01,1,1
offline_tips_forbid,1,1
christmas_party_guild_open_time_full,1,1
strong_activity_not_state,1,1
use_goods_victory_tip,1,1
ss_fortress_vote_error_1,1,1
ss_fortress_vote_error_2,1,1
ss_fortress_vote_error_3,1,1
ss_fortress_vote_error_4,1,1
ss_fortress_vote_error_5,1,1
ss_fortress_vote_error_6,1,1
ss_fortress_vote_error_7,1,1
ss_fortress_vote_error_8,1,1
day_times_error_1,1,1
be_help_day_times_error1,1,1
server_move_tips_31,1,1
christmas_party_no_times,1,1
server_arrow_build_limit,1,1
server_msg_alliance_voting_1,1,1
server_msg_alliance_voting_2,1,1
server_msg_alliance_voting_3,1,1
server_msg_alliance_voting_4,1,1
server_msg_alliance_voting_5,1,1
server_msg_alliance_voting_6,1,1
server_msg_alliance_voting_7,1,1
CHAT_VOTE_EXIST,1,1
CHAT_VOTE_CHANNEL_EXIST,1,1
CHAT_VOTE_GROUP_EXIST,1,1
CHAT_VOTE_OPTION_EXIST,1,1
server_msg_alliance_voting_8,1,1
alliance_competition_error_2,1,1
task_id_repetition,1,1
server_msg_villagers_1000,1,1
server_msg_outfire_1,1,1
server_msg_outfire_2,1,1
server_msg_outfire_3,1,1
attack_target_stronghold_pre_not_enough,1,1
name_change_fail_1,1,1
rally_kick_tips,1,1
rally_kick_not_allow_join,1,1
click_toofast_tips2,1,1
item_has_not_enough_competition,1,1
gvg_tips_request_fight,1,1
gvg_tips_request_fight_not,1,1
public_notice_like_cd,1,1
chat_level_limit_tips4,1,1
gvg_error_not_disband,1,1
gvg4_error_not_disband,1,1
butterfly_catch_156,1,1
butterfly_catch_158,1,1
target_user_skin_exists,1,1
butterfly_catch_127,1,1
butterfly_catch_131,1,1
butterfly_catch_132,1,1
butterfly_catch_tip1,1,1
butterfly_catch_180,1,1
snow_rescue_tips1,1,1
snow_rescue_tips2,1,1
snow_rescue_tips3,1,1
snow_rescue_tips4,1,1
snow_rescue_tips5,1,1
item_select_error,1,1
pet_tips_fail,1,1
101151,1,1
UI_lock_account_05,1,1
skin_hero_unlock,1,1
rescues_limit_1,1,1
disband_alliance_tip1,1,1
disband_alliance_tip2,1,1
ui_visit_03,1,1
ui_visit_11,1,1
ui_visit_18,1,1
ui_visit_22,1,1
ui_visit_40,1,1
ui_visit_08,1,1
temperature_not_enough_tips,1,1
goldbrick_pay_10,1,1
icedrogan_attack_cd,1,1
fort_raid_tips1,1,1
fort_raid_tips2,1,1
fort_raid_tips3,1,1
fort_raid_tips4,1,1
butterfly_catch_233,1,1
butterfly_catch_228,1,1
butterfly_catch_227,1,1
wandering_monster_cannot_find,1,1
alliance_fort_state7,1,1
alliance_fort_state8,1,1
alliance_fort_tips1,1,1
alliance_fort_tips2,1,1
alliance_fort_error1,1,1
alliance_fort_error2,1,1
alliance_fort_error3,1,1
alliance_fort_error4,1,1
alliance_fort_error5,1,1
alliance_fort_error6,1,1
alliance_fort_error7,1,1
alliance_fort_error8,1,1
alliance_fort_error9,1,1
alliance_fort_error10,1,1
alliance_fort_error11,1,1
alliance_bastion_01_005,1,1
alliance_bastion_01_006,1,1
alliance_bastion_01_007,1,1
alliance_bastion_01_008,1,1
alliance_bastion_01_009,1,1
alliance_tech_stop_tip,1,1
delete_account_tips_7,1,1
invite_activity_request_tips1,1,1
invite_activity_request_tips2,1,1
invite_activity_request_tips3,1,1
invite_activity_request_tips4,1,1
invite_activity_request_tips5,1,1
invite_activity_request_tips6,1,1
fort_raid_tips11,1,1
need_alliance_water_tower_full_durability,1,1
ui_visit_51,1,1
automatic_research_already_choose,1,1
seasonal_celebration_mission_lock,1,1
seasonal_celebration_mission_repeat,1,1
invite_activity_request_tips7,1,1
invite_activity_request_tips8,1,1
invite_activity_request_tips9,1,1
hospital_error_no_need,1,1
village_skill_up_1,1,1
alliance_realm_tips1,1,1
alliance_realm_tips2,1,1
alliance_realm_tips3,1,1
alliance_realm_tips4,1,1
alliance_realm_tips5,1,1
alliance_realm_tips6,1,1
alliance_realm_tips7,1,1
alliance_realm_tips8,1,1
alliance_realm_tips9,1,1
alliance_realm_tips10,1,1
alliance_realm_tips11,1,1
alliance_realm_tips12,1,1
alliance_realm_tips13,1,1
UI_Alliance_Assembly_024,1,1
king_cross_tips_7,1,1
invite_activity_request_tips10,1,1
rally_disband_error1,1,1
ui_visit_52,1,1
season_celebration_10241,1,1
pet_reborn_day_times,1,1
most_popular_101,1,1
most_popular_102,1,1
most_popular_103,1,1
most_popular_104,1,1
most_popular_105,1,1
most_popular_106,1,1
most_popular_107,1,1
most_popular_108,1,1
most_popular_109,1,1
most_popular_110,1,1
most_popular_111,1,1
mod_tips_01,1,1
most_popular_112,1,1
shop_new_season_buy,1,1
season_encounter_tips_1,1,1
season_encounter_tips_2,1,1
season_encounter_tips_3,1,1
new_player_permissions_1,1,1
new_player_permissions_2,1,1
new_player_permissions_3,1,1
new_player_permissions_4,1,1
alliance_fort_error12,1,1
alliance_fort_error13,1,1
alliance_fort_error14,1,1
quick_collection_use_tips,1,1
alliance_fort_error15,1,1
multi_player_team_error6,1,1
lordequipment_level_not_enough,1,1
alliance_brazier_01,1,1
alliance_brazier_02,1,1
server_merge_vote_01,1,1
fort_raid_event_tips_1,1,1
challenge_arena_pve_max,1,1
egg_not_exist,1,1
nomore_collect_egg_num,1,1
just_can_collect_yourself_egg,1,1
collect_egg_need_s2,1,1
unlock_light_give_function,1,1
quick_bar_no_place,1,1
cant_use_pet_on_team,1,1
birthday_gift_50,1,1
birthday_gift_51,1,1
birthday_gift_52,1,1
birthday_gift_53,1,1
birthday_gift_54,1,1
birthday_gift_55,1,1
birthday_gift_56,1,1
birthday_gift_57,1,1
birthday_gift_58,1,1
merger_server_01_015,1,1
multi_player_team_error1,1,1
multi_player_team_error2,1,1
multi_player_team_error3,1,1
multi_player_team_error4,1,1
multi_player_team_error5,1,1
birthday_gift_107,1,1
not_same_server_1,1,1
most_popular_388,1,1
banned_toast_013,1,1
banned_toast_014,1,1
banned_toast_015,1,1
banned_toast_016,1,1
banned_toast_017,1,1
banned_toast_018,1,1
main_level_bot_enough,1,1
vip_level_not_enough,1,1
fort_raid_event_tips_10,1,1
kingdom_title_apply_key10,1,1
kingdom_title_apply_key11,1,1
kingdom_title_apply_key12,1,1
kingdom_title_apply_key13,1,1
kingdom_title_apply_key4,1,1
kingdom_title_apply_key5,1,1
bloody_night_desc_8,1,1
light_not_enough_tips,1,1
bloody_night_desc_15,1,1
alliance_fort_error18,1,1
alliance_fort_error19,1,1
alliance_fort_error20,1,1
alliance_chat_fort_build_tip,1,1
alliance_chat_fort_level_tip,1,1
carriage_alliance_up_only_once,1,1
carriage_alliance_captain_cant_up,1,1
carriage_alliance_no_need_queue,1,1
bounty_task_no_place,1,1
Load_move_out,1,1
gem_collection_301,1,1
gem_collection_302,1,1
gem_collection_303,1,1
gem_collection_304,1,1
gem_collection_305,1,1
kick_alliance_tip1,1,1
gem_collection_101,1,1
gem_collection_33,1,1
gem_collection_232,1,1
cross_error_318,1,1
map_monster_search_1,1,1
UI_carriage_105,1,1
UI_carriage_107,1,1
multi_player_team_error7,1,1
season_encounter_tips_6,1,1
season_encounter_tips_7,1,1
season_encounter_tips_8,1,1
season_encounter_tips_10,1,1
season_encounter_tips_11,1,1
sand_encounter_tips_6,1,1
sand_encounter_tips_7,1,1
gm_chat_2,1,1
gift_rewardlist17,1,1
activity_real_51,1,1
activity_real_52,1,1
assembly_open_day_error,1,1
dark_industry_error_1,1,1
gift_rewardlist31,1,1
alliance_fort_season_transform_open,1,1
alliance_fort_season_transform_unopen,1,1
lucky_bag_28,1,1
day_open_times_limit,1,1
target_urban_defense_full,1,1
gm_alliance_001,1,1
gm_alliance_002,1,1
banned_toast_019,1,1
banned_toast_020,1,1
bloody_night_desc_47,1,1
drak_knight_lock_fortress_tip,1,1
alliance_gameplay_noguild_tip,1,1
cross_friend_limit,1,1
players_compete_desc_1,1,1
players_compete_desc_2,1,1
players_compete_desc_3,1,1
players_compete_desc_4,1,1
players_compete_desc_5,1,1
mine_treasure_activity_key19,1,1
mist_encounter_tips_3,1,1
mist_area_cannot_tips,1,1
gift_rewardlist33,1,1
emu_ban_tips_01,1,1
players_compete_desc_6,1,1
fort_raid_tips_6,1,1
fort_raid_tips_7,1,1
fort_raid_tips_8,1,1
fort_raid_tips_9,1,1
alliance_brazie_request_tips,1,1
twilightraven_attack_cd,1,1
twilightraven_cannot_donate,1,1
ui_visit_65,1,1
mist_encounter_tips5,1,1
players_compete_desc_23,1,1
ui_visit_66,1,1
personal_code_tips_3,1,1
castle_gift11,1,1
fort_raid_league_tips_8,1,1
target_wounded_troops_none,1,1
fort_raid_league_tips_16,1,1
switch_goldbrick1,1,1
switch_goldbrick2,1,1
switch_goldbrick3,1,1
villagers_ui_5,1,1
resource_building_error_preLevel,1,1
mist_activity_repeat_tips,1,1
g_5v5_tips_member_offline,1,1
g_5v5_tips_cant_match,1,1
g_5v5_tips_cant_mulmatch,1,1
g_5v5_tips_cant_match01,1,1
g_5v5_tips_match_punish,1,1
video_max_count,1,1
alliance_fort_notice_1,1,1
dream_land_desc_39,1,1
professional_skills_not_learned,1,1
professional_skills_insufficient_times,1,1
professional_skills_currently_active,1,1
professional_skills_unavailable,1,1
professional_skills_insufficient_skill_points,1,1
professional_skills_max_level_reached,1,1
professional_skills_mutually_exclusive,1,1
professional_skills_insufficient_learning_conditions,1,1
ban_newuser_tips_01,1,1
professional_reset_armed_busy,1,1
professional_reset_closed,1,1
professional_reset_on_cooldown,1,1
professional_closed,1,1
professional_closed_1,1,1
professional_closed_2,1,1
cookingmaster_49,1,1
cookingmaster_server_01,1,1
cookingmaster_server_02,1,1
cookingmaster_server_03,1,1
mail_shield_reason_7,1,1
mine_treasure_activity_tips1,1,1
farmer_potion_error_1,1,1
farmer_potion_error_2,1,1
farmer_potion_error_3,1,1
farmer_potion_error_4,1,1
farmer_potion_error_5,1,1
farmer_potion_error_6,1,1
cookingmaster_50,1,1
kvk_not_open,1,1
kvk_camp_error,1,1
kvk_quit_alliance,1,1
kvk_kick_alliance_member,1,1
kvk_area_not_connect,1,1
banned_toast_021,1,1
banned_toast_022,1,1
concert_lottery24,1,1
professional_need_building,1,1
professional_need_building_1,1,1
professional_need_building_2,1,1
alliance_fort_1047,1,1
alliance_fort_1048,1,1
season_not_match,1,1
kvk_treasure_error_1,1,1
kvk_treasure_error_2,1,1
kvk_dissolve_alliance,1,1
group_owner_transfer_notice,1,1
message_sending_failed_message_1,1,1
professional_skills_unavailable_2,1,1
professional_skills_unavailable_3,1,1
professional_skills_unavailable_5,1,1
water_detail_gift_6,1,1
kvk_treasure_012,1,1
group_owner_transfer_desc_1,1,1
banned_toast_023,1,1
banned_toast_024,1,1
kvk_treasure_017,1,1
kvk_not_allow,1,1
kvk_boss_error_001,1,1
fort_raid_league_tips_17,1,1
fort_raid_league_tips_20,1,1
kvk_relic_time_not_allow,1,1
target_cross_server_tips,1,1
kvk_desc_16,1,1
fort_raid_tips_10,1,1
fort_raid_tips_11,1,1
kvk_desc_18,1,1
kvk_treasureerror_1,1,1
kvk_treasureerror_2,1,1
tianji_room_join_full_toast,1,1
tianji_room_join_error_toast,1,1
kvk_treasureerror_3,1,1
player_talent_ui_error_1,1,1
player_talent_ui_error_2,1,1
tianji_match_restart_toast,1,1
add_alliance_time_not_enough,1,1
pipejump_tips_1,1,1
pipejump_tips_2,1,1
pubg_battle_name_5,1,1
pubg_battle_name_22,1,1
pubg_battle_name_27,1,1
pubg_battle_name_28,1,1
pubg_battle_name_29,1,1
pubg_battle_name_30,1,1
pubg_battle_name_32,1,1
pubg_battle_name_33,1,1
pubg_battle_name_51,1,1
pubg_battle_name_52,1,1
pubg_battle_name_74,1,1
pubg_battle_name_75,1,1
pubg_battle_name_76,1,1
pubg_battle_name_77,1,1
pubg_battle_name_78,1,1
pubg_battle_name_79,1,1
pubg_battle_name_80,1,1
pubg_battle_name_42,1,1
pubg_battle_name_44,1,1
pubg_battle_name_81,1,1
pubg_battle_name_82,1,1
pubg_battle_name_83,1,1
pubg_battle_name_84,1,1
