id,newFightAttrs,SkillId,SkillId2,artifact_id,attribute,fightforce,level,level_2,need_wear,new_fight_attr,originID,originID_2,skill_desc,skill_desc_parameter,skill_icon,skill_name,star,star_up_cost
3000121,{20005:850|20006:5680},23001041,-1,30001,"3|850,4|5680",17200,5,-1,1,[20005|850|20006|5680],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7|4|20|2|40],,hero_skill_name_23001001,21,[303001|10]
3000122,{20005:890|20006:5960},23001041,-1,30001,"3|890,4|5960",18400,5,-1,1,[20005|890|20006|5960],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7|4|20|2|40],,hero_skill_name_23001001,22,[303001|10]
3000123,{20005:930|20006:6240},23001041,-1,30001,"3|930,4|6240",19600,5,-1,1,[20005|930|20006|6240],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7|4|20|2|40],,hero_skill_name_23001001,23,[303001|10]
3000124,{20005:970|20006:6520},23001041,-1,30001,"3|970,4|6520",20800,5,-1,1,[20005|970|20006|6520],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7|4|20|2|40],,hero_skill_name_23001001,24,[303001|10]
3000125,{20005:1010|20006:6800},23001051,-1,30001,"3|1010,4|6800",22000,6,-1,1,[20005|1010|20006|6800],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7.5|4|20|2|40],,hero_skill_name_23001001,25,[303001|10]
3000126,{20005:1058|20006:7120},23001051,-1,30001,"3|1058,4|7120",23500,6,-1,1,[20005|1058|20006|7120],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7.5|4|20|2|40],,hero_skill_name_23001001,26,[303001|12]
3000127,{20005:1106|20006:7440},23001051,-1,30001,"3|1106,4|7440",25000,6,-1,1,[20005|1106|20006|7440],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7.5|4|20|2|40],,hero_skill_name_23001001,27,[303001|12]
3000128,{20005:1154|20006:7760},23001051,-1,30001,"3|1154,4|7760",26500,6,-1,1,[20005|1154|20006|7760],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7.5|4|20|2|40],,hero_skill_name_23001001,28,[303001|12]
3000129,{20005:1202|20006:8080},23001051,-1,30001,"3|1202,4|8080",28000,6,-1,1,[20005|1202|20006|8080],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[2|7.5|4|20|2|40],,hero_skill_name_23001001,29,[303001|12]
3000130,{20005:1250|20006:8400},23001061,-1,30001,"3|1250,4|8400",29500,7,-1,1,[20005|1250|20006|8400],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8|4|20|2|40],,hero_skill_name_23001001,30,[303001|12]
3000131,{20005:1308|20006:8780},23001061,-1,30001,"3|1308,4|8780",31300,7,-1,1,[20005|1308|20006|8780],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8|4|20|2|40],,hero_skill_name_23001001,31,[303001|14]
3000132,{20005:1366|20006:9160},23001061,-1,30001,"3|1366,4|9160",33100,7,-1,1,[20005|1366|20006|9160],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8|4|20|2|40],,hero_skill_name_23001001,32,[303001|14]
3000133,{20005:1424|20006:9540},23001061,-1,30001,"3|1424,4|9540",34900,7,-1,1,[20005|1424|20006|9540],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8|4|20|2|40],,hero_skill_name_23001001,33,[303001|14]
3000134,{20005:1482|20006:9920},23001061,-1,30001,"3|1482,4|9920",36700,7,-1,1,[20005|1482|20006|9920],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8|4|20|2|40],,hero_skill_name_23001001,34,[303001|14]
3000135,{20005:1540|20006:10300},23001071,-1,30001,"3|1540,4|10300",38500,8,-1,1,[20005|1540|20006|10300],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8.5|4|20|2|40],,hero_skill_name_23001001,35,[303001|14]
3000136,{20005:1610|20006:10760},23001071,-1,30001,"3|1610,4|10760",40700,8,-1,1,[20005|1610|20006|10760],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8.5|4|20|2|40],,hero_skill_name_23001001,36,[303001|16]
3000137,{20005:1680|20006:11220},23001071,-1,30001,"3|1680,4|11220",42900,8,-1,1,[20005|1680|20006|11220],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8.5|4|20|2|40],,hero_skill_name_23001001,37,[303001|16]
3000138,{20005:1750|20006:11680},23001071,-1,30001,"3|1750,4|11680",45100,8,-1,1,[20005|1750|20006|11680],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8.5|4|20|2|40],,hero_skill_name_23001001,38,[303001|16]
3000139,{20005:1820|20006:12140},23001071,-1,30001,"3|1820,4|12140",47300,8,-1,1,[20005|1820|20006|12140],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|8.5|4|20|2|40],,hero_skill_name_23001001,39,[303001|16]
3000140,{20005:1890|20006:12600},23001081,-1,30001,"3|1890,4|12600",49500,9,-1,1,[20005|1890|20006|12600],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9|4|20|2|40],,hero_skill_name_23001001,40,[303001|16]
3000141,{20005:1972|20006:13140},23001081,-1,30001,"3|1972,4|13140",52100,9,-1,1,[20005|1972|20006|13140],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9|4|20|2|40],,hero_skill_name_23001001,41,[303001|18]
3000142,{20005:2054|20006:13680},23001081,-1,30001,"3|2054,4|13680",54700,9,-1,1,[20005|2054|20006|13680],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9|4|20|2|40],,hero_skill_name_23001001,42,[303001|18]
3000143,{20005:2136|20006:14220},23001081,-1,30001,"3|2136,4|14220",57300,9,-1,1,[20005|2136|20006|14220],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9|4|20|2|40],,hero_skill_name_23001001,43,[303001|18]
3000144,{20005:2218|20006:14760},23001081,-1,30001,"3|2218,4|14760",59900,9,-1,1,[20005|2218|20006|14760],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9|4|20|2|40],,hero_skill_name_23001001,44,[303001|18]
3000145,{20005:2300|20006:15300},23001091,-1,30001,"3|2300,4|15300",62500,10,-1,1,[20005|2300|20006|15300],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9.5|4|20|2|40],,hero_skill_name_23001001,45,[303001|18]
3000146,{20005:2396|20006:15960},23001091,-1,30001,"3|2396,4|15960",65600,10,-1,1,[20005|2396|20006|15960],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9.5|4|20|2|40],,hero_skill_name_23001001,46,[303001|20]
3000147,{20005:2492|20006:16620},23001091,-1,30001,"3|2492,4|16620",68700,10,-1,1,[20005|2492|20006|16620],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9.5|4|20|2|40],,hero_skill_name_23001001,47,[303001|20]
3000148,{20005:2588|20006:17280},23001091,-1,30001,"3|2588,4|17280",71800,10,-1,1,[20005|2588|20006|17280],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9.5|4|20|2|40],,hero_skill_name_23001001,48,[303001|20]
3000149,{20005:2684|20006:17940},23001091,-1,30001,"3|2684,4|17940",74900,10,-1,1,[20005|2684|20006|17940],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|9.5|4|20|2|40],,hero_skill_name_23001001,49,[303001|20]
3000150,{20005:2780|20006:18600},23001101,-1,30001,"3|2780,4|18600",78000,11,-1,1,[20005|2780|20006|18600],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,50,[303001|20]
3000151,{20005:2884|20006:19280},23001101,-1,30001,"3|2884,4|19280",80240,11,-1,1,[20005|2884|20006|19280],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,51,[303001|40]
3000152,{20005:2988|20006:19960},23001101,-1,30001,"3|2988,4|19960",82480,11,-1,1,[20005|2988|20006|19960],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,52,[303001|40]
3000153,{20005:3092|20006:20640},23001101,-1,30001,"3|3092,4|20640",84720,11,-1,1,[20005|3092|20006|20640],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,53,[303001|40]
3000154,{20005:3196|20006:21320},23001101,-1,30001,"3|3196,4|21320",86960,11,-1,1,[20005|3196|20006|21320],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,54,[303001|40]
3000155,{20005:3300|20006:22000},23001101,-1,30001,"3|3300,4|22000",89200,11,-1,1,[20005|3300|20006|22000],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,55,[303001|40]
3000156,{20005:3412|20006:22760},23001101,-1,30001,"3|3412,4|22760",90560,11,-1,1,[20005|3412|20006|22760],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,56,[303001|50]
3000157,{20005:3524|20006:23520},23001101,-1,30001,"3|3524,4|23520",91920,11,-1,1,[20005|3524|20006|23520],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,57,[303001|50]
3000158,{20005:3636|20006:24280},23001101,-1,30001,"3|3636,4|24280",93280,11,-1,1,[20005|3636|20006|24280],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,58,[303001|50]
3000159,{20005:3748|20006:25040},23001101,-1,30001,"3|3748,4|25040",94640,11,-1,1,[20005|3748|20006|25040],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,59,[303001|50]
3000160,{20005:3860|20006:25800},23001101,-1,30001,"3|3860,4|25800",96000,11,-1,1,[20005|3860|20006|25800],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,60,[303001|50]
3000161,{20005:3980|20006:26600},23001101,-1,30001,"3|3980,4|26600",97360,11,-1,1,[20005|3980|20006|26600],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,61,[303001|60]
3000162,{20005:4100|20006:27400},23001101,-1,30001,"3|4100,4|27400",98720,11,-1,1,[20005|4100|20006|27400],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,62,[303001|60]
3000163,{20005:4220|20006:28200},23001101,-1,30001,"3|4220,4|28200",100080,11,-1,1,[20005|4220|20006|28200],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,63,[303001|60]
3000164,{20005:4340|20006:29000},23001101,-1,30001,"3|4340,4|29000",101440,11,-1,1,[20005|4340|20006|29000],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,64,[303001|60]
3000165,{20005:4460|20006:29800},23001101,-1,30001,"3|4460,4|29800",102800,11,-1,1,[20005|4460|20006|29800],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,65,[303001|60]
3000166,{20005:4588|20006:30640},23001101,-1,30001,"3|4588,4|30640",104160,11,-1,1,[20005|4588|20006|30640],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,66,[303001|70]
3000167,{20005:4716|20006:31480},23001101,-1,30001,"3|4716,4|31480",105520,11,-1,1,[20005|4716|20006|31480],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,67,[303001|70]
3000168,{20005:4844|20006:32320},23001101,-1,30001,"3|4844,4|32320",106880,11,-1,1,[20005|4844|20006|32320],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,68,[303001|70]
3000169,{20005:4972|20006:33160},23001101,-1,30001,"3|4972,4|33160",108240,11,-1,1,[20005|4972|20006|33160],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,69,[303001|70]
3000170,{20005:5100|20006:34000},23001101,-1,30001,"3|5100,4|34000",109600,11,-1,1,[20005|5100|20006|34000],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,70,[303001|70]
3000171,{20005:5234|20006:34900},23001101,-1,30001,"3|5234,4|34900",110960,11,-1,1,[20005|5234|20006|34900],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,71,[303001|80]
3000172,{20005:5368|20006:35800},23001101,-1,30001,"3|5368,4|35800",112320,11,-1,1,[20005|5368|20006|35800],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,72,[303001|80]
3000173,{20005:5502|20006:36700},23001101,-1,30001,"3|5502,4|36700",113680,11,-1,1,[20005|5502|20006|36700],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,73,[303001|80]
3000174,{20005:5636|20006:37600},23001101,-1,30001,"3|5636,4|37600",115040,11,-1,1,[20005|5636|20006|37600],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,74,[303001|80]
3000175,{20005:5770|20006:38500},23001101,-1,30001,"3|5770,4|38500",116400,11,-1,1,[20005|5770|20006|38500],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,75,[303001|80]
3000176,{20005:5886|20006:39260},23001101,-1,30001,"3|5886,4|39260",117760,11,-1,1,[20005|5886|20006|39260],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,76,[303001|70]
3000177,{20005:6002|20006:40020},23001101,-1,30001,"3|6002,4|40020",119120,11,-1,1,[20005|6002|20006|40020],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,77,[303001|70]
3000178,{20005:6118|20006:40780},23001101,-1,30001,"3|6118,4|40780",120480,11,-1,1,[20005|6118|20006|40780],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,78,[303001|70]
3000179,{20005:6234|20006:41540},23001101,-1,30001,"3|6234,4|41540",121840,11,-1,1,[20005|6234|20006|41540],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,79,[303001|70]
3000180,{20005:6350|20006:42300},23001101,-1,30001,"3|6350,4|42300",123200,11,-1,1,[20005|6350|20006|42300],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,80,[303001|70]
3000181,{20005:6464|20006:43080},23001101,-1,30001,"3|6464,4|43080",124560,11,-1,1,[20005|6464|20006|43080],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,81,[303001|80]
3000182,{20005:6578|20006:43860},23001101,-1,30001,"3|6578,4|43860",125920,11,-1,1,[20005|6578|20006|43860],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,82,[303001|80]
3000183,{20005:6692|20006:44640},23001101,-1,30001,"3|6692,4|44640",127280,11,-1,1,[20005|6692|20006|44640],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,83,[303001|80]
3000184,{20005:6806|20006:45420},23001101,-1,30001,"3|6806,4|45420",128640,11,-1,1,[20005|6806|20006|45420],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,84,[303001|80]
3000185,{20005:6920|20006:46200},23001101,-1,30001,"3|6920,4|46200",130000,11,-1,1,[20005|6920|20006|46200],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,85,[303001|80]
3000186,{20005:7036|20006:46960},23001101,-1,30001,"3|7036,4|46960",131360,11,-1,1,[20005|7036|20006|46960],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,86,[303001|90]
3000187,{20005:7152|20006:47720},23001101,-1,30001,"3|7152,4|47720",132720,11,-1,1,[20005|7152|20006|47720],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,87,[303001|90]
3000188,{20005:7268|20006:48480},23001101,-1,30001,"3|7268,4|48480",134080,11,-1,1,[20005|7268|20006|48480],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,88,[303001|90]
3000189,{20005:7384|20006:49240},23001101,-1,30001,"3|7384,4|49240",135440,11,-1,1,[20005|7384|20006|49240],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,89,[303001|90]
3000190,{20005:7500|20006:50000},23001101,-1,30001,"3|7500,4|50000",136800,11,-1,1,[20005|7500|20006|50000],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,90,[303001|90]
3000191,{20005:7614|20006:50760},23001101,-1,30001,"3|7614,4|50760",138160,11,-1,1,[20005|7614|20006|50760],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,91,[303001|110]
3000192,{20005:7728|20006:51520},23001101,-1,30001,"3|7728,4|51520",139520,11,-1,1,[20005|7728|20006|51520],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,92,[303001|110]
3000193,{20005:7842|20006:52280},23001101,-1,30001,"3|7842,4|52280",140880,11,-1,1,[20005|7842|20006|52280],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,93,[303001|110]
3000194,{20005:7956|20006:53040},23001101,-1,30001,"3|7956,4|53040",142240,11,-1,1,[20005|7956|20006|53040],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,94,[303001|110]
3000195,{20005:8070|20006:53800},23001101,-1,30001,"3|8070,4|53800",143600,11,-1,1,[20005|8070|20006|53800],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,95,[303001|110]
3000196,{20005:8186|20006:54580},23001101,-1,30001,"3|8186,4|54580",144960,11,-1,1,[20005|8186|20006|54580],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,96,[303001|130]
3000197,{20005:8302|20006:55360},23001101,-1,30001,"3|8302,4|55360",146320,11,-1,1,[20005|8302|20006|55360],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,97,[303001|130]
3000198,{20005:8418|20006:56140},23001101,-1,30001,"3|8418,4|56140",147680,11,-1,1,[20005|8418|20006|56140],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,98,[303001|130]
3000199,{20005:8534|20006:56920},23001101,-1,30001,"3|8534,4|56920",149040,11,-1,1,[20005|8534|20006|56920],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,99,[303001|130]
30001100,{20005:8650|20006:57700},23001101,-1,30001,"3|8650,4|57700",150400,11,-1,1,[20005|8650|20006|57700],23001001,-1,[hero_skill_desc_23001001|hero_skill_desc_23001001_1],[3|10|4|20|2|60],,hero_skill_name_23001001,100,[303001|130]
3000200,{20005:340|20006:2300},23002001,-1,30002,"3|340,4|2300",4000,1,-1,1,[20005|340|20006|2300],23002001,-1,[hero_skill_desc_23002001],[100|100|200|6|30],,hero_skill_name_23002001,0,
3000201,{20005:356|20006:2400},23002001,-1,30002,"3|356,4|2400",4400,1,-1,1,[20005|356|20006|2400],23002001,-1,[hero_skill_desc_23002001],[100|100|200|6|30],,hero_skill_name_23002001,1,[303002|2]
3000202,{20005:372|20006:2500},23002001,-1,30002,"3|372,4|2500",4800,1,-1,1,[20005|372|20006|2500],23002001,-1,[hero_skill_desc_23002001],[100|100|200|6|30],,hero_skill_name_23002001,2,[303002|2]
3000203,{20005:388|20006:2600},23002001,-1,30002,"3|388,4|2600",5200,1,-1,1,[20005|388|20006|2600],23002001,-1,[hero_skill_desc_23002001],[100|100|200|6|30],,hero_skill_name_23002001,3,[303002|2]
3000204,{20005:404|20006:2700},23002001,-1,30002,"3|404,4|2700",5600,1,-1,1,[20005|404|20006|2700],23002001,-1,[hero_skill_desc_23002001],[100|100|200|6|30],,hero_skill_name_23002001,4,[303002|2]
3000205,{20005:420|20006:2800},23002011,-1,30002,"3|420,4|2800",6000,2,-1,1,[20005|420|20006|2800],23002001,-1,[hero_skill_desc_23002001],[100|135|200|6|30],,hero_skill_name_23002001,5,[303002|2]
3000206,{20005:440|20006:2940},23002011,-1,30002,"3|440,4|2940",6500,2,-1,1,[20005|440|20006|2940],23002001,-1,[hero_skill_desc_23002001],[100|135|200|6|30],,hero_skill_name_23002001,6,[303002|4]
