id,carryIconAtlas,carry_icon,carry_icon_atlas,citybuilding,defaultPathNode,dirType,endAnimeList,endbubble,endBubbles,endstate,IsShowProgressBar,lasttime,moveto_slot,ProgressBarOffset,progressPos,publicuse,skinID,startAnimeList,startbubble,startBubbles,startstate,type
110,Atlas/UI_Item,icon_20004,,102,,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
111,Atlas/UI_Item,,,107,,0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],1,-1,[],[bubble_emoji_10|||bubble_emoji_1|bubble_relax_7],[bubble_emoji_10|||bubble_emoji_1|bubble_relax_7],,0
112,Atlas/UI_Item,,,106,,0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],1,-1,[],[bubble_emoji_10|||bubble_emoji_1|bubble_relax_7],[bubble_emoji_10|||bubble_emoji_1|bubble_relax_7],,0
11201,Atlas/UI_Item,icon_20001,,112,Restaurant (2),1,[village_carry|carry],,[],[village_carry|carry],0,3,0,[0|0],[0|0],1,-1,[work|work],,[],[work|work],0
11202,Atlas/UI_Item,,,112,Restaurant (6),1,[run|run],,[],[run|run],0,60,0,[0|0],[0|0],1,-1,[cook|idle],,[],[cook|idle],0
11203,Atlas/UI_Item,icon_50008,,112,,-1,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],0,-1,[],,[],,0
11204,Atlas/UI_Item,,,112,,0,[run|run],,[],[run|run],0,12,0,[0|0],[0|0],0,-1,[eat_1|idle],[bubble_emoji_2|||bubble_emoji_2],[bubble_emoji_2|||bubble_emoji_2],[eat_1|idle],0
11205,Atlas/UI_Item,,,112,,0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],0,-1,[],,[],,0
11206,Atlas/UI_Item,,,112,,0,[run|run],,[],[run|run],0,5,0,[0|0],[0|0],0,-1,[work|work],,[],[work|work],0
11207,Atlas/UI_Item,,,112,,0,[run|run],,[],[run|run],0,0,0,[0|0],[0|0],0,-1,[],,[],,0
11208,Atlas/UI_Item,,,112,,0,[run|run],,[],[run|run],0,10,0,[0|0],[0|0],0,-1,[work|work],,[],[work|work],0
1001,Atlas/UI_Item,,,1001,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1002,Atlas/UI_Item,,,1002,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_4|village_sleep_4],0
1003,Atlas/UI_Item,,,1003,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1004,Atlas/UI_Item,,,1004,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1005,Atlas/UI_Item,,,1005,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1006,Atlas/UI_Item,,,1006,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1007,Atlas/UI_Item,,,1007,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_1|village_sleep_1],0
1008,Atlas/UI_Item,,,1008,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1009,Atlas/UI_Item,,,1009,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1010,Atlas/UI_Item,,,1010,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_1|village_sleep_1],0
1011,Atlas/UI_Item,,,1011,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1012,Atlas/UI_Item,,,1012,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1013,Atlas/UI_Item,,,1013,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1014,Atlas/UI_Item,,,1014,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1015,Atlas/UI_Item,,,1015,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_1|village_sleep_1],0
1016,Atlas/UI_Item,,,1016,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1017,Atlas/UI_Item,,,1017,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1018,Atlas/UI_Item,,,1018,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_1|village_sleep_1],0
1019,Atlas/UI_Item,,,1019,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1020,Atlas/UI_Item,,,1020,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1021,Atlas/UI_Item,,,1021,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1022,Atlas/UI_Item,,,1022,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1023,Atlas/UI_Item,,,1023,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1024,Atlas/UI_Item,,,1024,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1025,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1026,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_4|village_sleep_4],0
1027,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1028,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1029,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1030,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1031,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1032,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_4|village_sleep_4],0
1033,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1034,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1035,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1036,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1037,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1038,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_4|village_sleep_4],0
1039,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1040,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1041,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1042,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
1043,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1044,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_4|village_sleep_4],0
1045,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0|||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_2],[village_sleep_2|village_sleep_2],0
1046,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_1|village_sleep_1],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_2],[village_sleep_1|village_sleep_1],0
1047,Atlas/UI_Item,,,147,,1,[run|run],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[bubble_emoji_0||||||bubble_emoji_15|bubble_relax_7],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_2|village_sleep_2],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[bubble_sleep_1|||||||bubble_emoji_15|bubble_emoji_0],[village_sleep_2|village_sleep_2],0
1048,Atlas/UI_Item,,,147,,1,[run|run],,[],[run|run],0,-1,1,[0|0],[0|0],0,-1,[village_sleep_4|village_sleep_4],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[bubble_sleep_1|||||||bubble_sleep_1|bubble_emoji_0],[village_sleep_4|village_sleep_4],0
2001,Atlas/UI_Item,,,-1,N_animal_1,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2002,Atlas/UI_Item,,,-1,N_animal_2,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2003,Atlas/UI_Item,,,-1,N_animal_3,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2004,Atlas/UI_Item,,,-1,N_animal_4,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2005,Atlas/UI_Item,,,-1,N_animal_5,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2006,Atlas/UI_Item,,,-1,N_animal_6,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2101,Atlas/UI_Item,,,-1,S_animal_1,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2102,Atlas/UI_Item,,,-1,S_animal_2,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2103,Atlas/UI_Item,,,-1,S_animal_3,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2104,Atlas/UI_Item,,,-1,S_animal_4,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2105,Atlas/UI_Item,,,-1,S_animal_5,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2106,Atlas/UI_Item,,,-1,S_animal_6,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2201,Atlas/UI_Item,,,-1,T_animal_1,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2202,Atlas/UI_Item,,,-1,T_animal_2,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2203,Atlas/UI_Item,,,-1,T_animal_3,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2204,Atlas/UI_Item,,,-1,T_animal_4,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2205,Atlas/UI_Item,,,-1,T_animal_5,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2206,Atlas/UI_Item,,,-1,T_animal_6,0,[village_carry|carry],,[],[village_carry|carry],0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2301,Atlas/UI_Item,,,-1,Z_52,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2302,Atlas/UI_Item,,,-1,Z_53,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2303,Atlas/UI_Item,,,-1,Z_54,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2304,Atlas/UI_Item,,,-1,Z_55,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2305,Atlas/UI_Item,,,-1,Z_56,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
2306,Atlas/UI_Item,,,-1,Z_57,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3001,Atlas/UI_Item,,,-1,Relax (1),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3002,Atlas/UI_Item,,,-1,Z_2,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3003,Atlas/UI_Item,,,-1,Z_10,0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3004,Atlas/UI_Item,,,-1,Relax (2),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3005,Atlas/UI_Item,,,-1,Relax (8),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3006,Atlas/UI_Item,,,-1,Relax (10),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3007,Atlas/UI_Item,,,-1,Relax (14),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3008,Atlas/UI_Item,,,-1,Relax (16),0,[run|run],[bubble_relax_7],[bubble_relax_7],[run|run],0,30,0,[0|0],[0|0],1,-1,[village_sleep_4|village_sleep_4],[bubble_work_6||bubble_emoji_3],[bubble_work_6||bubble_emoji_3],[village_sleep_4|village_sleep_4],0
3009,Atlas/UI_Item,,,-1,Relax (18),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
3010,Atlas/UI_Item,,,-1,Relax (19),0,[],,[],,0,0,0,[0|0],[0|0],1,-1,[],,[],,0
