id,activity_id,condition,conditions,group,mission_key,mission_reward,mission_reward_int,mission_reward2,mission_reward3,order,point_limit,point_limit2,vip
52,-1,,[],230,card_raid_mission_103,79003,79003,-1,-1,3,30,-1,-1
53,-1,,[],230,card_raid_mission_104,79004,79004,-1,-1,4,40,-1,-1
54,-1,,[],4,,9260101,9260101,-1,-1,1,40,-1,-1
55,-1,,[],4,,9260102,9260102,-1,-1,2,60,-1,-1
56,-1,,[],4,,9260103,9260103,-1,-1,3,100,-1,-1
57,-1,,[],4,,9260104,9260104,-1,-1,4,200,-1,-1
58,-1,,[],4,,9260105,9260105,-1,-1,5,300,-1,-1
59,-1,,[],4,,9260106,9260106,-1,-1,6,400,-1,-1
60,-1,,[],5,,9261101,9261101,-1,-1,1,40,-1,-1
61,-1,,[],5,,9261102,9261102,-1,-1,2,60,-1,-1
62,-1,,[],5,,9261103,9261103,-1,-1,3,100,-1,-1
63,-1,,[],5,,9261104,9261104,-1,-1,4,200,-1,-1
64,-1,,[],5,,9261105,9261105,-1,-1,5,300,-1,-1
65,-1,,[],5,,9261106,9261106,-1,-1,6,400,-1,-1
66,-1,,[],6,,10190301,10190301,-1,-1,1,10000,500,-1
67,-1,,[],6,,10190302,10190302,-1,-1,2,20000,800,-1
68,-1,,[],6,,10190303,10190303,-1,-1,3,30000,1100,-1
69,-1,,[],6,,10190304,10190304,-1,-1,4,40000,1400,-1
70,-1,,[],6,,10190305,10190305,-1,-1,5,50000,1700,-1
71,-1,,[],6,,10190306,10190306,-1,-1,6,60000,1900,-1
72,-1,,[],6,,10190307,10190307,-1,-1,7,70000,2150,-1
73,-1,,[],6,,10190308,10190308,-1,-1,8,80000,2520,-1
74,-1,,[],6,,10190309,10190309,-1,-1,9,90000,2900,-1
75,-1,,[],6,,10190310,10190310,-1,-1,10,100000,3300,-1
85,-1,,[],7,,10111001,10111001,-1,-1,1,300,-1,-1
86,-1,,[],7,,10111002,10111002,-1,-1,2,1280,-1,-1
87,-1,,[],7,,10111003,10111003,-1,-1,3,3280,-1,-1
88,-1,,[],7,,10111004,10111004,-1,-1,4,6480,-1,-1
89,-1,,[],7,,10111005,10111005,-1,-1,5,15000,-1,-1
90,-1,,[],7,,10111006,10111006,-1,-1,6,30000,-1,-1
91,-1,,[],8,,31001,31001,-1,-1,1,1,-1,-1
93,-1,,[],8,,31003,31003,-1,-1,2,3,-1,-1
95,-1,,[],8,,31005,31005,-1,-1,3,5,-1,-1
96,-1,,[],9,,10114101,10114101,-1,-1,1,40,-1,-1
97,-1,,[],9,,10114102,10114102,-1,-1,2,60,-1,-1
98,-1,,[],9,,10114103,10114103,-1,-1,3,100,-1,-1
99,-1,,[],9,,10114104,10114104,-1,-1,4,200,-1,-1
100,-1,,[],9,,10114105,10114105,-1,-1,5,300,-1,-1
101,-1,,[],9,,10114106,10114106,-1,-1,6,400,-1,-1
102,-1,,[],10,,73504,73504,9062040,-1,1,200,-1,-1
103,-1,,[],10,,73505,73505,9081001,-1,2,400,-1,-1
104,-1,,[],10,,73506,73506,9081002,-1,3,600,-1,-1
105,-1,,[],10,,73507,73507,9081003,-1,4,800,-1,-1
106,-1,,[],10,,73508,73508,9081004,-1,5,1000,-1,-1
107,-1,,[],10,,73509,73509,9081005,-1,6,1200,-1,-1
108,-1,,[],10,,73510,73510,9081006,-1,7,1400,-1,-1
109,-1,,[],10,,73511,73511,9062040,-1,8,1600,-1,-1
110,-1,,[],10,,73512,73512,9081001,-1,9,1800,-1,-1
111,-1,,[],10,,73513,73513,9081002,-1,10,2000,-1,-1
112,-1,,[],10,,73514,73514,9081003,-1,11,2200,-1,-1
113,-1,,[],10,,73515,73515,9081004,-1,12,2400,-1,-1
114,-1,,[],11,,10190101,10190101,-1,-1,1,40,-1,-1
115,-1,,[],11,,10190102,10190102,-1,-1,2,60,-1,-1
116,-1,,[],11,,10190103,10190103,-1,-1,3,100,-1,-1
117,-1,,[],11,,10190104,10190104,-1,-1,4,200,-1,-1
118,-1,,[],11,,10190105,10190105,-1,-1,5,300,-1,-1
119,-1,,[],11,,10190106,10190106,-1,-1,6,400,-1,-1
120,-1,,[],12,,10260301,10260301,-1,-1,1,15000,500,-1
121,-1,,[],12,,10260302,10260302,-1,-1,2,25000,800,-1
122,-1,,[],12,,10260303,10260303,-1,-1,3,35000,1100,-1
123,-1,,[],12,,10260304,10260304,-1,-1,4,50000,1400,-1
124,-1,,[],12,,10260305,10260305,-1,-1,5,75000,1700,-1
125,-1,,[],12,,10260306,10260306,-1,-1,6,100000,1900,-1
126,-1,,[],12,,10260307,10260307,-1,-1,7,125000,2150,-1
127,-1,,[],12,,10260308,10260308,-1,-1,8,150000,2520,-1
128,-1,,[],12,,10260309,10260309,-1,-1,9,170000,2900,-1
129,-1,,[],12,,10260310,10260310,-1,-1,10,200000,3300,-1
130,-1,,[],13,,10260201,10260201,-1,-1,1,40,-1,-1
131,-1,,[],13,,10260202,10260202,-1,-1,2,60,-1,-1
132,-1,,[],13,,10260203,10260203,-1,-1,3,100,-1,-1
133,-1,,[],13,,10260204,10260204,-1,-1,4,200,-1,-1
134,-1,,[],13,,10260205,10260205,-1,-1,5,300,-1,-1
135,-1,,[],13,,10260206,10260206,-1,-1,6,400,-1,-1
136,-1,,[],14,,10261101,10261101,10261201,-1,1,60,-1,-1
137,-1,,[],14,,10261102,10261102,10261202,-1,2,120,-1,-1
138,-1,,[],14,,10261103,10261103,10261203,-1,3,180,-1,-1
139,-1,,[],14,,10261104,10261104,10261204,-1,4,240,-1,-1
140,-1,,[],14,,10261105,10261105,10261205,-1,5,300,-1,-1
141,-1,,[],14,,10261106,10261106,10261206,-1,6,360,-1,-1
142,-1,,[],14,,10261107,10261107,10261207,-1,7,420,-1,-1
143,-1,,[],14,,10261108,10261108,10261208,-1,8,480,-1,-1
144,-1,,[],14,,10261109,10261109,10261209,-1,9,540,-1,-1
145,-1,,[],14,,10261110,10261110,10261210,-1,10,600,-1,-1
146,-1,,[],14,,10261111,10261111,10261211,-1,11,660,-1,-1
147,-1,,[],14,,10261112,10261112,10261212,-1,12,720,-1,-1
148,-1,,[],14,,10261113,10261113,10261213,-1,13,780,-1,-1
149,-1,,[],14,,10261114,10261114,10261214,-1,14,840,-1,-1
150,-1,,[],14,,10261115,10261115,10261215,-1,15,900,-1,-1
151,-1,,[],14,,10261116,10261116,10261216,-1,16,960,-1,-1
152,-1,,[],14,,10261117,10261117,10261217,-1,17,1020,-1,-1
153,-1,,[],14,,10261118,10261118,10261218,-1,18,1080,-1,-1
154,-1,,[],14,,10261119,10261119,10261219,-1,19,1140,-1,-1
155,-1,,[],14,,10261120,10261120,10261220,-1,20,1200,-1,-1
156,-1,,[],15,,10270001,10270001,-1,-1,1,300,-1,-1
157,-1,,[],15,,10270002,10270002,-1,-1,2,1280,-1,-1
158,-1,,[],15,,10270003,10270003,-1,-1,3,3280,-1,-1
159,-1,,[],15,,10270004,10270004,-1,-1,4,6480,-1,-1
160,-1,,[],15,,10270005,10270005,-1,-1,5,15000,-1,-1
161,-1,,[],15,,10270006,10270006,-1,-1,6,30000,-1,-1
162,-1,,[],16,,10271101,10271101,10271201,-1,1,60,-1,-1
163,-1,,[],16,,10271102,10271102,10271202,-1,2,120,-1,-1
164,-1,,[],16,,10271103,10271103,10271203,-1,3,180,-1,-1
165,-1,,[],16,,10271104,10271104,10271204,-1,4,240,-1,-1
166,-1,,[],16,,10271105,10271105,10271205,-1,5,300,-1,-1
167,-1,,[],16,,10271106,10271106,10271206,-1,6,360,-1,-1
168,-1,,[],16,,10271107,10271107,10271207,-1,7,420,-1,-1
169,-1,,[],16,,10271108,10271108,10271208,-1,8,480,-1,-1
170,-1,,[],16,,10271109,10271109,10271209,-1,9,540,-1,-1
171,-1,,[],16,,10271110,10271110,10271210,-1,10,600,-1,-1
172,-1,,[],16,,10271111,10271111,10271211,-1,11,660,-1,-1
173,-1,,[],16,,10271112,10271112,10271212,-1,12,720,-1,-1
174,-1,,[],16,,10271113,10271113,10271213,-1,13,780,-1,-1
175,-1,,[],16,,10271114,10271114,10271214,-1,14,840,-1,-1
176,-1,,[],16,,10271115,10271115,10271215,-1,15,900,-1,-1
177,-1,,[],16,,10271116,10271116,10271216,-1,16,960,-1,-1
178,-1,,[],16,,10271117,10271117,10271217,-1,17,1020,-1,-1
179,-1,,[],16,,10271118,10271118,10271218,-1,18,1080,-1,-1
180,-1,,[],16,,10271119,10271119,10271219,-1,19,1140,-1,-1
181,-1,,[],16,,10271120,10271120,10271220,-1,20,1200,-1,-1
182,-1,,[],17,,10312001,10312001,-1,-1,1,10000,500,-1
183,-1,,[],17,,10312002,10312002,-1,-1,2,20000,800,-1
184,-1,,[],17,,10312003,10312003,-1,-1,3,30000,1100,-1
185,-1,,[],17,,10312004,10312004,-1,-1,4,40000,1400,-1
186,-1,,[],17,,10312005,10312005,-1,-1,5,50000,1700,-1
187,-1,,[],17,,10312006,10312006,-1,-1,6,60000,1900,-1
188,-1,,[],17,,10312007,10312007,-1,-1,7,70000,2150,-1
189,-1,,[],17,,10312008,10312008,-1,-1,8,80000,2520,-1
190,-1,,[],17,,10312009,10312009,-1,-1,9,90000,2900,-1
191,-1,,[],17,,10312010,10312010,-1,-1,10,100000,3300,-1
192,-1,,[],18,,10313001,10313001,-1,-1,1,50,-1,-1
193,-1,,[],18,,10313002,10313002,-1,-1,2,100,-1,-1
194,-1,,[],18,,10313003,10313003,-1,-1,3,150,-1,-1
195,-1,,[],18,,10313004,10313004,-1,-1,4,200,-1,-1
196,-1,,[],18,,10313005,10313005,-1,-1,5,300,-1,-1
197,-1,,[],18,,10313006,10313006,-1,-1,6,400,-1,-1
198,-1,,[],19,,11011101,11011101,11011201,-1,1,60,-1,-1
199,-1,,[],19,,11011102,11011102,11011202,-1,2,120,-1,-1
200,-1,,[],19,,11011103,11011103,11011203,-1,3,180,-1,-1
201,-1,,[],19,,11011104,11011104,11011204,-1,4,240,-1,-1
202,-1,,[],19,,11011105,11011105,11011205,-1,5,300,-1,-1
203,-1,,[],19,,11011106,11011106,11011206,-1,6,360,-1,-1
204,-1,,[],19,,11011107,11011107,11011207,-1,7,420,-1,-1
205,-1,,[],19,,11011108,11011108,11011208,-1,8,480,-1,-1
206,-1,,[],19,,11011109,11011109,11011209,-1,9,540,-1,-1
207,-1,,[],19,,11011110,11011110,11011210,-1,10,600,-1,-1
208,-1,,[],19,,11011111,11011111,11011211,-1,11,660,-1,-1
209,-1,,[],19,,11011112,11011112,11011212,-1,12,720,-1,-1
210,-1,,[],19,,11011113,11011113,11011213,-1,13,780,-1,-1
211,-1,,[],19,,11011114,11011114,11011214,-1,14,840,-1,-1
212,-1,,[],19,,11011115,11011115,11011215,-1,15,900,-1,-1
213,-1,,[],19,,11011116,11011116,11011216,-1,16,960,-1,-1
214,-1,,[],19,,11011117,11011117,11011217,-1,17,1020,-1,-1
215,-1,,[],19,,11011118,11011118,11011218,-1,18,1080,-1,-1
216,-1,,[],19,,11011119,11011119,11011219,-1,19,1140,-1,-1
217,-1,,[],19,,11011120,11011120,11011220,-1,20,1200,-1,-1
218,-1,,[],20,,11012101,11012101,-1,-1,1,20,-1,-1
219,-1,,[],20,,11012102,11012102,-1,-1,2,40,-1,-1
220,-1,,[],20,,11012103,11012103,-1,-1,3,60,-1,-1
221,-1,,[],20,,11012104,11012104,-1,-1,4,100,-1,-1
222,-1,,[],20,,11012105,11012105,-1,-1,5,150,-1,-1
223,-1,,[],20,,11012106,11012106,-1,-1,6,200,-1,-1
224,-1,,[],21,,11012301,11012301,-1,-1,1,10000,500,-1
225,-1,,[],21,,11012302,11012302,-1,-1,2,20000,800,-1
226,-1,,[],21,,11012303,11012303,-1,-1,3,30000,1100,-1
227,-1,,[],21,,11012304,11012304,-1,-1,4,40000,1400,-1
228,-1,,[],21,,11012305,11012305,-1,-1,5,50000,1700,-1
229,-1,,[],21,,11012306,11012306,-1,-1,6,60000,1900,-1
230,-1,,[],21,,11012307,11012307,-1,-1,7,70000,2150,-1
231,-1,,[],21,,11012308,11012308,-1,-1,8,80000,2520,-1
232,-1,,[],21,,11012309,11012309,-1,-1,9,90000,2900,-1
233,-1,,[],21,,11012310,11012310,-1,-1,10,100000,3300,-1
234,-1,,[],22,,11013101,11013101,11013201,-1,1,60,-1,-1
235,-1,,[],22,,11013102,11013102,11013202,-1,2,120,-1,-1
236,-1,,[],22,,11013103,11013103,11013203,-1,3,180,-1,-1
237,-1,,[],22,,11013104,11013104,11013204,-1,4,240,-1,-1
238,-1,,[],22,,11013105,11013105,11013205,-1,5,300,-1,-1
239,-1,,[],22,,11013106,11013106,11013206,-1,6,360,-1,-1
240,-1,,[],22,,11013107,11013107,11013207,-1,7,420,-1,-1
241,-1,,[],22,,11013108,11013108,11013208,-1,8,480,-1,-1
242,-1,,[],22,,11013109,11013109,11013209,-1,9,540,-1,-1
243,-1,,[],22,,11013110,11013110,11013210,-1,10,600,-1,-1
244,-1,,[],22,,11013111,11013111,11013211,-1,11,660,-1,-1
245,-1,,[],22,,11013112,11013112,11013212,-1,12,720,-1,-1
246,-1,,[],22,,11013113,11013113,11013213,-1,13,780,-1,-1
247,-1,,[],22,,11013114,11013114,11013214,-1,14,840,-1,-1
248,-1,,[],22,,11013115,11013115,11013215,-1,15,900,-1,-1
249,-1,,[],22,,11013116,11013116,11013216,-1,16,960,-1,-1
250,-1,,[],22,,11013117,11013117,11013217,-1,17,1020,-1,-1
251,-1,,[],22,,11013118,11013118,11013218,-1,18,1080,-1,-1
252,-1,,[],22,,11013119,11013119,11013219,-1,19,1140,-1,-1
253,-1,,[],22,,11013120,11013120,11013220,-1,20,1200,-1,-1
254,-1,,[],23,,11015101,11015101,11015201,-1,1,60,-1,-1
255,-1,,[],23,,11015102,11015102,11015202,-1,2,120,-1,-1
256,-1,,[],23,,11015103,11015103,11015203,-1,3,180,-1,-1
257,-1,,[],23,,11015104,11015104,11015204,-1,4,240,-1,-1
258,-1,,[],23,,11015105,11015105,11015205,-1,5,300,-1,-1
259,-1,,[],23,,11015106,11015106,11015206,-1,6,360,-1,-1
260,-1,,[],23,,11015107,11015107,11015207,-1,7,420,-1,-1
261,-1,,[],23,,11015108,11015108,11015208,-1,8,480,-1,-1
262,-1,,[],23,,11015109,11015109,11015209,-1,9,540,-1,-1
263,-1,,[],23,,11015110,11015110,11015210,-1,10,600,-1,-1
264,-1,,[],23,,11015111,11015111,11015211,-1,11,660,-1,-1
265,-1,,[],23,,11015112,11015112,11015212,-1,12,720,-1,-1
266,-1,,[],23,,11015113,11015113,11015213,-1,13,780,-1,-1
267,-1,,[],23,,11015114,11015114,11015214,-1,14,840,-1,-1
268,-1,,[],23,,11015115,11015115,11015215,-1,15,900,-1,-1
269,-1,,[],23,,11015116,11015116,11015216,-1,16,960,-1,-1
270,-1,,[],23,,11015117,11015117,11015217,-1,17,1020,-1,-1
271,-1,,[],23,,11015118,11015118,11015218,-1,18,1080,-1,-1
272,-1,,[],23,,11015119,11015119,11015219,-1,19,1140,-1,-1
273,-1,,[],23,,11015120,11015120,11015220,-1,20,1200,-1,-1
274,-1,,[],24,,11061501,11061501,11061601,-1,1,200,-1,-1
275,-1,,[],24,,11061502,11061502,11061602,-1,2,400,-1,-1
276,-1,,[],24,,11061503,11061503,11061603,-1,3,600,-1,-1
277,-1,,[],24,,11061504,11061504,11061604,-1,4,800,-1,-1
278,-1,,[],24,,11061505,11061505,11061605,-1,5,1000,-1,-1
279,-1,,[],24,,11061506,11061506,11061606,-1,6,1200,-1,-1
280,-1,,[],24,,11061507,11061507,11061607,-1,7,1400,-1,-1
281,-1,,[],24,,11061508,11061508,11061608,-1,8,1600,-1,-1
282,-1,,[],24,,11061509,11061509,11061609,-1,9,1800,-1,-1
283,-1,,[],24,,11061510,11061510,11061610,-1,10,2000,-1,-1
284,-1,,[],24,,11061511,11061511,11061611,-1,11,2200,-1,-1
285,-1,,[],24,,11061512,11061512,11061612,-1,12,2400,-1,-1
286,-1,,[],24,,11061513,11061513,11061613,-1,13,2600,-1,-1
287,-1,,[],24,,11061514,11061514,11061614,-1,14,2800,-1,-1
288,-1,,[],24,,11061515,11061515,11061615,-1,15,3000,-1,-1
289,-1,,[],24,,11061516,11061516,11061616,-1,16,3200,-1,-1
290,-1,,[],24,,11061517,11061517,11061617,-1,17,3400,-1,-1
291,-1,,[],24,,11061518,11061518,11061618,-1,18,3600,-1,-1
292,-1,,[],24,,11061519,11061519,11061619,-1,19,3800,-1,-1
293,-1,,[],24,,11061520,11061520,11061620,-1,20,4000,-1,-1
294,-1,,[],25,,11072101,11072101,11072201,-1,1,150,-1,-1
295,-1,,[],25,,11072102,11072102,11072202,-1,2,300,-1,-1
296,-1,,[],25,,11072103,11072103,11072203,-1,3,450,-1,-1
297,-1,,[],25,,11072104,11072104,11072204,-1,4,600,-1,-1
298,-1,,[],25,,11072105,11072105,11072205,-1,5,750,-1,-1
299,-1,,[],25,,11072106,11072106,11072206,-1,6,900,-1,-1
300,-1,,[],25,,11072107,11072107,11072207,-1,7,1050,-1,-1
301,-1,,[],25,,11072108,11072108,11072208,-1,8,1200,-1,-1
302,-1,,[],25,,11072109,11072109,11072209,-1,9,1350,-1,-1
303,-1,,[],25,,11072110,11072110,11072210,-1,10,1500,-1,-1
304,-1,,[],25,,11072111,11072111,11072211,-1,11,1650,-1,-1
305,-1,,[],25,,11072112,11072112,11072212,-1,12,1800,-1,-1
306,-1,,[],25,,11072113,11072113,11072213,-1,13,1950,-1,-1
307,-1,,[],25,,11072114,11072114,11072214,-1,14,2100,-1,-1
308,-1,,[],25,,11072115,11072115,11072215,-1,15,2250,-1,-1
309,-1,,[],25,,11072116,11072116,11072216,-1,16,2400,-1,-1
310,-1,,[],25,,11072117,11072117,11072217,-1,17,2550,-1,-1
311,-1,,[],25,,11072118,11072118,11072218,-1,18,2700,-1,-1
312,-1,,[],25,,11072119,11072119,11072219,-1,19,2850,-1,-1
313,-1,,[],25,,11072120,11072120,11072220,-1,20,3000,-1,-1
314,-1,,[],26,,11080401,11080401,11080501,-1,1,90,-1,-1
315,-1,,[],26,,11080402,11080402,11080502,-1,2,180,-1,-1
316,-1,,[],26,,11080403,11080403,11080503,-1,3,270,-1,-1
317,-1,,[],26,,11080404,11080404,11080504,-1,4,360,-1,-1
318,-1,,[],26,,11080405,11080405,11080505,-1,5,450,-1,-1
319,-1,,[],26,,11080406,11080406,11080506,-1,6,540,-1,-1
320,-1,,[],26,,11080407,11080407,11080507,-1,7,630,-1,-1
321,-1,,[],26,,11080408,11080408,11080508,-1,8,720,-1,-1
322,-1,,[],26,,11080409,11080409,11080509,-1,9,810,-1,-1
323,-1,,[],26,,11080410,11080410,11080510,-1,10,900,-1,-1
324,-1,,[],26,,11080411,11080411,11080511,-1,11,990,-1,-1
325,-1,,[],26,,11080412,11080412,11080512,-1,12,1080,-1,-1
326,-1,,[],26,,11080413,11080413,11080513,-1,13,1170,-1,-1
327,-1,,[],26,,11080414,11080414,11080514,-1,14,1260,-1,-1
328,-1,,[],26,,11080415,11080415,11080515,-1,15,1350,-1,-1
329,-1,,[],26,,11080416,11080416,11080516,-1,16,1440,-1,-1
330,-1,,[],26,,11080417,11080417,11080517,-1,17,1530,-1,-1
331,-1,,[],26,,11080418,11080418,11080518,-1,18,1620,-1,-1
332,-1,,[],26,,11080419,11080419,11080519,-1,19,1710,-1,-1
333,-1,,[],26,,11080420,11080420,11080520,-1,20,1800,-1,-1
334,-1,,[],27,,11161101,11161101,-1,-1,1,300,-1,-1
335,-1,,[],27,,11161102,11161102,-1,-1,2,1280,-1,-1
336,-1,,[],27,,11161103,11161103,-1,-1,3,3280,-1,-1
337,-1,,[],27,,11161104,11161104,-1,-1,4,6480,-1,-1
338,-1,,[],27,,11161105,11161105,-1,-1,5,15000,-1,-1
339,-1,,[],27,,11161106,11161106,-1,-1,6,30000,-1,-1
340,-1,,[],28,,11170401,11170401,-1,-1,1,50,-1,-1
341,-1,,[],28,,11170402,11170402,-1,-1,2,100,-1,-1
342,-1,,[],28,,11170403,11170403,-1,-1,3,150,-1,-1
343,-1,,[],28,,11170404,11170404,-1,-1,4,250,-1,-1
344,-1,,[],28,,11170405,11170405,-1,-1,5,400,-1,-1
345,-1,,[],29,,11170301,11170301,-1,-1,1,10000,500,-1
346,-1,,[],29,,11170302,11170302,-1,-1,2,20000,800,-1
347,-1,,[],29,,11170303,11170303,-1,-1,3,30000,1100,-1
348,-1,,[],29,,11170304,11170304,-1,-1,4,40000,1400,-1
349,-1,,[],29,,11170305,11170305,-1,-1,5,50000,1700,-1
350,-1,,[],29,,11170306,11170306,-1,-1,6,60000,1900,-1
351,-1,,[],29,,11170307,11170307,-1,-1,7,70000,2150,-1
352,-1,,[],29,,11170308,11170308,-1,-1,8,80000,2520,-1
353,-1,,[],29,,11170309,11170309,-1,-1,9,90000,2900,-1
354,-1,,[],29,,11170310,11170310,-1,-1,10,100000,3300,-1
355,-1,,[],30,,11172101,11172101,-1,-1,1,300,-1,-1
356,-1,,[],30,,11172102,11172102,-1,-1,2,1280,-1,-1
357,-1,,[],30,,11172103,11172103,-1,-1,3,3280,-1,-1
358,-1,,[],30,,11172104,11172104,-1,-1,4,6480,-1,-1
359,-1,,[],30,,11172105,11172105,-1,-1,5,15000,-1,-1
360,-1,,[],30,,11172106,11172106,-1,-1,6,30000,-1,-1
361,-1,,[],31,,11211201,11211201,11211301,-1,1,200,-1,-1
362,-1,,[],31,,11211202,11211202,11211302,-1,2,400,-1,-1
363,-1,,[],31,,11211203,11211203,11211303,-1,3,600,-1,-1
364,-1,,[],31,,11211204,11211204,11211304,-1,4,800,-1,-1
365,-1,,[],31,,11211205,11211205,11211305,-1,5,1000,-1,-1
366,-1,,[],31,,11211206,11211206,11211306,-1,6,1200,-1,-1
367,-1,,[],31,,11211207,11211207,11211307,-1,7,1400,-1,-1
368,-1,,[],31,,11211208,11211208,11211308,-1,8,1600,-1,-1
369,-1,,[],31,,11211209,11211209,11211309,-1,9,1800,-1,-1
370,-1,,[],31,,11211210,11211210,11211310,-1,10,2000,-1,-1
371,-1,,[],31,,11211211,11211211,11211311,-1,11,2200,-1,-1
372,-1,,[],31,,11211212,11211212,11211312,-1,12,2400,-1,-1
373,-1,,[],31,,11211213,11211213,11211313,-1,13,2600,-1,-1
374,-1,,[],31,,11211214,11211214,11211314,-1,14,2800,-1,-1
375,-1,,[],31,,11211215,11211215,11211315,-1,15,3000,-1,-1
376,-1,,[],31,,11211216,11211216,11211316,-1,16,3200,-1,-1
377,-1,,[],31,,11211217,11211217,11211317,-1,17,3400,-1,-1
378,-1,,[],31,,11211218,11211218,11211318,-1,18,3600,-1,-1
379,-1,,[],31,,11211219,11211219,11211319,-1,19,3800,-1,-1
380,-1,,[],31,,11211220,11211220,11211320,-1,20,4000,-1,-1
381,-1,,[],32,,11223001,11223001,11223101,-1,1,200,-1,-1
382,-1,,[],32,,11223002,11223002,11223102,-1,2,400,-1,-1
383,-1,,[],32,,11223003,11223003,11223103,-1,3,600,-1,-1
384,-1,,[],32,,11223004,11223004,11223104,-1,4,800,-1,-1
385,-1,,[],32,,11223005,11223005,11223105,-1,5,1000,-1,-1
386,-1,,[],32,,11223006,11223006,11223106,-1,6,1200,-1,-1
387,-1,,[],32,,11223007,11223007,11223107,-1,7,1400,-1,-1
388,-1,,[],32,,11223008,11223008,11223108,-1,8,1600,-1,-1
389,-1,,[],32,,11223009,11223009,11223109,-1,9,1800,-1,-1
