id,atlas_name,icon,param,repeat_reward,type,unlock,unlock_dec,use_time
230,Atlas/UI_Chat_Bubble,icon_chat_bubble_25,61026,999|2|1000,2,1,player_dress_dec_11,-1
231,Atlas/UI_Chat_Bubble,icon_chat_bubble_26,61027,999|2|1000,2,1,player_dress_dec_11,-1
232,Atlas/UI_Chat_Bubble,icon_chat_bubble_27,61028,999|2|1000,2,1,player_dress_dec_11,-1
233,Atlas/UI_Chat_Bubble,icon_chat_bubble_28,61029,999|2|1000,2,1,player_dress_dec_11,-1
234,Atlas/UI_Chat_Bubble,icon_chat_bubble_29,61030,999|2|1000,2,1,player_dress_dec_11,-1
235,Atlas/UI_Chat_Bubble,icon_chat_bubble_30,61031,999|2|1000,2,1,player_dress_dec_11,-1
236,Atlas/UI_Chat_Bubble,icon_chat_bubble_31,61032,999|2|1000,2,1,player_dress_dec_11,-1
237,Atlas/UI_Chat_Bubble,icon_chat_bubble_32,61033,999|2|1000,2,1,player_dress_dec_11,-1
238,Atlas/UI_Chat_Bubble,icon_chat_bubble_33,61034,999|2|1000,2,1,player_dress_dec_11,-1
239,Atlas/UI_Chat_Bubble,icon_chat_bubble_47,61035,999|2|1000,2,1,player_dress_dec_11,-1
240,Atlas/UI_Chat_Bubble,icon_chat_bubble_51,61036,999|2|1000,2,1,player_dress_dec_61036,-1
241,Atlas/UI_Chat_Bubble,icon_chat_bubble_50,61037,999|2|1000,2,1,player_dress_dec_11,-1
242,Atlas/UI_Chat_Bubble,icon_chat_bubble_52,61038,999|2|1000,2,1,player_dress_dec_11,-1
243,Atlas/UI_Chat_Bubble,icon_chat_bubble_54,61039,999|2|1000,2,1,player_dress_dec_11,-1
244,Atlas/UI_Chat_Bubble,icon_chat_bubble_55,61040,999|2|1000,2,1,player_dress_dec_506,-1
245,Atlas/UI_Chat_Bubble,icon_chat_bubble_53,61041,999|2|1000,2,1,player_dress_dec_60065,-1
246,Atlas/UI_Chat_Bubble,icon_chat_bubble_56,61042,999|2|1000,2,1,player_dress_dec_60066,-1
247,Atlas/UI_Chat_Bubble,icon_chat_bubble_57,61043,999|2|1000,2,1,player_dress_dec_11,-1
248,Atlas/UI_Chat_Bubble,icon_chat_bubble_58,61044,999|2|1000,2,1,player_dress_dec_11,-1
249,Atlas/UI_Chat_Bubble,icon_chat_bubble_61,61045,,2,1,player_dress_dec_168,14
250,Atlas/UI_Chat_Bubble,icon_chat_bubble_63,61046,,2,1,player_dress_dec_250,14
251,Atlas/UI_Chat_Bubble,icon_chat_bubble_62,61047,999|2|1000,2,1,player_dress_dec_251,-1
252,Atlas/UI_Chat_Bubble,icon_chat_bubble_64,61048,999|2|1000,2,1,player_dress_dec_252,-1
253,Atlas/UI_Chat_Bubble,icon_chat_bubble_66,61050,999|2|1000,2,1,player_dress_dec_11,-1
254,Atlas/UI_Chat_Bubble,icon_chat_bubble_65,61051,999|2|1000,2,1,player_dress_dec_11,-1
400,Atlas/Social_Skin,icon_boardskin_01,-1,,4,-1,social_skin_desc_default,-1
401,Atlas/Social_Skin,icon_boardskin_03,64001,999|2|1000,4,1,social_skin_desc_11,-1
402,Atlas/Social_Skin,icon_boardskin_02,64002,999|2|1000,4,1,social_skin_desc_21,-1
403,Atlas/UI_Item,icon_30770,64003,999|2|1000,4,1,social_skin_desc_31,-1
404,Atlas/UI_Item,icon_30783,64004,999|2|1000,4,1,social_skin_desc_41,-1
405,Atlas/UI_Item,icon_30784,64005,999|2|1000,4,1,social_skin_desc_51,-1
406,Atlas/UI_Item,icon_30785,64006,999|2|1000,4,1,social_skin_desc_61,-1
407,Atlas/UI_Item,icon_30816,64007,999|2|1000,4,1,social_skin_desc_71,-1
408,Atlas/Social_Skin,icon_boardskin_04,64008,999|2|1000,4,1,social_skin_desc_81,-1
409,Atlas/Social_Skin,icon_boardskin_05,64009,999|2|1000,4,1,social_skin_desc_91,28
410,Atlas/Social_Skin,icon_boardskin_06,64010,999|2|1000,4,1,social_skin_desc_101,-1
411,Atlas/UI_Item,icon_31120,64011,999|2|1000,4,1,social_skin_desc_111,-1
500,Atlas/PlayerTitle,Title_1,65001,999|2|1000,5,1,player_dress_dec_201,-1
501,Atlas/PlayerTitle,Title_8,65031,999|2|1000,5,1,social_skin_desc_81,-1
502,Atlas/PlayerTitle,Title_1,65021,2|65021|1,5,1,player_dress_dec_502,-1
503,Atlas/PlayerTitle,Title_7,65007,2|65007|1,5,1,player_dress_dec_60054,-1
504,Atlas/PlayerTitle,Title_3,65012,2|65012|1,5,1,player_dress_dec_504,-1
505,Atlas/PlayerTitle,Title_10,65036,2|65036|1,5,1,player_dress_dec_505,-1
506,Atlas/PlayerTitle,Title_12,65037,2|65037|1,5,1,player_dress_dec_506,-1
509,Atlas/PlayerTitle,Title_20,65039,2|65039|1,5,1,player_dress_dec_509,-1
510,Atlas/PlayerTitle,Title_15,65040,2|65040|1,5,1,player_dress_dec_510,-1
511,Atlas/PlayerTitle,Title_23,65041,2|65041|1,5,1,player_dress_dec_511,-1
512,Atlas/PlayerTitle,Title_26,65046,2|65046|1,5,1,player_dress_dec_512,-1
513,Atlas/PlayerTitle,Title_29,65051,2|65051|1,5,1,player_dress_dec_513,-1
514,Atlas/PlayerTitle,Title_32,65056,2|65056|1,5,1,player_dress_dec_514,-1
515,Atlas/PlayerTitle,Title_35,65061,2|65061|1,5,1,player_dress_dec_515,-1
600,Atlas/UI_Item,icon_30991,66000,999|2|500,6,1,tianji_skin_unlock_japan_event,-1
601,Atlas/UI_Item,icon_31119,66001,999|2|100,6,1,tianji_skin_unlock_fire_event,7
700,Atlas/UI_Nameplate,bg_Title_base,-1,,7,-1,player_dress_dec_700,-1
701,Atlas/UI_Nameplate,icon_Nameplate_1,67001,999|2|1000,7,1,player_dress_dec_11,-1
800,,,-1,,8,-1,player_dress_dec_800,-1
801,,,68001,999|2|1000,8,1,player_dress_dec_11,-1
802,,,68002,999|2|1000,8,1,player_dress_dec_60066,-1
803,,,68003,999|2|1000,8,1,player_dress_dec_803,-1
