id,bind,FX,FX_Scale,FX_time,is_stop_delete,parent,skin_FX,type
10022111,-1,Effect/Battle/Headhunter_Skill0,0,1000,0,-1,,1
10022311,-1,Effect/Battle/Headhunter_Skill2,0,2000,0,-1,,1
10022312,-1,Effect/Battle/Headhunter_Skill2,150,2000,0,-1,,1
10022313,-1,Effect/Battle/Headhunter_Skill2,200,2000,0,-1,,1
10022314,-1,Effect/Battle/Headhunter_Skill2,250,2000,0,-1,,1
10023311,-1,Effect/Battle/WilderHunter_Skill2,0,2000,0,-1,,1
10023802,-1,Effect/Battle/WilderHunter_ZW_sf,0,2000,0,-1,,1
10024311,-1,Effect/Battle/AstrologyScholar_Skill_SF,0,2000,0,-1,[Effect/Battle/AstrologyScholar_Skill_SF|Effect/Battle/AstrologyScholar_Skill_SF|Effect/Battle/AstrologyScholar_Skill_SF|Effect/Battle/AstrologyScholar_Skill_SF|Effect/Battle/AstrologyScholar_Skill2_SF_skin4],1
10024802,-1,Effect/Battle/Fx_AstrologyScholar_ZW_SF,0,2000,0,-1,,1
10025011,-1,Effect/Battle/Fx_FireMage_Attack_SF,0,500,0,-1,,1
10025201,-1,Effect/Battle/Fx_FireMage_Skill1_01,0,1000,1,-1,,1
10025301,-1,Effect/Battle/Fx_FireMage_Skill2_SF,0,3000,1,-1,[Effect/Battle/Fx_FireMage_Skill2_SF|Effect/Battle/Fx_FireMage_Skill2_SF|Effect/Battle/Fx_FireMage_Skill2_SF|Effect/Battle/Fx_FireMage_Skill2_SF_skin2],1
10025601,-1,Effect/Battle/Fx_FireMageV2_Skill2_SF,0,3000,1,-1,[Effect/Battle/Fx_FireMageV2_Skill2_SF|Effect/Battle/Fx_FireMageV2_Skill2_SF|Effect/Battle/Fx_FireMageV2_Skill2_SF|Effect/Battle/Fx_FireMageV2_Skill2_SF_skin2],1
10025802,-1,Effect/Battle/Fx_FireMage_ZW_SF,0,2000,0,-1,,1
10027211,-1,Effect/Battle/Nun_Skill1_n,0,1500,0,-1,,1
10027311,-1,Effect/Battle/Nun_Skill2_n,0,3000,0,-1,[Effect/Battle/Nun_Skill2_n|Effect/Battle/Nun_Skill2_n|Effect/Battle/Nun_Skill2_n|Effect/Battle/Nun_skill2_skin1|Effect/Battle/Nun_Skill2_n|Effect/Battle/Nun_skill2_skin2],1
10027802,-1,Effect/Battle/Nun_ZW_sf,0,2000,0,-1,,1
10028802,-1,Effect/Battle/Magus_ZW_SF,0,2000,0,-1,,1
10029211,-1,Effect/Battle/Shepherd_Skill1,0,1500,0,-1,[|Effect/Battle/Shepherd_Skill1|Effect/Battle/Shepherd_Skill1|Effect/Battle/Shepherd_Skill1_skin1],1
10029801,-1,Effect/Battle/Shepherd_ZW_hit,0,1500,0,-1,,1
10029802,-1,Effect/Battle/Shepherd_ZW_SF,0,2000,0,-1,,1
10030111,-1,Effect/Battle/Bard_Skill0_n,0,3000,0,-1,,1
10030211,-1,Effect/Battle/Bard_Skill1_n,0,3000,0,-1,,1
10030311,-1,Effect/Battle/Bard_Skill2_n_SF,0,3000,0,-1,,1
10030802,-1,Effect/Battle/Fx_Bard_ZW_SF,0,2000,0,-1,,1
10031011,-1,Effect/Battle/Fx_Judge_Attack,0,1000,0,-1,,1
10031111,-1,Effect/Battle/Fx_Judge_Skill0,0,1500,0,-1,,1
10031201,-1,Effect/Battle/Fx_Judge_Skill1_SF,0,1500,1,-1,,1
10031211,-1,Effect/Battle/Fx_Judge_Skill1,0,1500,0,-1,,1
10031301,-1,Effect/Battle/Fx_Judge_Skill2_SF,0,2000,1,-1,[Effect/Battle/Fx_Judge_Skill2_SF|Effect/Battle/Fx_Judge_Skill2_SF|Effect/Battle/Fx_Judge_Skill2_SF_skin|Effect/Battle/Fx_Judge_Skill2_SF_skin3|Effect/Battle/Fx_Judge_Skill2_SF_skin4],1
10031802,-1,Effect/Battle/Judge_ZW_sf,0,2000,0,-1,,1
10032111,-1,Effect/Battle/LaoBanNiang_Skill0,0,1000,0,-1,,1
10032801,-1,Effect/Battle/Fx_laobanniang_ZW_hit,0,2000,0,-1,,1
10032802,-1,Effect/Battle/Fx_laobanniang_ZW_SF,0,2000,0,-1,,1
10033011,-1,Effect/Battle/ShengTu_Attack,0,500,0,-1,,1
10033111,-1,Effect/Battle/ShengTu_Skill0_SF,0,1000,0,-1,,1
10033211,-1,Effect/Battle/ShengTu_Skill01_SF,0,2500,0,-1,,1
10033311,-1,Effect/Battle/ShengTu_Skill02_SF,0,2000,0,-1,[Effect/Battle/ShengTu_Skill02_SF|Effect/Battle/ShengTu_Skill02_SF|Effect/Battle/ShengTu_Skill02_SF_skin],1
10033802,-1,Effect/Battle/shengtu_ZW_sf,0,2000,0,-1,,1
10033903,-1,Effect/Battle/Fx_shengtutianshi_FX_attack,0,4000,0,-1,,1
10034011,-1,Effect/Battle/SaMan_Attck_SF,0,500,0,-1,,1
10034101,-1,Effect/Battle/SaMan_Skill0,0,1500,1,-1,,1
10034201,-1,Effect/Battle/SaMan_Skill1_SF,0,2000,1,-1,,1
10034301,-1,Effect/Battle/SaMan_Skill2_SF,0,2000,1,-1,,1
10034802,-1,Effect/Battle/SaMan_ZW_SF,0,2000,0,-1,,1
10035111,-1,Effect/Battle/xianzhe_skill01,0,800,0,-1,,1
10035211,-1,Effect/Battle/xianzhe_skill02,0,1600,0,-1,,1
10035311,-1,Effect/Battle/xianzhe_skill03,0,2000,0,-1,,1
10035802,-1,Effect/Battle/xianzhe_ZW_SF,0,2000,0,-1,,1
10037001,-1,Effect/Battle/E_YJ_attack,0,1000,1,-1,,1
10037101,-1,Effect/Battle/E_YJ_skill0_attack,0,1500,1,-1,[Effect/Battle/E_YJ_skill0_attack|Effect/Battle/E_YJ_skill0_attack|Effect/Battle/E_YJ_skill0_attack|Effect/Battle/E_YJ_skill0_attack|Effect/Battle/E_YJ_skill0_attack|Effect/Battle/yaojing_skil01_sf_skin02],1
10037201,-1,Effect/Battle/E_YJ_skill1_attack,0,2000,1,-1,[Effect/Battle/E_YJ_skill1_attack|Effect/Battle/E_YJ_skill1_attack|Effect/Battle/E_YJ_skill1_attack|Effect/Battle/E_YJ_skill1_attack|Effect/Battle/E_YJ_skill1_attack|Effect/Battle/E_YJ_skill1_attack_skin2],1
10037301,-1,Effect/Battle/E_YJ_skill2_attack,0,1000,1,-1,[Effect/Battle/E_YJ_skill2_attack|Effect/Battle/E_YJ_skill2_attack|Effect/Battle/E_YJ_skill2_attack|Effect/Battle/E_YJ_skill2_attack|Effect/Battle/E_YJ_skill2_attack|Effect/Battle/yaojing_skil03_sf_skin02],1
10037802,-1,Effect/Battle/yaojing_ZW_sf,0,2000,0,-1,,1
10038001,-1,Effect/Battle/E_TLL_attack,0,1000,1,-1,,1
10038101,-1,Effect/Battle/E_TLL_skill0_attck,0,2000,1,-1,,1
10038201,-1,Effect/Battle/E_TLL_skill1_attack,0,2000,1,-1,,1
10038802,-1,Effect/Battle/Tonglingmao_ZW_SF,0,2000,0,-1,,1
10039011,-1,Effect/Battle/shamowangzi_attack1,0,300,0,-1,,1
10039012,-1,Effect/Battle/shamowangzi_attack2,0,300,0,-1,,1
10039211,-1,Effect/Battle/shamowangzi_skill_01,0,800,0,-1,[Effect/Battle/shamowangzi_skill_01|Effect/Battle/shamowangzi_skill_01|Effect/Battle/shamowangzi_skill_01|Effect/Battle/shamowangzi_skill_01|Effect/Battle/shamowangzi_skill_01|Effect/Battle/shamowangzi_skill_01_skin3],1
10039312,-1,Effect/Battle/shamowangzi_skill02_attack1,0,300,0,-1,[Effect/Battle/shamowangzi_skill02_attack1|Effect/Battle/shamowangzi_skill02_attack1|Effect/Battle/shamowangzi_skill02_attack1|Effect/Battle/shamowangzi_attack1_skin2|Effect/Battle/shamowangzi_skill02_attack1|Effect/Battle/shamowangzi_attack1_skin3],1
10039313,-1,Effect/Battle/shamowangzi_skill02_attack2,0,300,0,-1,[Effect/Battle/shamowangzi_skill02_attack2|Effect/Battle/shamowangzi_skill02_attack2|Effect/Battle/shamowangzi_skill02_attack2|Effect/Battle/shamowangzi_attack1_skin2|Effect/Battle/shamowangzi_skill02_attack2|Effect/Battle/shamowangzi_attack2_skin3],1
10039802,-1,Effect/Battle/shamowangzi_ZW_sf,0,2000,1,-1,,1
10040001,-1,Effect/Battle/E_FXZ_attack,0,1200,1,-1,,1
10040103,-1,Effect/Battle/E_FXZ_attack,0,1200,1,-1,,1
10040201,-1,Effect/Battle/E_FXZ_skill1_attack,0,1200,1,-1,,1
10040301,-1,Effect/Battle/E_FXZ_skill2_attack,0,4000,1,-1,,1
10040802,-1,Effect/Battle/FXZ_ZW_sf,0,2000,1,-1,,1
10041802,-1,Effect/Battle/FengBaoSN_ZW_SF,0,2000,1,-1,,1
10041903,-1,Effect/Battle/Fx_fengbaoshengnv_FX_attack,0,3500,1,-1,,1
10042001,-1,Effect/Battle/HaoShi_Attack_01,0,1000,1,-1,,1
10042101,-1,Effect/Battle/HaoShi_Skill0,0,1000,1,-1,,1
10042201,-1,Effect/Battle/HaoShi_Skill1,0,4000,1,-1,[Effect/Battle/HaoShi_Skill|Effect/Battle/HaoShi_Skill1|Effect/Battle/HaoShi_Skill1|Effect/Battle/HaoShi_Skill1_skin2|Effect/Battle/HaoShi_Skill|Effect/Battle/HaoShi_Skill1_shenwang],1
10042301,-1,Effect/Battle/HaoShi_Skill2_FanJi_02,0,500,1,-1,[Effect/Battle/HaoShi_Skill2_FanJi_02|Effect/Battle/HaoShi_Skill2_FanJi_02|Effect/Battle/HaoShi_Skill2_FanJi_02|Effect/Battle/HaoShi_Skill2_FanJi_02_skin2],1
10042302,-1,Effect/Battle/HaoShi_Skill2_FanJi,0,500,1,-1,[Effect/Battle/HaoShi_Skill2_FanJi|Effect/Battle/HaoShi_Skill2_FanJi|Effect/Battle/HaoShi_Skill2_FanJi|Effect/Battle/HaoShi_Skill2_FanJi_skin2],1
10042802,-1,Effect/Battle/haoshi_ZW_SF,0,2000,0,-1,,1
10043001,-1,Effect/Battle/QiangWeiGZ_Attack,0,1000,1,-1,[||||Effect/Battle/XlQiangWeiGZ_skin4_attack1_R_stand01|Effect/Battle/XlQiangWeiGZ_skin4_attack1_L_ride02],1
10043002,-1,Effect/Battle/QiangWeiGZ_Attack02,0,1000,1,-1,[||||Effect/Battle/XlQiangWeiGZ_skin4_attack2_L_stand01|Effect/Battle/XlQiangWeiGZ_skin4_attack2_R_ride02],1
10043101,-1,Effect/Battle/QiangWeiGZ_Skill0,0,2000,1,-1,[||||Effect/Battle/XlQiangWeiGZ_skin4_Skill0_buff_stand01|Effect/Battle/XlQiangWeiGZ_skin4_Skill0_buff_ride02],1
10043301,-1,Effect/Battle/QiangWeiGZ_Skill2_SF,0,1500,1,-1,[|Effect/Battle/QiangWeiGZ_Skill2_SF|Effect/Battle/QiangWeiGZ_Skill2_SF_skin|Effect/Battle/QiangWeiGZ_Skill2_SF_skin2|Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_SF_stand01|Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_SF_ride02],1
10043801,-1,Effect/Battle/qiangweigongzhu_ZW_hit,0,1000,0,-1,,1
10043802,-1,Effect/Battle/qiangweigongzhu_ZW_sf,0,2000,0,-1,,1
10044101,-1,Effect/Battle/HuanChaoShi_Skill0_SF,0,1000,1,-1,,1
10044301,-1,Effect/Battle/HuanChaoShi_Skill2_SF,0,1000,1,-1,,1
10044802,-1,Effect/Battle/huanchaoshi_ZW_SF,0,1500,1,-1,,1
10044903,-1,Effect/Battle/Fx_huanchaoshi_FX_buff,0,3300,0,-1,,1
10045001,-1,Effect/Battle/nvwu_Attack_SF,0,1500,1,-1,,1
10045101,-1,Effect/Battle/nvwu_skill0_sf,0,1500,1,-1,,1
10045201,-1,Effect/Battle/nvwu_skill1_SF,0,1500,1,-1,,1
10045301,-1,Effect/Battle/nvwu_skill02_SF,0,1500,1,-1,[Effect/Battle/nvwu_skill02_SF|Effect/Battle/nvwu_skill02_SF_skin|Effect/Battle/nvwu_skill02_SF_skin2|Effect/Battle/nvwu_skill02_SF|Effect/Battle/nvwu_skill02_SF_skin4|Effect/Battle/nvwu_skill02_SF_skin5|Effect/Battle/nvwu_skill02_SF_skin6],1
10045801,-1,Effect/Battle/nvwu_ZW_hit,0,1500,1,-1,,1
10045802,-1,Effect/Battle/nvwu_ZW_SF,0,1500,1,-1,,1
10046101,-1,Effect/Battle/zhujiao_skill0_sf,0,2000,1,-1,,1
10046802,-1,Effect/Battle/zhujiao_ZW_sf,0,1500,1,-1,,1
30019101,-1,Effect/Battle/sunwukong_skill2,0,1500,1,-1,[||||Effect/Battle/sunwukong_skill2_skin4],1
10047001,-1,Effect/Battle/sunwukong_attack,0,1500,1,-1,,1
10047101,-1,Effect/Battle/sunwukong_skill1,0,1500,1,-1,[Effect/Battle/sunwukong_skill1|Effect/Battle/sunwukong_skill1|Effect/Battle/sunwukong_skill1_skin2|Effect/Battle/sunwukong_skill1_skin3|Effect/Battle/sunwukong_skill1_skin4],1
10047102,-1,Effect/Battle/sunwukong_skill1_1,0,1500,1,-1,[Effect/Battle/sunwukong_skill1_1|Effect/Battle/sunwukong_skill1_1|Effect/Battle/sunwukong_skill1_1_skin2|Effect/Battle/sunwukong_skill1_1_skin3|Effect/Battle/sunwukong_skill1_1_skin4],1
10047802,-1,Effect/Battle/sunwukong_ZW_sf,0,1500,1,-1,,1
10048101,-1,Effect/Battle/tinayutuntun_skill0,0,2000,1,-1,,1
10048802,-1,Effect/Battle/Fx_tinayutuntun_ZW_SF,0,1500,1,-1,,1
10049001,-1,Effect/Battle/Fx_nezha_attack,0,1000,1,-1,[Effect/Battle/Fx_nezha_attack|Effect/Battle/Fx_nezha_attack|Effect/Battle/Fx_nezha_attack|Effect/Battle/Fx_nezha_attack1_L_skin_xl02|Effect/Battle/Fx_nezha_attack1_L_skin_xl01],1
10049301,-1,Effect/Battle/Fx_nezha_BS,0,2000,1,-1,,1
10049802,-1,Effect/Battle/Fx_nezha_ZW_SF,0,1500,1,-1,,1
10050001,-1,Effect/Battle/Fx_famingjia_attack_SF,0,1000,1,-1,,1
30022001,-1,Effect/Battle/Fx_famingjia_skill0_pao_SF,0,1000,1,-1,[Effect/Battle/Fx_famingjia_skill0_pao_SF|Effect/Battle/Fx_famingjia_skill0_pao_SF_skin1||Effect/Battle/Fx_famingjia_skill0_pao_SF_skin2],1
30022101,-1,Effect/Battle/Fx_famingjia_skill0_pao_cx,0,1200,1,-1,[Effect/Battle/Fx_famingjia_skill0_pao_cx|Effect/Battle/Fx_famingjia_skill0_pao_cx_skin1|Effect/Battle/Fx_famingjia_skill0_pao_cx_skin2],1
10050101,-1,Effect/Battle/Fx_famingjia_skill0_SF,0,2000,1,-1,,1
10050201,-1,Effect/Battle/Fx_famingjia_skill1_SF,0,2000,1,-1,,1
10050802,-1,Effect/Battle/Fx_famingjia_ZW_SF,0,1500,1,-1,,1
10051001,-1,Effect/Battle/huajiang_attack_SF,0,1000,1,-1,,1
10051101,-1,Effect/Battle/huajiang_skill0_SF,0,2000,1,-1,,1
10051201,-1,Effect/Battle/huajiang_skill1_SF,0,2500,1,-1,,1
10051802,-1,Effect/Battle/huajiang_skill02_ZW_SF,0,1500,1,-1,,1
10052001,-1,Effect/Battle/Fx_anyingmushi_attack_SF,0,1000,1,-1,,1
10052101,-1,Effect/Battle/Fx_anyingmushi_skill0_SF,0,2000,1,-1,,1
10052201,-1,Effect/Battle/Fx_anyingmushi_skill1_SF,0,2500,1,-1,,1
10052301,-1,Effect/Battle/Fx_anyingmushi_skill2_SF,0,2000,1,-1,,1
10052802,-1,Effect/Battle/Fx_anyingmushi_ZW_sf,0,1500,1,-1,,1
10053001,-1,Effect/Battle/Fx_nvpu_attack_SF,0,1000,1,-1,,1
