id,stageBattleList,stageRewardList,atlas,battle_id,boss_stage,building_limit,dec_1,group_id,head_icon,level_battle_id,level_reward,point_id,power_cost,prev_id,reward,spine_size,type,unit_id
10203,[11203],[64203],Atlas/UI_Hero_Head,11203,-1,[117|5],3,401,Head_10004,,,[341|344],,10202,64203,30,1,80004
10204,[11204],[64204],Atlas/UI_Monster_Head,11204,-1,[117|5],4,401,Head_60011,,,[255|409],,10203,64204,30,1,80015
10205,[-1],[64205],,-1,-1,[117|5],-1,401,,,,[266|503],,10204,64205,-1,2,-1
10206,[11206],[64206],Atlas/UI_Hero_Head,11206,-1,[117|5],5,401,Head_10015,,,[325|571],,10205,64206,30,1,80014
10207,[11207],[64207],Atlas/UI_Monster_Head,11207,1,[117|5],6,401,Head_70029,,,[325|676],,10206,64207,30,1,70029
10208,[11208],[64208],Atlas/UI_Monster_Head,11208,-1,[117|6],1,402,Head_60012,,,[274|90],,-1,64208,20,1,90006
10209,[11209],[64209],,11209,-1,[117|6],2,402,Head_10011,,,[185|151],,10208,64209,30,1,80011
10210,[-1],[64210],,-1,-1,[117|6],-1,402,,,,[259|241],,10209,64210,-1,2,-1
10211,[11211],[64211],Atlas/UI_Monster_Head,11211,-1,[117|6],3,402,Head_60012,,,[332|319],,10210,64211,20,1,90006
10212,[11212],[64212],Atlas/UI_Monster_Head,11212,-1,[117|6],4,402,Head_60012,,,[359|429],,10211,64212,30,1,80011
10213,[-1],[64213],,-1,-1,[117|6],-1,402,,,,[288|485],,10212,64213,-1,2,-1
10214,[11214],[64214],Atlas/UI_Monster_Head,11214,-1,[117|6],5,402,Head_60015,,,[185|538],,10213,64214,30,1,80015
10215,[11215],[64215],Atlas/UI_Monster_Head,11215,1,[117|6],6,402,Head_60016,,,[268|620],,10214,64215,30,1,70033
10216,[11216],[64216],Atlas/UI_Monster_Head,11216,-1,[117|7],1,403,Head_60110,,,[239|88],,-1,64216,32,1,90031
10217,[11217],[64217],Atlas/UI_Monster_Head,11217,-1,[117|7],2,403,Head_60109,,,[265|193],,10216,64217,32,1,90032
10218,[-1],[64218],,-1,-1,[117|7],-1,403,,,,[325|301],,10217,64218,-1,2,-1
10219,[11219],[64219],Atlas/UI_Monster_Head,11219,-1,[117|7],3,403,Head_60110,,,[411|393],,10218,64219,30,1,80004
10220,[11220],[64220],Atlas/UI_Monster_Head,11220,-1,[117|7],4,403,Head_60109,,,[275|443],,10219,64220,32,1,90031
10221,[-1],[64221],,-1,-1,[117|7],-1,403,,,,[150|472],,10220,64221,-1,2,-1
10222,[11222],[64222],Atlas/UI_Monster_Head,11222,-1,[117|7],5,403,Head_60109,,,[160|565],,10221,64222,32,1,90032
10223,[11223],[64223],Atlas/UI_Monster_Head,11223,1,[117|7],6,403,Head_60051,,,[348|533],,10222,64223,45,1,70008
10300,[11300],[64300],Atlas/UI_Monster_Head,11300,-1,[117|8],1,501,Head_60073,,,[404|94],,-1,64300,30,1,90023
10301,[11301],[64301],Atlas/UI_Monster_Head,11301,-1,[117|8],2,501,Head_60073,,,[306|150],,10300,64301,30,1,90023
10302,[-1],[64302],,-1,-1,[117|8],-1,501,,,,[289|267],,10301,64302,-1,2,-1
10303,[11303],[64303],Atlas/UI_Hero_Head,11303,-1,[117|8],3,501,Head_10005,,,[201|306],,10302,64303,30,1,90011
10304,[11304],[64304],Atlas/UI_Hero_Head,11304,-1,[117|8],4,501,Head_10003,,,[280|382],,10303,64304,30,1,80003
10305,[-1],[64305],,-1,-1,[117|8],-1,501,,,,[380|416],,10304,64305,-1,2,-1
10306,[11306],[64306],Atlas/UI_Monster_Head,11306,-1,[117|8],5,501,Head_60090,,,[353|518],,10305,64306,30,1,90035
10307,[11307],[64307],Atlas/UI_Monster_Head,11307,-1,[117|8],6,501,Head_60073,,,[280|560],,10306,64307,30,1,90035
10308,[11308],[64308],,11308,1,[117|8],7,501,Head_10025,,,[183|601],,10307,64308,43,1,80025
10309,[11309],[64309],Atlas/UI_Monster_Head,11309,-1,[117|8],1,502,Head_60069,,,[404|94],,-1,64309,30,1,90011
10310,[11310],[64310],Atlas/UI_Monster_Head,11310,-1,[117|8],2,502,Head_60076,,,[306|150],,10309,64310,30,1,90012
10311,[-1],[64311],,-1,-1,[117|8],-1,502,,,,[289|267],,10310,64311,-1,2,-1
10312,[11312],[64312],Atlas/UI_Monster_Head,11312,-1,[117|8],3,502,Head_60069,,,[201|306],,10311,64312,30,1,80013
10313,[11313],[64313],Atlas/UI_Monster_Head,11313,-1,[117|8],4,502,Head_60076,,,[280|382],,10312,64313,30,1,80014
10314,[-1],[64314],,-1,-1,[117|8],-1,502,,,,[380|416],,10313,64314,-1,2,-1
10315,[11315],[64315],Atlas/UI_Hero_Head,11315,-1,[117|8],5,502,Head_10011,,,[353|518],,10314,64315,30,1,90011
10316,[11316],[64316],Atlas/UI_Hero_Head,11316,-1,[117|8],6,502,Head_10016,,,[280|560],,10315,64316,30,1,90012
10317,[11317],[64317],Atlas/UI_Hero_Head,11317,1,[117|8],7,502,Head_10017,,,[183|601],,10316,64317,43,1,80017
10318,[11318],[64318],Atlas/UI_Monster_Head,11318,-1,[117|9],1,503,Head_60023,,,[404|94],,-1,64318,26,1,90010
10319,[11319],[64319],Atlas/UI_Monster_Head,11319,-1,[117|9],2,503,Head_60023,,,[306|150],,10318,64319,20,1,90022
10320,[-1],[64320],,-1,-1,[117|9],-1,503,,,,[289|267],,10319,64320,-1,2,-1
10321,[11321],[64321],Atlas/UI_Monster_Head,11321,-1,[117|9],3,503,Head_60029,,,[201|306],,10320,64321,30,1,80011
10322,[11322],[64322],Atlas/UI_Monster_Head,11322,-1,[117|9],4,503,Head_60029,,,[280|382],,10321,64322,30,1,80012
10323,[-1],[64323],,-1,-1,[117|9],-1,503,,,,[380|416],,10322,64323,-1,2,-1
10324,[11324],[64324],Atlas/UI_Monster_Head,11324,-1,[117|9],5,503,Head_60023,,,[353|518],,10323,64324,26,1,90010
10325,[11325],[64325],Atlas/UI_Monster_Head,11325,-1,[117|9],6,503,Head_60029,,,[280|560],,10324,64325,20,1,90022
10326,[11326],[64326],,11326,1,[117|9],7,503,Head_10018,,,[183|601],,10325,64326,43,1,80018
10327,[11327],[64327],Atlas/UI_Monster_Head,11327,-1,[117|10],1,504,Head_60087,,,[404|94],,-1,64327,28,1,90033
10328,[11328],[64328],Atlas/UI_Monster_Head,11328,-1,[117|10],2,504,Head_60086,,,[306|150],,10327,64328,28,1,90034
10329,[-1],[64329],,-1,-1,[117|10],-1,504,,,,[289|267],,10328,64329,-1,2,-1
10330,[11330],[64330],Atlas/UI_Monster_Head,11330,-1,[117|10],3,504,Head_60087,,,[201|306],,10329,64330,28,1,90033
10331,[11331],[64331],Atlas/UI_Monster_Head,11331,-1,[117|10],4,504,Head_60086,,,[280|382],,10330,64331,30,1,80021
10332,[-1],[64332],,-1,-1,[117|10],-1,504,,,,[380|416],,10331,64332,-1,2,-1
10333,[11333],[64333],Atlas/UI_Hero_Head,11333,-1,[117|10],5,504,Head_10016,,,[353|518],,10332,64333,30,1,80016
10334,[11334],[64334],Atlas/UI_Hero_Head,11334,-1,[117|10],6,504,Head_10014,,,[280|560],,10333,64334,28,1,90033
10335,[11335],[64335],Atlas/UI_Hero_Head,11335,1,[117|10],7,504,Head_10034,,,[183|601],,10334,64335,43,1,80034
10400,[11400],[64400],Atlas/UI_Monster_Head,11400,-1,[117|12],1,601,Head_60103,,,[391|99],,-1,64400,23,1,90024
10401,[11401],[64401],Atlas/UI_Monster_Head,11401,-1,[117|12],2,601,Head_60103,,,[474|196],,10400,64401,30,1,80022
10402,[-1],[64402],,-1,-1,[117|12],-1,601,,,,[387|230],,10401,64402,-1,2,-1
10403,[11403],[64403],Atlas/UI_Monster_Head,11403,-1,[117|12],3,601,Head_60103,,,[284|271],,10402,64403,23,1,90024
10404,[11404],[64404],Atlas/UI_Monster_Head,11404,-1,[117|12],4,601,Head_60103,,,[213|354],,10403,64404,30,1,80030
10405,[-1],[64405],,-1,-1,[117|12],-1,601,,,,[274|430],,10404,64405,-1,2,-1
10406,[11406],[64406],Atlas/UI_Monster_Head,11406,-1,[117|12],5,601,Head_60103,,,[342|466],,10405,64406,23,1,90024
10407,[11407],[64407],Atlas/UI_Monster_Head,11407,-1,[117|12],6,601,Head_60103,,,[455|516],,10406,64407,23,1,90024
10408,[11408],[64408],Atlas/UI_Hero_Head,11408,1,[117|12],7,601,Head_10008,,,[408|647],,10407,64408,43,1,80008
10409,[11409],[64409],Atlas/UI_Monster_Head,11409,-1,[117|12],1,602,Head_60071,,,[391|99],,-1,64409,30,1,90013
10410,[11410],[64410],Atlas/UI_Monster_Head,11410,-1,[117|12],2,602,Head_60071,,,[474|196],,10409,64410,30,1,90026
10411,[-1],[64411],,-1,-1,[117|12],-1,602,,,,[387|230],,10410,64411,-1,2,-1
10412,[11412],[64412],Atlas/UI_Monster_Head,11412,-1,[117|12],3,602,Head_60071,,,[284|271],,10411,64412,30,1,90013
10413,[11413],[64413],Atlas/UI_Monster_Head,11413,-1,[117|12],4,602,Head_60071,,,[213|354],,10412,64413,30,1,80023
10414,[-1],[64414],,-1,-1,[117|12],-1,602,,,,[274|420],,10413,64414,-1,2,-1
10415,[11415],[64415],Atlas/UI_Monster_Head,11415,-1,[117|12],5,602,Head_60071,,,[342|496],,10414,64415,30,1,90026
10416,[11416],[64416],Atlas/UI_Monster_Head,11416,-1,[117|12],6,602,Head_60071,,,[455|516],,10415,64416,30,1,90026
10417,[11417],[64417],Atlas/UI_Hero_Head,11417,1,[117|12],7,602,Head_10034,,,[408|647],,10416,64417,43,1,80034
10418,[11418],[64418],Atlas/UI_Monster_Head,11418,-1,[117|13],1,603,Head_60070,,,[391|99],,-1,64418,30,1,90025
10419,[11419],[64419],Atlas/UI_Monster_Head,11419,-1,[117|13],2,603,Head_60070,,,[474|196],,10418,64419,30,1,90025
10420,[-1],[64420],,-1,-1,[117|13],-1,603,,,,[387|230],,10419,64420,-1,2,-1
10421,[11421],[64421],Atlas/UI_Monster_Head,11421,-1,[117|13],3,603,Head_60070,,,[284|271],,10420,64421,30,1,90012
10422,[11422],[64422],Atlas/UI_Monster_Head,11422,-1,[117|13],4,603,Head_60070,,,[213|354],,10421,64422,30,1,80035
10423,[-1],[64423],,-1,-1,[117|13],-1,603,,,,[274|430],,10422,64423,-1,2,-1
10424,[11424],[64424],Atlas/UI_Monster_Head,11424,-1,[117|13],5,603,Head_60070,,,[342|496],,10423,64424,30,1,90025
10425,[11425],[64425],Atlas/UI_Monster_Head,11425,-1,[117|13],6,603,Head_60070,,,[455|516],,10424,64425,30,1,90012
10426,[11426],[64426],Atlas/UI_Hero_Head,11426,1,[117|13],7,603,Head_10022,,,[408|647],,10425,64426,43,1,80022
10427,[11427],[64427],Atlas/UI_Monster_Head,11427,-1,[117|14],1,604,Head_60018,,,[391|99],,-1,64427,30,1,90038
10428,[11428],[64428],Atlas/UI_Monster_Head,11428,-1,[117|14],2,604,Head_60018,,,[474|196],,10427,64428,30,1,90039
10429,[-1],[64429],,-1,-1,[117|14],-1,604,,,,[387|230],,10428,64429,-1,2,-1
10430,[11430],[64430],Atlas/UI_Monster_Head,11430,-1,[117|14],3,604,Head_60018,,,[284|271],,10429,64430,30,1,90038
10431,[11431],[64431],Atlas/UI_Monster_Head,11431,-1,[117|14],4,604,Head_60018,,,[213|354],,10430,64431,30,1,80008
10432,[-1],[64432],,-1,-1,[117|14],-1,604,,,,[274|430],,10431,64432,-1,2,-1
10433,[11433],[64433],Atlas/UI_Monster_Head,11433,-1,[117|14],5,604,Head_60018,,,[342|496],,10432,64433,30,1,80016
10434,[11434],[64434],Atlas/UI_Monster_Head,11434,-1,[117|14],6,604,Head_60018,,,[405|554],,10433,64434,30,1,90038
10435,[11435],[64435],Atlas/UI_Hero_Head,11435,1,[117|14],7,604,Head_10020,,,[408|647],,10434,64435,39,1,80020
10500,[11500],[64500],Atlas/UI_Monster_Head,11500,-1,[117|16],1,701,Head_60023,,,[182|103],,-1,64500,28,1,90010
10501,[11501],[64501],Atlas/UI_Monster_Head,11501,-1,[117|16],2,701,Head_60023,,,[285|180],,10500,64501,30,1,80012
10502,[-1],[64502],,-1,-1,[117|16],-1,701,,,,[392|230],,10501,64502,-1,2,-1
10503,[11503],[64503],Atlas/UI_Monster_Head,11503,-1,[117|16],3,701,Head_60024,,,[321|274],,10502,64503,28,1,90017
10504,[11504],[64504],Atlas/UI_Monster_Head,11504,-1,[117|16],4,701,Head_60017,,,[246|334],,10503,64504,23,1,81002
10505,[-1],[64505],,-1,-1,[117|16],-1,701,,,,[246|430],,10504,64505,-1,2,-1
10506,[11506],[64506],Atlas/UI_Monster_Head,11506,-1,[117|16],5,701,Head_60055,,,[347|493],,10505,64506,30,1,80004
10507,[11507],[64507],Atlas/UI_Monster_Head,11507,-1,[117|16],6,701,Head_60055,,,[434|556],,10506,64507,30,1,80002
10508,[11508],[64508],Atlas/UI_Monster_Head,11508,1,[117|16],7,701,Head_10023,,,[481|646],,10507,64508,42,1,80023
10509,[11509],[64509],Atlas/UI_Monster_Head,11509,-1,[117|16],1,702,Head_60073,,,[182|103],,-1,64509,30,1,90023
10510,[11510],[64510],Atlas/UI_Monster_Head,11510,-1,[117|16],2,702,Head_60073,,,[285|180],,10509,64510,30,1,80015
10511,[-1],[64511],,-1,-1,[117|16],-1,702,,,,[392|230],,10510,64511,-1,2,-1
10512,[11512],[64512],Atlas/UI_Monster_Head,11512,-1,[117|16],3,702,Head_60023,,,[321|274],,10511,64512,20,1,90022
10513,[11513],[64513],Atlas/UI_Monster_Head,11513,-1,[117|16],4,702,Head_60069,,,[246|334],,10512,64513,30,1,80005
10514,[-1],[64514],,-1,-1,[117|16],-1,702,,,,[246|430],,10513,64514,-1,2,-1
10515,[11515],[64515],Atlas/UI_Monster_Head,11515,-1,[117|16],5,702,Head_60134,,,[347|493],,10514,64515,30,1,90134
10516,[11516],[64516],Atlas/UI_Monster_Head,11516,-1,[117|16],6,702,Head_60134,,,[434|556],,10515,64516,30,1,80011
10517,[11517],[64517],,11517,1,[117|16],7,702,Head_10026,,,[481|646],,10516,64517,38,1,80026
10518,[11518],[64518],Atlas/UI_Monster_Head,11518,-1,[117|16],1,703,Head_60087,,,[242|91],,-1,64518,26,1,90033
10519,[11519],[64519],Atlas/UI_Monster_Head,11519,-1,[117|16],2,703,Head_60087,,,[259|189],,10518,64519,26,1,90034
10520,[-1],[64520],,-1,-1,[117|16],-1,703,,,,[292|249],,10519,64520,-1,2,-1
10521,[11521],[64521],Atlas/UI_Monster_Head,11521,-1,[117|16],3,703,Head_60017,,,[324|361],,10520,64521,30,1,80017
10522,[11522],[64522],Atlas/UI_Monster_Head,11522,-1,[117|16],4,703,Head_60050,,,[450|397],,10521,64522,25,1,81007
10523,[-1],[64523],,-1,-1,[117|16],-1,703,,,,[278|440],,10522,64523,-1,2,-1
10524,[11524],[64524],Atlas/UI_Monster_Head,11524,-1,[117|16],5,703,Head_60087,,,[149|469],,10523,64524,26,1,90033
10525,[11525],[64525],Atlas/UI_Monster_Head,11525,-1,[117|16],6,703,Head_60086,,,[157|571],,10524,64525,26,1,90034
10526,[11526],[64526],Atlas/UI_Monster_Head,11526,1,[117|16],7,703,Head_60144,,,[343|534],,10525,64526,40,1,71008
10527,[11527],[64527],Atlas/UI_Monster_Head,11527,-1,[117|17],1,704,Head_60076,,,[404|94],,-1,64527,30,1,90012
10528,[11528],[64528],Atlas/UI_Monster_Head,11528,-1,[117|17],2,704,Head_60076,,,[306|150],,10527,64528,20,1,90022
10529,[-1],[64529],,-1,-1,[117|17],-1,704,,,,[289|267],,10528,64529,-1,2,-1
10530,[11530],[64530],Atlas/UI_Hero_Head,11530,-1,[117|17],3,704,Head_10028_1,,,[201|306],,10529,64530,30,1,90038
10531,[11531],[64531],Atlas/UI_Monster_Head,11531,-1,[117|17],4,704,Head_60039,,,[280|382],,10530,64531,24,1,81006
10532,[-1],[64532],,-1,-1,[117|17],-1,704,,,,[380|416],,10531,64532,-1,2,-1
10533,[11533],[64533],Atlas/UI_Hero_Head,11533,-1,[117|17],5,704,Head_10028_1,,,[353|518],,10532,64533,30,1,80009
10534,[11534],[64534],Atlas/UI_Hero_Head,11534,-1,[117|17],6,704,Head_10025,,,[280|560],,10533,64534,31,1,80025
10535,[11535],[64535],Atlas/UI_Monster_Head,11535,1,[117|17],7,704,Head_60040,,,[125|621],,10534,64535,23,1,81030
20001,[12001],[66001],Atlas/UI_Monster_Head,12001,-1,,1,2001,Head_60027,,,[325|141],,-1,66001,40,1,90037
20002,[-1],[66002],,-1,-1,,-1,2001,,,,[281|288],,20001,66002,-1,2,-1
20003,[12003],[66003],Atlas/UI_Monster_Head,12003,-1,,2,2001,Head_60020,,,[333|425],,20002,66003,40,1,70030
20004,[12004],[66004],Atlas/UI_Monster_Head,12004,1,,3,2001,Head_60009,,,[459|528],,20003,66004,40,1,80004
20005,[12005],[66005],Atlas/UI_Monster_Head,12005,-1,,1,2002,Head_60027,,,[433|203],,-1,66005,35,1,90218
20006,[-1],[66006],,-1,-1,,-1,2002,,,,[286|268],,20005,66006,-1,2,-1
20007,[12007],[66007],Atlas/UI_Monster_Head,12007,-1,,2,2002,Head_60069,,,[270|432],,20006,66007,35,1,90221
20008,[12008],[66008],Atlas/UI_Monster_Head,12008,1,,3,2002,Head_60069,,,[442|527],,20007,66008,40,1,80021
20100,[12100],[66100],Atlas/UI_Monster_Head,12100,-1,,1,3001,Head_60055,,,[274|171],,-1,66100,35,1,90023
20101,[-1],[66101],,-1,-1,,-1,3001,,,,[290|256],,20100,66101,-1,2,-1
20102,[12102],[66102],Atlas/UI_Monster_Head,12102,-1,,2,3001,Head_60055,,,[241|322],,20101,66102,35,1,90139
20103,[12103],[66103],Atlas/UI_Monster_Head,12103,-1,,3,3001,Head_60055,,,[214|473],,20102,66103,35,1,94002
20104,[-1],[66104],,-1,-1,,-1,3001,,,,[334|448],,20103,66104,-1,2,-1
20105,[12105],[66105],Atlas/UI_Monster_Head,12105,-1,,4,3001,Head_60073,,,[457|423],,20104,66105,30,1,80009
20106,[12106],[66106],Atlas/UI_Monster_Head,12106,1,,5,3001,Head_60073,,,[383|564],,20105,66106,40,1,80026
20107,[12107],[66107],Atlas/UI_Monster_Head,12107,-1,,1,3002,Head_60106,,,[234|151],,-1,66107,35,1,90175
20108,[-1],[66108],,-1,-1,,-1,3002,,,,[346|200],,20107,66108,-1,2,-1
20109,[12109],[66109],Atlas/UI_Monster_Head,12109,-1,,2,3002,Head_60106,,,[317|274],,20108,66109,35,1,94003
20110,[12110],[66110],Atlas/UI_Monster_Head,12110,-1,,3,3002,Head_60106,,,[241|335],,20109,66110,30,1,80010
20111,[-1],[66111],,-1,-1,,-1,3002,,,,[304|457],,20110,66111,-1,2,-1
20112,[12112],[66112],Atlas/UI_Hero_Head,12112,-1,,4,3002,Head_10016,,,[400|520],,20111,66112,30,1,80015
20113,[12113],[66113],Atlas/UI_Hero_Head,12113,1,,5,3002,Head_10017,,,[466|604],,20112,66113,40,1,80017
20114,[12114],[66114],Atlas/UI_Monster_Head,12114,-1,,1,3003,Head_60001,,,[456|143],,-1,66114,30,1,80007
20115,[-1],[66115],,-1,-1,,-1,3003,,,,[374|183],,20114,66115,-1,2,-1
20116,[12116],[66116],Atlas/UI_Monster_Head,12116,-1,,2,3003,Head_60139,,,[319|249],,20115,66116,35,1,90150
20117,[12117],[66117],Atlas/UI_Monster_Head,12117,-1,,3,3003,Head_60140,,,[257|333],,20116,66117,25,1,71030
20118,[-1],[66118],,-1,-1,,-1,3003,,,,[296|431],,20117,66118,-1,2,-1
20119,[12119],[66119],Atlas/UI_Hero_Head,12119,-1,,4,3003,Head_10017,,,[322|529],,20118,66119,30,1,80016
20120,[12120],[66120],Atlas/UI_Hero_Head,12120,1,,5,3003,Head_10011,,,[274|597],,20119,66120,40,1,80011
20200,[12200],[66200],Atlas/UI_Monster_Head,12200,-1,,1,4001,Head_60011,,,[312|65],,-1,66200,30,1,80004
20201,[12201],[66201],Atlas/UI_Monster_Head,12201,-1,,2,4001,Head_60011,,,[342|144],,20200,66201,35,1,91001
20202,[-1],[66202],,-1,-1,,-1,4001,,,,[292|246],,20201,66202,-1,2,-1
20203,[12203],[66203],Atlas/UI_Hero_Head,12203,-1,,3,4001,Head_10004,,,[341|344],,20202,66203,30,1,80013
20204,[12204],[66204],Atlas/UI_Monster_Head,12204,-1,,4,4001,Head_60011,,,[255|409],,20203,66204,30,1,90001
20205,[-1],[66205],,-1,-1,,-1,4001,,,,[266|503],,20204,66205,-1,2,-1
20206,[12206],[66206],Atlas/UI_Hero_Head,12206,-1,,5,4001,Head_10015,,,[325|571],,20205,66206,35,1,80015
20207,[12207],[66207],Atlas/UI_Monster_Head,12207,1,,6,4001,Head_70029,,,[325|676],,20206,66207,25,1,70029
20208,[12208],[66208],Atlas/UI_Monster_Head,12208,-1,,1,4002,Head_60012,,,[274|90],,-1,66208,35,1,90223
20209,[12209],[66209],,12209,-1,,2,4002,Head_10011,,,[185|151],,20208,66209,30,1,80004
20210,[-1],[66210],,-1,-1,,-1,4002,,,,[259|241],,20209,66210,-1,2,-1
20211,[12211],[66211],Atlas/UI_Monster_Head,12211,-1,,3,4002,Head_60012,,,[332|319],,20210,66211,25,1,71037
20212,[12212],[66212],Atlas/UI_Monster_Head,12212,-1,,4,4002,Head_60012,,,[359|429],,20211,66212,35,1,90223
20213,[-1],[66213],,-1,-1,,-1,4002,,,,[288|485],,20212,66213,-1,2,-1
20214,[12214],[66214],Atlas/UI_Monster_Head,12214,-1,,5,4002,Head_60015,,,[185|538],,20213,66214,35,1,90222
20215,[12215],[66215],Atlas/UI_Monster_Head,12215,1,,6,4002,Head_60016,,,[268|620],,20214,66215,25,1,71039
20216,[12216],[66216],Atlas/UI_Monster_Head,12216,-1,,1,4003,Head_60110,,,[239|88],,-1,66216,30,1,80021
20217,[12217],[66217],Atlas/UI_Monster_Head,12217,-1,,2,4003,Head_60109,,,[265|193],,20216,66217,20,1,71038
20218,[-1],[66218],,-1,-1,,-1,4003,,,,[325|301],,20217,66218,-1,2,-1
20219,[12219],[66219],Atlas/UI_Monster_Head,12219,-1,,3,4003,Head_60110,,,[411|393],,20218,66219,30,1,80021
20220,[12220],[66220],Atlas/UI_Monster_Head,12220,-1,,4,4003,Head_60109,,,[275|443],,20219,66220,30,1,71035
20221,[-1],[66221],,-1,-1,,-1,4003,,,,[150|472],,20220,66221,-1,2,-1
20222,[12222],[66222],Atlas/UI_Monster_Head,12222,-1,,5,4003,Head_60109,,,[160|565],,20221,66222,25,1,70033
20223,[12223],[66223],Atlas/UI_Monster_Head,12223,1,,6,4003,Head_60051,,,[348|533],,20222,66223,25,1,71036
20300,[12300],[66300],Atlas/UI_Monster_Head,12300,-1,,1,5001,Head_60073,,,[404|94],,-1,66300,30,1,80019
20301,[12301],[66301],Atlas/UI_Monster_Head,12301,-1,,2,5001,Head_60073,,,[306|150],,20300,66301,30,1,90131
20302,[-1],[66302],,-1,-1,,-1,5001,,,,[289|267],,20301,66302,-1,2,-1
20303,[12303],[66303],Atlas/UI_Hero_Head,12303,-1,,3,5001,Head_10005,,,[201|306],,20302,66303,30,1,80019
20304,[12304],[66304],Atlas/UI_Hero_Head,12304,-1,,4,5001,Head_10003,,,[280|382],,20303,66304,25,1,81001
20305,[-1],[66305],,-1,-1,,-1,5001,,,,[380|416],,20304,66305,-1,2,-1
