id,event_type,finish_num,mapid,param,type,world_id
648,2,10,6,80611,1,1
649,2,10,6,80612,1,1
701,1,20,7,20071,1,1
702,1,20,7,20072,1,1
703,1,20,7,20073,1,1
704,3,10,7,30711,1,1
705,3,10,7,30712,1,1
706,3,10,7,30721,1,1
707,3,10,7,30731,1,1
708,3,10,7,30732,1,1
709,3,10,7,30741,1,1
710,3,10,7,30742,1,1
711,3,10,7,30743,1,1
714,2,20,7,42010,1,1
716,4,10,7,10701,1,1
717,4,10,7,10702,1,1
718,4,10,7,10703,1,1
719,4,10,7,10704,1,1
720,4,10,7,10705,1,1
721,4,10,7,10706,1,1
722,4,10,7,10707,1,1
723,4,10,7,10708,1,1
724,4,10,7,10709,1,1
725,4,10,7,10710,1,1
726,4,10,7,10711,1,1
727,4,10,7,10712,1,1
728,4,10,7,10713,1,1
729,4,10,7,10714,1,1
730,4,10,7,10715,1,1
731,4,10,7,10716,1,1
732,5,40,7,71001,2,1
733,5,40,7,71002,2,1
734,5,40,7,71003,2,1
735,2,10,7,80701,1,1
736,2,10,7,80702,1,1
737,2,10,7,80703,1,1
738,2,10,7,80704,1,1
739,2,10,7,80705,1,1
740,2,10,7,80706,1,1
741,2,10,7,80707,1,1
742,2,10,7,80708,1,1
743,2,10,7,80709,1,1
744,2,10,7,80710,1,1
745,2,10,7,80711,1,1
746,2,10,7,80712,1,1
801,1,20,8,20081,1,1
802,1,20,8,20082,1,1
803,1,20,8,20083,1,1
804,3,10,8,30811,1,1
805,3,10,8,30812,1,1
806,3,10,8,30821,1,1
807,3,10,8,30831,1,1
808,3,10,8,30832,1,1
809,3,10,8,30841,1,1
810,3,10,8,30842,1,1
811,3,10,8,30843,1,1
813,2,20,8,42011,1,1
815,4,10,8,10801,1,1
816,4,10,8,10802,1,1
817,4,10,8,10803,1,1
818,4,10,8,10804,1,1
819,4,10,8,10805,1,1
820,4,10,8,10806,1,1
821,4,10,8,10807,1,1
822,4,10,8,10808,1,1
823,4,10,8,10809,1,1
824,4,10,8,10810,1,1
825,4,10,8,10811,1,1
826,4,10,8,10812,1,1
827,4,10,8,10813,1,1
828,4,10,8,10814,1,1
829,4,10,8,10815,1,1
830,5,50,8,81001,2,1
831,5,50,8,81002,2,1
832,5,50,8,81003,2,1
833,1,20,8,20084,1,1
834,1,20,8,20085,1,1
835,2,10,8,80801,1,1
836,2,10,8,80802,1,1
837,2,10,8,80803,1,1
838,2,10,8,80804,1,1
839,2,10,8,80805,1,1
840,2,10,8,80806,1,1
841,2,10,8,80807,1,1
842,2,10,8,80808,1,1
843,2,10,8,80809,1,1
844,2,10,8,80810,1,1
845,2,10,8,80811,1,1
846,2,10,8,80812,1,1
901,1,20,9,20091,1,1
902,1,20,9,20092,1,1
903,1,20,9,20093,1,1
904,1,20,9,20094,1,1
905,1,20,9,20095,1,1
906,3,10,9,30911,1,1
907,3,10,9,30912,1,1
908,3,10,9,30921,1,1
909,3,10,9,30931,1,1
910,3,10,9,30932,1,1
911,3,10,9,30941,1,1
912,3,10,9,30942,1,1
913,3,10,9,30943,1,1
914,4,10,9,10901,1,1
915,4,10,9,10902,1,1
916,4,10,9,10903,1,1
917,4,10,9,10904,1,1
918,4,10,9,10905,1,1
919,4,10,9,10906,1,1
920,4,10,9,10907,1,1
921,4,10,9,10908,1,1
922,4,10,9,10909,1,1
923,4,10,9,10910,1,1
924,4,10,9,10911,1,1
925,4,10,9,10912,1,1
926,4,10,9,10913,1,1
927,5,50,9,91001,2,1
928,5,50,9,91002,2,1
929,5,50,9,91003,2,1
930,2,10,9,80901,1,1
931,2,10,9,80902,1,1
932,2,10,9,80903,1,1
933,2,10,9,80904,1,1
934,2,10,9,80905,1,1
935,2,10,9,80906,1,1
936,2,10,9,80907,1,1
937,2,10,9,80908,1,1
938,2,10,9,80909,1,1
939,2,10,9,80910,1,1
940,2,10,9,80911,1,1
941,2,10,9,80912,1,1
1001,1,20,10,20101,1,1
1002,1,20,10,20102,1,1
1003,1,20,10,20103,1,1
1004,1,20,10,20104,1,1
1005,3,10,10,31011,1,1
1006,3,10,10,31012,1,1
1007,3,10,10,31021,1,1
1008,3,10,10,31031,1,1
1009,3,10,10,31032,1,1
1010,3,20,10,31041,1,1
1011,3,20,10,31042,1,1
1012,3,20,10,31043,1,1
1013,4,10,10,11001,1,1
1014,4,10,10,11002,1,1
1015,4,10,10,11003,1,1
1016,4,10,10,11004,1,1
1017,4,10,10,11005,1,1
1018,4,10,10,11006,1,1
1019,4,10,10,11007,1,1
1020,4,10,10,11008,1,1
1021,4,10,10,11009,1,1
1022,4,10,10,11010,1,1
1023,4,10,10,11011,1,1
1024,5,60,10,94001,2,1
1025,5,60,10,94002,2,1
1026,5,60,10,94003,2,1
1027,2,10,10,81001,1,1
1028,2,10,10,81002,1,1
1029,2,10,10,81003,1,1
1030,2,10,10,81004,1,1
1031,2,10,10,81005,1,1
1032,2,10,10,81006,1,1
1033,2,10,10,81007,1,1
1034,2,10,10,81008,1,1
1035,2,10,10,81009,1,1
1036,2,10,10,81010,1,1
1037,2,10,10,81011,1,1
1038,2,10,10,81012,1,1
1201,4,10,2002,2010201,1,2
1202,4,10,2002,2010202,1,2
1203,4,10,2002,2010203,1,2
1204,4,10,2002,2010204,1,2
1205,4,10,2002,2010205,1,2
1206,4,10,2002,2010207,1,2
1207,4,10,2002,2010208,1,2
1208,4,10,2002,2010209,1,2
1209,4,10,2002,2010210,1,2
1210,4,10,2002,2010211,1,2
1211,4,10,2002,2010212,1,2
1212,4,10,2002,2010213,1,2
1213,4,10,2002,2010214,1,2
1214,4,10,2002,2010216,1,2
1215,4,10,2002,2010217,1,2
1216,4,10,2002,2010218,1,2
1217,4,10,2002,2010219,1,2
1218,1,20,2002,2020021,1,2
1219,1,20,2002,2020022,1,2
1220,1,20,2002,2020023,1,2
1221,1,20,2002,2020024,1,2
1222,3,10,2002,2030211,1,2
1223,3,10,2002,2030212,1,2
1224,3,10,2002,2030221,1,2
1225,3,10,2002,2030222,1,2
1226,3,10,2002,2030231,1,2
1227,5,30,2002,202001,2,2
1228,5,30,2002,202002,2,2
1301,1,20,2003,2020031,1,2
1302,1,20,2003,2020032,1,2
1303,1,20,2003,2020033,1,2
1304,1,20,2003,2020034,1,2
1305,1,20,2003,2020035,1,2
1306,3,10,2003,2030311,1,2
1307,3,10,2003,2030312,1,2
1308,3,10,2003,2030321,1,2
1309,3,10,2003,2030331,1,2
1310,3,10,2003,2030332,1,2
1311,3,10,2003,2030341,1,2
1312,3,10,2003,2030342,1,2
1313,3,10,2003,2030343,1,2
1314,4,10,2003,2010301,1,2
1315,4,10,2003,2010302,1,2
1316,4,10,2003,2010303,1,2
1317,4,10,2003,2010304,1,2
1318,4,10,2003,2010305,1,2
1319,4,10,2003,2010306,1,2
1320,4,10,2003,2010307,1,2
1321,4,10,2003,2010308,1,2
1322,4,10,2003,2010309,1,2
1323,4,10,2003,2010310,1,2
1324,4,10,2003,2010311,1,2
1325,4,10,2003,2010312,1,2
1326,4,10,2003,2010313,1,2
1327,4,10,2003,2010314,1,2
1328,5,30,2003,203001,2,2
1329,5,30,2003,203002,2,2
1330,5,30,2003,203003,2,2
1401,1,20,2004,2020041,1,2
1402,1,20,2004,2020042,1,2
1403,1,20,2004,2020043,1,2
1404,1,20,2004,2020044,1,2
1405,3,10,2004,2030411,1,2
1406,3,10,2004,2030412,1,2
1407,3,10,2004,2030421,1,2
1408,3,10,2004,2030431,1,2
1409,3,10,2004,2030432,1,2
1410,3,10,2004,2030441,1,2
1411,3,10,2004,2030442,1,2
1412,3,10,2004,2030443,1,2
1413,4,10,2004,2010401,1,2
1414,4,10,2004,2010402,1,2
1415,4,10,2004,2010403,1,2
1416,4,10,2004,2010404,1,2
1417,4,10,2004,2010405,1,2
1418,4,10,2004,2010406,1,2
1419,4,10,2004,2010407,1,2
1420,4,10,2004,2010408,1,2
1421,4,10,2004,2010409,1,2
1422,4,10,2004,2010410,1,2
1423,4,10,2004,2010411,1,2
1424,4,10,2004,2010412,1,2
1425,4,10,2004,2010413,1,2
1426,4,10,2004,2010414,1,2
1427,5,30,2004,204001,2,2
1428,5,30,2004,204002,2,2
1429,5,30,2004,204003,2,2
1430,4,10,2004,2010415,1,2
1501,1,20,2005,2020051,1,2
1502,1,20,2005,2020052,1,2
1503,1,20,2005,2020053,1,2
1504,3,10,2005,2030511,1,2
1505,3,10,2005,2030512,1,2
1506,3,10,2005,2030521,1,2
1507,3,10,2005,2030531,1,2
1508,3,10,2005,2030532,1,2
1509,3,10,2005,2030541,1,2
1510,3,10,2005,2030542,1,2
1511,3,10,2005,2030543,1,2
1512,4,10,2005,2010501,1,2
1513,4,10,2005,2010502,1,2
1514,4,10,2005,2010503,1,2
1515,4,10,2005,2010504,1,2
1516,4,10,2005,2010505,1,2
1517,4,10,2005,2010506,1,2
1518,4,10,2005,2010507,1,2
1519,4,10,2005,2010508,1,2
1520,4,10,2005,2010509,1,2
1521,4,10,2005,2010510,1,2
1522,4,10,2005,2010511,1,2
1523,4,10,2005,2010512,1,2
1524,4,10,2005,2010513,1,2
1525,4,10,2005,2010514,1,2
1526,4,10,2005,2010515,1,2
1528,5,30,2005,204100,2,2
1529,5,30,2005,204101,2,2
1530,5,30,2005,204102,2,2
1601,1,20,2006,2020062,1,2
1602,1,20,2006,2020063,1,2
1603,1,20,2006,2020064,1,2
1604,1,20,2006,2020065,1,2
1605,3,10,2006,2030611,1,2
1606,3,10,2006,2030612,1,2
1607,3,10,2006,2030621,1,2
1608,3,10,2006,2030631,1,2
1609,3,10,2006,2030632,1,2
1610,3,10,2006,2030641,1,2
1611,3,10,2006,2030642,1,2
1612,3,10,2006,2030643,1,2
1613,4,10,2006,2010601,1,2
1614,4,10,2006,2010602,1,2
1615,4,10,2006,2010603,1,2
1616,4,10,2006,2010604,1,2
1617,4,10,2006,2010605,1,2
1618,4,10,2006,2010606,1,2
1619,4,10,2006,2010607,1,2
1620,4,10,2006,2010608,1,2
1621,4,10,2006,2010609,1,2
1622,4,10,2006,2010610,1,2
1623,4,10,2006,2010611,1,2
1624,5,30,2006,204200,2,2
1625,5,30,2006,204201,2,2
1626,5,30,2006,204202,2,2
1701,1,20,2007,2020071,1,2
1702,1,20,2007,2020072,1,2
1703,1,20,2007,2020073,1,2
1704,3,10,2007,2030711,1,2
1705,3,10,2007,2030712,1,2
1706,3,10,2007,2030721,1,2
1707,3,10,2007,2030731,1,2
1708,3,10,2007,2030732,1,2
1709,3,10,2007,2030741,1,2
1710,3,10,2007,2030742,1,2
1711,3,10,2007,2030743,1,2
1712,4,10,2007,2010701,1,2
1713,4,10,2007,2010702,1,2
1714,4,10,2007,2010703,1,2
1715,4,10,2007,2010704,1,2
1716,4,10,2007,2010705,1,2
1717,4,10,2007,2010706,1,2
1718,4,10,2007,2010707,1,2
1719,4,10,2007,2010708,1,2
1720,4,10,2007,2010709,1,2
1721,4,10,2007,2010710,1,2
1722,4,10,2007,2010711,1,2
1723,4,10,2007,2010712,1,2
1724,5,30,2007,204215,2,2
1725,5,30,2007,204216,2,2
1726,5,30,2007,204217,2,2
2001,5,30,20,210020,2,3
2002,5,30,20,210021,2,3
2003,5,30,20,210022,2,3
2004,5,30,20,210023,2,3
2005,5,30,20,210024,2,3
2006,1,20,20,20201,1,3
2007,1,20,20,20202,1,3
2008,1,20,20,20203,1,3
2009,1,20,20,20204,1,3
2010,1,20,20,20205,1,3
2011,3,10,20,31111,1,3
2012,3,10,20,31112,1,3
2013,3,10,20,31113,1,3
2014,3,10,20,31114,1,3
2015,3,10,20,31115,1,3
2016,3,10,20,31116,1,3
2017,3,10,20,31117,1,3
2018,3,10,20,31118,1,3
2019,3,10,20,31119,1,3
2020,3,15,20,31121,1,3
2021,3,15,20,31122,1,3
2022,3,15,20,31123,1,3
2023,3,15,20,31124,1,3
2024,3,15,20,31125,1,3
2025,3,15,20,31126,1,3
2026,3,25,20,31131,1,3
2027,3,25,20,31132,1,3
2028,3,25,20,31133,1,3
2029,4,20,20,12001,1,3
2030,4,20,20,12002,1,3
2031,4,20,20,12003,1,3
2032,4,20,20,12004,1,3
2033,4,20,20,12005,1,3
2034,4,20,20,12006,1,3
2035,4,20,20,12007,1,3
2036,4,20,20,12008,1,3
2037,4,20,20,12009,1,3
2038,4,20,20,12010,1,3
2039,4,20,20,12011,1,3
2040,4,20,20,12012,1,3
2041,4,20,20,12013,1,3
2042,4,20,20,12014,1,3
2043,4,20,20,12015,1,3
2101,5,30,21,210120,2,3
2102,5,30,21,210121,2,3
2103,5,30,21,210122,2,3
2104,5,30,21,210123,2,3
2105,5,30,21,210124,2,3
2106,1,20,21,20211,1,3
2107,1,20,21,20212,1,3
2108,1,20,21,20213,1,3
2109,1,20,21,20214,1,3
2110,1,20,21,20215,1,3
2111,3,10,21,31211,1,3
2112,3,10,21,31212,1,3
2113,3,10,21,31213,1,3
2114,3,10,21,31214,1,3
2115,3,10,21,31215,1,3
2116,3,10,21,31216,1,3
2117,3,10,21,31217,1,3
2118,3,10,21,31218,1,3
2119,3,10,21,31219,1,3
2120,3,15,21,31221,1,3
2121,3,15,21,31222,1,3
2122,3,15,21,31223,1,3
2123,3,15,21,31224,1,3
2124,3,15,21,31225,1,3
2125,3,15,21,31226,1,3
2126,3,25,21,31231,1,3
2127,3,25,21,31232,1,3
2128,3,25,21,31233,1,3
2129,4,20,21,12101,1,3
2130,4,20,21,12102,1,3
2131,4,20,21,12103,1,3
2132,4,20,21,12104,1,3
2133,4,20,21,12105,1,3
2134,4,20,21,12106,1,3
2135,4,20,21,12107,1,3
2136,4,20,21,12108,1,3
2137,4,20,21,12109,1,3
2138,4,20,21,12110,1,3
2139,4,20,21,12111,1,3
2140,4,20,21,12112,1,3
2141,4,20,21,12113,1,3
2142,4,20,21,12114,1,3
2143,4,20,21,12115,1,3
2144,4,20,21,12116,1,3
2145,4,20,21,12117,1,3
2201,5,30,22,210225,2,3
2202,5,30,22,210226,2,3
2203,5,30,22,210228,2,3
2204,1,20,22,20221,1,3
2205,1,20,22,20222,1,3
2206,1,20,22,20223,1,3
2207,1,20,22,20224,1,3
2208,1,20,22,20225,1,3
2209,3,10,22,31311,1,3
2210,3,10,22,31312,1,3
2211,3,10,22,31313,1,3
2212,3,10,22,31314,1,3
2213,3,10,22,31315,1,3
2214,3,10,22,31316,1,3
2215,3,10,22,31317,1,3
2216,3,10,22,31318,1,3
2217,3,10,22,31319,1,3
2218,3,15,22,31321,1,3
2219,3,15,22,31322,1,3
2220,3,15,22,31323,1,3
2221,3,15,22,31324,1,3
2222,3,15,22,31325,1,3
2223,3,15,22,31326,1,3
2224,3,25,22,31331,1,3
2225,3,25,22,31332,1,3
2226,3,25,22,31333,1,3
2227,4,20,22,12201,1,3
2228,4,20,22,12202,1,3
2229,4,20,22,12203,1,3
2230,4,20,22,12204,1,3
2231,4,20,22,12205,1,3
2232,4,20,22,12206,1,3
2233,4,20,22,12207,1,3
2234,4,20,22,12208,1,3
2235,4,20,22,12209,1,3
2236,4,20,22,12210,1,3
2237,4,20,22,12211,1,3
2238,4,20,22,12212,1,3
2239,4,20,22,12213,1,3
2301,5,30,23,210320,2,3
2302,5,30,23,210321,2,3
2303,5,30,23,210322,2,3
2304,1,20,23,20231,1,3
2305,1,20,23,20232,1,3
2306,1,20,23,20233,1,3
2307,1,20,23,20234,1,3
2309,3,10,23,31411,1,3
2310,3,10,23,31412,1,3
2311,3,10,23,31413,1,3
2312,3,10,23,31414,1,3
2313,3,10,23,31415,1,3
2314,3,10,23,31416,1,3
2315,3,10,23,31417,1,3
2316,3,10,23,31418,1,3
2317,3,10,23,31419,1,3
2318,3,15,23,31421,1,3
2319,3,15,23,31422,1,3
2320,3,15,23,31423,1,3
2321,3,15,23,31424,1,3
2322,3,15,23,31425,1,3
2323,3,15,23,31426,1,3
2324,3,25,23,31431,1,3
2325,3,25,23,31432,1,3
2326,3,25,23,31433,1,3
2327,4,20,23,12301,1,3
2328,4,20,23,12302,1,3
2329,4,20,23,12303,1,3
2330,4,20,23,12304,1,3
2331,4,20,23,12305,1,3
2332,4,20,23,12306,1,3
2333,4,20,23,12307,1,3
2334,4,20,23,12308,1,3
2335,4,20,23,12309,1,3
2336,4,20,23,12310,1,3
2337,4,20,23,12311,1,3
2338,4,20,23,12312,1,3
2401,5,30,24,210420,2,3
2402,5,30,24,210421,2,3
2403,5,30,24,210422,2,3
2404,1,20,24,20241,1,3
2405,1,20,24,20242,1,3
2406,1,20,24,20243,1,3
2407,1,20,24,20244,1,3
2408,3,10,24,31511,1,3
2409,3,10,24,31512,1,3
2410,3,10,24,31513,1,3
2411,3,10,24,31514,1,3
2412,3,10,24,31515,1,3
2413,3,10,24,31516,1,3
2414,3,10,24,31517,1,3
2415,3,10,24,31518,1,3
2416,3,10,24,31519,1,3
2417,3,15,24,31521,1,3
2418,3,15,24,31522,1,3
2419,3,15,24,31523,1,3
2420,3,15,24,31524,1,3
2421,3,15,24,31525,1,3
2422,3,15,24,31526,1,3
2423,3,25,24,31531,1,3
2424,3,25,24,31532,1,3
2425,3,25,24,31533,1,3
2426,4,20,24,12401,1,3
2427,4,20,24,12402,1,3
2428,4,20,24,12403,1,3
2429,4,20,24,12404,1,3
2430,4,20,24,12405,1,3
2431,4,20,24,12406,1,3
2432,4,20,24,12407,1,3
2433,4,20,24,12408,1,3
2434,4,20,24,12409,1,3
2435,4,20,24,12410,1,3
2436,4,20,24,12411,1,3
2437,4,20,24,12412,1,3
2438,4,20,24,12413,1,3
2439,4,20,24,12414,1,3
2440,4,20,24,12415,1,3
3101,5,30,31,210513,2,5
3102,5,30,31,210514,2,5
3103,5,30,31,210515,2,5
3104,1,20,31,20311,1,5
3105,1,20,31,20312,1,5
3106,1,20,31,20313,1,5
3107,1,20,31,20314,1,5
3108,3,10,31,31611,1,5
3109,3,10,31,31612,1,5
3110,3,10,31,31613,1,5
3111,3,10,31,31614,1,5
3112,3,10,31,31615,1,5
3113,3,10,31,31616,1,5
3114,3,10,31,31617,1,5
3115,3,10,31,31618,1,5
3116,3,10,31,31619,1,5
3117,3,15,31,31621,1,5
3118,3,15,31,31622,1,5
3119,3,15,31,31623,1,5
3120,3,15,31,31624,1,5
3121,3,15,31,31625,1,5
3122,3,15,31,31626,1,5
3123,3,25,31,31631,1,5
3124,3,25,31,31632,1,5
3125,3,25,31,31633,1,5
3126,4,20,31,13101,1,5
3127,4,20,31,13102,1,5
3128,4,20,31,13103,1,5
3129,4,20,31,13104,1,5
3130,4,20,31,13105,1,5
3131,4,20,31,13106,1,5
3132,4,20,31,13107,1,5
3133,4,20,31,13108,1,5
3134,4,20,31,13109,1,5
3135,4,20,31,13110,1,5
3136,4,20,31,13111,1,5
3137,4,20,31,13112,1,5
3138,4,20,31,13113,1,5
3139,4,20,31,13114,1,5
3140,4,20,31,13115,1,5
3201,5,30,32,210538,2,5
3202,5,30,32,210539,2,5
3203,5,30,32,210540,2,5
3204,1,20,32,20321,1,5
3205,1,20,32,20322,1,5
3206,1,20,32,20323,1,5
3207,1,20,32,20324,1,5
3208,3,10,32,31711,1,5
3209,3,10,32,31712,1,5
3210,3,10,32,31713,1,5
3211,3,10,32,31714,1,5
3212,3,10,32,31715,1,5
3213,3,10,32,31716,1,5
3214,3,10,32,31717,1,5
3215,3,10,32,31718,1,5
3216,3,10,32,31719,1,5
3217,3,15,32,31721,1,5
3218,3,15,32,31722,1,5
3219,3,15,32,31723,1,5
3220,3,15,32,31724,1,5
3221,3,15,32,31725,1,5
3222,3,15,32,31726,1,5
3223,3,25,32,31731,1,5
3224,3,25,32,31732,1,5
3225,3,25,32,31733,1,5
3226,4,20,32,13201,1,5
3227,4,20,32,13202,1,5
3228,4,20,32,13203,1,5
3229,4,20,32,13204,1,5
3230,4,20,32,13205,1,5
3231,4,20,32,13206,1,5
3232,4,20,32,13207,1,5
3233,4,20,32,13208,1,5
3234,4,20,32,13209,1,5
3235,4,20,32,13210,1,5
3236,4,20,32,13211,1,5
3237,4,20,32,13212,1,5
3238,4,20,32,13213,1,5
3239,4,20,32,13214,1,5
3240,4,20,32,13215,1,5
3301,5,30,33,210564,2,5
3302,5,30,33,210565,2,5
3303,5,30,33,210566,2,5
3304,1,20,33,20331,1,5
3305,1,20,33,20332,1,5
3306,1,20,33,20333,1,5
3307,3,10,33,31811,1,5
3308,3,10,33,31812,1,5
3309,3,10,33,31813,1,5
3310,3,10,33,31814,1,5
3311,3,10,33,31815,1,5
3312,3,10,33,31816,1,5
3313,3,15,33,31817,1,5
3314,3,15,33,31818,1,5
3315,3,15,33,31819,1,5
3316,3,20,33,31820,1,5
3317,3,20,33,31821,1,5
3318,3,20,33,31822,1,5
3319,4,20,33,13301,1,5
3320,4,20,33,13302,1,5
3321,4,20,33,13303,1,5
3322,4,20,33,13304,1,5
3323,4,20,33,13305,1,5
3324,4,20,33,13306,1,5
3325,4,20,33,13307,1,5
3326,4,20,33,13308,1,5
3327,4,20,33,13309,1,5
3401,5,30,34,210579,2,5
3402,5,30,34,210580,2,5
3403,5,30,34,210581,2,5
3404,1,20,34,20341,1,5
3405,1,20,34,20342,1,5
3406,1,20,34,20343,1,5
3407,3,10,34,31911,1,5
3408,3,10,34,31912,1,5
3409,3,10,34,31913,1,5
3410,3,10,34,31914,1,5
3411,3,10,34,31915,1,5
3412,3,10,34,31916,1,5
3413,3,15,34,31917,1,5
3414,3,15,34,31918,1,5
3415,3,15,34,31919,1,5
3416,3,20,34,31920,1,5
3417,3,20,34,31921,1,5
3418,3,20,34,31922,1,5
3419,4,20,34,13401,1,5
