id,building,building_level,buildLevels,group,reward_id
691105,117,[0|5],[0|5],6911,6751
691110,117,[6|10],[6|10],6911,6752
691115,117,[11|15],[11|15],6911,6753
691120,117,[16|20],[16|20],6911,6754
691125,117,[21|25],[21|25],6911,6755
691130,117,[26|30],[26|30],6911,6756
691135,117,[31|35],[31|35],6911,6757
691140,117,[36|40],[36|40],6911,6758
691145,117,[41|45],[41|45],6911,6759
691199,117,[46|99],[46|99],6911,6760
691205,117,[0|5],[0|5],6912,6761
691210,117,[6|10],[6|10],6912,6762
691215,117,[11|15],[11|15],6912,6763
691220,117,[16|20],[16|20],6912,6764
691225,117,[21|25],[21|25],6912,6765
691230,117,[26|30],[26|30],6912,6766
691235,117,[31|35],[31|35],6912,6767
691240,117,[36|40],[36|40],6912,6768
691245,117,[41|45],[41|45],6912,6769
691299,117,[46|99],[46|99],6912,6770
691305,117,[0|5],[0|5],6913,6781
691310,117,[6|10],[6|10],6913,6782
691315,117,[11|15],[11|15],6913,6783
691320,117,[16|20],[16|20],6913,6784
691325,117,[21|25],[21|25],6913,6785
691330,117,[26|30],[26|30],6913,6786
691335,117,[31|35],[31|35],6913,6787
691340,117,[36|40],[36|40],6913,6788
691345,117,[41|45],[41|45],6913,6789
691399,117,[46|99],[46|99],6913,6790
691405,117,[0|5],[0|5],6914,6771
691410,117,[6|10],[6|10],6914,6772
691415,117,[11|15],[11|15],6914,6773
691420,117,[16|20],[16|20],6914,6774
691425,117,[21|25],[21|25],6914,6775
691430,117,[26|30],[26|30],6914,6776
691435,117,[31|35],[31|35],6914,6777
691440,117,[36|40],[36|40],6914,6778
691445,117,[41|45],[41|45],6914,6779
691499,117,[46|99],[46|99],6914,6780
507169305,117,[0|5],[0|5],5071693,507169301
507169310,117,[6|10],[6|10],5071693,507169302
507169315,117,[11|15],[11|15],5071693,507169303
507169320,117,[16|20],[16|20],5071693,507169304
507169325,117,[21|25],[21|25],5071693,507169305
507169330,117,[26|30],[26|30],5071693,507169306
507169335,117,[31|35],[31|35],5071693,507169307
507169340,117,[36|40],[36|40],5071693,507169308
507169345,117,[41|45],[41|45],5071693,507169309
507169399,117,[46|99],[46|99],5071693,507169310
691505,117,[0|5],[0|5],6915,7271
691510,117,[6|10],[6|10],6915,7272
691515,117,[11|15],[11|15],6915,7273
691520,117,[16|20],[16|20],6915,7274
691525,117,[21|25],[21|25],6915,7275
691530,117,[26|30],[26|30],6915,7276
691535,117,[31|35],[31|35],6915,7277
691540,117,[36|40],[36|40],6915,7278
691545,117,[41|45],[41|45],6915,7279
691599,117,[46|99],[46|99],6915,7280
691605,117,[0|5],[0|5],6916,7281
691610,117,[6|10],[6|10],6916,7282
691615,117,[11|15],[11|15],6916,7283
691620,117,[16|20],[16|20],6916,7284
691625,117,[21|25],[21|25],6916,7285
691630,117,[26|30],[26|30],6916,7286
691635,117,[31|35],[31|35],6916,7287
691640,117,[36|40],[36|40],6916,7288
691645,117,[41|45],[41|45],6916,7289
691699,117,[46|99],[46|99],6916,7290
691705,117,[0|5],[0|5],6917,7291
691710,117,[6|10],[6|10],6917,7292
691715,117,[11|15],[11|15],6917,7293
691720,117,[16|20],[16|20],6917,7294
691725,117,[21|25],[21|25],6917,7295
691730,117,[26|30],[26|30],6917,7296
691735,117,[31|35],[31|35],6917,7297
691740,117,[36|40],[36|40],6917,7298
691745,117,[41|45],[41|45],6917,7299
691799,117,[46|99],[46|99],6917,7300
692199,117,[0|99],[0|99],6921,6791
692299,117,[0|99],[0|99],6922,6792
692399,117,[0|99],[0|99],6923,6793
692499,117,[0|99],[0|99],6924,6794
692599,117,[0|99],[0|99],6925,6795
692699,117,[0|99],[0|99],6926,6796
692799,117,[0|99],[0|99],6927,6797
692899,117,[0|99],[0|99],6928,6798
692999,117,[0|99],[0|99],6929,6799
693099,117,[0|99],[0|99],6930,6800
693199,117,[0|99],[0|99],6931,7311
693299,117,[0|99],[0|99],6932,7312
693399,117,[0|99],[0|99],6933,7313
693499,117,[0|99],[0|99],6934,7314
693599,117,[0|99],[0|99],6935,7315
693699,117,[0|99],[0|99],6936,7316
693799,117,[0|99],[0|99],6937,7317
693899,117,[0|99],[0|99],6938,7318
693999,117,[0|99],[0|99],6939,7319
694099,117,[0|99],[0|99],6940,7320
694199,117,[0|99],[0|99],6941,7321
694299,117,[0|99],[0|99],6942,7322
694399,117,[0|99],[0|99],6943,7323
694499,117,[0|99],[0|99],6944,7324
694599,117,[0|99],[0|99],6945,7325
694699,117,[0|99],[0|99],6946,7326
694799,117,[0|99],[0|99],6947,7327
694899,117,[0|99],[0|99],6948,7328
694999,117,[0|99],[0|99],6949,7329
695099,117,[0|99],[0|99],6950,7330
695199,117,[0|99],[0|99],6951,7341
695299,117,[0|99],[0|99],6952,7342
695399,117,[0|99],[0|99],6953,7343
695499,117,[0|99],[0|99],6954,7344
695599,117,[0|99],[0|99],6955,7345
695699,117,[0|99],[0|99],6956,7346
695799,117,[0|99],[0|99],6957,7347
695899,117,[0|99],[0|99],6958,7348
695999,117,[0|99],[0|99],6959,7349
696099,117,[0|99],[0|99],6960,7350
696199,117,[0|99],[0|99],6961,7501
696299,117,[0|99],[0|99],6962,7502
696399,117,[0|99],[0|99],6963,7503
696499,117,[0|99],[0|99],6964,7504
696599,117,[0|99],[0|99],6965,7505
696699,117,[0|99],[0|99],6966,7506
696799,117,[0|99],[0|99],6967,7507
696899,117,[0|99],[0|99],6968,7508
696999,117,[0|99],[0|99],6969,7509
697099,117,[0|99],[0|99],6970,7510
697199,117,[0|99],[0|99],6971,107911
697299,117,[0|99],[0|99],6972,107912
697399,117,[0|99],[0|99],6973,107913
697499,117,[0|99],[0|99],6974,107914
697599,117,[0|99],[0|99],6975,107915
4500105,106,[0|5],[0|5],45001,45001
4500110,106,[6|10],[6|10],45001,45011
4500115,106,[11|15],[11|15],45001,45021
4500120,106,[16|20],[16|20],45001,45031
4500125,106,[21|25],[21|25],45001,45041
4500130,106,[26|30],[26|30],45001,45051
4500135,106,[31|35],[31|35],45001,45061
4500140,106,[36|40],[36|40],45001,45071
4500145,106,[41|45],[41|45],45001,45081
4500199,106,[46|99],[46|99],45001,45091
4510105,107,[0|5],[0|5],45101,45101
4510110,107,[6|10],[6|10],45101,45111
4510115,107,[11|15],[11|15],45101,45121
4510120,107,[16|20],[16|20],45101,45131
4510125,107,[21|25],[21|25],45101,45141
4510130,107,[26|30],[26|30],45101,45151
4510135,107,[31|35],[31|35],45101,45161
4510140,107,[36|40],[36|40],45101,45171
4510145,107,[41|45],[41|45],45101,45181
4510199,107,[46|99],[46|99],45101,45191
8610199,117,[0|999],[0|999],86101,86101
2600099,117,[0|99],[0|99],26000,26000
2600105,117,[0|5],[0|5],26001,26001
2600205,117,[0|5],[0|5],26002,26002
2600305,117,[0|5],[0|5],26003,26003
2600405,117,[0|5],[0|5],26004,26004
2600505,117,[0|5],[0|5],26005,26005
2600108,117,[6|8],[6|8],26001,26006
2600208,117,[6|8],[6|8],26002,26007
2600308,117,[6|8],[6|8],26003,26008
2600408,117,[6|8],[6|8],26004,26009
2600508,117,[6|8],[6|8],26005,26010
2600110,117,[9|10],[9|10],26001,26011
2600210,117,[9|10],[9|10],26002,26012
2600310,117,[9|10],[9|10],26003,26013
2600410,117,[9|10],[9|10],26004,26014
2600510,117,[9|10],[9|10],26005,26015
2600113,117,[11|13],[11|13],26001,26016
2600213,117,[11|13],[11|13],26002,26017
2600313,117,[11|13],[11|13],26003,26018
2600413,117,[11|13],[11|13],26004,26019
2600513,117,[11|13],[11|13],26005,26020
2600115,117,[14|15],[14|15],26001,26021
2600215,117,[14|15],[14|15],26002,26022
2600315,117,[14|15],[14|15],26003,26023
2600415,117,[14|15],[14|15],26004,26024
2600515,117,[14|15],[14|15],26005,26025
2600118,117,[16|18],[16|18],26001,26026
2600218,117,[16|18],[16|18],26002,26027
2600318,117,[16|18],[16|18],26003,26028
2600418,117,[16|18],[16|18],26004,26029
2600518,117,[16|18],[16|18],26005,26030
2600120,117,[19|20],[19|20],26001,26031
2600220,117,[19|20],[19|20],26002,26032
2600320,117,[19|20],[19|20],26003,26033
2600420,117,[19|20],[19|20],26004,26034
2600520,117,[19|20],[19|20],26005,26035
2600123,117,[21|23],[21|23],26001,26036
2600223,117,[21|23],[21|23],26002,26037
2600323,117,[21|23],[21|23],26003,26038
2600423,117,[21|23],[21|23],26004,26039
2600523,117,[21|23],[21|23],26005,26040
2600125,117,[24|25],[24|25],26001,26041
2600225,117,[24|25],[24|25],26002,26042
2600325,117,[24|25],[24|25],26003,26043
2600425,117,[24|25],[24|25],26004,26044
2600525,117,[24|25],[24|25],26005,26045
2600128,117,[26|28],[26|28],26001,26046
2600228,117,[26|28],[26|28],26002,26047
2600328,117,[26|28],[26|28],26003,26048
2600428,117,[26|28],[26|28],26004,26049
2600528,117,[26|28],[26|28],26005,26050
2600130,117,[29|30],[29|30],26001,26051
2600230,117,[29|30],[29|30],26002,26052
2600330,117,[29|30],[29|30],26003,26053
2600430,117,[29|30],[29|30],26004,26054
2600530,117,[29|30],[29|30],26005,26055
2600133,117,[31|33],[31|33],26001,26056
2600233,117,[31|33],[31|33],26002,26057
2600333,117,[31|33],[31|33],26003,26058
2600433,117,[31|33],[31|33],26004,26059
2600533,117,[31|33],[31|33],26005,26060
2600135,117,[34|35],[34|35],26001,26061
2600235,117,[34|35],[34|35],26002,26062
2600335,117,[34|35],[34|35],26003,26063
2600435,117,[34|35],[34|35],26004,26064
2600535,117,[34|35],[34|35],26005,26065
2600138,117,[36|38],[36|38],26001,26066
2600238,117,[36|38],[36|38],26002,26067
2600338,117,[36|38],[36|38],26003,26068
2600438,117,[36|38],[36|38],26004,26069
2600538,117,[36|38],[36|38],26005,26070
2600199,117,[39|99],[39|99],26001,26071
2600299,117,[39|99],[39|99],26002,26072
2600399,117,[39|99],[39|99],26003,26073
2600499,117,[39|99],[39|99],26004,26074
2600599,117,[39|99],[39|99],26005,26075
2610105,117,[0|5],[0|5],26101,26101
2610205,117,[0|5],[0|5],26102,26102
2610305,117,[0|5],[0|5],26103,26103
2610405,117,[0|5],[0|5],26104,26104
2610505,117,[0|5],[0|5],26105,26105
2610108,117,[6|8],[6|8],26101,26106
2610208,117,[6|8],[6|8],26102,26107
2610308,117,[6|8],[6|8],26103,26108
2610408,117,[6|8],[6|8],26104,26109
2610508,117,[6|8],[6|8],26105,26110
2610110,117,[9|10],[9|10],26101,26111
2610210,117,[9|10],[9|10],26102,26112
2610310,117,[9|10],[9|10],26103,26113
2610410,117,[9|10],[9|10],26104,26114
2610510,117,[9|10],[9|10],26105,26115
2610113,117,[11|13],[11|13],26101,26116
2610213,117,[11|13],[11|13],26102,26117
2610313,117,[11|13],[11|13],26103,26118
2610413,117,[11|13],[11|13],26104,26119
2610513,117,[11|13],[11|13],26105,26120
2610115,117,[14|15],[14|15],26101,26121
2610215,117,[14|15],[14|15],26102,26122
2610315,117,[14|15],[14|15],26103,26123
2610415,117,[14|15],[14|15],26104,26124
2610515,117,[14|15],[14|15],26105,26125
2610118,117,[16|18],[16|18],26101,26126
2610218,117,[16|18],[16|18],26102,26127
2610318,117,[16|18],[16|18],26103,26128
2610418,117,[16|18],[16|18],26104,26129
2610518,117,[16|18],[16|18],26105,26130
2610120,117,[19|20],[19|20],26101,26131
2610220,117,[19|20],[19|20],26102,26132
2610320,117,[19|20],[19|20],26103,26133
2610420,117,[19|20],[19|20],26104,26134
2610520,117,[19|20],[19|20],26105,26135
2610123,117,[21|23],[21|23],26101,26136
2610223,117,[21|23],[21|23],26102,26137
2610323,117,[21|23],[21|23],26103,26138
2610423,117,[21|23],[21|23],26104,26139
2610523,117,[21|23],[21|23],26105,26140
2610125,117,[24|25],[24|25],26101,26141
2610225,117,[24|25],[24|25],26102,26142
2610325,117,[24|25],[24|25],26103,26143
2610425,117,[24|25],[24|25],26104,26144
2610525,117,[24|25],[24|25],26105,26145
2610128,117,[26|28],[26|28],26101,26146
2610228,117,[26|28],[26|28],26102,26147
2610328,117,[26|28],[26|28],26103,26148
2610428,117,[26|28],[26|28],26104,26149
2610528,117,[26|28],[26|28],26105,26150
2610130,117,[29|30],[29|30],26101,26151
2610230,117,[29|30],[29|30],26102,26152
2610330,117,[29|30],[29|30],26103,26153
2610430,117,[29|30],[29|30],26104,26154
2610530,117,[29|30],[29|30],26105,26155
2610133,117,[31|33],[31|33],26101,26156
2610233,117,[31|33],[31|33],26102,26157
2610333,117,[31|33],[31|33],26103,26158
2610433,117,[31|33],[31|33],26104,26159
2610533,117,[31|33],[31|33],26105,26160
2610135,117,[34|35],[34|35],26101,26161
2610235,117,[34|35],[34|35],26102,26162
2610335,117,[34|35],[34|35],26103,26163
2610435,117,[34|35],[34|35],26104,26164
2610535,117,[34|35],[34|35],26105,26165
2610138,117,[36|38],[36|38],26101,26166
2610238,117,[36|38],[36|38],26102,26167
2610338,117,[36|38],[36|38],26103,26168
2610438,117,[36|38],[36|38],26104,26169
2610538,117,[36|38],[36|38],26105,26170
2610199,117,[39|99],[39|99],26101,26171
2610299,117,[39|99],[39|99],26102,26172
2610399,117,[39|99],[39|99],26103,26173
2610499,117,[39|99],[39|99],26104,26174
2610599,117,[39|99],[39|99],26105,26175
2670099,117,[0|99],[0|99],26700,26700
2670105,117,[0|5],[0|5],26701,26701
2670205,117,[0|5],[0|5],26702,26702
2670305,117,[0|5],[0|5],26703,26703
2670405,117,[0|5],[0|5],26704,26704
2670505,117,[0|5],[0|5],26705,26705
2670108,117,[6|8],[6|8],26701,26706
2670208,117,[6|8],[6|8],26702,26707
2670308,117,[6|8],[6|8],26703,26708
2670408,117,[6|8],[6|8],26704,26709
2670508,117,[6|8],[6|8],26705,26710
2670110,117,[9|10],[9|10],26701,26711
2670210,117,[9|10],[9|10],26702,26712
2670310,117,[9|10],[9|10],26703,26713
2670410,117,[9|10],[9|10],26704,26714
2670510,117,[9|10],[9|10],26705,26715
2670113,117,[11|13],[11|13],26701,26716
2670213,117,[11|13],[11|13],26702,26717
2670313,117,[11|13],[11|13],26703,26718
2670413,117,[11|13],[11|13],26704,26719
2670513,117,[11|13],[11|13],26705,26720
2670115,117,[14|15],[14|15],26701,26721
2670215,117,[14|15],[14|15],26702,26722
2670315,117,[14|15],[14|15],26703,26723
2670415,117,[14|15],[14|15],26704,26724
2670515,117,[14|15],[14|15],26705,26725
2670118,117,[16|18],[16|18],26701,26726
2670218,117,[16|18],[16|18],26702,26727
2670318,117,[16|18],[16|18],26703,26728
2670418,117,[16|18],[16|18],26704,26729
2670518,117,[16|18],[16|18],26705,26730
2670120,117,[19|20],[19|20],26701,26731
2670220,117,[19|20],[19|20],26702,26732
2670320,117,[19|20],[19|20],26703,26733
2670420,117,[19|20],[19|20],26704,26734
2670520,117,[19|20],[19|20],26705,26735
2670123,117,[21|23],[21|23],26701,26736
2670223,117,[21|23],[21|23],26702,26737
2670323,117,[21|23],[21|23],26703,26738
2670423,117,[21|23],[21|23],26704,26739
2670523,117,[21|23],[21|23],26705,26740
2670125,117,[24|25],[24|25],26701,26741
2670225,117,[24|25],[24|25],26702,26742
2670325,117,[24|25],[24|25],26703,26743
2670425,117,[24|25],[24|25],26704,26744
2670525,117,[24|25],[24|25],26705,26745
2670128,117,[26|28],[26|28],26701,26746
2670228,117,[26|28],[26|28],26702,26747
2670328,117,[26|28],[26|28],26703,26748
2670428,117,[26|28],[26|28],26704,26749
2670528,117,[26|28],[26|28],26705,26750
2670130,117,[29|30],[29|30],26701,26751
2670230,117,[29|30],[29|30],26702,26752
2670330,117,[29|30],[29|30],26703,26753
2670430,117,[29|30],[29|30],26704,26754
2670530,117,[29|30],[29|30],26705,26755
2670133,117,[31|33],[31|33],26701,26756
2670233,117,[31|33],[31|33],26702,26757
2670333,117,[31|33],[31|33],26703,26758
2670433,117,[31|33],[31|33],26704,26759
2670533,117,[31|33],[31|33],26705,26760
2670135,117,[34|35],[34|35],26701,26761
2670235,117,[34|35],[34|35],26702,26762
2670335,117,[34|35],[34|35],26703,26763
2670435,117,[34|35],[34|35],26704,26764
2670535,117,[34|35],[34|35],26705,26765
2670138,117,[36|38],[36|38],26701,26766
2670238,117,[36|38],[36|38],26702,26767
2670338,117,[36|38],[36|38],26703,26768
2670438,117,[36|38],[36|38],26704,26769
2670538,117,[36|38],[36|38],26705,26770
2670199,117,[39|99],[39|99],26701,26771
2670299,117,[39|99],[39|99],26702,26772
2670399,117,[39|99],[39|99],26703,26773
2670499,117,[39|99],[39|99],26704,26774
2670599,117,[39|99],[39|99],26705,26775
2680105,117,[0|5],[0|5],26801,26801
2680108,117,[6|8],[6|8],26801,26802
2680110,117,[9|10],[9|10],26801,26803
2680113,117,[11|13],[11|13],26801,26804
2680115,117,[14|15],[14|15],26801,26805
2680118,117,[16|18],[16|18],26801,26806
2680120,117,[19|20],[19|20],26801,26807
2680123,117,[21|23],[21|23],26801,26808
2680125,117,[24|25],[24|25],26801,26809
2680128,117,[26|28],[26|28],26801,26810
2680130,117,[29|30],[29|30],26801,26811
2680133,117,[31|33],[31|33],26801,26812
2680135,117,[34|35],[34|35],26801,26813
2680138,117,[36|38],[36|38],26801,26814
2680199,117,[39|99],[39|99],26801,26815
2680205,117,[0|5],[0|5],26802,26841
2680208,117,[6|8],[6|8],26802,26842
2680210,117,[9|10],[9|10],26802,26843
2680213,117,[11|13],[11|13],26802,26844
2680215,117,[14|15],[14|15],26802,26845
2680218,117,[16|18],[16|18],26802,26846
2680220,117,[19|20],[19|20],26802,26847
2680223,117,[21|23],[21|23],26802,26848
2680225,117,[24|25],[24|25],26802,26849
2680228,117,[26|28],[26|28],26802,26850
2680230,117,[29|30],[29|30],26802,26851
2680233,117,[31|33],[31|33],26802,26852
2680235,117,[34|35],[34|35],26802,26853
2680238,117,[36|38],[36|38],26802,26854
2680299,117,[39|99],[39|99],26802,26855
2680305,117,[0|5],[0|5],26803,26861
2680308,117,[6|8],[6|8],26803,26862
2680310,117,[9|10],[9|10],26803,26863
2680313,117,[11|13],[11|13],26803,26864
2680315,117,[14|15],[14|15],26803,26865
2680318,117,[16|18],[16|18],26803,26866
2680320,117,[19|20],[19|20],26803,26867
2680323,117,[21|23],[21|23],26803,26868
2680325,117,[24|25],[24|25],26803,26869
2680328,117,[26|28],[26|28],26803,26870
2680330,117,[29|30],[29|30],26803,26871
2680333,117,[31|33],[31|33],26803,26872
2680335,117,[34|35],[34|35],26803,26873
2680338,117,[36|38],[36|38],26803,26874
2680399,117,[39|99],[39|99],26803,26875
2680405,117,[0|5],[0|5],26804,26881
2680408,117,[6|8],[6|8],26804,26882
2680410,117,[9|10],[9|10],26804,26883
2680413,117,[11|13],[11|13],26804,26884
2680415,117,[14|15],[14|15],26804,26885
2680418,117,[16|18],[16|18],26804,26886
2680420,117,[19|20],[19|20],26804,26887
2680423,117,[21|23],[21|23],26804,26888
2680425,117,[24|25],[24|25],26804,26889
2680428,117,[26|28],[26|28],26804,26890
2680430,117,[29|30],[29|30],26804,26891
2680433,117,[31|33],[31|33],26804,26892
2680435,117,[34|35],[34|35],26804,26893
2680438,117,[36|38],[36|38],26804,26894
2680499,117,[39|99],[39|99],26804,26895
2682105,117,[0|5],[0|5],26821,26821
2682108,117,[6|8],[6|8],26821,26822
2682110,117,[9|10],[9|10],26821,26823
2682113,117,[11|13],[11|13],26821,26824
2682115,117,[14|15],[14|15],26821,26825
2682118,117,[16|18],[16|18],26821,26826
2682120,117,[19|20],[19|20],26821,26827
2682123,117,[21|23],[21|23],26821,26828
2682125,117,[24|25],[24|25],26821,26829
2682128,117,[26|28],[26|28],26821,26830
2682130,117,[29|30],[29|30],26821,26831
2682133,117,[31|33],[31|33],26821,26832
2682135,117,[34|35],[34|35],26821,26833
2682138,117,[36|38],[36|38],26821,26834
2682199,117,[39|99],[39|99],26821,26835
2682205,117,[0|5],[0|5],26822,26901
2682208,117,[6|8],[6|8],26822,26902
2682210,117,[9|10],[9|10],26822,26903
2682213,117,[11|13],[11|13],26822,26904
2682215,117,[14|15],[14|15],26822,26905
2682218,117,[16|18],[16|18],26822,26906
2682220,117,[19|20],[19|20],26822,26907
2682223,117,[21|23],[21|23],26822,26908
2682225,117,[24|25],[24|25],26822,26909
2682228,117,[26|28],[26|28],26822,26910
2682230,117,[29|30],[29|30],26822,26911
2682233,117,[31|33],[31|33],26822,26912
2682235,117,[34|35],[34|35],26822,26913
2682238,117,[36|38],[36|38],26822,26914
2682299,117,[39|99],[39|99],26822,26915
2682305,117,[0|5],[0|5],26823,26921
2682308,117,[6|8],[6|8],26823,26922
2682310,117,[9|10],[9|10],26823,26923
2682313,117,[11|13],[11|13],26823,26924
2682315,117,[14|15],[14|15],26823,26925
2682318,117,[16|18],[16|18],26823,26926
2682320,117,[19|20],[19|20],26823,26927
2682323,117,[21|23],[21|23],26823,26928
2682325,117,[24|25],[24|25],26823,26929
2682328,117,[26|28],[26|28],26823,26930
2682330,117,[29|30],[29|30],26823,26931
2682333,117,[31|33],[31|33],26823,26932
2682335,117,[34|35],[34|35],26823,26933
2682338,117,[36|38],[36|38],26823,26934
2682399,117,[39|99],[39|99],26823,26935
2682405,117,[0|5],[0|5],26824,26941
2682408,117,[6|8],[6|8],26824,26942
2682410,117,[9|10],[9|10],26824,26943
2682413,117,[11|13],[11|13],26824,26944
2682415,117,[14|15],[14|15],26824,26945
2682418,117,[16|18],[16|18],26824,26946
2682420,117,[19|20],[19|20],26824,26947
2682423,117,[21|23],[21|23],26824,26948
2682425,117,[24|25],[24|25],26824,26949
2682428,117,[26|28],[26|28],26824,26950
2682430,117,[29|30],[29|30],26824,26951
2682433,117,[31|33],[31|33],26824,26952
2682435,117,[34|35],[34|35],26824,26953
2682438,117,[36|38],[36|38],26824,26954
2682499,117,[39|99],[39|99],26824,26955
2700199,117,[0|99],[0|99],27001,27001
2700299,117,[0|99],[0|99],27002,27002
2700399,117,[0|99],[0|99],27003,27003
2700499,117,[0|99],[0|99],27004,27004
2700599,117,[0|99],[0|99],27005,27005
2701199,117,[0|99],[0|99],27011,27011
2701299,117,[0|99],[0|99],27012,27012
2701399,117,[0|99],[0|99],27013,27013
2701499,117,[0|99],[0|99],27014,27014
2701599,117,[0|99],[0|99],27015,27015
2702199,117,[0|99],[0|99],27021,27021
2702299,117,[0|99],[0|99],27022,27022
2702399,117,[0|99],[0|99],27023,27023
2702499,117,[0|99],[0|99],27024,27024
2702599,117,[0|99],[0|99],27025,27025
2703199,117,[0|99],[0|99],27031,27031
2703299,117,[0|99],[0|99],27032,27032
2703399,117,[0|99],[0|99],27033,27033
2703499,117,[0|99],[0|99],27034,27034
2703599,117,[0|99],[0|99],27035,27035
2704199,117,[0|99],[0|99],27041,27041
2704299,117,[0|99],[0|99],27042,27042
2704399,117,[0|99],[0|99],27043,27043
2704499,117,[0|99],[0|99],27044,27044
2704599,117,[0|99],[0|99],27045,27045
2705199,117,[0|99],[0|99],27051,27051
2705299,117,[0|99],[0|99],27052,27052
2705399,117,[0|99],[0|99],27053,27053
2705499,117,[0|99],[0|99],27054,27054
2705599,117,[0|99],[0|99],27055,27055
2706199,117,[0|99],[0|99],27061,27061
2706299,117,[0|99],[0|99],27062,27062
2706399,117,[0|99],[0|99],27063,27063
2706499,117,[0|99],[0|99],27064,27064
2706599,117,[0|99],[0|99],27065,27065
2707199,117,[0|99],[0|99],27071,27071
2707299,117,[0|99],[0|99],27072,27072
2707399,117,[0|99],[0|99],27073,27073
2707499,117,[0|99],[0|99],27074,27074
2707599,117,[0|99],[0|99],27075,27075
2708199,117,[0|99],[0|99],27081,27081
2708299,117,[0|99],[0|99],27082,27082
2708399,117,[0|99],[0|99],27083,27083
2708499,117,[0|99],[0|99],27084,27084
2708599,117,[0|99],[0|99],27085,27085
