id,attribute,auto_finish,cost,des,effect,fightforce,isAutoFinish,lv,lvup_pre_id,lvUpCosts,lvUpPreTechs,num,quality,race,tech_building_lv,time,tree_id
1050204,1033,0,[999|4|112550|999|5|112550],technology_adv_desc_1035,-1,550,false,4,[10401|4|10402|4|10403|4],[[999|4|112550]|[999|5|112550]],[[10401|4]|[10402|4]|[10403|4]],200,1,-1,3,68854,10502
1050205,1033,0,[999|4|179200|999|5|179200],technology_adv_desc_1035,-1,900,false,5,[10401|5|10402|5|10403|5],[[999|4|179200]|[999|5|179200]],[[10401|5]|[10402|5]|[10403|5]],200,1,-1,3,109657,10502
1060101,1012,0,[999|4|25050|999|5|25050],technology_adv_desc_1012,-1,50,false,1,[10502|1],[[999|4|25050]|[999|5|25050]],[[10502|1]],300,1,-1,4,15329,10601
1060102,1012,0,[999|4|30100|999|5|30100],technology_adv_desc_1012,-1,150,false,2,[10502|2],[[999|4|30100]|[999|5|30100]],[[10502|2]],300,1,-1,4,18394,10601
1060103,1012,0,[999|4|35100|999|5|35100],technology_adv_desc_1012,-1,250,false,3,[10502|3],[[999|4|35100]|[999|5|35100]],[[10502|3]],300,1,-1,4,21460,10601
1060104,1012,0,[999|4|42600|999|5|42600],technology_adv_desc_1012,-1,350,false,4,[10502|4],[[999|4|42600]|[999|5|42600]],[[10502|4]],300,1,-1,4,26059,10601
1060105,1012,0,[999|4|50100|999|5|50100],technology_adv_desc_1012,-1,450,false,5,[10502|5],[[999|4|50100]|[999|5|50100]],[[10502|5]],300,1,-1,4,30657,10601
1060106,1012,0,[999|4|62650|999|5|62650],technology_adv_desc_1012,-1,600,false,6,[10502|5],[[999|4|62650]|[999|5|62650]],[[10502|5]],300,1,-1,4,38321,10601
1060107,1012,0,[999|4|77650|999|5|77650],technology_adv_desc_1012,-1,750,false,7,[10502|5],[[999|4|77650]|[999|5|77650]],[[10502|5]],300,1,-1,4,47519,10601
1060108,1012,0,[999|4|97700|999|5|97700],technology_adv_desc_1012,-1,950,false,8,[10502|5],[[999|4|97700]|[999|5|97700]],[[10502|5]],300,1,-1,4,59781,10601
1060109,1012,0,[999|4|122750|999|5|122750],technology_adv_desc_1012,-1,1200,false,9,[10502|5],[[999|4|122750]|[999|5|122750]],[[10502|5]],300,1,-1,4,75110,10601
1060110,1012,0,[999|4|150300|999|5|150300],technology_adv_desc_1012,-1,1500,false,10,[10502|5],[[999|4|150300]|[999|5|150300]],[[10502|5]],300,1,-1,4,91971,10601
1060201,1013,0,[999|4|25050|999|5|25050],technology_adv_desc_1013,-1,50,false,1,[10502|1],[[999|4|25050]|[999|5|25050]],[[10502|1]],300,1,-1,4,15329,10602
1060202,1013,0,[999|4|30100|999|5|30100],technology_adv_desc_1013,-1,150,false,2,[10502|2],[[999|4|30100]|[999|5|30100]],[[10502|2]],300,1,-1,4,18394,10602
1060203,1013,0,[999|4|35100|999|5|35100],technology_adv_desc_1013,-1,250,false,3,[10502|3],[[999|4|35100]|[999|5|35100]],[[10502|3]],300,1,-1,4,21460,10602
1060204,1013,0,[999|4|42600|999|5|42600],technology_adv_desc_1013,-1,350,false,4,[10502|4],[[999|4|42600]|[999|5|42600]],[[10502|4]],300,1,-1,4,26059,10602
1060205,1013,0,[999|4|50100|999|5|50100],technology_adv_desc_1013,-1,450,false,5,[10502|5],[[999|4|50100]|[999|5|50100]],[[10502|5]],300,1,-1,4,30657,10602
1060206,1013,0,[999|4|62650|999|5|62650],technology_adv_desc_1013,-1,600,false,6,[10502|5],[[999|4|62650]|[999|5|62650]],[[10502|5]],300,1,-1,4,38321,10602
1060207,1013,0,[999|4|77650|999|5|77650],technology_adv_desc_1013,-1,750,false,7,[10502|5],[[999|4|77650]|[999|5|77650]],[[10502|5]],300,1,-1,4,47519,10602
1060208,1013,0,[999|4|97700|999|5|97700],technology_adv_desc_1013,-1,950,false,8,[10502|5],[[999|4|97700]|[999|5|97700]],[[10502|5]],300,1,-1,4,59781,10602
1060209,1013,0,[999|4|122750|999|5|122750],technology_adv_desc_1013,-1,1200,false,9,[10502|5],[[999|4|122750]|[999|5|122750]],[[10502|5]],300,1,-1,4,75110,10602
1060210,1013,0,[999|4|150300|999|5|150300],technology_adv_desc_1013,-1,1500,false,10,[10502|5],[[999|4|150300]|[999|5|150300]],[[10502|5]],300,1,-1,4,91971,10602
1060301,1014,0,[999|4|25050|999|5|25050],technology_adv_desc_1014,-1,50,false,1,[10502|1],[[999|4|25050]|[999|5|25050]],[[10502|1]],300,1,-1,4,15329,10603
1060302,1014,0,[999|4|30100|999|5|30100],technology_adv_desc_1014,-1,150,false,2,[10502|2],[[999|4|30100]|[999|5|30100]],[[10502|2]],300,1,-1,4,18394,10603
1060303,1014,0,[999|4|35100|999|5|35100],technology_adv_desc_1014,-1,250,false,3,[10502|3],[[999|4|35100]|[999|5|35100]],[[10502|3]],300,1,-1,4,21460,10603
1060304,1014,0,[999|4|42600|999|5|42600],technology_adv_desc_1014,-1,350,false,4,[10502|4],[[999|4|42600]|[999|5|42600]],[[10502|4]],300,1,-1,4,26059,10603
1060305,1014,0,[999|4|50100|999|5|50100],technology_adv_desc_1014,-1,450,false,5,[10502|5],[[999|4|50100]|[999|5|50100]],[[10502|5]],300,1,-1,4,30657,10603
1060306,1014,0,[999|4|62650|999|5|62650],technology_adv_desc_1014,-1,600,false,6,[10502|5],[[999|4|62650]|[999|5|62650]],[[10502|5]],300,1,-1,4,38321,10603
1060307,1014,0,[999|4|77650|999|5|77650],technology_adv_desc_1014,-1,750,false,7,[10502|5],[[999|4|77650]|[999|5|77650]],[[10502|5]],300,1,-1,4,47519,10603
1060308,1014,0,[999|4|97700|999|5|97700],technology_adv_desc_1014,-1,950,false,8,[10502|5],[[999|4|97700]|[999|5|97700]],[[10502|5]],300,1,-1,4,59781,10603
1060309,1014,0,[999|4|122750|999|5|122750],technology_adv_desc_1014,-1,1200,false,9,[10502|5],[[999|4|122750]|[999|5|122750]],[[10502|5]],300,1,-1,4,75110,10603
1060310,1014,0,[999|4|150300|999|5|150300],technology_adv_desc_1014,-1,1500,false,10,[10502|5],[[999|4|150300]|[999|5|150300]],[[10502|5]],300,1,-1,4,91971,10603
1070101,1060,0,[999|4|41700|999|5|41700],technology_adv_desc_1060,-1,100,false,1,[10601|1],[[999|4|41700]|[999|5|41700]],[[10601|1]],240,1,-1,5,25502,10701
1070102,1060,0,[999|4|54200|999|5|54200],technology_adv_desc_1060,-1,200,false,2,[10601|2],[[999|4|54200]|[999|5|54200]],[[10601|2]],240,1,-1,5,33152,10701
1070103,1060,0,[999|4|75050|999|5|75050],technology_adv_desc_1060,-1,350,false,3,[10601|3],[[999|4|75050]|[999|5|75050]],[[10601|3]],240,1,-1,5,45903,10701
1070104,1060,0,[999|4|112550|999|5|112550],technology_adv_desc_1060,-1,550,false,4,[10601|4],[[999|4|112550]|[999|5|112550]],[[10601|4]],240,1,-1,5,68854,10701
1070105,1060,0,[999|4|179200|999|5|179200],technology_adv_desc_1060,-1,900,false,5,[10601|5],[[999|4|179200]|[999|5|179200]],[[10601|5]],240,1,-1,5,109657,10701
1070301,1052,0,[999|4|41700|999|5|41700],technology_adv_desc_1052,-1,100,false,1,[10603|1],[[999|4|41700]|[999|5|41700]],[[10603|1]],400,1,-1,5,25502,10703
1070302,1052,0,[999|4|54200|999|5|54200],technology_adv_desc_1052,-1,200,false,2,[10603|2],[[999|4|54200]|[999|5|54200]],[[10603|2]],400,1,-1,5,33152,10703
1070303,1052,0,[999|4|75050|999|5|75050],technology_adv_desc_1052,-1,350,false,3,[10603|3],[[999|4|75050]|[999|5|75050]],[[10603|3]],400,1,-1,5,45903,10703
1070304,1052,0,[999|4|112550|999|5|112550],technology_adv_desc_1052,-1,550,false,4,[10603|4],[[999|4|112550]|[999|5|112550]],[[10603|4]],400,1,-1,5,68854,10703
1070305,1052,0,[999|4|179200|999|5|179200],technology_adv_desc_1052,-1,900,false,5,[10603|5],[[999|4|179200]|[999|5|179200]],[[10603|5]],400,1,-1,5,109657,10703
1080101,1034,0,[999|4|41750|999|5|41750],technology_adv_desc_1034,-1,100,false,1,[10701|1],[[999|4|41750]|[999|5|41750]],[[10701|1]],200,1,-1,6,25548,10801
1080102,1034,0,[999|4|50100|999|5|50100],technology_adv_desc_1034,-1,200,false,2,[10701|2],[[999|4|50100]|[999|5|50100]],[[10701|2]],200,1,-1,6,30657,10801
1080103,1034,0,[999|4|58450|999|5|58450],technology_adv_desc_1034,-1,300,false,3,[10701|3],[[999|4|58450]|[999|5|58450]],[[10701|3]],200,1,-1,6,35767,10801
1080104,1034,0,[999|4|71000|999|5|71000],technology_adv_desc_1034,-1,450,false,4,[10701|4],[[999|4|71000]|[999|5|71000]],[[10701|4]],200,1,-1,6,43431,10801
1080105,1034,0,[999|4|83500|999|5|83500],technology_adv_desc_1034,-1,600,false,5,[10701|5],[[999|4|83500]|[999|5|83500]],[[10701|5]],200,1,-1,6,51095,10801
1080106,1034,0,[999|4|104400|999|5|104400],technology_adv_desc_1034,-1,800,false,6,[10701|5],[[999|4|104400]|[999|5|104400]],[[10701|5]],200,1,-1,6,63869,10801
1080107,1034,0,[999|4|129450|999|5|129450],technology_adv_desc_1034,-1,1050,false,7,[10701|5],[[999|4|129450]|[999|5|129450]],[[10701|5]],200,1,-1,6,79198,10801
1080108,1034,0,[999|4|162850|999|5|162850],technology_adv_desc_1034,-1,1350,false,8,[10701|5],[[999|4|162850]|[999|5|162850]],[[10701|5]],200,1,-1,6,99636,10801
1080109,1034,0,[999|4|204550|999|5|204550],technology_adv_desc_1034,-1,1700,false,9,[10701|5],[[999|4|204550]|[999|5|204550]],[[10701|5]],200,1,-1,6,125183,10801
1080110,1034,0,[999|4|250500|999|5|250500],technology_adv_desc_1034,-1,2150,false,10,[10701|5],[[999|4|250500]|[999|5|250500]],[[10701|5]],200,1,-1,6,153286,10801
1080301,1033,0,[999|4|41750|999|5|41750],technology_adv_desc_1035,-1,100,false,1,[10703|1],[[999|4|41750]|[999|5|41750]],[[10703|1]],200,1,-1,6,25548,10803
1080302,1033,0,[999|4|50100|999|5|50100],technology_adv_desc_1035,-1,200,false,2,[10703|2],[[999|4|50100]|[999|5|50100]],[[10703|2]],200,1,-1,6,30657,10803
1080303,1033,0,[999|4|58450|999|5|58450],technology_adv_desc_1035,-1,300,false,3,[10703|3],[[999|4|58450]|[999|5|58450]],[[10703|3]],200,1,-1,6,35767,10803
1080304,1033,0,[999|4|71000|999|5|71000],technology_adv_desc_1035,-1,450,false,4,[10703|4],[[999|4|71000]|[999|5|71000]],[[10703|4]],200,1,-1,6,43431,10803
1080305,1033,0,[999|4|83500|999|5|83500],technology_adv_desc_1035,-1,600,false,5,[10703|5],[[999|4|83500]|[999|5|83500]],[[10703|5]],200,1,-1,6,51095,10803
1080306,1033,0,[999|4|104400|999|5|104400],technology_adv_desc_1035,-1,800,false,6,[10703|5],[[999|4|104400]|[999|5|104400]],[[10703|5]],200,1,-1,6,63869,10803
1080307,1033,0,[999|4|129450|999|5|129450],technology_adv_desc_1035,-1,1050,false,7,[10703|5],[[999|4|129450]|[999|5|129450]],[[10703|5]],200,1,-1,6,79198,10803
1080308,1033,0,[999|4|162850|999|5|162850],technology_adv_desc_1035,-1,1350,false,8,[10703|5],[[999|4|162850]|[999|5|162850]],[[10703|5]],200,1,-1,6,99636,10803
1080309,1033,0,[999|4|204550|999|5|204550],technology_adv_desc_1035,-1,1700,false,9,[10703|5],[[999|4|204550]|[999|5|204550]],[[10703|5]],200,1,-1,6,125183,10803
1080310,1033,0,[999|4|250500|999|5|250500],technology_adv_desc_1035,-1,2150,false,10,[10703|5],[[999|4|250500]|[999|5|250500]],[[10703|5]],200,1,-1,6,153286,10803
1090101,1004,0,[999|4|31350|999|5|31350],technology_adv_desc_1004,-1,100,false,1,[10801|1],[[999|4|31350]|[999|5|31350]],[[10801|1]],300,1,-1,7,19161,10901
1090102,1004,0,[999|4|37600|999|5|37600],technology_adv_desc_1004,-1,200,false,2,[10801|2],[[999|4|37600]|[999|5|37600]],[[10801|2]],300,1,-1,7,22993,10901
1090103,1004,0,[999|4|43850|999|5|43850],technology_adv_desc_1004,-1,300,false,3,[10801|3],[[999|4|43850]|[999|5|43850]],[[10801|3]],300,1,-1,7,26825,10901
1090104,1004,0,[999|4|53250|999|5|53250],technology_adv_desc_1004,-1,400,false,4,[10801|4],[[999|4|53250]|[999|5|53250]],[[10801|4]],300,1,-1,7,32573,10901
1090105,1004,0,[999|4|62650|999|5|62650],technology_adv_desc_1004,-1,550,false,5,[10801|5],[[999|4|62650]|[999|5|62650]],[[10801|5]],300,1,-1,7,38321,10901
1090106,1004,0,[999|4|78300|999|5|78300],technology_adv_desc_1004,-1,700,false,6,[10801|6],[[999|4|78300]|[999|5|78300]],[[10801|6]],300,1,-1,7,47902,10901
1090107,1004,0,[999|4|97100|999|5|97100],technology_adv_desc_1004,-1,900,false,7,[10801|7],[[999|4|97100]|[999|5|97100]],[[10801|7]],300,1,-1,7,59398,10901
1090108,1004,0,[999|4|122150|999|5|122150],technology_adv_desc_1004,-1,1150,false,8,[10801|8],[[999|4|122150]|[999|5|122150]],[[10801|8]],300,1,-1,7,74727,10901
1090109,1004,0,[999|4|153450|999|5|153450],technology_adv_desc_1004,-1,1450,false,9,[10801|9],[[999|4|153450]|[999|5|153450]],[[10801|9]],300,1,-1,7,93887,10901
1090110,1004,0,[999|4|187850|999|5|187850],technology_adv_desc_1004,-1,1800,false,10,[10801|10],[[999|4|187850]|[999|5|187850]],[[10801|10]],300,1,-1,7,114964,10901
1090201,1006,0,[999|4|31350|999|5|31350],technology_adv_desc_1006,-1,100,false,1,[10801|8|10803|8],[[999|4|31350]|[999|5|31350]],[[10801|8]|[10803|8]],300,1,-1,7,19161,10902
1090202,1006,0,[999|4|37600|999|5|37600],technology_adv_desc_1006,-1,200,false,2,[10801|8|10803|8],[[999|4|37600]|[999|5|37600]],[[10801|8]|[10803|8]],300,1,-1,7,22993,10902
1090203,1006,0,[999|4|43850|999|5|43850],technology_adv_desc_1006,-1,300,false,3,[10801|8|10803|8],[[999|4|43850]|[999|5|43850]],[[10801|8]|[10803|8]],300,1,-1,7,26825,10902
1090204,1006,0,[999|4|53250|999|5|53250],technology_adv_desc_1006,-1,400,false,4,[10801|8|10803|8],[[999|4|53250]|[999|5|53250]],[[10801|8]|[10803|8]],300,1,-1,7,32573,10902
1090205,1006,0,[999|4|62650|999|5|62650],technology_adv_desc_1006,-1,550,false,5,[10801|8|10803|8],[[999|4|62650]|[999|5|62650]],[[10801|8]|[10803|8]],300,1,-1,7,38321,10902
1090206,1006,0,[999|4|78300|999|5|78300],technology_adv_desc_1006,-1,700,false,6,[10801|8|10803|8],[[999|4|78300]|[999|5|78300]],[[10801|8]|[10803|8]],300,1,-1,7,47902,10902
1090207,1006,0,[999|4|97100|999|5|97100],technology_adv_desc_1006,-1,900,false,7,[10801|8|10803|8],[[999|4|97100]|[999|5|97100]],[[10801|8]|[10803|8]],300,1,-1,7,59398,10902
1090208,1006,0,[999|4|122150|999|5|122150],technology_adv_desc_1006,-1,1150,false,8,[10801|8|10803|8],[[999|4|122150]|[999|5|122150]],[[10801|8]|[10803|8]],300,1,-1,7,74727,10902
1090209,1006,0,[999|4|153450|999|5|153450],technology_adv_desc_1006,-1,1450,false,9,[10801|8|10803|8],[[999|4|153450]|[999|5|153450]],[[10801|8]|[10803|8]],300,1,-1,7,93887,10902
1090210,1006,0,[999|4|187850|999|5|187850],technology_adv_desc_1006,-1,1800,false,10,[10801|8|10803|8],[[999|4|187850]|[999|5|187850]],[[10801|8]|[10803|8]],300,1,-1,7,114964,10902
1090301,1005,0,[999|4|31350|999|5|31350],technology_adv_desc_1005,-1,100,false,1,[10803|1],[[999|4|31350]|[999|5|31350]],[[10803|1]],300,1,-1,7,19161,10903
1090302,1005,0,[999|4|37600|999|5|37600],technology_adv_desc_1005,-1,200,false,2,[10803|2],[[999|4|37600]|[999|5|37600]],[[10803|2]],300,1,-1,7,22993,10903
1090303,1005,0,[999|4|43850|999|5|43850],technology_adv_desc_1005,-1,300,false,3,[10803|3],[[999|4|43850]|[999|5|43850]],[[10803|3]],300,1,-1,7,26825,10903
1090304,1005,0,[999|4|53250|999|5|53250],technology_adv_desc_1005,-1,400,false,4,[10803|4],[[999|4|53250]|[999|5|53250]],[[10803|4]],300,1,-1,7,32573,10903
1090305,1005,0,[999|4|62650|999|5|62650],technology_adv_desc_1005,-1,550,false,5,[10803|5],[[999|4|62650]|[999|5|62650]],[[10803|5]],300,1,-1,7,38321,10903
1090306,1005,0,[999|4|78300|999|5|78300],technology_adv_desc_1005,-1,700,false,6,[10803|6],[[999|4|78300]|[999|5|78300]],[[10803|6]],300,1,-1,7,47902,10903
1090307,1005,0,[999|4|97100|999|5|97100],technology_adv_desc_1005,-1,900,false,7,[10803|7],[[999|4|97100]|[999|5|97100]],[[10803|7]],300,1,-1,7,59398,10903
1090308,1005,0,[999|4|122150|999|5|122150],technology_adv_desc_1005,-1,1150,false,8,[10803|8],[[999|4|122150]|[999|5|122150]],[[10803|8]],300,1,-1,7,74727,10903
1090309,1005,0,[999|4|153450|999|5|153450],technology_adv_desc_1005,-1,1450,false,9,[10803|9],[[999|4|153450]|[999|5|153450]],[[10803|9]],300,1,-1,7,93887,10903
1090310,1005,0,[999|4|187850|999|5|187850],technology_adv_desc_1005,-1,1800,false,10,[10803|10],[[999|4|187850]|[999|5|187850]],[[10803|10]],300,1,-1,7,114964,10903
1100101,1034,0,[999|4|50100|999|5|50100],technology_adv_desc_1034,-1,100,false,1,[10901|1],[[999|4|50100]|[999|5|50100]],[[10901|1]],300,1,-1,9,30657,11001
1100102,1034,0,[999|4|60150|999|5|60150],technology_adv_desc_1034,-1,250,false,2,[10901|2],[[999|4|60150]|[999|5|60150]],[[10901|2]],300,1,-1,9,36789,11001
1100103,1034,0,[999|4|70150|999|5|70150],technology_adv_desc_1034,-1,400,false,3,[10901|3],[[999|4|70150]|[999|5|70150]],[[10901|3]],300,1,-1,9,42920,11001
1100104,1034,0,[999|4|85200|999|5|85200],technology_adv_desc_1034,-1,550,false,4,[10901|4],[[999|4|85200]|[999|5|85200]],[[10901|4]],300,1,-1,9,52117,11001
1100105,1034,0,[999|4|100200|999|5|100200],technology_adv_desc_1034,-1,750,false,5,[10901|5],[[999|4|100200]|[999|5|100200]],[[10901|5]],300,1,-1,9,61314,11001
1100106,1034,0,[999|4|125250|999|5|125250],technology_adv_desc_1034,-1,1000,false,6,[10901|6],[[999|4|125250]|[999|5|125250]],[[10901|6]],300,1,-1,9,76643,11001
1100107,1034,0,[999|4|155300|999|5|155300],technology_adv_desc_1034,-1,1300,false,7,[10901|7],[[999|4|155300]|[999|5|155300]],[[10901|7]],300,1,-1,9,95037,11001
1100108,1034,0,[999|4|195400|999|5|195400],technology_adv_desc_1034,-1,1650,false,8,[10901|8],[[999|4|195400]|[999|5|195400]],[[10901|8]],300,1,-1,9,119563,11001
1100109,1034,0,[999|4|245500|999|5|245500],technology_adv_desc_1034,-1,2100,false,9,[10901|9],[[999|4|245500]|[999|5|245500]],[[10901|9]],300,1,-1,9,150220,11001
1100110,1034,0,[999|4|300600|999|5|300600],technology_adv_desc_1034,-1,2650,false,10,[10901|10],[[999|4|300600]|[999|5|300600]],[[10901|10]],300,1,-1,9,183943,11001
