id,attribute_rate_random,attrRate,equipment,equipment_star,maxAttrFloat,minAttrFloat,race_list,race_probability
523000,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],,-1
524000,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],,-1
611000,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],,-1
612000,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],,-1
613000,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],,-1
614000,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],,-1
631000,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],,-1
632000,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],,-1
633000,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],,-1
634000,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],,-1
621000,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],,-1
622000,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],,-1
623000,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],,-1
624000,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],,-1
641000,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],,-1
642000,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],,-1
643000,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],,-1
644000,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],,-1
651000,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],,-1
652000,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],,-1
653000,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],,-1
654000,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],,-1
691000,[10000|10000|100],[[10000|10000|100]],691,-1,[10000],[10000],,-1
692000,[10000|10000|100],[[10000|10000|100]],692,-1,[10000],[10000],,-1
693000,[10000|10000|100],[[10000|10000|100]],693,-1,[10000],[10000],,-1
694000,[10000|10000|100],[[10000|10000|100]],694,-1,[10000],[10000],,-1
221100,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],1,10000
222100,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],1,10000
223100,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],1,10000
224100,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],1,10000
321100,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],1,10000
322100,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],1,10000
323100,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],1,10000
324100,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],1,10000
411100,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],1,10000
412100,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],1,10000
413100,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],1,10000
414100,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],1,10000
431100,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],1,10000
432100,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],1,10000
433100,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],1,10000
434100,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],1,10000
511100,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],1,10000
512100,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],1,10000
513100,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],1,10000
514100,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],1,10000
531100,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],1,10000
532100,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],1,10000
533100,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],1,10000
534100,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],1,10000
521100,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],1,10000
522100,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],1,10000
523100,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],1,10000
524100,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],1,10000
611100,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],1,10000
612100,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],1,10000
613100,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],1,10000
614100,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],1,10000
631100,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],1,10000
632100,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],1,10000
633100,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],1,10000
634100,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],1,10000
621100,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],1,10000
622100,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],1,10000
623100,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],1,10000
624100,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],1,10000
641100,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],1,10000
642100,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],1,10000
643100,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],1,10000
644100,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],1,10000
651100,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],1,10000
652100,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],1,10000
653100,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],1,10000
654100,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],1,10000
691100,[10000|10000|100],[[10000|10000|100]],691,-1,[10000],[10000],1,10000
692100,[10000|10000|100],[[10000|10000|100]],692,-1,[10000],[10000],1,10000
693100,[10000|10000|100],[[10000|10000|100]],693,-1,[10000],[10000],1,10000
694100,[10000|10000|100],[[10000|10000|100]],694,-1,[10000],[10000],1,10000
221200,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],2,10000
222200,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],2,10000
223200,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],2,10000
224200,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],2,10000
321200,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],2,10000
322200,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],2,10000
323200,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],2,10000
324200,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],2,10000
411200,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],2,10000
412200,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],2,10000
413200,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],2,10000
414200,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],2,10000
431200,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],2,10000
432200,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],2,10000
433200,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],2,10000
434200,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],2,10000
511200,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],2,10000
512200,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],2,10000
513200,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],2,10000
514200,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],2,10000
531200,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],2,10000
532200,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],2,10000
533200,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],2,10000
534200,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],2,10000
521200,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],2,10000
522200,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],2,10000
523200,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],2,10000
524200,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],2,10000
611200,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],2,10000
612200,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],2,10000
613200,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],2,10000
614200,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],2,10000
631200,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],2,10000
632200,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],2,10000
633200,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],2,10000
634200,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],2,10000
621200,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],2,10000
622200,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],2,10000
623200,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],2,10000
624200,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],2,10000
641200,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],2,10000
642200,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],2,10000
643200,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],2,10000
644200,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],2,10000
651200,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],2,10000
652200,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],2,10000
653200,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],2,10000
654200,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],2,10000
691200,[10000|10000|100],[[10000|10000|100]],691,-1,[10000],[10000],2,10000
692200,[10000|10000|100],[[10000|10000|100]],692,-1,[10000],[10000],2,10000
693200,[10000|10000|100],[[10000|10000|100]],693,-1,[10000],[10000],2,10000
694200,[10000|10000|100],[[10000|10000|100]],694,-1,[10000],[10000],2,10000
221300,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],3,10000
222300,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],3,10000
223300,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],3,10000
224300,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],3,10000
321300,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],3,10000
322300,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],3,10000
323300,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],3,10000
324300,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],3,10000
411300,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],3,10000
412300,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],3,10000
413300,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],3,10000
414300,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],3,10000
431300,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],3,10000
432300,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],3,10000
433300,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],3,10000
434300,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],3,10000
511300,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],3,10000
512300,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],3,10000
513300,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],3,10000
514300,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],3,10000
531300,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],3,10000
532300,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],3,10000
533300,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],3,10000
534300,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],3,10000
521300,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],3,10000
522300,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],3,10000
523300,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],3,10000
524300,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],3,10000
611300,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],3,10000
612300,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],3,10000
613300,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],3,10000
614300,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],3,10000
631300,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],3,10000
632300,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],3,10000
633300,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],3,10000
634300,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],3,10000
621300,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],3,10000
622300,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],3,10000
623300,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],3,10000
624300,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],3,10000
641300,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],3,10000
642300,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],3,10000
643300,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],3,10000
644300,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],3,10000
651300,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],3,10000
652300,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],3,10000
653300,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],3,10000
654300,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],3,10000
691300,[10000|10000|100],[[10000|10000|100]],691,-1,[10000],[10000],3,10000
692300,[10000|10000|100],[[10000|10000|100]],692,-1,[10000],[10000],3,10000
693300,[10000|10000|100],[[10000|10000|100]],693,-1,[10000],[10000],3,10000
694300,[10000|10000|100],[[10000|10000|100]],694,-1,[10000],[10000],3,10000
221030,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],,-1
222030,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],,-1
223030,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],,-1
224030,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],,-1
321030,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],,-1
322030,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],,-1
323030,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],,-1
324030,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],,-1
411030,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],,-1
412030,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],,-1
413030,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],,-1
414030,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],,-1
431030,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],,-1
432030,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],,-1
433030,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],,-1
434030,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],,-1
511030,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],,-1
512030,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],,-1
513030,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],,-1
514030,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],,-1
531030,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],,-1
532030,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],,-1
533030,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],,-1
534030,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],,-1
521030,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],,-1
522030,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],,-1
523030,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],,-1
524030,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],,-1
611030,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],,-1
612030,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],,-1
613030,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],,-1
614030,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],,-1
631030,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],,-1
632030,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],,-1
633030,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],,-1
634030,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],,-1
621030,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],,-1
622030,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],,-1
623030,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],,-1
624030,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],,-1
641030,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],,-1
642030,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],,-1
643030,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],,-1
644030,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],,-1
651030,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],,-1
652030,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],,-1
653030,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],,-1
654030,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],,-1
221130,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],1,10000
222130,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],1,10000
223130,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],1,10000
224130,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],1,10000
321130,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],1,10000
322130,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],1,10000
323130,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],1,10000
324130,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],1,10000
411130,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],1,10000
412130,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],1,10000
413130,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],1,10000
414130,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],1,10000
431130,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],1,10000
432130,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],1,10000
433130,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],1,10000
434130,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],1,10000
511130,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],1,10000
512130,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],1,10000
513130,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],1,10000
514130,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],1,10000
531130,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],1,10000
532130,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],1,10000
533130,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],1,10000
534130,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],1,10000
521130,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],1,10000
522130,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],1,10000
523130,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],1,10000
524130,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],1,10000
611130,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],1,10000
612130,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],1,10000
613130,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],1,10000
614130,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],1,10000
631130,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],1,10000
632130,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],1,10000
633130,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],1,10000
634130,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],1,10000
621130,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],1,10000
622130,[10000|10000|100],[[10000|10000|100]],622,-1,[10000],[10000],1,10000
623130,[10000|10000|100],[[10000|10000|100]],623,-1,[10000],[10000],1,10000
624130,[10000|10000|100],[[10000|10000|100]],624,-1,[10000],[10000],1,10000
641130,[10000|10000|100],[[10000|10000|100]],681,-1,[10000],[10000],1,10000
642130,[10000|10000|100],[[10000|10000|100]],682,-1,[10000],[10000],1,10000
643130,[10000|10000|100],[[10000|10000|100]],683,-1,[10000],[10000],1,10000
644130,[10000|10000|100],[[10000|10000|100]],684,-1,[10000],[10000],1,10000
651130,[10000|10000|100],[[10000|10000|100]],671,-1,[10000],[10000],1,10000
652130,[10000|10000|100],[[10000|10000|100]],672,-1,[10000],[10000],1,10000
653130,[10000|10000|100],[[10000|10000|100]],673,-1,[10000],[10000],1,10000
654130,[10000|10000|100],[[10000|10000|100]],674,-1,[10000],[10000],1,10000
221230,[10000|10000|100],[[10000|10000|100]],221,-1,[10000],[10000],2,10000
222230,[10000|10000|100],[[10000|10000|100]],222,-1,[10000],[10000],2,10000
223230,[10000|10000|100],[[10000|10000|100]],223,-1,[10000],[10000],2,10000
224230,[10000|10000|100],[[10000|10000|100]],224,-1,[10000],[10000],2,10000
321230,[10000|10000|100],[[10000|10000|100]],321,-1,[10000],[10000],2,10000
322230,[10000|10000|100],[[10000|10000|100]],322,-1,[10000],[10000],2,10000
323230,[10000|10000|100],[[10000|10000|100]],323,-1,[10000],[10000],2,10000
324230,[10000|10000|100],[[10000|10000|100]],324,-1,[10000],[10000],2,10000
411230,[10000|10000|100],[[10000|10000|100]],411,-1,[10000],[10000],2,10000
412230,[10000|10000|100],[[10000|10000|100]],412,-1,[10000],[10000],2,10000
413230,[10000|10000|100],[[10000|10000|100]],413,-1,[10000],[10000],2,10000
414230,[10000|10000|100],[[10000|10000|100]],414,-1,[10000],[10000],2,10000
431230,[10000|10000|100],[[10000|10000|100]],431,-1,[10000],[10000],2,10000
432230,[10000|10000|100],[[10000|10000|100]],432,-1,[10000],[10000],2,10000
433230,[10000|10000|100],[[10000|10000|100]],433,-1,[10000],[10000],2,10000
434230,[10000|10000|100],[[10000|10000|100]],434,-1,[10000],[10000],2,10000
511230,[10000|10000|100],[[10000|10000|100]],511,-1,[10000],[10000],2,10000
512230,[10000|10000|100],[[10000|10000|100]],512,-1,[10000],[10000],2,10000
513230,[10000|10000|100],[[10000|10000|100]],513,-1,[10000],[10000],2,10000
514230,[10000|10000|100],[[10000|10000|100]],514,-1,[10000],[10000],2,10000
531230,[10000|10000|100],[[10000|10000|100]],531,-1,[10000],[10000],2,10000
532230,[10000|10000|100],[[10000|10000|100]],532,-1,[10000],[10000],2,10000
533230,[10000|10000|100],[[10000|10000|100]],533,-1,[10000],[10000],2,10000
534230,[10000|10000|100],[[10000|10000|100]],534,-1,[10000],[10000],2,10000
521230,[10000|10000|100],[[10000|10000|100]],521,-1,[10000],[10000],2,10000
522230,[10000|10000|100],[[10000|10000|100]],522,-1,[10000],[10000],2,10000
523230,[10000|10000|100],[[10000|10000|100]],523,-1,[10000],[10000],2,10000
524230,[10000|10000|100],[[10000|10000|100]],524,-1,[10000],[10000],2,10000
611230,[10000|10000|100],[[10000|10000|100]],611,-1,[10000],[10000],2,10000
612230,[10000|10000|100],[[10000|10000|100]],612,-1,[10000],[10000],2,10000
613230,[10000|10000|100],[[10000|10000|100]],613,-1,[10000],[10000],2,10000
614230,[10000|10000|100],[[10000|10000|100]],614,-1,[10000],[10000],2,10000
631230,[10000|10000|100],[[10000|10000|100]],631,-1,[10000],[10000],2,10000
632230,[10000|10000|100],[[10000|10000|100]],632,-1,[10000],[10000],2,10000
633230,[10000|10000|100],[[10000|10000|100]],633,-1,[10000],[10000],2,10000
634230,[10000|10000|100],[[10000|10000|100]],634,-1,[10000],[10000],2,10000
621230,[10000|10000|100],[[10000|10000|100]],621,-1,[10000],[10000],2,10000
