id,alliance_gift_list,bi_group_entrance,buff,crysta_store_info,discount,dollar,exchangeParam,exchangeType,goods_image,goods_type,icon,info,is_first_reward,is_show,MainUI_btn,name,order,pay_id,percent_show,popupCount,popupTime,previous,privilge_id,reward,reward_extra,reward_special,scale,server_list,show_type,title_image,type_time,vip_exp
133,,,,,0,2.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_3,900,403,200,-1,,-1,,550,,-1,-1,,,,-1,-1
134,,,,,0,4.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_4,900,404,200,-1,,-1,,550,,-1,-1,,,,-1,-1
135,,,,,0,5.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_5,900,405,200,-1,,-1,,550,,-1,-1,,,,-1,-1
136,,,,,0,9.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_6,900,406,200,-1,,-1,,550,,-1,-1,,,,-1,-1
137,,,,,0,14.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_7,900,407,200,-1,,-1,,550,,-1,-1,,,,-1,-1
138,,,,,0,19.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_8,900,408,200,-1,,-1,,550,,-1,-1,,,,-1,-1
139,,,,,0,29.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_9,900,409,200,-1,,-1,,550,,-1,-1,,,,-1,-1
140,,,,,0,49.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_10,900,410,200,-1,,-1,,550,,-1,-1,,,,-1,-1
141,,,,,0,99.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_11,900,411,200,-1,,-1,,550,,-1,-1,,,,-1,-1
142,,,,,0,499.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_11,900,412,200,-1,,-1,,550,,-1,-1,,,,-1,-1
143,,,,,0,999.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_11,900,413,200,-1,,-1,,550,,-1,-1,,,,-1,-1
144,,,,,0,24.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_11,900,421,200,-1,,-1,,550,,-1,-1,,,,-1,-1
145,,,,,0,6.99,,None,Textures/ActivityList/ActivityBG_Package_5,3,Activity_84,appstore_pack_0,-1,-1,-1,appstore_pack_11,900,414,200,-1,,-1,,550,,-1,-1,,,,-1,-1
151,,,,,0,0.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,401,400,-1,,-1,,9231001,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
152,,,,,0,1.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,402,400,-1,,-1,,92310011,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
153,,,,,0,2.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,403,400,-1,,-1,,9231002,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
154,,,,,0,4.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,404,400,-1,,-1,,92310021,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
155,,,,,0,5.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,405,400,-1,,-1,,9231003,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
156,,,,,0,9.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,406,400,-1,,-1,,92310031,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
157,,,,,0,14.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,407,400,-1,,-1,,9231004,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
158,,,,,0,19.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,408,400,-1,,-1,,92310041,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
159,,,,,0,29.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,409,400,-1,,-1,,9231005,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
160,,,,,0,49.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,410,400,-1,,-1,,92310051,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
161,,,,,0,99.99,,None,Textures/GiftBag/icon_DailyGiftPack_3,3,,,-1,1,-1,pay_tehui_citypack,120,411,400,-1,,-1,,9231006,,-1,350,,,Textures/GiftBag/bg_list_Packages_week,10,-1
171,,,,,0,4.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,404,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
172,,,,,0,9.99,,None,,30,icon_goldBricks_2,appstore_pack_2,-1,-1,-1,pay_ui_diamond_2,-1,406,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
173,,,,,0,19.99,,None,,30,icon_goldBricks_3,appstore_pack_3,-1,-1,-1,pay_ui_diamond_3,-1,408,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
174,,,,,0,49.99,,None,,30,icon_goldBricks_4,appstore_pack_4,-1,-1,-1,pay_ui_diamond_4,-1,410,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
175,,,,,0,99.99,,None,,30,icon_goldBricks_6,appstore_pack_5,-1,-1,-1,pay_ui_diamond_5,-1,411,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
176,,,,,0,0.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,401,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
177,,,,,0,1.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,402,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
178,,,,,0,2.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,403,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
179,,,,,0,5.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,405,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
180,,,,,0,14.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,407,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
181,,,,,0,29.99,,None,,30,icon_goldBricks_1,appstore_pack_1,-1,-1,-1,pay_ui_diamond_1,-1,409,-1,-1,,-1,,-1,,-1,-1,,,,0,-1
1101,,,,,0,0.99,,None,,21,tk_pic_1,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_1,-1,101,-1,-1,,-1,,1101,,-1,-1,,,,-1,-1
1102,,,,,0,4.99,,None,,21,tk_pic_2,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_2,-1,102,-1,-1,,-1,,1102,,-1,-1,,,,-1,-1
1103,,,,,0,9.99,,None,,21,tk_pic_3,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_3,-1,103,-1,-1,,-1,,1103,,-1,-1,,,,-1,-1
1104,,,,,0,19.99,,None,,21,tk_pic_4,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_4,-1,105,-1,-1,,-1,,1104,,-1,-1,,,,-1,-1
1105,,,,,0,49.99,,None,,21,tk_pic_5,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_5,-1,107,-1,-1,,-1,,1105,,-1,-1,,,,-1,-1
1106,,,,,0,99.99,,None,,21,tk_pic_6,pay_ui_xinyong_desc_1,-1,-1,-1,pay_ui_xinyong_6,-1,108,-1,-1,,-1,,1106,,-1,-1,,,,-1,-1
1107,,,,,0,14.99,,None,,21,tk_pic_3,pay_ui_xinyong_desc_7,-1,-1,-1,pay_ui_xinyong_7,-1,104,-1,-1,,-1,,1107,,-1,-1,,,,-1,-1
1108,,,,,0,29.99,,None,,21,tk_pic_4,pay_ui_xinyong_desc_8,-1,-1,-1,pay_ui_xinyong_8,-1,106,-1,-1,,-1,,1108,,-1,-1,,,,-1,-1
995,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,,-1,"40,41,42",-1,9800,1005-1039,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
993,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,7910,-1,,995,,-1,"43,44,45,46,47,48,49",-1,7910,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
9952,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,5318,-1,,995,,-1,"50,51,52,53,54",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
9953,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,9952,,-1,"55,56,57,58,59,60,61",-1,7923,1033-1034,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9954,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,9953,,-1,"62,63,64,65,66,67,68",-1,7526,1033-1034,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9955,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,9954,,-1,"69,70,71,72,73,74,75",-1,4942,1033-1034,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9956,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,994,,-1,"55,56,57,58,59,60,61",-1,7923,1031-1032,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9957,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,9956,,-1,"62,63,64,65,66,67,68",-1,7526,1031-1032,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9958,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,9957,,-1,"69,70,71,72,73,74,75",-1,4942,1031-1032,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99522,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,5318,-1,,995,,-1,"76,77,78,79,80",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
99523,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,99522,,-1,"55,56,57,58,59,60,61",-1,7923,1035,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99524,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,99523,,-1,"62,63,64,65,66,67,68",-1,7526,1035,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99525,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,99524,,-1,"69,70,71,72,73,74,75",-1,4942,1035,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99532,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,5318,-1,,995,,-1,"81,82,83,84,85",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
99533,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,99532,,-1,"86,87,88,89,90,91,92",-1,7923,1036-1039,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99534,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,99533,,-1,"62,63,64,65,66,67,68",-1,7526,1036-1039,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
99535,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,99534,,-1,"69,70,71,72,73,74,75",-1,4942,1036-1039,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
895,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,7,-1,"93,94,95",-1,9800,1040-1045,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
8952,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9952,1,301,5318,-1,,895,,-1,"81,82,83,84,85",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8953,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,8952,,-1,"86,87,88,89,90,91,92",-1,7923,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8954,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,8953,,-1,"62,63,64,65,66,67,68",-1,7526,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8955,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,8954,,-1,"69,70,71,72,73,74,75",-1,4942,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
885,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,7,-1,"93,94,95",-1,9800,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
8852,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9952,1,301,5318,-1,,885,,-1,"105,106,107,108,109",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8853,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,8852,,-1,"110,111,112,113,114,115,116",-1,7923,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8854,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,8853,,-1,"62,63,64,65,66,67,68",-1,7526,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8855,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,8854,,-1,"69,70,71,72,73,74,75",-1,4942,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
875,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,7,-1,"117,118,119",-1,9800,1046,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
8752,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9952,1,301,5318,-1,,875,,-1,"105,106,107,108,109",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8753,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,8752,,-1,"110,111,112,113,114,115,116",-1,7923,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8754,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,8753,,-1,"62,63,64,65,66,67,68",-1,7526,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8755,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,8754,,-1,"69,70,71,72,73,74,75",-1,4942,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
865,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,7,-1,"93,94,95",-1,9800,"501,1047-9999",[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
8652,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9952,1,301,5318,-1,,865,,-1,"105,106,107,108,109",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8653,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,8652,,-1,"110,111,112,113,114,115,116",-1,7923,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8654,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,8653,,-1,"62,63,64,65,66,67,68",-1,7526,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
8655,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,8654,,-1,"69,70,71,72,73,74,75",-1,4942,,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
996,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,pay_ui_firstpay_1,1,301,9800,-1,,-1,7|8,-1,"37,38,39",-1,9800,10108-10214,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
994,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,7910,-1,,996,,-1,"43,44,45,46,47,48,49",-1,7910,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
9962,[51],,,,0,1.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_mxzqclb,1,301,5318,-1,,996,,-1,"50,51,52,53,54",-1,5318,,[1|10025|100|0|0],NeXT_giftgem_bg02,1,-1
9963,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,9962,,-1,"55,56,57,58,59,60,61",-1,7923,10183-10194,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9964,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,9963,,-1,"62,63,64,65,66,67,68",-1,7526,10183-10194,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9965,[58],,,,0,9.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9955,1,203,4942,-1,,9964,,-1,"69,70,71,72,73,74,75",-1,4942,10183-10194,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9966,[51],,,,0,2.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9953,1,302,7923,-1,,994,,-1,"55,56,57,58,59,60,61",-1,7923,10176-10182,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
9967,[52],,,,0,4.99,[10025|100|0|0],hero,NeXT_giftgem_bg01,2,Activity_1,pay_ui_diamond_desc_1,1,-1,-1,exchange_name_9954,1,202,7526,-1,,9966,,-1,"62,63,64,65,66,67,68",-1,7526,10176-10182,[1|10025|100|0|0],NeXT_giftgem_bg02,6,-1
