id,flash,group,Mr_big,power,quality,reward_id,reward_show,take_turns,times
89,-1,1,-1,40,2,409121708,-1,10,5
90,-1,1,-1,20,3,409121709,-1,10,2
91,-1,1,-1,50,4,409121710,-1,10,10
92,1,1,1,20,5,409121501,-1,11,1
93,1,1,1,20,5,409121502,-1,11,1
94,1,1,1,20,5,409121503,-1,11,1
95,-1,1,-1,40,4,409121504,-1,11,5
96,-1,1,-1,80,2,409121505,-1,11,20
97,-1,1,-1,40,4,409121506,-1,11,10
98,-1,1,-1,50,3,409121507,-1,11,5
99,-1,1,-1,40,2,409121508,-1,11,5
100,-1,1,-1,20,3,409121509,-1,11,2
101,-1,1,-1,50,4,409121510,-1,11,10
102,1,1,1,20,5,409121501,-1,12,1
103,1,1,1,20,5,409121502,-1,12,1
104,1,1,1,20,5,409121503,-1,12,1
105,-1,1,-1,40,4,409121504,-1,12,5
106,-1,1,-1,80,2,409121505,-1,12,20
107,-1,1,-1,40,4,409121506,-1,12,10
108,-1,1,-1,50,3,409121507,-1,12,5
109,-1,1,-1,40,2,409121508,-1,12,5
110,-1,1,-1,20,3,409121509,-1,12,2
111,-1,1,-1,50,4,409121510,-1,12,10
112,1,1,1,20,5,409121601,-1,13,1
113,1,1,1,20,5,409121602,-1,13,1
114,1,1,1,20,5,409121603,-1,13,1
115,-1,1,-1,40,4,409121604,-1,13,5
116,-1,1,-1,80,2,409121605,-1,13,20
117,-1,1,-1,40,4,409121606,-1,13,10
118,-1,1,-1,50,3,409121607,-1,13,5
119,-1,1,-1,40,2,409121608,-1,13,5
120,-1,1,-1,20,3,409121609,-1,13,2
121,-1,1,-1,50,4,409121610,-1,13,10
122,1,1,1,20,5,409121801,-1,14,1
123,1,1,1,20,5,409121802,-1,14,1
124,1,1,1,20,5,409121803,-1,14,1
125,-1,1,-1,40,4,409121804,-1,14,5
126,-1,1,-1,80,2,409121805,-1,14,20
127,-1,1,-1,40,4,409121806,-1,14,10
128,-1,1,-1,50,3,409121807,-1,14,5
129,-1,1,-1,40,2,409121808,-1,14,5
130,-1,1,-1,20,3,409121809,-1,14,2
131,-1,1,-1,50,4,409121810,-1,14,10
141,1,1,1,20,5,409121801,-1,999,1
142,1,1,1,20,5,409121802,-1,999,1
144,-1,1,-1,40,4,409121804,-1,999,5
145,-1,1,-1,80,2,409121805,-1,999,20
146,-1,1,-1,40,4,409121806,-1,999,10
147,-1,1,-1,50,3,409121807,-1,999,5
148,-1,1,-1,40,2,409121808,-1,999,5
149,-1,1,-1,20,3,409121809,-1,999,2
150,-1,1,-1,50,4,409121810,-1,999,10
201,1,2,1,40,5,410300001,-1,1,1
202,1,2,1,40,5,410300002,-1,1,1
203,-1,2,-1,80,4,410300003,-1,1,2
204,-1,2,-1,50,3,410300004,-1,1,2
205,-1,2,-1,40,2,410300005,-1,1,2
206,-1,2,-1,20,4,410300006,-1,1,1
207,-1,2,-1,50,4,410300007,-1,1,1
209,1,2,1,20,5,410300101,-1,2,1
210,1,2,1,20,5,410300102,-1,2,1
211,-1,2,-1,80,4,410300103,-1,2,4
212,-1,2,-1,50,3,410300104,-1,2,4
213,-1,2,-1,40,2,410300105,-1,2,2
214,-1,2,-1,20,4,410300106,-1,2,1
215,-1,2,-1,50,4,410300107,-1,2,2
217,1,2,1,20,5,410300201,-1,3,1
218,1,2,1,20,5,410300202,-1,3,1
219,1,2,1,20,5,410300203,-1,3,1
220,-1,2,-1,80,4,410300204,-1,3,10
221,-1,2,-1,50,3,410300205,-1,3,10
222,-1,2,-1,40,2,410300206,-1,3,5
223,-1,2,-1,20,4,410300207,-1,3,2
224,-1,2,-1,50,4,410300208,-1,3,5
226,1,2,1,20,5,410300301,-1,4,1
227,1,2,1,20,5,410300302,-1,4,1
228,1,2,1,20,5,410300303,-1,4,1
229,-1,2,-1,80,4,410300304,-1,4,20
230,-1,2,-1,50,3,410300305,-1,4,10
231,-1,2,-1,40,2,410300306,-1,4,5
232,-1,2,-1,20,4,410300307,-1,4,2
233,-1,2,-1,50,4,410300308,-1,4,5
235,1,2,1,20,5,410300401,-1,5,1
236,1,2,1,20,5,410300402,1,5,1
237,1,2,1,20,5,410300403,-1,5,1
238,-1,2,-1,80,4,410300404,-1,5,20
239,-1,2,-1,50,3,410300405,-1,5,10
240,-1,2,-1,40,2,410300406,-1,5,5
241,-1,2,-1,20,4,410300407,-1,5,2
242,-1,2,-1,50,4,410300408,-1,5,10
244,1,2,1,20,5,410300501,-1,6,1
245,1,2,1,20,5,410300502,-1,6,1
246,1,2,1,20,5,410300503,-1,6,1
247,-1,2,-1,80,4,410300504,-1,6,20
248,-1,2,-1,40,5,410300505,-1,6,10
249,-1,2,-1,50,3,410300506,-1,6,5
250,-1,2,-1,40,2,410300507,-1,6,10
251,-1,2,-1,20,4,410300508,-1,6,2
252,-1,2,-1,50,4,410300509,-1,6,10
254,1,2,1,20,5,410300301,-1,7,1
255,1,2,1,20,5,410300302,-1,7,1
256,1,2,1,20,5,410300303,-1,7,1
257,-1,2,-1,80,4,410300304,-1,7,20
258,-1,2,-1,50,3,410300305,-1,7,10
259,-1,2,-1,40,2,410300306,-1,7,5
260,-1,2,-1,20,4,410300307,-1,7,2
261,-1,2,-1,50,4,410300308,-1,7,5
263,1,2,1,20,5,410300501,-1,8,1
264,1,2,1,20,5,410300502,-1,8,1
265,1,2,1,20,5,410300503,-1,8,1
266,-1,2,-1,80,4,410300504,-1,8,20
267,-1,2,-1,40,3,410300505,-1,8,10
268,-1,2,-1,50,3,410300506,-1,8,5
269,-1,2,-1,40,2,410300507,-1,8,10
270,-1,2,-1,20,4,410300508,-1,8,2
271,-1,2,-1,50,4,410300509,-1,8,10
273,1,2,1,20,5,410300601,-1,9,1
274,1,2,1,20,5,410300602,-1,9,1
275,1,2,1,20,5,410300603,-1,9,1
276,-1,2,-1,80,4,410300604,-1,9,20
277,-1,2,-1,40,3,410300605,-1,9,15
278,-1,2,-1,50,3,410300606,-1,9,5
279,-1,2,-1,40,3,410300607,-1,9,5
280,-1,2,-1,20,4,410300608,-1,9,2
281,-1,2,-1,50,4,410300609,-1,9,10
283,1,2,1,20,5,410300601,-1,10,1
284,1,2,1,20,5,410300602,-1,10,1
285,1,2,1,20,5,410300603,-1,10,1
286,-1,2,-1,80,4,410300604,-1,10,20
287,-1,2,-1,40,3,410300605,-1,10,15
288,-1,2,-1,50,3,410300606,-1,10,5
289,-1,2,-1,40,3,410300607,-1,10,5
290,-1,2,-1,20,4,410300608,-1,10,2
291,-1,2,-1,50,4,410300609,-1,10,10
293,1,2,1,20,5,410300601,-1,11,1
294,1,2,1,20,5,410300602,-1,11,1
295,1,2,1,20,5,410300603,-1,11,1
296,-1,2,-1,80,4,410300604,-1,11,20
297,-1,2,-1,40,3,410300605,-1,11,15
298,-1,2,-1,50,3,410300606,-1,11,5
299,-1,2,-1,40,3,410300607,-1,11,5
300,-1,2,-1,20,4,410300608,-1,11,2
301,-1,2,-1,50,4,410300609,-1,11,10
303,1,2,1,20,5,410300701,-1,12,1
304,1,2,1,20,5,410300702,-1,12,1
305,1,2,1,20,5,410300703,-1,12,1
306,-1,2,-1,80,4,410300704,-1,12,20
307,-1,2,-1,40,3,410300705,-1,12,15
308,-1,2,-1,50,3,410300706,-1,12,5
309,-1,2,-1,40,3,410300707,-1,12,5
310,-1,2,-1,20,4,410300708,-1,12,2
311,-1,2,-1,50,4,410300709,-1,12,10
313,1,2,1,20,5,410300801,-1,999,1
314,1,2,1,20,5,410300802,-1,999,1
315,1,2,1,20,5,410300803,-1,999,1
316,-1,2,-1,80,4,410300804,-1,999,20
317,-1,2,-1,40,3,410300805,-1,999,15
318,-1,2,-1,50,3,410300806,-1,999,5
319,-1,2,-1,40,2,410300807,-1,999,5
320,-1,2,-1,20,4,410300808,-1,999,2
321,-1,2,-1,50,4,410300809,-1,999,10
322,1,3,1,40,5,502110001,-1,1,1
323,1,3,1,40,5,502110002,-1,1,1
324,-1,3,-1,80,4,502110003,-1,1,2
325,-1,3,-1,50,3,502110004,-1,1,2
326,-1,3,-1,40,2,502110005,-1,1,2
327,-1,3,-1,20,4,502110006,-1,1,1
328,-1,3,-1,50,4,502110007,-1,1,1
329,1,3,1,20,5,502110101,-1,2,1
330,1,3,1,20,5,502110102,-1,2,1
331,-1,3,-1,80,4,502110103,-1,2,4
332,-1,3,-1,50,3,502110104,-1,2,4
333,-1,3,-1,40,2,502110105,-1,2,2
334,-1,3,-1,20,4,502110106,-1,2,1
335,-1,3,-1,50,4,502110107,-1,2,2
336,1,3,1,20,5,502110201,-1,3,1
337,1,3,1,20,5,502110202,-1,3,1
338,1,3,1,20,5,502110203,-1,3,1
339,-1,3,-1,80,4,502110204,-1,3,10
340,-1,3,-1,50,3,502110205,-1,3,10
341,-1,3,-1,40,2,502110206,-1,3,5
342,-1,3,-1,20,4,502110207,-1,3,2
343,-1,3,-1,50,4,502110208,-1,3,5
344,1,3,1,20,5,502110301,-1,4,1
345,1,3,1,20,5,502110302,-1,4,1
346,1,3,1,20,5,502110303,-1,4,1
347,-1,3,-1,80,4,502110304,-1,4,20
348,-1,3,-1,50,3,502110305,-1,4,10
349,-1,3,-1,40,2,502110306,-1,4,5
350,-1,3,-1,20,4,502110307,-1,4,2
351,-1,3,-1,50,4,502110308,-1,4,5
352,1,3,1,20,5,502110401,-1,5,1
353,1,3,1,20,5,502110402,-1,5,1
354,1,3,1,20,5,502110403,-1,5,1
355,-1,3,-1,80,4,502110404,-1,5,20
356,-1,3,-1,50,3,502110405,-1,5,10
357,-1,3,-1,40,2,502110406,-1,5,5
358,-1,3,-1,20,4,502110407,-1,5,2
359,-1,3,-1,50,4,502110408,-1,5,10
360,1,3,1,20,5,502110501,-1,6,1
361,1,3,1,20,5,502110502,-1,6,1
362,1,3,1,20,5,502110503,-1,6,1
363,-1,3,-1,80,4,502110504,-1,6,20
364,-1,3,-1,40,5,502110505,-1,6,10
365,-1,3,-1,50,3,502110506,-1,6,5
366,-1,3,-1,40,2,502110507,-1,6,10
367,-1,3,-1,20,4,502110508,-1,6,2
368,-1,3,-1,50,4,502110509,-1,6,10
369,1,3,1,20,5,502110601,-1,7,1
370,1,3,1,20,5,502110602,-1,7,1
371,1,3,1,20,5,502110603,-1,7,1
372,-1,3,-1,80,4,502110604,-1,7,20
373,-1,3,-1,40,3,502110605,-1,7,15
374,-1,3,-1,50,3,502110606,-1,7,5
375,-1,3,-1,40,2,502110607,-1,7,5
376,-1,3,-1,20,4,502110608,-1,7,2
377,-1,3,-1,50,4,502110609,-1,7,10
378,1,3,1,20,5,502110601,-1,8,1
379,1,3,1,20,5,502110602,-1,8,1
380,1,3,1,20,5,502110603,-1,8,1
381,-1,3,-1,80,4,502110604,-1,8,20
382,-1,3,-1,40,3,502110605,-1,8,15
383,-1,3,-1,50,3,502110606,-1,8,5
384,-1,3,-1,40,3,502110607,-1,8,5
385,-1,3,-1,20,4,502110608,-1,8,2
386,-1,3,-1,50,4,502110609,-1,8,10
387,1,3,1,20,5,502110601,-1,9,1
388,1,3,1,20,5,502110602,-1,9,1
389,1,3,1,20,5,502110603,-1,9,1
390,-1,3,-1,80,4,502110604,-1,9,20
391,-1,3,-1,40,3,502110605,-1,9,15
392,-1,3,-1,50,3,502110606,-1,9,5
393,-1,3,-1,40,3,502110607,-1,9,5
394,-1,3,-1,20,4,502110608,-1,9,2
395,-1,3,-1,50,4,502110609,-1,9,10
396,1,3,1,20,5,502110701,-1,999,1
397,1,3,1,20,5,502110702,-1,999,1
398,1,3,1,20,5,502110703,-1,999,1
399,-1,3,-1,80,4,502110704,-1,999,20
400,-1,3,-1,40,3,502110705,-1,999,15
401,-1,3,-1,50,3,502110706,-1,999,5
402,-1,3,-1,40,2,502110707,-1,999,5
403,-1,3,-1,20,4,502110708,-1,999,2
404,-1,3,-1,50,4,502110709,-1,999,10
405,1,4,1,40,5,507010001,-1,1,1
406,1,4,1,40,5,507010002,-1,1,1
407,1,4,1,80,5,507010003,-1,1,2
408,-1,4,-1,50,4,507010004,-1,1,2
409,-1,4,-1,40,4,507010005,-1,1,2
410,-1,4,-1,50,3,507010006,-1,1,2
411,1,4,1,20,5,507010101,-1,2,1
412,1,4,1,20,5,507010102,-1,2,1
413,1,4,1,40,5,507010103,-1,2,1
414,-1,4,-1,50,3,507010104,-1,2,3
415,-1,4,-1,40,4,507010105,-1,2,2
416,-1,4,-1,20,4,507010106,-1,2,5
417,-1,4,-1,50,2,507010107,-1,2,2
418,1,4,1,20,5,507010201,-1,3,2
419,1,4,1,20,5,507010202,-1,3,3
420,1,4,1,20,5,507010203,-1,3,2
421,-1,4,-1,80,3,507010204,-1,3,10
422,-1,4,-1,50,3,507010205,-1,3,10
423,-1,4,-1,40,4,507010206,-1,3,5
424,-1,4,-1,20,4,507010207,-1,3,3
425,1,4,1,20,5,507010301,-1,4,2
426,1,4,1,20,5,507010302,-1,4,5
427,1,4,1,20,5,507010303,-1,4,3
428,-1,4,-1,80,3,507010304,-1,4,10
429,-1,4,-1,50,4,507010305,-1,4,10
430,-1,4,-1,40,4,507010306,-1,4,5
431,-1,4,-1,20,2,507010307,-1,4,10
432,1,4,1,20,5,507010401,-1,5,3
433,1,4,1,20,5,507010402,-1,5,3
434,1,4,1,20,5,507010403,-1,5,4
435,-1,4,-1,80,3,507010404,-1,5,15
436,-1,4,-1,50,3,507010405,-1,5,10
437,-1,4,-1,40,4,507010406,-1,5,5
438,-1,4,-1,20,4,507010407,-1,5,5
439,-1,4,-1,50,4,507010408,-1,5,10
440,1,4,1,20,5,507010501,-1,999,3
441,1,4,1,20,5,507010502,-1,999,3
442,1,4,1,20,5,507010503,-1,999,5
443,-1,4,-1,80,3,507010504,-1,999,10
444,-1,4,-1,40,4,507010505,-1,999,10
445,-1,4,-1,50,3,507010506,-1,999,10
446,-1,4,-1,40,4,507010507,-1,999,10
447,-1,4,-1,20,4,507010508,-1,999,4
448,-1,4,-1,50,4,507010509,-1,999,10
500,-1,5,-1,25,5,507238001,-1,1,1
501,-1,5,-1,1050,3,507238002,-1,1,1
502,-1,5,-1,25,5,507238003,-1,1,1
503,-1,5,-1,1000,4,507238004,-1,1,1
504,-1,5,-1,25,5,507238005,-1,1,1
505,-1,5,-1,4000,2,507238006,-1,1,1
506,-1,5,-1,500,4,507238007,-1,1,1
507,-1,5,-1,500,4,507238008,-1,1,1
508,-1,5,-1,800,2,507238009,-1,1,1
509,-1,5,-1,1000,3,507238010,-1,1,1
510,-1,5,-1,25,5,507238011,-1,1,1
511,-1,5,-1,1050,3,507238012,-1,1,1
601,-1,6,-1,25,5,507286001,-1,1,1
602,-1,6,-1,1050,3,507286002,-1,1,1
603,-1,6,-1,25,5,507286003,-1,1,1
604,-1,6,-1,1000,4,507286004,-1,1,1
605,-1,6,-1,25,5,507286005,-1,1,1
606,-1,6,-1,4000,2,507286006,-1,1,1
607,-1,6,-1,500,4,507286007,-1,1,1
608,-1,6,-1,500,4,507286008,-1,1,1
609,-1,6,-1,800,2,507286009,-1,1,1
610,-1,6,-1,1000,3,507286010,-1,1,1
611,-1,6,-1,25,5,507286011,-1,1,1
612,-1,6,-1,1050,3,507286012,-1,1,1
701,-1,7,-1,25,5,508066001,-1,1,1
702,-1,7,-1,1050,3,508066002,-1,1,1
703,-1,7,-1,25,5,508066003,-1,1,1
704,-1,7,-1,1000,4,508066004,-1,1,1
705,-1,7,-1,25,5,508066005,-1,1,1
706,-1,7,-1,4000,2,508066006,-1,1,1
707,-1,7,-1,500,4,508066007,-1,1,1
708,-1,7,-1,500,4,508066008,-1,1,1
709,-1,7,-1,800,2,508066009,-1,1,1
710,-1,7,-1,1000,3,508066010,-1,1,1
711,-1,7,-1,25,5,508066011,-1,1,1
712,-1,7,-1,1050,3,508066012,-1,1,1
801,-1,8,-1,25,5,509166201,-1,1,1
802,-1,8,-1,1050,3,509166202,-1,1,1
803,-1,8,-1,25,5,509166203,-1,1,1
804,-1,8,-1,1000,4,509166204,-1,1,1
805,-1,8,-1,25,5,509166205,-1,1,1
806,-1,8,-1,4000,2,509166206,-1,1,1
807,-1,8,-1,500,4,509166207,-1,1,1
808,-1,8,-1,500,4,509166208,-1,1,1
809,-1,8,-1,800,2,509166209,-1,1,1
810,-1,8,-1,1000,3,509166210,-1,1,1
811,-1,8,-1,25,5,509166211,-1,1,1
812,-1,8,-1,1050,3,509166212,-1,1,1
901,-1,9,-1,25,5,509244001,-1,1,1
902,-1,9,-1,1050,3,509244002,-1,1,1
903,-1,9,-1,25,5,509244003,-1,1,1
904,-1,9,-1,1000,4,509244004,-1,1,1
905,-1,9,-1,25,5,509244005,-1,1,1
906,-1,9,-1,4000,2,509244006,-1,1,1
907,-1,9,-1,500,4,509244007,-1,1,1
908,-1,9,-1,500,4,509244008,-1,1,1
909,-1,9,-1,800,2,509244009,-1,1,1
910,-1,9,-1,1000,3,509244010,-1,1,1
911,-1,9,-1,25,5,509244011,-1,1,1
912,-1,9,-1,1050,3,509244012,-1,1,1
1001,-1,10,-1,25,5,509294001,-1,1,1
1002,-1,10,-1,1050,3,509294002,-1,1,1
1003,-1,10,-1,25,5,509294003,-1,1,1
1004,-1,10,-1,1000,4,509294004,-1,1,1
1005,-1,10,-1,25,5,509294005,-1,1,1
1006,-1,10,-1,4000,2,509294006,-1,1,1
1007,-1,10,-1,500,4,509294007,-1,1,1
1008,-1,10,-1,500,4,509294008,-1,1,1
1009,-1,10,-1,800,2,509294009,-1,1,1
1010,-1,10,-1,1000,3,509294010,-1,1,1
1011,-1,10,-1,25,5,509294011,-1,1,1
1012,-1,10,-1,1050,3,509294012,-1,1,1
1101,-1,11,-1,25,5,509306101,-1,1,1
1102,-1,11,-1,1050,3,509306102,-1,1,1
1103,-1,11,-1,25,5,509306103,-1,1,1
1104,-1,11,-1,1000,4,509306104,-1,1,1
1105,-1,11,-1,25,5,509306105,-1,1,1
1106,-1,11,-1,4000,2,509306106,-1,1,1
1107,-1,11,-1,500,4,509306107,-1,1,1
1108,-1,11,-1,500,4,509306108,-1,1,1
1109,-1,11,-1,800,2,509306109,-1,1,1
1110,-1,11,-1,1000,3,509306110,-1,1,1
1111,-1,11,-1,25,5,509306111,-1,1,1
1112,-1,11,-1,1050,3,509306112,-1,1,1
1201,-1,12,-1,25,5,510246101,-1,1,1
1202,-1,12,-1,1050,3,510246102,-1,1,1
1203,-1,12,-1,25,5,510246103,-1,1,1
1204,-1,12,-1,1000,4,510246104,-1,1,1
1205,-1,12,-1,25,5,510246105,-1,1,1
1206,-1,12,-1,4000,2,510246106,-1,1,1
1207,-1,12,-1,500,4,510246107,-1,1,1
1208,-1,12,-1,500,4,510246108,-1,1,1
1209,-1,12,-1,800,2,510246109,-1,1,1
1210,-1,12,-1,1000,3,510246110,-1,1,1
1211,-1,12,-1,25,5,510246111,-1,1,1
1212,-1,12,-1,1050,3,510246112,-1,1,1
1301,-1,13,-1,25,5,510243001,-1,1,1
1302,-1,13,-1,1050,3,510243002,-1,1,1
1303,-1,13,-1,25,5,510243003,-1,1,1
1304,-1,13,-1,1000,4,510243004,-1,1,1
1305,-1,13,-1,25,5,510243005,-1,1,1
1306,-1,13,-1,4000,2,510243006,-1,1,1
1307,-1,13,-1,500,4,510243007,-1,1,1
1308,-1,13,-1,500,4,510243008,-1,1,1
1309,-1,13,-1,800,2,510243009,-1,1,1
1310,-1,13,-1,1000,3,510243010,-1,1,1
1311,-1,13,-1,25,5,510243011,-1,1,1
1312,-1,13,-1,1050,3,510243012,-1,1,1
1401,-1,14,-1,25,5,512046601,-1,1,1
1402,-1,14,-1,1050,3,512046602,-1,1,1
1403,-1,14,-1,25,5,512046603,-1,1,1
1404,-1,14,-1,1000,4,512046604,-1,1,1
1405,-1,14,-1,25,5,512046605,-1,1,1
1406,-1,14,-1,4000,2,512046606,-1,1,1
1407,-1,14,-1,500,4,512046607,-1,1,1
1408,-1,14,-1,500,4,512046608,-1,1,1
1409,-1,14,-1,800,2,512046609,-1,1,1
1410,-1,14,-1,1000,3,512046610,-1,1,1
1411,-1,14,-1,25,5,512046611,-1,1,1
1412,-1,14,-1,1050,3,512046612,-1,1,1
1501,-1,15,-1,25,5,512264001,-1,1,1
1502,-1,15,-1,1050,3,512264002,-1,1,1
1503,-1,15,-1,25,5,512264003,-1,1,1
1504,-1,15,-1,1000,4,512264004,-1,1,1
1505,-1,15,-1,25,5,512264005,-1,1,1
1506,-1,15,-1,4000,2,512264006,-1,1,1
1507,-1,15,-1,500,4,512264007,-1,1,1
1508,-1,15,-1,500,4,512264008,-1,1,1
1509,-1,15,-1,800,2,512264009,-1,1,1
1510,-1,15,-1,1000,3,512264010,-1,1,1
1511,-1,15,-1,25,5,512264011,-1,1,1
1512,-1,15,-1,1050,3,512264012,-1,1,1
1601,-1,16,-1,25,5,601163001,-1,1,1
1602,-1,16,-1,1050,3,601163002,-1,1,1
1603,-1,16,-1,25,5,601163003,-1,1,1
1604,-1,16,-1,1000,4,601163004,-1,1,1
1605,-1,16,-1,25,5,601163005,-1,1,1
1606,-1,16,-1,4000,2,601163006,-1,1,1
1607,-1,16,-1,500,4,601163007,-1,1,1
1608,-1,16,-1,500,4,601163008,-1,1,1
1609,-1,16,-1,800,2,601163009,-1,1,1
1610,-1,16,-1,1000,3,601163010,-1,1,1
1611,-1,16,-1,25,5,601163011,-1,1,1
1612,-1,16,-1,1050,3,601163012,-1,1,1
1701,-1,17,-1,25,5,602083001,-1,1,1
1702,-1,17,-1,1050,3,602083002,-1,1,1
1703,-1,17,-1,25,5,602083003,-1,1,1
1704,-1,17,-1,1000,4,602083004,-1,1,1
1705,-1,17,-1,25,5,602083005,-1,1,1
1706,-1,17,-1,4000,2,602083006,-1,1,1
1707,-1,17,-1,500,4,602083007,-1,1,1
1708,-1,17,-1,500,4,602083008,-1,1,1
1709,-1,17,-1,800,2,602083009,-1,1,1
1710,-1,17,-1,1000,3,602083010,-1,1,1
1711,-1,17,-1,25,5,602083011,-1,1,1
1712,-1,17,-1,1050,3,602083012,-1,1,1
1801,-1,18,-1,25,5,602123036,-1,1,1
1802,-1,18,-1,1050,3,602123037,-1,1,1
1803,-1,18,-1,25,5,602123038,-1,1,1
1804,-1,18,-1,1000,4,602123039,-1,1,1
1805,-1,18,-1,25,5,602123040,-1,1,1
1806,-1,18,-1,4000,2,602123041,-1,1,1
1807,-1,18,-1,500,4,602123042,-1,1,1
1808,-1,18,-1,500,4,602123043,-1,1,1
1809,-1,18,-1,800,2,602123044,-1,1,1
1810,-1,18,-1,1000,3,602123045,-1,1,1
1811,-1,18,-1,25,5,602123046,-1,1,1
1812,-1,18,-1,1050,3,602123047,-1,1,1
1901,-1,19,-1,25,5,603125001,-1,1,1
1902,-1,19,-1,1050,3,603125002,-1,1,1
1903,-1,19,-1,25,5,603125003,-1,1,1
1904,-1,19,-1,1000,4,603125004,-1,1,1
1905,-1,19,-1,25,5,603125005,-1,1,1
1906,-1,19,-1,4000,2,603125006,-1,1,1
1907,-1,19,-1,500,4,603125007,-1,1,1
1908,-1,19,-1,500,4,603125008,-1,1,1
1909,-1,19,-1,800,2,603125009,-1,1,1
1910,-1,19,-1,1000,3,603125010,-1,1,1
1911,-1,19,-1,25,5,603125011,-1,1,1
1912,-1,19,-1,1050,3,603125012,-1,1,1
