id,add_power,attr1,attr2,exchange_id,hero_id,is_awaken,order,quality,repeat_reward,skin_goods,skin_id,skin_name,suit,suit_attr,unlock_dec
1004204,5500,21|800,,-1,10042,0,4,6,2|312|35,50424,1004204,skin_name_1004204,-1,,unlock_dec_jiesuo
1004205,5500,9|800,,-1,10042,0,5,6,2|312|35,50425,1004205,skin_name_1004205,-1,,unlock_dec_jiesuo
1004206,5500,89|1000,,-1,10042,0,6,6,,50426,1004206,skin_name_1004206,-1,,unlock_dec_jiesuo_1002706
1004302,5500,8|300,,-1,10043,0,2,6,2|312|35,50432,1004302,skin_name_1004302,-1,,unlock_dec_jiesuo
1004303,5500,89|1000,,-1,10043,0,3,6,2|312|35,50433,1004303,skin_name_1004303,-1,,unlock_dec_jiesuo
1004304,5500,64|2000,,-1,10043,0,4,6,2|312|35,50434,1004304,skin_name_1004304,-1,,unlock_dec_jiesuo
1004305,5500,26|800,,-1,10043,0,5,6,,50435,1004305,crossover_rss_name4,-1,,unlock_dec_jiesuo
1004402,5500,19|350,,-1,10044,0,2,6,2|312|35,50442,1004402,skin_name_1004402,-1,,unlock_dec_jiesuo
1004403,5500,56|800,,-1,10044,0,3,6,2|312|35,50443,1004403,skin_name_1004403,1003904,6500|2000,unlock_dec_jiesuo
1004404,5500,6500|1200,,-1,10044,0,4,5,2|312|12,50444,1004404,skin_name_1004404,-1,,unlock_dec_jiesuo
1004405,5500,,,-1,10044,0,5,4,2|312|2,50445,1004405,skin_name_1004405,-1,,unlock_dec_jiesuo
3001003,0,,,-1,30010,0,3,5,,-1,3001003,,-1,,
3001103,0,,,-1,30011,0,3,5,,-1,3001103,,-1,,
1004502,5500,19|350,,-1,10045,0,2,6,2|312|35,50452,1004502,skin_name_1004502,1004602,9|600,unlock_dec_jiesuo
1004503,5500,9|800,,-1,10045,0,3,6,2|312|35,50453,1004503,skin_name_1004503,-1,,unlock_dec_jiesuo
1004504,5500,,,-1,10045,0,4,5,2|312|12,50454,1004504,crossover_rss_name6,-1,,unlock_dec_jiesuo
1004505,5500,11|1500,,-1,10045,0,5,6,,50455,1004505,skin_name_1004505,-1,,unlock_dec_jiesuo_1002706
1004506,5500,21|800,,-1,10045,0,6,6,2|312|35,50456,1004506,skin_name_1004506,-1,,unlock_dec_jiesuo
1004507,5500,26|800,,-1,10045,0,7,6,2|312|35,50457,1004507,skin_name_1004507,-1,,unlock_dec_jiesuo
3001802,0,,,-1,30018,0,2,5,,-1,3001802,,-1,,
3001803,0,,,-1,30018,0,3,5,,-1,3001803,,-1,,
3001805,0,,,-1,30018,0,5,5,,-1,3001805,,-1,,
3001806,0,,,-1,30018,0,6,5,,-1,3001806,,-1,,
3001807,0,,,-1,30018,0,7,5,,-1,3001807,,-1,,
1004602,5500,19|350,,-1,10046,0,2,6,2|312|35,50462,1004602,skin_name_1004602,1004502,7|600,unlock_dec_jiesuo
1004603,5500,15|400,,-1,10046,0,3,6,2|312|35,50463,1004603,skin_name_1004603,1003705,6500|2000,unlock_dec_jiesuo
1004604,5500,6500|1200,,-1,10046,0,4,5,2|312|12,50464,1004604,skin_name_1004604,-1,,unlock_dec_jiesuo
1004605,5500,,,-1,10046,0,5,5,2|312|12,50465,1004605,crossover_rss_name5,-1,,unlock_dec_jiesuo
1004702,5500,,,-1,10047,0,2,5,2|312|12,50472,1004702,skin_name_1004702,-1,,unlock_dec_jiesuo
3001902,0,,,-1,30019,0,2,5,,-1,1004702,,-1,,
3002002,0,,,-1,30020,0,2,5,,-1,1004702,,-1,,
1004703,5500,10|500,,-1,10047,0,3,6,2|312|35,50473,1004703,skin_name_1004703,-1,,unlock_dec_jiesuo
3001903,0,,,-1,30019,0,3,6,,-1,1004703,,-1,,
3002003,0,,,-1,30020,0,3,6,,-1,1004703,,-1,,
1004704,5500,64|2000,,-1,10047,0,4,6,2|312|35,50474,1004704,skin_name_1004704,-1,,unlock_dec_jiesuo
3001904,0,,,-1,30019,0,4,6,,-1,1004704,,-1,,
3002004,0,,,-1,30020,0,4,6,,-1,1004704,,-1,,
1004705,5500,25|800,,-1,10047,0,5,6,2|312|35,50475,1004705,skin_name_1004705,-1,,unlock_dec_jiesuo
3001905,0,,,-1,30019,0,5,6,,-1,1004705,,-1,,
3002005,0,,,-1,30020,0,5,6,,-1,1004705,,-1,,
1004802,5500,89|1000,,-1,10048,0,2,6,2|312|35,50482,1004802,skin_name_1004802,-1,,unlock_dec_jiesuo
1004803,5500,,,-1,10048,0,3,5,2|312|12,50483,1004803,skin_name_1004803,-1,,unlock_dec_jiesuo
1004804,5500,89|1000,,-1,10048,0,4,6,,50484,1004804,skin_name_1004804,-1,,unlock_dec_jiesuo_1002706
1004902,5500,,,-1,10049,0,2,6,2|312|35,50492,1004902,skin_name_1004902,-1,,unlock_dec_jiesuo
1004903,5500,64|2000,,-1,10049,0,3,6,2|312|35,50493,1004903,skin_name_1004903,-1,,unlock_dec_jiesuo
1004904,5500,21|800,,-1,10049,0,4,6,,50494,1004904,crossover_rss_name3,-1,,unlock_dec_jiesuo_1002706
1004905,5500,,,-1,10049,0,6,5,2|312|12,50495,1004905,skin_name_1004905,-1,,unlock_dec_jiesuo
1005002,5500,64|2000,,-1,10050,0,2,6,2|312|35,50502,1005002,skin_name_1005002,-1,,unlock_dec_jiesuo
3002202,0,,,-1,30022,0,2,6,,-1,3002202,,-1,,
1005003,5500,20|800,,-1,10050,0,3,6,2|312|35,50503,1005003,skin_name_1005003,-1,,unlock_dec_jiesuo
3002203,0,,,-1,30022,0,3,6,,-1,3002203,,-1,,
1005102,5500,89|800,,-1,10051,0,2,5,2|312|12,50512,1005102,skin_name_1005102,-1,,unlock_dec_jiesuo
3002302,0,,,-1,30023,0,2,5,,-1,3002302,,-1,,
1005103,5500,64|2000,,-1,10051,0,3,6,2|312|35,50513,1005103,skin_name_1005103,-1,,unlock_dec_jiesuo
1005104,5500,26|800,,-1,10051,0,4,6,2|312|35,50514,1005104,skin_name_1005104,-1,,unlock_dec_jiesuo
1005105,5500,21|800,,-1,10051,0,5,6,2|312|35,50515,1005105,skin_name_1005105,-1,,unlock_dec_jiesuo
1005202,5500,,,-1,10052,0,2,5,2|312|12,50522,1005202,skin_name_1005202,-1,,unlock_dec_jiesuo
1005203,5500,21|800,,-1,10052,0,3,6,2|312|35,50523,1005203,skin_name_1005203,-1,,unlock_dec_jiesuo
1005302,5500,26|800,,-1,10053,0,2,6,2|312|35,50532,1005302,skin_name_1005302,-1,,unlock_dec_jiesuo
1503202,5500,,,-1,10032,0,2,5,2|312|12,50321,1503202,skin_name_1003202,-1,,unlock_dec_jiesuo
1503302,5500,,,-1,15033,0,2,6,,51332,1503302,skin_name_1003302,-1,,unlock_dec_jiesuo
1503303,5500,79|1000,,-1,15033,0,3,6,,51333,1503303,skin_name_1003303,-1,,unlock_dec_jiesuo
1503902,5500,78|500,,-1,15039,0,2,6,,51392,1503902,skin_name_1003902,-1,,unlock_dec_jiesuo
