id,emojiStr,emojiTxtStr,default_activated,goods_id,group,icon,index,name,repeat_reward,texture
45,"<sprite name=""chat_emoji_44"">",chat_emoji_44_name,1,-1,1,chat_emoji_44,44,chat_emoji_44_name,999|2|500,chat_emoji
46,"<sprite name=""chat_emoji_45"">",chat_emoji_45_name,1,-1,1,chat_emoji_45,45,chat_emoji_45_name,999|2|500,chat_emoji
47,"<sprite name=""chat_emoji_46"">",chat_emoji_46_name,1,-1,1,chat_emoji_46,46,chat_emoji_46_name,999|2|500,chat_emoji
48,"<sprite name=""chat_emoji_47"">",chat_emoji_47_name,1,-1,1,chat_emoji_47,47,chat_emoji_47_name,999|2|500,chat_emoji
49,"<sprite name=""chat_emoji_48"">",chat_emoji_48_name,1,-1,1,chat_emoji_48,48,chat_emoji_48_name,999|2|500,chat_emoji
50,"<sprite name=""chat_emoji_49"">",chat_emoji_49_name,1,-1,1,chat_emoji_49,49,chat_emoji_49_name,999|2|500,chat_emoji
51,"<sprite name=""chat_emoji_50"">",chat_emoji_50_name,1,-1,1,chat_emoji_50,50,chat_emoji_50_name,999|2|500,chat_emoji
52,"<sprite name=""chat_emoji_51"">",chat_emoji_51_name,1,-1,1,chat_emoji_51,51,chat_emoji_51_name,999|2|500,chat_emoji
53,"<sprite name=""chat_emoji_52"">",chat_emoji_52_name,1,-1,1,chat_emoji_52,52,chat_emoji_52_name,999|2|500,chat_emoji
54,"<sprite name=""chat_emoji_53"">",chat_emoji_53_name,1,-1,1,chat_emoji_53,53,chat_emoji_53_name,999|2|500,chat_emoji
55,"<sprite name=""chat_emoji_54"">",chat_emoji_54_name,1,-1,1,chat_emoji_54,54,chat_emoji_54_name,999|2|500,chat_emoji
56,"<sprite name=""chat_emoji_55"">",chat_emoji_55_name,1,-1,1,chat_emoji_55,55,chat_emoji_55_name,999|2|500,chat_emoji
57,"<sprite name=""chat_emoji_56"">",chat_emoji_56_name,1,-1,1,chat_emoji_56,56,chat_emoji_56_name,999|2|500,chat_emoji
58,"<sprite name=""chat_emoji_57"">",chat_emoji_57_name,1,-1,1,chat_emoji_57,57,chat_emoji_57_name,999|2|500,chat_emoji
100,"<sprite name=""chat_emoji_big_0"">",chat_emoji_100_name,-1,-1,10,chat_emoji_big_0,58,chat_emoji_100_name,999|2|500,chat_emoji_big
101,"<sprite name=""chat_emoji_big_1"">",chat_emoji_101_name,-1,-1,10,chat_emoji_big_1,59,chat_emoji_101_name,999|2|500,chat_emoji_big
102,"<sprite name=""chat_emoji_big_2"">",chat_emoji_102_name,1,-1,10,chat_emoji_big_2,60,chat_emoji_102_name,999|2|500,chat_emoji_big
103,"<sprite name=""chat_emoji_big_3"">",chat_emoji_103_name,-1,-1,10,chat_emoji_big_3,61,chat_emoji_103_name,999|2|500,chat_emoji_big
104,"<sprite name=""chat_emoji_big_4"">",chat_emoji_104_name,-1,-1,10,chat_emoji_big_4,62,chat_emoji_104_name,999|2|500,chat_emoji_big
105,"<sprite name=""chat_emoji_big_5"">",chat_emoji_105_name,-1,-1,10,chat_emoji_big_5,63,chat_emoji_105_name,999|2|500,chat_emoji_big
106,"<sprite name=""chat_emoji_big_6"">",chat_emoji_106_name,-1,-1,10,chat_emoji_big_6,64,chat_emoji_106_name,999|2|500,chat_emoji_big
107,"<sprite name=""chat_emoji_big_7"">",chat_emoji_107_name,1,-1,10,chat_emoji_big_7,65,chat_emoji_107_name,999|2|500,chat_emoji_big
108,"<sprite name=""chat_emoji_big_8"">",chat_emoji_108_name,1,-1,10,chat_emoji_big_8,66,chat_emoji_108_name,999|2|500,chat_emoji_big
109,"<sprite name=""chat_emoji_big_9"">",chat_emoji_109_name,-1,-1,10,chat_emoji_big_9,67,chat_emoji_109_name,999|2|500,chat_emoji_big
110,"<sprite name=""chat_emoji_big_10"">",chat_emoji_110_name,-1,-1,10,chat_emoji_big_10,68,chat_emoji_110_name,999|2|500,chat_emoji_big
111,"<sprite name=""chat_emoji_big_11"">",chat_emoji_111_name,1,-1,10,chat_emoji_big_11,69,chat_emoji_111_name,999|2|500,chat_emoji_big
112,"<sprite name=""chat_emoji_big_12"">",chat_emoji_112_name,1,-1,10,chat_emoji_big_12,70,chat_emoji_112_name,999|2|500,chat_emoji_big
113,"<sprite name=""chat_emoji_big_13"">",chat_emoji_113_name,-1,-1,10,chat_emoji_big_13,71,chat_emoji_113_name,999|2|500,chat_emoji_big
114,"<sprite name=""chat_emoji_big_14"">",chat_emoji_114_name,1,-1,10,chat_emoji_big_14,72,chat_emoji_114_name,999|2|500,chat_emoji_big
115,"<sprite name=""chat_emoji_big_15"">",chat_emoji_115_name,-1,-1,10,chat_emoji_big_15,73,chat_emoji_115_name,999|2|500,chat_emoji_big
116,"<sprite name=""chat_emoji_big_16"">",chat_emoji_116_name,-1,-1,10,chat_emoji_big_16,74,chat_emoji_116_name,999|2|500,chat_emoji_big
117,"<sprite name=""chat_emoji_big_17"">",chat_emoji_117_name,-1,-1,10,chat_emoji_big_17,75,chat_emoji_117_name,999|2|500,chat_emoji_big
118,"<sprite name=""chat_emoji_big_18"">",chat_emoji_118_name,-1,-1,10,chat_emoji_big_18,76,chat_emoji_118_name,999|2|500,chat_emoji_big
119,"<sprite name=""chat_emoji_big_19"">",chat_emoji_119_name,-1,-1,10,chat_emoji_big_19,77,chat_emoji_119_name,999|2|500,chat_emoji_big
120,"<sprite name=""chat_emoji_big_20"">",chat_emoji_120_name,-1,-1,10,chat_emoji_big_20,78,chat_emoji_120_name,999|2|500,chat_emoji_big
121,"<sprite name=""chat_emoji_big_21"">",chat_emoji_121_name,-1,-1,10,chat_emoji_big_21,79,chat_emoji_121_name,999|2|500,chat_emoji_big
122,"<sprite name=""chat_emoji_big_22"">",chat_emoji_122_name,-1,-1,10,chat_emoji_big_22,80,chat_emoji_122_name,999|2|500,chat_emoji_big
123,"<sprite name=""chat_emoji_big_23"">",chat_emoji_123_name,-1,-1,10,chat_emoji_big_23,81,chat_emoji_123_name,999|2|500,chat_emoji_big
124,"<sprite name=""chat_emoji_big_26"">",chat_emoji_124_name,-1,-1,10,chat_emoji_big_26,82,chat_emoji_124_name,999|2|500,chat_emoji_big
125,"<sprite name=""chat_emoji_big_27"">",chat_emoji_125_name,-1,-1,10,chat_emoji_big_27,83,chat_emoji_125_name,999|2|500,chat_emoji_big
126,"<sprite name=""chat_emoji_big_28"">",chat_emoji_126_name,-1,-1,10,chat_emoji_big_28,84,chat_emoji_126_name,999|2|500,chat_emoji_big
127,"<sprite name=""chat_emoji_big_29"">",chat_emoji_127_name,-1,-1,10,chat_emoji_big_29,85,chat_emoji_127_name,999|2|500,chat_emoji_big
128,"<sprite name=""chat_emoji_big_30"">",chat_emoji_128_name,-1,-1,10,chat_emoji_big_30,86,chat_emoji_128_name,999|2|500,chat_emoji_big
129,"<sprite name=""chat_emoji_big_31"">",chat_emoji_129_name,-1,-1,10,chat_emoji_big_31,87,chat_emoji_129_name,999|2|500,chat_emoji_big
130,"<sprite name=""chat_emoji_big_32"">",chat_emoji_130_name,-1,-1,10,chat_emoji_big_32,88,chat_emoji_130_name,999|2|500,chat_emoji_big
131,"<sprite name=""chat_emoji_big_33"">",chat_emoji_131_name,-1,-1,10,chat_emoji_big_33,89,chat_emoji_131_name,999|2|500,chat_emoji_big
132,"<sprite name=""chat_emoji_big_34"">",chat_emoji_132_name,-1,-1,10,chat_emoji_big_34,90,chat_emoji_132_name,999|2|500,chat_emoji_big
133,"<sprite name=""chat_emoji_big_35"">",chat_emoji_133_name,-1,-1,10,chat_emoji_big_35,91,chat_emoji_133_name,999|2|500,chat_emoji_big
134,"<sprite name=""chat_emoji_big_38"">",chat_emoji_134_name,-1,62034,10,chat_emoji_big_38,92,chat_emoji_134_name,999|2|500,chat_emoji_big
135,"<sprite name=""chat_emoji_big_39"">",chat_emoji_135_name,-1,62035,10,chat_emoji_big_39,93,chat_emoji_135_name,999|2|500,chat_emoji_big
136,"<sprite name=""chat_emoji_big_53"">",chat_emoji_136_name,-1,62036,10,chat_emoji_big_53,94,chat_emoji_136_name,999|2|500,chat_emoji_big
137,"<sprite name=""chat_emoji_big_54"">",chat_emoji_137_name,-1,62037,10,chat_emoji_big_54,95,chat_emoji_137_name,999|2|500,chat_emoji_big
138,"<sprite name=""chat_emoji_big_45"">",chat_emoji_138_name,-1,62038,10,chat_emoji_big_45,96,chat_emoji_138_name,999|2|500,chat_emoji_big
139,"<sprite name=""chat_emoji_big_49"">",chat_emoji_139_name,-1,62039,10,chat_emoji_big_49,97,chat_emoji_139_name,999|2|500,chat_emoji_big
140,"<sprite name=""chat_emoji_big_51"">",chat_emoji_140_name,-1,62040,10,chat_emoji_big_51,98,chat_emoji_140_name,999|2|500,chat_emoji_big
141,"<sprite name=""chat_emoji_big_57"">",chat_emoji_141_name,-1,62041,10,chat_emoji_big_57,99,chat_emoji_141_name,999|2|500,chat_emoji_big
1000,"<sprite name=""0,9,50"">",chat_emoji_1001_name,-1,63001,100,"0,9,50",100,chat_emoji_1001_name,999|2|500,chat_emoji_big
1001,"<sprite name=""10,19,50"">",chat_emoji_1000_name,-1,63000,100,"10,19,50",101,chat_emoji_1000_name,999|2|500,chat_emoji_big
1002,"<sprite name=""20,39,30"">",chat_emoji_1002_name,-1,63002,100,"20,39,30",102,chat_emoji_1002_name,999|2|500,chat_emoji_big
1003,"<sprite name=""40,59,20"">",chat_emoji_1003_name,-1,63003,100,"40,59,20",103,chat_emoji_1003_name,999|2|500,chat_emoji_big
1004,"<sprite name=""60,79,25"">",chat_emoji_1004_name,-1,63004,100,"60,79,25",104,chat_emoji_1004_name,999|2|500,chat_emoji_big
1006,"<sprite name=""100,119,20"">",chat_emoji_1006_name,-1,63006,100,"100,119,20",105,chat_emoji_1006_name,999|2|500,chat_emoji_big
1007,"<sprite name=""120,139,20"">",chat_emoji_1007_name,-1,63007,100,"120,139,20",106,chat_emoji_1007_name,999|2|500,chat_emoji_big
1008,"<sprite name=""chat_emoji_big_40"">",chat_emoji_1008_name,-1,63008,100,chat_emoji_big_40,107,chat_emoji_1008_name,999|2|500,chat_emoji_big
1009,"<sprite name=""chat_emoji_big_41"">",chat_emoji_1009_name,-1,63009,100,chat_emoji_big_41,108,chat_emoji_1009_name,999|2|500,chat_emoji_big
1010,"<sprite name="""">",chat_emoji_1010_name,-1,63010,100,,109,chat_emoji_1010_name,999|2|500,
1011,"<sprite name="""">",chat_emoji_1011_name,-1,63011,100,,110,chat_emoji_1011_name,999|2|500,
1012,"<sprite name="""">",chat_emoji_1012_name,-1,63012,100,,111,chat_emoji_1012_name,999|2|500,
1013,"<sprite name="""">",chat_emoji_1013_name,-1,605142001,100,,112,chat_emoji_1013_name,999|2|500,
