id,fresh,fresh_para,lv_min,open_days,order,random_num,random_type,redeem_tag,server_list,show,type
525,2,-1,1,,16,1,1,-1,"10001-10107,1001-1004,1",1,5
526,2,-1,1,,16,1,1,-1,"10001-10107,1001-1004,1",1,5
527,2,-1,1,,16,1,1,-1,"10001-10107,1001-1004,1",1,5
528,2,-1,1,58|99999,1,1,1,-1,,1,5
530,2,-1,1,135|99999,1,1,1,-1,,1,5
532,2,-1,1,212|99999,1,1,1,-1,,1,5
533,2,-1,1,212|99999,104,1,1,-1,,1,5
601,2,-1,1,1999|1999,99,1,1,-1,,0,6
602,2,-1,1,1999|1999,99,1,1,-1,,0,6
603,2,-1,1,,25,1,1,-1,,1,6
604,2,-1,1,,13,1,1,-1,,1,6
605,2,-1,1,,5,1,1,-1,,1,6
606,2,-1,1,,18,1,1,-1,,1,6
6061,2,-1,1,,19,1,1,-1,,1,6
607,2,-1,1,1999|1999,99,1,1,-1,,0,6
608,2,-1,1,,26,1,1,-1,,1,6
609,2,-1,1,,27,1,1,-1,,1,6
610,2,-1,1,,22,1,1,-1,"10001-10107,1001-1004,1",1,6
611,2,-1,1,1999|1999,99,1,1,-1,,0,6
612,2,-1,1,,6,1,1,-1,,1,6
613,2,-1,1,1999|1999,99,1,1,-1,,0,6
614,2,-1,1,,24,1,1,-1,"10001-10107,1001-1004,1",1,6
615,1,-1,1,,99,1,1,-1,,0,6
616,2,-1,1,1999|1999,99,1,1,-1,,0,6
617,2,-1,1,,11,1,1,-1,,1,6
618,2,-1,1,1999|1999,99,1,1,-1,,0,6
619,2,-1,1,,4,1,1,-1,,1,6
620,2,-1,1,,14,1,1,-1,,1,6
621,2,-1,1,,15,1,1,-1,,1,6
622,2,-1,1,,16,1,1,-1,,1,6
623,2,-1,1,,17,1,1,-1,,1,6
624,2,-1,1,,28,1,1,-1,"10108-99999,1005-9999,2-501",1,6
625,2,-1,1,,23,1,1,-1,"10108-99999,1005-9999,2-501",1,6
626,2,-1,1,,30,1,1,-1,,1,6
627,2,-1,1,,8,1,1,-1,,1,6
628,2,-1,1,,20,1,1,-1,,1,6
629,2,-1,1,42|9999,9,1,1,-1,"10001-99999,1005-9999,1-501",1,6
630,2,-1,1,,21,1,1,-1,"10108-99999,1005-9999,2-501",1,6
631,1,-1,1,,99,1,1,-1,,0,6
632,2,-1,1,,12,1,1,-1,,1,6
633,2,-1,1,,7,1,1,-1,"10108-99999,1005-9999,2-501",1,6
634,1,-1,1,,99,1,1,-1,,0,6
635,2,-1,1,59|9999,29,1,1,-1,,1,6
636,2,-1,1,,10,1,1,-1,99999,1,6
637,2,-1,1,,1,1,1,-1,,1,6
638,2,-1,1,,2,1,1,-1,,1,6
639,2,-1,1,,3,1,1,-1,,1,6
701,1,-1,1,0|7,1,1,1,-1,,1,7
702,1,-1,1,0|7,2,1,1,-1,,1,7
703,1,-1,1,,201,1,1,-1,,1,7
704,1,-1,1,,202,1,1,-1,,1,7
705,1,-1,1,,203,1,1,-1,,1,7
706,1,-1,1,,204,1,1,-1,,1,7
707,1,-1,1,0|21,11,1,1,-1,,1,7
708,1,-1,1,1999|1999,-1,1,1,-1,,0,7
709,1,-1,1,7|14,1,1,1,-1,,1,7
710,1,-1,1,7|14,2,1,1,-1,,1,7
711,1,-1,1,14|21,1,1,1,-1,,1,7
712,1,-1,1,14|21,2,1,1,-1,,1,7
713,1,-1,1,14|1999,10,1,1,-1,,1,7
714,1,-1,1,,205,1,1,-1,,1,7
715,1,-1,1,,207,1,1,-1,,1,7
716,1,-1,1,1999|1999,-1,1,1,-1,,0,7
717,1,-1,1,28|1999,12,1,1,-1,,1,7
718,1,-1,1,14|21,101,1,1,-1,,1,7
719,1,-1,1,1999|1999,-1,1,1,-1,,0,7
720,1,-1,1,21|28,103,1,1,-1,,1,7
721,1,-1,1,1999|1999,-1,1,1,-1,,0,7
722,1,-1,1,28|35,105,1,1,-1,,1,7
723,1,-1,1,1999|1999,-1,1,1,-1,,0,7
724,1,-1,1,35|42,107,1,1,-1,,1,7
725,1,-1,1,1999|1999,-1,1,1,-1,,0,7
726,1,-1,1,42|1999,109,1,1,-1,,1,7
727,1,-1,1,1999|1999,-1,1,1,-1,,0,7
728,1,-1,1,21|28,1,1,1,-1,,1,7
729,1,-1,1,21|28,2,1,1,-1,,1,7
730,1,-1,1,28|35,1,1,1,-1,,1,7
731,1,-1,1,28|35,2,1,1,-1,,1,7
732,1,-1,1,35|42,1,1,1,-1,,1,7
733,1,-1,1,35|42,2,1,1,-1,,1,7
734,1,-1,1,21|28,3,1,1,-1,,1,7
735,1,-1,1,42|49,1,1,1,-1,,1,7
736,1,-1,1,42|49,2,1,1,-1,,1,7
7001,2,-1,1,1999|1999,14,1,1,-1,,0,7
7002,2,-1,1,1999|1999,15,1,1,-1,,0,7
7003,2,-1,1,1999|1999,14,1,1,-1,,0,7
7004,2,-1,1,1999|1999,15,1,1,-1,,0,7
7005,2,-1,1,1999|1999,14,1,1,-1,,0,7
7006,2,-1,1,1999|1999,15,1,1,-1,,0,7
7007,2,-1,1,1999|1999,14,1,1,-1,,0,7
7008,2,-1,1,1999|1999,15,1,1,-1,,0,7
7009,2,-1,1,1999|1999,14,1,1,-1,,0,7
7010,2,-1,1,1999|1999,15,1,1,-1,,0,7
7011,2,-1,1,1999|1999,14,1,1,-1,,0,7
7012,2,-1,1,1999|1999,15,1,1,-1,,0,7
7013,2,-1,1,1999|1999,14,1,1,-1,,0,7
7014,2,-1,1,1999|1999,15,1,1,-1,,0,7
7015,2,-1,1,1999|1999,14,1,1,-1,,0,7
7016,2,-1,1,1999|1999,15,1,1,-1,,0,7
7017,2,-1,1,1999|1999,14,1,1,-1,,0,7
7018,2,-1,1,1999|1999,15,1,1,-1,,0,7
7019,2,-1,1,1999|1999,14,1,1,-1,,0,7
7020,2,-1,1,1999|1999,15,1,1,-1,,0,7
7021,2,-1,1,1999|1999,14,1,1,-1,,0,7
7022,2,-1,1,1999|1999,15,1,1,-1,,0,7
7023,2,-1,1,1999|1999,14,1,1,-1,,0,7
7024,2,-1,1,1999|1999,15,1,1,-1,,0,7
7025,2,-1,1,1999|1999,14,1,1,-1,,0,7
7026,2,-1,1,1999|1999,15,1,1,-1,,0,7
7027,2,-1,1,1999|1999,14,1,1,-1,,0,7
7028,2,-1,1,1999|1999,15,1,1,-1,,0,7
7029,2,-1,1,1999|1999,14,1,1,-1,,0,7
7030,2,-1,1,1999|1999,15,1,1,-1,,0,7
7031,2,-1,1,1999|1999,14,1,1,-1,,0,7
7032,2,-1,1,1999|1999,15,1,1,-1,,0,7
7033,2,-1,1,1999|1999,14,1,1,-1,,0,7
7034,2,-1,1,1999|1999,15,1,1,-1,,0,7
7035,2,-1,1,1999|1999,14,1,1,-1,,0,7
7036,2,-1,1,1999|1999,15,1,1,-1,,0,7
7037,2,-1,1,1999|1999,14,1,1,-1,,0,7
7038,2,-1,1,1999|1999,15,1,1,-1,,0,7
7039,2,-1,1,1999|1999,14,1,1,-1,,0,7
7040,2,-1,1,1999|1999,15,1,1,-1,,0,7
7041,2,-1,1,1999|1999,14,1,1,-1,,0,7
7042,2,-1,1,1999|1999,15,1,1,-1,,0,7
7043,2,-1,1,1999|1999,14,1,1,-1,,0,7
7044,2,-1,1,1999|1999,15,1,1,-1,,0,7
7045,2,-1,1,1999|1999,14,1,1,-1,,0,7
7046,2,-1,1,1999|1999,15,1,1,-1,,0,7
7047,2,-1,1,1999|1999,14,1,1,-1,,0,7
7048,2,-1,1,1999|1999,15,1,1,-1,,0,7
7049,2,-1,1,1999|1999,14,1,1,-1,,0,7
7050,2,-1,1,1999|1999,15,1,1,-1,,0,7
7051,2,-1,1,1999|1999,14,1,1,-1,,0,7
7052,2,-1,1,1999|1999,15,1,1,-1,,0,7
7053,2,-1,1,1999|1999,14,1,1,-1,,0,7
7054,2,-1,1,1999|1999,15,1,1,-1,,0,7
7055,2,-1,1,1999|1999,14,1,1,-1,,0,7
7056,2,-1,1,1999|1999,15,1,1,-1,,0,7
7101,3,3,1,1999|1999,13,1,1,-1,,0,7
7102,3,3,1,1999|1999,14,1,1,-1,,0,7
7103,3,3,1,1999|1999,15,1,1,-1,,0,7
7104,2,-1,1,14|1999,13,1,1,-1,,1,7
7105,2,-1,1,49|1999,14,1,1,-1,,1,7
7106,2,-1,1,49|1999,15,1,1,-1,,1,7
7107,2,-1,1,49|1999,1,1,1,-1,,1,7
12001,1,-1,1,,201,1,1,-1,,1,12
12002,1,-1,1,,202,1,1,-1,,1,12
12003,1,-1,1,,203,1,1,-1,,1,12
12004,1,-1,1,,204,1,1,-1,,1,12
12005,1,-1,1,,205,1,1,-1,,1,12
12006,1,-1,1,,207,1,1,-1,,1,12
12007,1,-1,1,1999|1999,-1,1,1,-1,,0,12
12101,1,-1,1,,1,1,1,-1,,1,12
12102,1,-1,1,,2,1,1,-1,,1,12
12103,1,-1,1,,3,1,1,-1,,1,12
12121,1,-1,1,,101,1,1,-1,,1,12
12129,1,-1,1,,109,1,1,-1,,1,12
12141,1,-1,1,,11,1,1,-1,,1,12
12142,1,-1,1,,10,1,1,-1,,1,12
12143,1,-1,1,,12,1,1,-1,,1,12
12201,2,-1,1,,13,1,1,-1,,1,12
12202,2,-1,1,,14,2,2,-1,,1,12
12203,2,-1,1,,1,1,1,-1,,1,12
14001,1,-1,1,,1,1,1,-1,,1,14
14004,1,-1,1,,2,1,1,-1,,1,14
14007,1,-1,1,,3,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14021,1,-1,1,,4,1,1,-1,,1,14
14005,1,-1,1,,5,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14028,1,-1,1,,5,1,1,-1,"10001-10107,1001-1004,1",1,14
14006,1,-1,1,,6,1,1,-1,,1,14
14022,1,-1,1,,7,1,1,-1,,1,14
14023,1,-1,1,,8,1,1,-1,,1,14
14002,1,-1,1,,9,1,1,-1,,1,14
14003,1,-1,1,,10,1,1,-1,,1,14
14030,2,-1,1,,1,1,1,-1,,1,14
14031,2,-1,1,,2,1,1,-1,,1,14
14032,2,-1,1,,3,1,1,-1,,1,14
14033,2,-1,1,,4,1,1,-1,,1,14
14034,2,-1,1,,5,1,1,-1,,1,14
14035,2,-1,1,,6,1,1,-1,,1,14
14014,2,-1,1,,7,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14015,2,-1,1,,8,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14016,2,-1,1,,9,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14025,2,-1,1,,10,1,1,-1,"10001-10107,1001-1004,1",1,14
14026,2,-1,1,,11,1,1,-1,"10001-10107,1001-1004,1",1,14
14027,2,-1,1,,12,1,1,-1,"10001-10107,1001-1004,1",1,14
14009,2,-1,1,,13,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14010,2,-1,1,,14,1,1,-1,,1,14
14011,2,-1,1,,15,1,1,-1,,1,14
14008,2,-1,1,,16,1,1,-1,,1,14
14012,2,-1,1,,17,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14017,2,-1,1,,18,1,1,-1,"10001-10107,1001-1004,1,207",1,14
14018,2,-1,1,,19,1,1,-1,"10001-10107,1001-1004,1,207",1,14
14019,2,-1,1,,20,1,1,-1,"10001-10107,1001-1004,1,207",1,14
14020,2,-1,1,,21,1,1,-1,"10001-10107,1001-1004,1,207",1,14
14013,2,-1,1,,22,1,1,-1,,0,14
14024,2,-1,1,,23,1,1,-1,"10001-10107,1001-1004,1",1,14
14029,2,-1,1,,24,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14101,3,30,1,,1,1,1,-1,,1,14
14102,3,30,1,,2,1,1,-1,"10108-99999,1005-9999,2-501",1,14
14103,3,30,1,,3,1,1,-1,,1,14
801,1,-1,1,0|180,101,1,1,3,,1,8
802,1,-1,1,0|180,102,1,1,3,,1,8
803,1,-1,1,0|180,103,1,1,3,,1,8
804,1,-1,1,0|180,104,1,1,3,,1,8
805,1,-1,1,0|180,105,1,1,3,,1,8
806,1,-1,1,0|180,106,1,1,3,,1,8
807,1,-1,1,1999|1999,107,1,1,3,,0,8
808,1,-1,1,180|99999,108,1,1,3,,1,8
809,1,-1,1,180|99999,109,1,1,3,,1,8
810,1,-1,1,180|99999,110,1,1,3,,1,8
811,1,-1,1,180|99999,111,1,1,3,,1,8
812,1,-1,1,180|99999,112,1,1,3,,1,8
813,1,-1,1,180|99999,113,1,1,3,,1,8
814,1,-1,1,100|99999,107,1,1,3,,1,8
1015,2,-1,1,,1,1,1,3,,1,10
1016,2,-1,99999,99999|99999,3,1,1,3,,0,10
1017,2,-1,1,,2,1,1,3,,1,10
1018,2,-1,1,105|9999,4,1,1,3,,1,10
1019,2,-1,1,105|9999,5,1,1,3,,1,10
1020,2,-1,1,105|9999,6,1,1,3,,1,10
1021,2,-1,1,,3,1,1,3,,1,10
1022,2,-1,1,,7,1,1,3,,1,10
1023,2,-1,1,,8,1,1,3,,1,10
1024,2,-1,1,,9,1,1,3,,1,10
1025,2,-1,1,,10,1,1,3,,1,10
1029,2,-1,1,,11,1,1,3,,1,10
1030,2,-1,1,,12,1,1,3,,1,10
1031,2,-1,1,,13,1,1,3,,1,10
1001,2,-1,1,,101,3,2,1,,1,10
1002,2,-1,1,,102,2,2,1,,1,10
1003,2,-1,1,29|9999,103,3,1,2,999999,1,10
1004,2,-1,1,99|9999,103,6,1,2,999999,1,10
1005,2,-1,1,,104,3,1,2,,1,10
1006,2,-1,1,,105,6,1,2,,1,10
1007,2,-1,1,,107,1,1,1,,1,10
1008,2,-1,1,,108,1,1,1,,1,10
1009,2,-1,1,,109,1,1,1,,1,10
1010,2,-1,1,,110,1,1,1,,1,10
1011,2,-1,1,,111,1,1,1,,1,10
1012,2,-1,1,,112,1,1,1,,1,10
1013,2,-1,1,,113,1,1,1,,1,10
1014,2,-1,1,,114,1,1,1,,1,10
1026,2,-1,1,,115,1,1,2,,1,10
1027,2,-1,1,,116,1,1,2,,1,10
1111,2,-1,1,,1,1,1,-1,999,0,11
1101,2,-1,1,,2,1,1,-1,999,0,11
1110,2,-1,1,,3,1,1,-1,999,0,11
1102,2,-1,1,,5,1,1,-1,999,0,11
1103,2,-1,1,,4,1,1,-1,999,0,11
1104,2,-1,1,,6,1,1,-1,999,0,11
1105,2,-1,1,,11,1,1,-1,999,0,11
1106,2,-1,1,1999|1999,-1,1,1,-1,999,0,11
1107,2,-1,1,,8,1,1,-1,999,0,11
1108,2,-1,1,,9,1,1,-1,999,0,11
1109,2,-1,1,,10,1,1,-1,999,0,11
1133,2,-1,1,,999,1,1,-1,999,0,11
1138,2,-1,1,,999,1,1,-1,999,0,11
1141,2,-1,1,,1,1,1,-1,,1,11
1140,2,-1,1,,1,1,1,-1,,1,11
1142,2,-1,1,,1,1,1,-1,,1,11
1143,2,-1,1,,3,1,1,-1,,1,11
1146,2,-1,1,,4,1,1,-1,,1,11
1144,2,-1,1,,5,1,1,-1,,1,11
1134,2,-1,1,,6,1,1,-1,,1,11
1148,2,-1,1,,7,1,1,-1,,1,11
1149,2,-1,1,,8,1,1,-1,,1,11
1137,2,-1,1,,9,1,1,-1,,1,11
1139,2,-1,1,,10,1,1,-1,,1,11
1136,2,-1,1,,11,1,1,-1,,1,11
1131,2,-1,1,,12,1,1,-1,,1,11
1132,2,-1,1,,13,1,1,-1,,1,11
1145,2,-1,1,,14,1,1,-1,,1,11
1135,2,-1,1,,15,1,1,-1,,1,11
1130,2,-1,1,,16,1,1,-1,,1,11
1147,2,-1,1,105|9999,2,1,1,-1,,1,11
1150,2,-1,1,105|9999,2,1,1,-1,,1,11
1151,2,-1,1,,2,1,1,-1,,1,11
10103,0,-1,1,,21,1,1,-1,,1,101
10104,0,-1,1,,31,1,1,-1,,1,101
10105,0,-1,1,,41,1,1,-1,,1,101
10106,0,-1,1,,51,1,1,-1,,1,101
10203,0,-1,1,,21,1,1,-1,,1,102
10204,0,-1,1,,31,1,1,-1,,1,102
10205,0,-1,1,,41,1,1,-1,,1,102
10206,0,-1,1,,51,1,1,-1,,1,102
10303,0,-1,1,,21,1,1,-1,,1,103
10304,0,-1,1,,31,1,1,-1,,1,103
10305,0,-1,1,,41,1,1,-1,,1,103
10306,0,-1,1,,51,1,1,-1,,1,103
10113,0,-1,1,,22,1,1,-1,,1,101
10114,0,-1,1,,32,1,1,-1,,1,101
10115,0,-1,1,,42,1,1,-1,,1,101
10116,0,-1,1,,52,1,1,-1,,1,101
10213,0,-1,1,,22,1,1,-1,,1,102
10214,0,-1,1,,32,1,1,-1,,1,102
10215,0,-1,1,,42,1,1,-1,,1,102
10216,0,-1,1,,52,1,1,-1,,1,102
10313,0,-1,1,,22,1,1,-1,,1,103
10314,0,-1,1,,32,1,1,-1,,1,103
10315,0,-1,1,,42,1,1,-1,,1,103
10316,0,-1,1,,52,1,1,-1,,1,103
10123,0,-1,1,,23,1,1,-1,,1,101
10124,0,-1,1,,33,1,1,-1,,1,101
10125,0,-1,1,,43,1,1,-1,,1,101
10126,0,-1,1,,53,1,1,-1,,1,101
10223,0,-1,1,,23,1,1,-1,,1,102
10224,0,-1,1,,33,1,1,-1,,1,102
10225,0,-1,1,,43,1,1,-1,,1,102
10226,0,-1,1,,53,1,1,-1,,1,102
10323,0,-1,1,,23,1,1,-1,,1,103
10324,0,-1,1,,33,1,1,-1,,1,103
10325,0,-1,1,,43,1,1,-1,,1,103
10326,0,-1,1,,53,1,1,-1,,1,103
10133,0,-1,1,,24,1,1,-1,,1,101
10134,0,-1,1,,34,1,1,-1,,1,101
10135,0,-1,1,,44,1,1,-1,,1,101
10136,0,-1,1,,54,1,1,-1,,1,101
10233,0,-1,1,,24,1,1,-1,,1,102
10234,0,-1,1,,34,1,1,-1,,1,102
10235,0,-1,1,,44,1,1,-1,,1,102
10236,0,-1,1,,54,1,1,-1,,1,102
10333,0,-1,1,,24,1,1,-1,,1,103
10334,0,-1,1,,34,1,1,-1,,1,103
10335,0,-1,1,,44,1,1,-1,,1,103
10336,0,-1,1,,54,1,1,-1,,1,103
10143,0,-1,1,,25,1,1,-1,,1,101
10144,0,-1,1,,35,1,1,-1,,1,101
10145,0,-1,1,,45,1,1,-1,,1,101
10146,0,-1,1,,55,1,1,-1,,1,101
10243,0,-1,1,,25,1,1,-1,,1,102
10244,0,-1,1,,35,1,1,-1,,1,102
10245,0,-1,1,,45,1,1,-1,,1,102
10246,0,-1,1,,55,1,1,-1,,1,102
10343,0,-1,1,,25,1,1,-1,,1,103
10344,0,-1,1,,35,1,1,-1,,1,103
10345,0,-1,1,,45,1,1,-1,,1,103
10346,0,-1,1,,55,1,1,-1,,1,103
10403,0,-1,1,,21,1,1,-1,,1,104
10404,0,-1,1,,31,1,1,-1,,1,104
10405,0,-1,1,,41,1,1,-1,,1,104
10406,0,-1,1,,51,1,1,-1,,0,104
10503,0,-1,1,,21,1,1,-1,,1,105
10504,0,-1,1,,31,1,1,-1,,1,105
10505,0,-1,1,,41,1,1,-1,,1,105
10506,0,-1,1,,51,1,1,-1,,0,105
10603,0,-1,1,,21,1,1,-1,,1,106
10604,0,-1,1,,31,1,1,-1,,1,106
10605,0,-1,1,,41,1,1,-1,,1,106
10606,0,-1,1,,51,1,1,-1,,0,106
10413,0,-1,1,,22,1,1,-1,,1,104
10414,0,-1,1,,32,1,1,-1,,1,104
10415,0,-1,1,,42,1,1,-1,,1,104
10416,0,-1,1,,52,1,1,-1,,0,104
10513,0,-1,1,,22,1,1,-1,,1,105
10514,0,-1,1,,32,1,1,-1,,1,105
10515,0,-1,1,,42,1,1,-1,,1,105
10516,0,-1,1,,52,1,1,-1,,0,105
10613,0,-1,1,,22,1,1,-1,,1,106
10614,0,-1,1,,32,1,1,-1,,1,106
10615,0,-1,1,,42,1,1,-1,,1,106
10616,0,-1,1,,52,1,1,-1,,0,106
10423,0,-1,1,,23,1,1,-1,,1,104
10424,0,-1,1,,33,1,1,-1,,1,104
10425,0,-1,1,,43,1,1,-1,,1,104
10426,0,-1,1,,53,1,1,-1,,0,104
10523,0,-1,1,,23,1,1,-1,,1,105
10524,0,-1,1,,33,1,1,-1,,1,105
10525,0,-1,1,,43,1,1,-1,,1,105
10526,0,-1,1,,53,1,1,-1,,0,105
10623,0,-1,1,,23,1,1,-1,,1,106
10624,0,-1,1,,33,1,1,-1,,1,106
10625,0,-1,1,,43,1,1,-1,,1,106
10626,0,-1,1,,53,1,1,-1,,0,106
10433,0,-1,1,,24,1,1,-1,,1,104
10434,0,-1,1,,34,1,1,-1,,1,104
10435,0,-1,1,,44,1,1,-1,,1,104
10436,0,-1,1,,54,1,1,-1,,0,104
10533,0,-1,1,,24,1,1,-1,,1,105
10534,0,-1,1,,34,1,1,-1,,1,105
10535,0,-1,1,,44,1,1,-1,,1,105
10536,0,-1,1,,54,1,1,-1,,0,105
10633,0,-1,1,,24,1,1,-1,,1,106
10634,0,-1,1,,34,1,1,-1,,1,106
10635,0,-1,1,,44,1,1,-1,,1,106
10636,0,-1,1,,54,1,1,-1,,0,106
10443,0,-1,1,,25,1,1,-1,,1,104
10444,0,-1,1,,35,1,1,-1,,1,104
10445,0,-1,1,,45,1,1,-1,,1,104
10446,0,-1,1,,55,1,1,-1,,0,104
10543,0,-1,1,,25,1,1,-1,,1,105
10544,0,-1,1,,35,1,1,-1,,1,105
10545,0,-1,1,,45,1,1,-1,,1,105
10546,0,-1,1,,55,1,1,-1,,0,105
10643,0,-1,1,,25,1,1,-1,,1,106
10644,0,-1,1,,35,1,1,-1,,1,106
10645,0,-1,1,,45,1,1,-1,,1,106
