id,day_need,drop_client,first_drop_client,first_reward,force,group_id,icon,kill_exp,kill_exp_hero,level,level_need,level_show,map_instance,map_stage,model,new_ui_banner,pve_id,recommend,reward,reward_join
2014,-1,,,-1,-1,2,Head_70001,-1,-1,14,1,14,30001,20001,map_monster_011,,-1,,-1,-1
2015,-1,,,-1,-1,2,Head_70001,-1,-1,15,1,15,30001,20001,map_monster_011,,-1,,-1,-1
2016,-1,,,-1,-1,2,Head_70001,-1,-1,16,1,16,30001,20001,map_monster_011,,-1,,-1,-1
2017,-1,,,-1,-1,2,Head_70001,-1,-1,17,1,17,30001,20001,map_monster_011,,-1,,-1,-1
2018,-1,,,-1,-1,2,Head_70001,-1,-1,18,1,18,30001,20001,map_monster_011,,-1,,-1,-1
2019,-1,,,-1,-1,2,Head_70001,-1,-1,19,1,19,30001,20001,map_monster_011,,-1,,-1,-1
2020,-1,,,-1,-1,2,Head_70001,-1,-1,20,1,20,30001,20001,map_monster_011,,-1,,-1,-1
2021,-1,,,-1,-1,2,Head_70001,-1,-1,21,1,21,30001,20001,map_monster_011,,-1,,-1,-1
2022,-1,,,-1,-1,2,Head_70001,-1,-1,22,1,22,30001,20001,map_monster_011,,-1,,-1,-1
2023,-1,,,-1,-1,2,Head_70001,-1,-1,23,1,23,30001,20001,map_monster_011,,-1,,-1,-1
2024,-1,,,-1,-1,2,Head_70001,-1,-1,24,1,24,30001,20001,map_monster_011,,-1,,-1,-1
2025,-1,,,-1,-1,2,Head_70001,-1,-1,25,1,25,30001,20001,map_monster_011,,-1,,-1,-1
2026,-1,,,-1,-1,2,Head_70001,-1,-1,26,1,26,30001,20001,map_monster_011,,-1,,-1,-1
2027,-1,,,-1,-1,2,Head_70001,-1,-1,27,1,27,30001,20001,map_monster_011,,-1,,-1,-1
2028,-1,,,-1,-1,2,Head_70001,-1,-1,28,1,28,30001,20001,map_monster_011,,-1,,-1,-1
2029,-1,,,-1,-1,2,Head_70001,-1,-1,29,1,29,30001,20001,map_monster_011,,-1,,-1,-1
2030,-1,,,-1,-1,2,Head_70001,-1,-1,30,1,30,30001,20001,map_monster_011,,-1,,-1,-1
3001,-1,,,-1,-1,3,Head_70001,-1,-1,1,1,1,30001,20001,map_monster_006,,-1,,-1,-1
3002,-1,,,-1,-1,3,Head_70001,-1,-1,2,1,2,30001,20001,map_monster_006,,-1,,-1,-1
3003,-1,,,-1,-1,3,Head_70001,-1,-1,3,1,3,30001,20001,map_monster_006,,-1,,-1,-1
3004,-1,,,-1,-1,3,Head_70001,-1,-1,4,1,4,30001,20001,map_monster_006,,-1,,-1,-1
3005,-1,,,-1,-1,3,Head_70001,-1,-1,5,1,5,30001,20001,map_monster_006,,-1,,-1,-1
3006,-1,,,-1,-1,3,Head_70001,-1,-1,6,1,6,30001,20001,map_monster_009,,-1,,-1,-1
3007,-1,,,-1,-1,3,Head_70001,-1,-1,7,1,7,30001,20001,map_monster_009,,-1,,-1,-1
3008,-1,,,-1,-1,3,Head_70001,-1,-1,8,1,8,30001,20001,map_monster_009,,-1,,-1,-1
3009,-1,,,-1,-1,3,Head_70001,-1,-1,9,1,9,30001,20001,map_monster_009,,-1,,-1,-1
3010,-1,,,-1,-1,3,Head_70001,-1,-1,10,1,10,30001,20001,map_monster_009,,-1,,-1,-1
3011,-1,,,-1,-1,3,Head_70001,-1,-1,11,1,11,30001,20001,map_monster_012,,-1,,-1,-1
3012,-1,,,-1,-1,3,Head_70001,-1,-1,12,1,12,30001,20001,map_monster_012,,-1,,-1,-1
3013,-1,,,-1,-1,3,Head_70001,-1,-1,13,1,13,30001,20001,map_monster_012,,-1,,-1,-1
3014,-1,,,-1,-1,3,Head_70001,-1,-1,14,1,14,30001,20001,map_monster_012,,-1,,-1,-1
3015,-1,,,-1,-1,3,Head_70001,-1,-1,15,1,15,30001,20001,map_monster_012,,-1,,-1,-1
3016,-1,,,-1,-1,3,Head_70001,-1,-1,16,1,16,30001,20001,map_monster_012,,-1,,-1,-1
3017,-1,,,-1,-1,3,Head_70001,-1,-1,17,1,17,30001,20001,map_monster_012,,-1,,-1,-1
3018,-1,,,-1,-1,3,Head_70001,-1,-1,18,1,18,30001,20001,map_monster_012,,-1,,-1,-1
3019,-1,,,-1,-1,3,Head_70001,-1,-1,19,1,19,30001,20001,map_monster_012,,-1,,-1,-1
3020,-1,,,-1,-1,3,Head_70001,-1,-1,20,1,20,30001,20001,map_monster_012,,-1,,-1,-1
3021,-1,,,-1,-1,3,Head_70001,-1,-1,21,1,21,30001,20001,map_monster_012,,-1,,-1,-1
3022,-1,,,-1,-1,3,Head_70001,-1,-1,22,1,22,30001,20001,map_monster_012,,-1,,-1,-1
3023,-1,,,-1,-1,3,Head_70001,-1,-1,23,1,23,30001,20001,map_monster_012,,-1,,-1,-1
3024,-1,,,-1,-1,3,Head_70001,-1,-1,24,1,24,30001,20001,map_monster_012,,-1,,-1,-1
3025,-1,,,-1,-1,3,Head_70001,-1,-1,25,1,25,30001,20001,map_monster_012,,-1,,-1,-1
3026,-1,,,-1,-1,3,Head_70001,-1,-1,26,1,26,30001,20001,map_monster_012,,-1,,-1,-1
3027,-1,,,-1,-1,3,Head_70001,-1,-1,27,1,27,30001,20001,map_monster_012,,-1,,-1,-1
3028,-1,,,-1,-1,3,Head_70001,-1,-1,28,1,28,30001,20001,map_monster_012,,-1,,-1,-1
3029,-1,,,-1,-1,3,Head_70001,-1,-1,29,1,29,30001,20001,map_monster_012,,-1,,-1,-1
3030,-1,,,-1,-1,3,Head_70001,-1,-1,30,1,30,30001,20001,map_monster_012,,-1,,-1,-1
4001,-1,6801,6801,6801,120000,4,Head_60069,-1,-1,1,1,1,30001,23001,map_meats_001,banner_bubble_monster_101,-1,,6801,-1
4002,-1,6802,6802,6802,160000,4,Head_60069,-1,-1,2,1,2,30001,23002,map_meats_001,banner_bubble_monster_101,-1,,6802,-1
4003,-1,6803,6803,6803,200000,4,Head_60069,-1,-1,3,1,3,30001,23003,map_meats_001,banner_bubble_monster_101,-1,,6803,-1
4004,-1,6804,6804,6804,240000,4,Head_60069,-1,-1,4,1,4,30001,23004,map_meats_001,banner_bubble_monster_101,-1,,6804,-1
4005,-1,6805,6805,6805,300000,4,Head_60069,-1,-1,5,1,5,30001,23005,map_meats_001,banner_bubble_monster_101,-1,,6805,-1
4006,-1,6806,6806,6806,380000,4,Head_60069,-1,-1,6,1,6,30001,23006,map_meats_001,banner_bubble_monster_101,-1,,6806,-1
4007,-1,6807,6807,6807,460000,4,Head_60069,-1,-1,7,1,7,30001,23007,map_meats_001,banner_bubble_monster_101,-1,,6807,-1
4008,-1,6808,6808,6808,540000,4,Head_60069,-1,-1,8,1,8,30001,23008,map_meats_001,banner_bubble_monster_101,-1,,6808,-1
4009,-1,6809,6809,6809,620000,4,Head_60069,-1,-1,9,1,9,30001,23009,map_meats_001,banner_bubble_monster_101,-1,,6809,-1
4010,-1,6810,6810,6810,700000,4,Head_60069,-1,-1,10,1,10,30001,23010,map_meats_001,banner_bubble_monster_101,-1,,6810,-1
4011,-1,6811,6811,6811,780000,4,Head_60069,-1,-1,11,1,11,30001,23011,map_meats_001,banner_bubble_monster_101,-1,,6811,-1
4012,-1,6812,6812,6812,860000,4,Head_60069,-1,-1,12,1,12,30001,23012,map_meats_001,banner_bubble_monster_101,-1,,6812,-1
4013,-1,6813,6813,6813,900000,4,Head_60069,-1,-1,13,1,13,30001,23013,map_meats_001,banner_bubble_monster_101,-1,,6813,-1
4014,-1,6814,6814,6814,1200000,4,Head_60069,-1,-1,14,1,14,30001,23014,map_meats_001,banner_bubble_monster_101,-1,,6814,-1
4015,-1,6815,6815,6815,1500000,4,Head_60069,-1,-1,15,1,15,30001,23015,map_meats_001,banner_bubble_monster_101,-1,,6815,-1
4016,-1,6816,6816,6816,1800000,4,Head_60069,-1,-1,16,1,16,30001,23016,map_meats_001,banner_bubble_monster_101,-1,,6816,-1
4017,-1,6817,6817,6817,2100000,4,Head_60069,-1,-1,17,1,17,30001,23017,map_meats_001,banner_bubble_monster_101,-1,,6817,-1
4018,-1,6818,6818,6818,2400000,4,Head_60069,-1,-1,18,1,18,30001,23018,map_meats_001,banner_bubble_monster_101,-1,,6818,-1
4019,-1,6819,6819,6819,2700000,4,Head_60069,-1,-1,19,1,19,30001,23019,map_meats_001,banner_bubble_monster_101,-1,,6819,-1
4020,-1,6820,6820,6820,3000000,4,Head_60069,-1,-1,20,1,20,30001,23020,map_meats_001,banner_bubble_monster_101,-1,,6820,-1
4021,-1,6821,6821,6821,3200000,4,Head_60069,-1,-1,21,1,21,30001,23021,map_meats_001,banner_bubble_monster_101,-1,,6821,-1
4022,-1,6822,6822,6822,3400000,4,Head_60069,-1,-1,22,1,22,30001,23022,map_meats_001,banner_bubble_monster_101,-1,,6822,-1
4023,-1,6823,6823,6823,3600000,4,Head_60069,-1,-1,23,1,23,30001,23023,map_meats_001,banner_bubble_monster_101,-1,,6823,-1
4024,-1,6824,6824,6824,3800000,4,Head_60069,-1,-1,24,1,24,30001,23024,map_meats_001,banner_bubble_monster_101,-1,,6824,-1
4025,-1,6825,6825,6825,4000000,4,Head_60069,-1,-1,25,1,25,30001,23025,map_meats_001,banner_bubble_monster_101,-1,,6825,-1
4026,-1,6826,6826,6826,4200000,4,Head_60069,-1,-1,26,1,26,30001,23026,map_meats_001,banner_bubble_monster_101,-1,,6826,-1
4027,-1,6827,6827,6827,4400000,4,Head_60069,-1,-1,27,1,27,30001,23027,map_meats_001,banner_bubble_monster_101,-1,,6827,-1
4028,-1,6828,6828,6828,4600000,4,Head_60069,-1,-1,28,1,28,30001,23028,map_meats_001,banner_bubble_monster_101,-1,,6828,-1
4029,-1,6829,6829,6829,4800000,4,Head_60069,-1,-1,29,1,29,30001,23029,map_meats_001,banner_bubble_monster_101,-1,,6829,-1
4030,-1,6830,6830,6830,5000000,4,Head_60069,-1,-1,30,1,30,30001,23030,map_meats_001,banner_bubble_monster_101,-1,,6830,-1
8001,-1,6851,6851,6851,120000,8,Head_60132,-1,-1,1,1,1,30001,23101,map_meats_002,banner_bubble_monster_201,-1,,6851,-1
8002,-1,6852,6852,6852,160000,8,Head_60132,-1,-1,2,1,2,30001,23102,map_meats_002,banner_bubble_monster_201,-1,,6852,-1
8003,-1,6853,6853,6853,200000,8,Head_60132,-1,-1,3,1,3,30001,23103,map_meats_002,banner_bubble_monster_201,-1,,6853,-1
8004,-1,6854,6854,6854,240000,8,Head_60132,-1,-1,4,1,4,30001,23104,map_meats_002,banner_bubble_monster_201,-1,,6854,-1
8005,-1,6855,6855,6855,300000,8,Head_60132,-1,-1,5,1,5,30001,23105,map_meats_002,banner_bubble_monster_201,-1,,6855,-1
8006,-1,6856,6856,6856,380000,8,Head_60132,-1,-1,6,1,6,30001,23106,map_meats_002,banner_bubble_monster_201,-1,,6856,-1
8007,-1,6857,6857,6857,460000,8,Head_60132,-1,-1,7,1,7,30001,23107,map_meats_002,banner_bubble_monster_201,-1,,6857,-1
8008,-1,6858,6858,6858,540000,8,Head_60132,-1,-1,8,1,8,30001,23108,map_meats_002,banner_bubble_monster_201,-1,,6858,-1
8009,-1,6859,6859,6859,620000,8,Head_60132,-1,-1,9,1,9,30001,23109,map_meats_002,banner_bubble_monster_201,-1,,6859,-1
8010,-1,6860,6860,6860,700000,8,Head_60132,-1,-1,10,1,10,30001,23110,map_meats_002,banner_bubble_monster_201,-1,,6860,-1
8011,-1,6861,6861,6861,780000,8,Head_60132,-1,-1,11,1,11,30001,23111,map_meats_002,banner_bubble_monster_201,-1,,6861,-1
8012,-1,6862,6862,6862,860000,8,Head_60132,-1,-1,12,1,12,30001,23112,map_meats_002,banner_bubble_monster_201,-1,,6862,-1
8013,-1,6863,6863,6863,900000,8,Head_60132,-1,-1,13,1,13,30001,23113,map_meats_002,banner_bubble_monster_201,-1,,6863,-1
8014,-1,6864,6864,6864,1200000,8,Head_60132,-1,-1,14,1,14,30001,23114,map_meats_002,banner_bubble_monster_201,-1,,6864,-1
8015,-1,6865,6865,6865,1500000,8,Head_60132,-1,-1,15,1,15,30001,23115,map_meats_002,banner_bubble_monster_201,-1,,6865,-1
8016,-1,6866,6866,6866,1800000,8,Head_60132,-1,-1,16,1,16,30001,23116,map_meats_002,banner_bubble_monster_201,-1,,6866,-1
8017,-1,6867,6867,6867,2100000,8,Head_60132,-1,-1,17,1,17,30001,23117,map_meats_002,banner_bubble_monster_201,-1,,6867,-1
8018,-1,6868,6868,6868,2400000,8,Head_60132,-1,-1,18,1,18,30001,23118,map_meats_002,banner_bubble_monster_201,-1,,6868,-1
8019,-1,6869,6869,6869,2700000,8,Head_60132,-1,-1,19,1,19,30001,23119,map_meats_002,banner_bubble_monster_201,-1,,6869,-1
8020,-1,6870,6870,6870,3000000,8,Head_60132,-1,-1,20,1,20,30001,23120,map_meats_002,banner_bubble_monster_201,-1,,6870,-1
8021,-1,6871,6871,6871,3200000,8,Head_60132,-1,-1,21,1,21,30001,23121,map_meats_002,banner_bubble_monster_201,-1,,6871,-1
8022,-1,6872,6872,6872,3400000,8,Head_60132,-1,-1,22,1,22,30001,23122,map_meats_002,banner_bubble_monster_201,-1,,6872,-1
8023,-1,6873,6873,6873,3600000,8,Head_60132,-1,-1,23,1,23,30001,23123,map_meats_002,banner_bubble_monster_201,-1,,6873,-1
8024,-1,6874,6874,6874,3800000,8,Head_60132,-1,-1,24,1,24,30001,23124,map_meats_002,banner_bubble_monster_201,-1,,6874,-1
8025,-1,6875,6875,6875,4000000,8,Head_60132,-1,-1,25,1,25,30001,23125,map_meats_002,banner_bubble_monster_201,-1,,6875,-1
8026,-1,6876,6876,6876,4200000,8,Head_60132,-1,-1,26,1,26,30001,23126,map_meats_002,banner_bubble_monster_201,-1,,6876,-1
8027,-1,6877,6877,6877,4400000,8,Head_60132,-1,-1,27,1,27,30001,23127,map_meats_002,banner_bubble_monster_201,-1,,6877,-1
8028,-1,6878,6878,6878,4600000,8,Head_60132,-1,-1,28,1,28,30001,23128,map_meats_002,banner_bubble_monster_201,-1,,6878,-1
8029,-1,6879,6879,6879,4800000,8,Head_60132,-1,-1,29,1,29,30001,23129,map_meats_002,banner_bubble_monster_201,-1,,6879,-1
8030,-1,6880,6880,6880,5000000,8,Head_60132,-1,-1,30,1,30,30001,23130,map_meats_002,banner_bubble_monster_201,-1,,6880,-1
9001,-1,6701,6701,6701,120000,9,Head_60259,-1,-1,1,1,1,30001,23201,map_meats_003,banner_bubble_monster_301,-1,,6701,-1
9002,-1,6702,6702,6702,160000,9,Head_60259,-1,-1,2,1,2,30001,23202,map_meats_003,banner_bubble_monster_301,-1,,6702,-1
9003,-1,6703,6703,6703,200000,9,Head_60259,-1,-1,3,1,3,30001,23203,map_meats_003,banner_bubble_monster_301,-1,,6703,-1
9004,-1,6704,6704,6704,240000,9,Head_60259,-1,-1,4,1,4,30001,23204,map_meats_003,banner_bubble_monster_301,-1,,6704,-1
9005,-1,6705,6705,6705,300000,9,Head_60259,-1,-1,5,1,5,30001,23205,map_meats_003,banner_bubble_monster_301,-1,,6705,-1
9006,-1,6706,6706,6706,380000,9,Head_60259,-1,-1,6,1,6,30001,23206,map_meats_003,banner_bubble_monster_301,-1,,6706,-1
9007,-1,6707,6707,6707,460000,9,Head_60259,-1,-1,7,1,7,30001,23207,map_meats_003,banner_bubble_monster_301,-1,,6707,-1
9008,-1,6708,6708,6708,540000,9,Head_60259,-1,-1,8,1,8,30001,23208,map_meats_003,banner_bubble_monster_301,-1,,6708,-1
9009,-1,6709,6709,6709,620000,9,Head_60259,-1,-1,9,1,9,30001,23209,map_meats_003,banner_bubble_monster_301,-1,,6709,-1
9010,-1,6710,6710,6710,700000,9,Head_60259,-1,-1,10,1,10,30001,23210,map_meats_003,banner_bubble_monster_301,-1,,6710,-1
9011,-1,6711,6711,6711,780000,9,Head_60259,-1,-1,11,1,11,30001,23211,map_meats_003,banner_bubble_monster_301,-1,,6711,-1
9012,-1,6712,6712,6712,860000,9,Head_60259,-1,-1,12,1,12,30001,23212,map_meats_003,banner_bubble_monster_301,-1,,6712,-1
9013,-1,6713,6713,6713,900000,9,Head_60259,-1,-1,13,1,13,30001,23213,map_meats_003,banner_bubble_monster_301,-1,,6713,-1
9014,-1,6714,6714,6714,1200000,9,Head_60259,-1,-1,14,1,14,30001,23214,map_meats_003,banner_bubble_monster_301,-1,,6714,-1
9015,-1,6715,6715,6715,1500000,9,Head_60259,-1,-1,15,1,15,30001,23215,map_meats_003,banner_bubble_monster_301,-1,,6715,-1
9016,-1,6716,6716,6716,1800000,9,Head_60259,-1,-1,16,1,16,30001,23216,map_meats_003,banner_bubble_monster_301,-1,,6716,-1
9017,-1,6717,6717,6717,2100000,9,Head_60259,-1,-1,17,1,17,30001,23217,map_meats_003,banner_bubble_monster_301,-1,,6717,-1
9018,-1,6718,6718,6718,2400000,9,Head_60259,-1,-1,18,1,18,30001,23218,map_meats_003,banner_bubble_monster_301,-1,,6718,-1
9019,-1,6719,6719,6719,2700000,9,Head_60259,-1,-1,19,1,19,30001,23219,map_meats_003,banner_bubble_monster_301,-1,,6719,-1
9020,-1,6720,6720,6720,3000000,9,Head_60259,-1,-1,20,1,20,30001,23220,map_meats_003,banner_bubble_monster_301,-1,,6720,-1
9021,-1,6721,6721,6721,3200000,9,Head_60259,-1,-1,21,1,21,30001,23221,map_meats_003,banner_bubble_monster_301,-1,,6721,-1
9022,-1,6722,6722,6722,3400000,9,Head_60259,-1,-1,22,1,22,30001,23222,map_meats_003,banner_bubble_monster_301,-1,,6722,-1
9023,-1,6723,6723,6723,3600000,9,Head_60259,-1,-1,23,1,23,30001,23223,map_meats_003,banner_bubble_monster_301,-1,,6723,-1
9024,-1,6724,6724,6724,3800000,9,Head_60259,-1,-1,24,1,24,30001,23224,map_meats_003,banner_bubble_monster_301,-1,,6724,-1
9025,-1,6725,6725,6725,4000000,9,Head_60259,-1,-1,25,1,25,30001,23225,map_meats_003,banner_bubble_monster_301,-1,,6725,-1
9026,-1,6726,6726,6726,4200000,9,Head_60259,-1,-1,26,1,26,30001,23226,map_meats_003,banner_bubble_monster_301,-1,,6726,-1
9027,-1,6727,6727,6727,4400000,9,Head_60259,-1,-1,27,1,27,30001,23227,map_meats_003,banner_bubble_monster_301,-1,,6727,-1
9028,-1,6728,6728,6728,4600000,9,Head_60259,-1,-1,28,1,28,30001,23228,map_meats_003,banner_bubble_monster_301,-1,,6728,-1
9029,-1,6729,6729,6729,4800000,9,Head_60259,-1,-1,29,1,29,30001,23229,map_meats_003,banner_bubble_monster_301,-1,,6729,-1
9030,-1,6730,6730,6730,5000000,9,Head_60259,-1,-1,30,1,30,30001,23230,map_meats_003,banner_bubble_monster_301,-1,,6730,-1
5001,-1,6831,,-1,5000000,5,Head_60069,-1,-1,31,1,31,30001,23099,map_meats_001,banner_bubble_monster_101,-1,,6841,-1
6001,-1,6881,,-1,5000000,6,Head_60132,-1,-1,31,1,31,30001,23199,map_meats_002,banner_bubble_monster_201,-1,,6891,-1
7001,-1,6736,,-1,5000000,7,Head_60070,-1,-1,31,1,31,30001,22900,map_monster_003,,-1,,6491,-1
12001,-1,6931,,-1,5000000,12,Head_60040,-1,-1,11,1,11,30001,25900,map_boss_005,banner_bubble_monster_9,-1,,6991,6911
10001,-1,6201,,-1,200000,10,Head_60186,-1,-1,1,1,1,30001,20001,map_monster_018,banner_bubble_monster_11,-1,,6201,-1
10002,-1,6202,,-1,400000,10,Head_60186,-1,-1,2,15,2,30001,20002,map_monster_018,banner_bubble_monster_11,-1,,6202,-1
10003,-1,6203,,-1,600000,10,Head_60186,-1,-1,3,20,3,30001,20003,map_monster_018,banner_bubble_monster_11,-1,,6203,-1
10004,-1,6204,,-1,800000,10,Head_60186,-1,-1,4,22,4,30001,20004,map_monster_018,banner_bubble_monster_11,-1,,6204,-1
10005,-1,6205,,-1,1000000,10,Head_60186,-1,-1,5,24,5,30001,20005,map_monster_018,banner_bubble_monster_11,-1,,6205,-1
10006,-1,6206,,-1,1500000,10,Head_60186,-1,-1,6,26,6,30001,20006,map_monster_018,banner_bubble_monster_11,-1,,6206,-1
10007,-1,6207,,-1,2000000,10,Head_60186,-1,-1,7,28,7,30001,20007,map_monster_018,banner_bubble_monster_11,-1,,6207,-1
10008,-1,6208,,-1,3000000,10,Head_60186,-1,-1,8,32,8,30001,20008,map_monster_018,banner_bubble_monster_11,-1,,6208,-1
10009,-1,6209,,-1,4000000,10,Head_60186,-1,-1,9,36,9,30001,20009,map_monster_018,banner_bubble_monster_11,-1,,6209,-1
10010,-1,6210,,-1,5000000,10,Head_60186,-1,-1,10,40,10,30001,20010,map_monster_018,banner_bubble_monster_11,-1,,6210,-1
11001,-1,7011,,-1,150000,11,Head_60009,-1,-1,1,1,1,30001,25001,map_boss_001,banner_bubble_monster_1,-1,,7101,6911
11002,-1,7012,,-1,175000,11,Head_60009,-1,-1,2,4,2,30001,25002,map_boss_001,banner_bubble_monster_1,-1,,7102,6911
11003,-1,7013,,-1,200000,11,Head_60009,-1,-1,3,8,3,30001,25003,map_boss_001,banner_bubble_monster_1,-1,,7103,6911
11004,-1,7014,,-1,300000,11,Head_60009,-1,-1,4,12,4,30001,25004,map_boss_001,banner_bubble_monster_1,-1,,7104,6911
11005,-1,7015,,-1,500000,11,Head_60009,-1,-1,5,16,5,30001,25005,map_boss_001,banner_bubble_monster_1,-1,,7105,6911
11006,-1,7016,,-1,800000,11,Head_60009,-1,-1,6,20,6,30001,25006,map_boss_001,banner_bubble_monster_1,-1,,7106,6911
11007,-1,7017,,-1,1000000,11,Head_60009,-1,-1,7,24,7,30001,25007,map_boss_001,banner_bubble_monster_1,-1,,7107,6911
11008,-1,7018,,-1,1500000,11,Head_60009,-1,-1,8,28,8,30001,25008,map_boss_001,banner_bubble_monster_1,-1,,7108,6911
11009,-1,7019,,-1,2000000,11,Head_60009,-1,-1,9,32,9,30001,25009,map_boss_001,banner_bubble_monster_1,-1,,7109,6911
11010,-1,7020,,-1,2500000,11,Head_60009,-1,-1,10,36,10,30001,25010,map_boss_001,banner_bubble_monster_1,-1,,7110,6911
112001,-1,7031,,-1,150000,112,Head_60156,-1,-1,1,1,1,30001,25501,map_boss_002,banner_bubble_monster_14,-1,,7121,6915
112002,-1,7032,,-1,175000,112,Head_60156,-1,-1,2,4,2,30001,25502,map_boss_002,banner_bubble_monster_14,-1,,7122,6915
112003,-1,7033,,-1,200000,112,Head_60156,-1,-1,3,8,3,30001,25503,map_boss_002,banner_bubble_monster_14,-1,,7123,6915
