id,alliance_tech,attribute_Id,diy_show,effect_march_type,effect_side,fight_force_ratio,fight_force_type,fight_type,fightType,icon,icon_big,max,name,power_ratio_hero,power_ratio_troop,report_show,team_show,type
74,-1,-1,-1,-1,-1,-1,,,[],attr_hit,,-1,attribute_name_12,0,0,-1,-1,2
75,-1,-1,-1,-1,-1,-1,,,[],attr_dodge,,-1,attribute_name_13,0,0,-1,-1,2
76,-1,-1,-1,-1,-1,-1,,,[],attr_parry,,-1,attribute_name_16,0,0,-1,-1,2
77,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_17,0,0,-1,-1,2
78,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_78,0,0,-1,-1,2
79,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_79,0,0,-1,-1,2
80,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_20,0,0,-1,-1,2
81,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_21,0,0,-1,-1,2
82,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_25,0,0,-1,-1,2
83,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_26,0,0,-1,-1,2
84,-1,-1,-1,-1,-1,-1,,,[],attr_crit,,-1,attribute_name_84,0,0,-1,1,2
85,-1,-1,-1,-1,-1,-1,,,[],attr_crit,,-1,attribute_name_85,0,0,-1,1,2
86,-1,-1,-1,-1,-1,-1,,,[],attr_critical-damage,,-1,attribute_name_86,0,0,-1,1,2
87,-1,-1,-1,-1,-1,-1,,,[],attr_critical-damage,,-1,attribute_name_87,0,0,-1,1,2
88,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_88,0,0,-1,-1,1
89,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_89,0,0,-1,-1,2
90,-1,-1,-1,-1,-1,-1,,,[],tech_2029,,-1,attribute_name_27,0,0,-1,-1,2
91,-1,-1,-1,-1,-1,-1,,,[],tech_2032,,-1,attribute_name_28,0,0,-1,-1,2
92,-1,-1,-1,-1,-1,-1,,,[],tech_2028,,-1,attribute_name_29,0,0,-1,-1,2
93,-1,-1,-1,-1,-1,-1,,,[],tech_2031,,-1,attribute_name_30,0,0,-1,-1,2
94,-1,-1,-1,-1,-1,-1,,,[],tech_2027,,-1,attribute_name_31,0,0,-1,-1,2
95,-1,-1,-1,-1,-1,-1,,,[],tech_2030,,-1,attribute_name_32,0,0,-1,-1,2
96,-1,-1,-1,-1,-1,-1,,,[],attr_damage,,-1,attribute_name_96,0,0,-1,1,2
97,-1,-1,-1,-1,-1,-1,,,[],attr_damage-reduction,,-1,attribute_name_97,0,0,-1,1,2
101,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_101,0,0,-1,-1,2
102,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_102,0,0,-1,-1,2
103,1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_103,0,0,1,-1,2
104,1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_104,0,0,1,-1,2
105,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_105,0,0,-1,-1,2
106,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_106,0,0,-1,-1,2
107,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_107,0,0,-1,-1,2
108,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_108,0,0,-1,-1,2
109,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_109,0,0,-1,-1,2
110,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_110,0,0,-1,-1,2
111,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_111,0,0,-1,-1,2
112,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_112,0,0,-1,-1,2
113,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_113,0,0,-1,-1,2
114,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_114,0,0,-1,-1,2
115,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_115,0,0,-1,-1,2
116,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_116,0,0,-1,-1,2
117,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_117,0,0,-1,-1,2
118,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_118,0,0,-1,-1,2
119,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_119,0,0,-1,-1,2
120,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_120,0,0,-1,-1,2
121,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_121,0,0,-1,-1,2
122,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_122,0,0,-1,-1,2
157,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_157,0,0,-1,-1,2
158,-1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_58,0,0,-1,-1,2
159,-1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_59,0,0,-1,-1,2
162,-1,-1,1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_62,0,0,1,-1,2
163,-1,-1,1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_63,0,0,1,-1,2
165,-1,-1,-1,-1,-1,-1,,,[],attr_01,,-1,attribute_name_165,0,0,-1,-1,2
166,-1,-1,-1,-1,-1,-1,,,[],attr_02,,-1,attribute_name_166,0,0,-1,-1,2
188,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_88,0,0,-1,-1,2
1001,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1001,0,0,-1,-1,2
1002,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1002,0,0,-1,-1,2
1003,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1003,0,0,-1,-1,2
1004,1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1004,0,0,-1,-1,2
1005,1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1005,0,0,-1,-1,2
1006,1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1006,0,0,-1,-1,2
1007,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1007,0,0,-1,-1,2
1008,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1008,0,0,-1,-1,2
1009,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1009,0,0,-1,-1,2
1010,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1010,0,0,-1,-1,1
1011,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1011,0,0,-1,-1,1
1012,-1,-1,-1,-1,-1,-1,,,[],icon_20007,,-1,attribute_name_1012,0,0,-1,-1,2
1013,-1,-1,-1,-1,-1,-1,,,[],icon_20001,,-1,attribute_name_1013,0,0,-1,-1,2
1014,-1,-1,-1,-1,-1,-1,,,[],icon_20004,,-1,attribute_name_1014,0,0,-1,-1,2
1015,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1015,0,0,-1,-1,1
1016,-1,-1,-1,-1,-1,-1,,,[],icon_50011,,-1,attribute_name_1016,0,0,-1,-1,2
1017,-1,-1,-1,-1,-1,-1,,,[],icon_50010,,-1,attribute_name_1017,0,0,-1,-1,1
1018,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1018,0,0,-1,-1,1
1019,-1,-1,-1,-1,-1,-1,,,[],attr_be-zongbingli,,-1,attribute_name_1019,0,0,-1,-1,1
1020,-1,-1,-1,-1,-1,-1,,,[],attr_be-sudu,,-1,attribute_name_1020,0,0,-1,-1,1
1021,-1,-1,-1,-1,-1,-1,,,[],attr_be-fuzhong,,-1,attribute_name_1021,0,0,-1,-1,1
1022,-1,-1,-1,-1,-1,-1,,,[],attr_treatspeed,,-1,attribute_name_1022,0,0,-1,-1,2
1023,-1,-1,-1,-1,-1,-1,,,[],icon_50010,,-1,attribute_name_1023,0,0,-1,-1,1
1024,-1,-1,-1,-1,-1,-1,,,[],icon_50010,,-1,attribute_name_1024,0,0,-1,-1,1
1025,-1,-1,-1,-1,-1,-1,,,[],icon_50010,,-1,attribute_name_1025,0,0,-1,-1,1
1026,-1,-1,-1,-1,-1,-1,,,[],icon_50011,,-1,attribute_name_1026,0,0,-1,-1,2
1027,-1,-1,-1,-1,-1,-1,,,[],icon_50011,,-1,attribute_name_1027,0,0,-1,-1,2
1028,-1,-1,-1,-1,-1,-1,,,[],icon_50011,,-1,attribute_name_1028,0,0,-1,-1,2
1029,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1029,0,0,-1,-1,1
1030,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1030,0,0,-1,-1,1
1031,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1031,0,0,-1,-1,1
1032,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1032,0,0,-1,-1,1
1033,-1,-1,-1,-1,-1,-1,,,[],tech_102,,-1,attribute_name_1033,0,0,-1,-1,2
1034,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1034,0,0,-1,-1,2
1035,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1035,0,0,-1,-1,2
1036,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1036,0,0,-1,-1,2
1037,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1037,0,0,-1,-1,1
1038,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1038,0,0,-1,-1,2
1039,-1,-1,-1,-1,-1,-1,,,[],,,9900,attribute_name_1039,0,0,-1,-1,2
1056,-1,-1,-1,-1,-1,-1,,,[],,,9900,attribute_name_1056,0,0,-1,-1,2
1059,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1059,0,0,-1,-1,2
1040,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1040,0,0,-1,-1,2
1042,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1042,0,0,-1,-1,1
1043,-1,-1,-1,-1,-1,-1,,,[],icon_50025,,5000,attribute_name_1043,0,0,-1,-1,2
1044,-1,-1,-1,-1,-1,-1,,,[],,,2,attribute_name_1044,0,0,-1,-1,1
1045,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1045,0,0,-1,-1,1
1046,-1,-1,-1,-1,-1,-1,,,[],,,100,attribute_name_1046,0,0,-1,-1,1
1047,-1,-1,-1,-1,-1,-1,,,[],icon_50013,,-1,attribute_name_1047,0,0,-1,-1,1
1048,-1,-1,-1,-1,-1,-1,,,[],icon_50014,,-1,attribute_name_1048,0,0,-1,-1,1
1049,-1,-1,-1,-1,-1,-1,,,[],icon_50015,,-1,attribute_name_1049,0,0,-1,-1,1
1050,-1,-1,-1,-1,-1,-1,,,[],tech_2015,,-1,attribute_name_1050,0,0,-1,-1,1
1051,-1,-1,-1,-1,-1,-1,,,[],icon_50001,,-1,attribute_name_1051,0,0,-1,-1,1
1052,-1,-1,-1,-1,-1,-1,,,[],attr_be-fuzhong,,-1,attribute_name_1052,0,0,-1,-1,2
1053,-1,-1,-1,-1,-1,-1,,,[],icon_50016,,-1,attribute_name_1053,0,0,-1,-1,1
1054,-1,-1,-1,-1,-1,-1,,,[],icon_50017,,-1,attribute_name_1054,0,0,-1,-1,1
1055,-1,-1,-1,-1,-1,-1,,,[],icon_50018,,-1,attribute_name_1055,0,0,-1,-1,1
1057,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1057,0,0,-1,-1,2
1058,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1058,0,0,-1,-1,2
1060,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1060,0,0,-1,-1,1
1061,-1,-1,-1,-1,-1,-1,,,[],icon_10004,,-1,attribute_name_1061,0,0,-1,-1,1
1062,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1062,0,0,-1,-1,2
1063,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1063,0,0,-1,-1,2
1064,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1064,0,0,-1,-1,2
1065,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1065,0,0,-1,-1,1
1066,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1066,0,0,-1,-1,1
1067,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1067,0,0,-1,-1,1
1068,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1068,0,0,-1,-1,1
1069,-1,-1,-1,-1,-1,-1,,,[],icon_50020,,-1,attribute_name_1069,0,0,-1,-1,1
1070,-1,-1,-1,-1,-1,-1,,,[],icon_50019,,-1,attribute_name_1070,0,0,-1,-1,1
1071,-1,-1,-1,-1,-1,-1,,,[],icon_50012,,-1,attribute_name_1071,0,0,-1,-1,1
1072,-1,-1,-1,-1,-1,-1,,,[],attr_resadd,,-1,attribute_name_1072,0,0,-1,-1,2
1073,-1,-1,-1,-1,-1,-1,,,[],icon_50021,,-1,attribute_name_1073,0,0,-1,-1,2
1074,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1074,0,0,-1,-1,2
1075,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1075,0,0,-1,-1,1
1076,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1076,0,0,-1,-1,2
1077,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1077,0,0,-1,-1,2
1078,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1078,0,0,-1,-1,2
1079,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1079,0,0,-1,-1,2
1080,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1080,0,0,-1,-1,2
1081,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1081,0,0,-1,-1,2
1082,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1082,0,0,-1,-1,2
1083,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1083,0,0,-1,-1,2
1084,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1084,0,0,-1,-1,2
1085,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1085,0,0,-1,-1,2
1086,-1,-1,-1,-1,-1,-1,,,[],tech_2015,,3,attribute_name_1086,0,0,-1,-1,1
1087,-1,-1,-1,-1,-1,-1,,,[],tech_2015,,3,attribute_name_1087,0,0,-1,-1,1
1088,-1,-1,-1,-1,-1,-1,,,[],tech_2015,,3,attribute_name_1088,0,0,-1,-1,1
1089,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1089,0,0,-1,-1,1
1090,1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1090,0,0,-1,-1,1
1091,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1091,0,0,-1,-1,2
1092,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1092,0,0,-1,-1,2
1093,-1,-1,-1,-1,-1,-1,,,[],attr_plunder,,-1,attribute_name_1093,0,0,-1,-1,1
1094,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1094,0,0,-1,-1,1
1095,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1095,0,0,-1,-1,2
1096,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1096,0,0,-1,-1,2
1097,-1,-1,-1,-1,-1,-1,,,[],icon_50024,,-1,attribute_name_1097,0,0,-1,-1,1
1098,-1,-1,-1,-1,-1,-1,,,[],icon_herolv,,-1,attribute_name_1098,0,0,-1,-1,1
1099,-1,-1,-1,-1,-1,-1,,,[],icon_herolv,,-1,attribute_name_1099,0,0,-1,-1,1
1100,-1,-1,-1,-1,-1,-1,,,[],icon_herolv,,-1,attribute_name_1100,0,0,-1,-1,1
1101,-1,-1,-1,-1,-1,-1,,,[],icon_herolv,,-1,attribute_name_1101,0,0,-1,-1,1
1102,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1102,0,0,-1,-1,2
1103,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1103,0,0,-1,-1,2
1104,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1104,0,0,-1,-1,2
1105,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1105,0,0,-1,-1,1
1106,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1106,0,0,-1,-1,1
1107,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1107,0,0,-1,-1,1
1108,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1108,0,0,-1,-1,2
1109,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1109,0,0,-1,-1,2
1110,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1110,0,0,-1,-1,2
1111,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1111,0,0,-1,-1,1
1112,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1112,0,0,-1,-1,1
1113,-1,-1,-1,-1,-1,-1,,,[],icon_50026,,-1,attribute_name_1113,0,0,-1,-1,1
1114,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1114,0,0,-1,-1,2
1115,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1115,0,0,-1,-1,2
1116,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1116,0,0,-1,-1,2
1117,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1117,0,0,-1,-1,2
1118,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1118,0,0,-1,-1,2
1119,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1119,0,0,-1,-1,2
1120,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1120,0,0,-1,-1,2
1121,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1121,0,0,-1,-1,2
1122,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1122,0,0,-1,-1,2
1123,-1,-1,-1,-1,-1,-1,,,[],icon_10004,,-1,attribute_name_1123,0,0,-1,-1,2
1124,-1,-1,-1,-1,-1,-1,,,[],attr_recruit,,-1,attribute_name_1124,0,0,-1,-1,1
1125,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1125,0,0,-1,-1,2
1126,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1126,0,0,-1,-1,2
1127,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1127,0,0,-1,-1,1
1128,-1,-1,-1,-1,-1,-1,,,[],tech_103,,-1,attribute_name_1128,0,0,-1,-1,2
1129,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1129,0,0,-1,-1,1
1130,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1130,0,0,-1,-1,2
1131,-1,-1,-1,-1,-1,-1,,,[],attr_morale,,-1,attribute_name_1131,0,0,-1,-1,2
1133,-1,-1,-1,-1,-1,-1,,,[],icon_time,,-1,pet_building_attr_cd,0,0,-1,-1,1
1134,-1,-1,-1,-1,-1,-1,,,[],icon_WaterDrop1,,-1,attribute_name_1134,0,0,-1,-1,1
1135,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1135,0,0,-1,-1,-1
1136,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1136,0,0,-1,-1,2
1137,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1137,0,0,-1,-1,2
1138,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1138,0,0,-1,-1,2
1139,-1,-1,-1,-1,-1,-1,,,[],,,-1,attribute_name_1139,0,0,-1,-1,2
