id,num_max_1,num_max_2,num_max_3,reward_1,reward_2,reward_3
10201,40,10,-1,13000202,13000302,-1
10202,40,10,-1,13000202,13000302,-1
10203,40,10,-1,13000202,13000302,-1
10204,40,10,-1,13000202,13000302,-1
10205,40,10,-1,13000202,13000302,-1
10206,40,10,-1,13000202,13000302,-1
10207,40,10,-1,13000202,13000302,-1
10208,40,10,-1,13000202,13000302,-1
10209,40,10,-1,13000202,13000302,-1
10210,40,10,-1,13000202,13000302,-1
10211,40,10,-1,13000202,13000302,-1
10212,40,10,-1,13000202,13000302,-1
10213,40,10,-1,13000202,13000302,-1
10214,40,10,-1,13000202,13000302,-1
10215,40,10,-1,13000202,13000302,-1
10216,40,10,-1,13000202,13000302,-1
10217,40,10,-1,13000202,13000302,-1
10218,40,10,-1,13000202,13000302,-1
10301,40,15,-1,13000203,13000303,-1
10302,40,15,-1,13000203,13000303,-1
10303,40,15,-1,13000203,13000303,-1
10304,40,15,-1,13000203,13000303,-1
10305,40,15,-1,13000203,13000303,-1
10306,40,15,-1,13000203,13000303,-1
10307,40,15,-1,13000203,13000303,-1
10308,40,15,-1,13000203,13000303,-1
10309,40,15,-1,13000203,13000303,-1
10310,40,15,-1,13000203,13000303,-1
10311,40,15,-1,13000203,13000303,-1
10312,40,15,-1,13000203,13000303,-1
10313,40,15,-1,13000203,13000303,-1
10314,40,15,-1,13000203,13000303,-1
10315,40,15,-1,13000203,13000303,-1
10316,40,15,-1,13000203,13000303,-1
10401,40,15,-1,13000204,13000304,-1
10402,40,15,-1,13000204,13000304,-1
10403,40,15,-1,13000204,13000304,-1
10404,40,15,-1,13000204,13000304,-1
10405,40,15,-1,13000204,13000304,-1
10406,40,15,-1,13000204,13000304,-1
10407,40,15,-1,13000204,13000304,-1
10408,40,15,-1,13000204,13000304,-1
10409,40,15,-1,13000204,13000304,-1
10410,40,15,-1,13000204,13000304,-1
10501,40,20,-1,13000205,13000305,-1
10502,40,20,-1,13000205,13000305,-1
10503,40,20,-1,13000205,13000305,-1
10504,40,20,-1,13000205,13000305,-1
10505,40,20,-1,13000205,13000305,-1
20101,40,10,-1,13000221,13000321,-1
20102,40,10,-1,13000221,13000321,-1
20103,40,10,-1,13000221,13000321,-1
20104,40,10,-1,13000221,13000321,-1
20105,40,10,-1,13000221,13000321,-1
20106,40,10,-1,13000221,13000321,-1
20107,40,10,-1,13000221,13000321,-1
20108,40,10,-1,13000221,13000321,-1
20109,40,10,-1,13000221,13000321,-1
20110,40,10,-1,13000221,13000321,-1
20111,40,10,-1,13000221,13000321,-1
20112,40,10,-1,13000221,13000321,-1
20113,40,10,-1,13000221,13000321,-1
20114,40,10,-1,13000221,13000321,-1
20115,40,10,-1,13000221,13000321,-1
20116,40,10,-1,13000221,13000321,-1
20117,40,10,-1,13000221,13000321,-1
20118,40,10,-1,13000221,13000321,-1
20119,40,10,-1,13000221,13000321,-1
20120,40,10,-1,13000221,13000321,-1
20121,40,10,-1,13000221,13000321,-1
20122,40,10,-1,13000221,13000321,-1
20123,40,10,-1,13000221,13000321,-1
20124,40,10,-1,13000221,13000321,-1
20201,40,10,-1,13000222,13000322,-1
20202,40,10,-1,13000222,13000322,-1
20203,40,10,-1,13000222,13000322,-1
20204,40,10,-1,13000222,13000322,-1
20205,40,10,-1,13000222,13000322,-1
20206,40,10,-1,13000222,13000322,-1
20207,40,10,-1,13000222,13000322,-1
20208,40,10,-1,13000222,13000322,-1
20209,40,10,-1,13000222,13000322,-1
20210,40,10,-1,13000222,13000322,-1
20211,40,10,-1,13000222,13000322,-1
20212,40,10,-1,13000222,13000322,-1
20213,40,10,-1,13000222,13000322,-1
20214,40,10,-1,13000222,13000322,-1
20215,40,10,-1,13000222,13000322,-1
20216,40,10,-1,13000222,13000322,-1
20217,40,10,-1,13000222,13000322,-1
20218,40,10,-1,13000222,13000322,-1
20301,40,15,-1,13000223,13000323,-1
20302,40,15,-1,13000223,13000323,-1
20303,40,15,-1,13000223,13000323,-1
20304,40,15,-1,13000223,13000323,-1
20305,40,15,-1,13000223,13000323,-1
20306,40,15,-1,13000223,13000323,-1
20307,40,15,-1,13000223,13000323,-1
20308,40,15,-1,13000223,13000323,-1
20309,40,15,-1,13000223,13000323,-1
20310,40,15,-1,13000223,13000323,-1
20311,40,15,-1,13000223,13000323,-1
20312,40,15,-1,13000223,13000323,-1
20313,40,15,-1,13000223,13000323,-1
20314,40,15,-1,13000223,13000323,-1
20315,40,15,-1,13000223,13000323,-1
20316,40,15,-1,13000223,13000323,-1
20401,40,15,-1,13000224,13000324,-1
20402,40,15,-1,13000224,13000324,-1
20403,40,15,-1,13000224,13000324,-1
20404,40,15,-1,13000224,13000324,-1
20405,40,15,-1,13000224,13000324,-1
20406,40,15,-1,13000224,13000324,-1
20407,40,15,-1,13000224,13000324,-1
20408,40,15,-1,13000224,13000324,-1
20409,40,15,-1,13000224,13000324,-1
20410,40,15,-1,13000224,13000324,-1
20501,40,20,-1,13000225,13000325,-1
20502,40,20,-1,13000225,13000325,-1
20503,40,20,-1,13000225,13000325,-1
20504,40,20,-1,13000225,13000325,-1
20505,40,20,-1,13000225,13000325,-1
30101,40,10,-1,13000231,13000331,-1
30102,40,10,-1,13000231,13000331,-1
30103,40,10,-1,13000231,13000331,-1
30104,40,10,-1,13000231,13000331,-1
30105,40,10,-1,13000231,13000331,-1
30106,40,10,-1,13000231,13000331,-1
30107,40,10,-1,13000231,13000331,-1
30108,40,10,-1,13000231,13000331,-1
30109,40,10,-1,13000231,13000331,-1
30110,40,10,-1,13000231,13000331,-1
30111,40,10,-1,13000231,13000331,-1
30112,40,10,-1,13000231,13000331,-1
30113,40,10,-1,13000231,13000331,-1
30114,40,10,-1,13000231,13000331,-1
30115,40,10,-1,13000231,13000331,-1
30116,40,10,-1,13000231,13000331,-1
30117,40,10,-1,13000231,13000331,-1
30118,40,10,-1,13000231,13000331,-1
30119,40,10,-1,13000231,13000331,-1
30120,40,10,-1,13000231,13000331,-1
30121,40,10,-1,13000231,13000331,-1
30122,40,10,-1,13000231,13000331,-1
30123,40,10,-1,13000231,13000331,-1
30124,40,10,-1,13000231,13000331,-1
30201,40,10,-1,13000232,13000332,-1
30202,40,10,-1,13000232,13000332,-1
30203,40,10,-1,13000232,13000332,-1
30204,40,10,-1,13000232,13000332,-1
30205,40,10,-1,13000232,13000332,-1
30206,40,10,-1,13000232,13000332,-1
30207,40,10,-1,13000232,13000332,-1
30208,40,10,-1,13000232,13000332,-1
30209,40,10,-1,13000232,13000332,-1
30210,40,10,-1,13000232,13000332,-1
30211,40,10,-1,13000232,13000332,-1
30212,40,10,-1,13000232,13000332,-1
30213,40,10,-1,13000232,13000332,-1
30214,40,10,-1,13000232,13000332,-1
30215,40,10,-1,13000232,13000332,-1
30216,40,10,-1,13000232,13000332,-1
30217,40,10,-1,13000232,13000332,-1
30218,40,10,-1,13000232,13000332,-1
30301,40,15,-1,13000233,13000333,-1
30302,40,15,-1,13000233,13000333,-1
30303,40,15,-1,13000233,13000333,-1
30304,40,15,-1,13000233,13000333,-1
30305,40,15,-1,13000233,13000333,-1
30306,40,15,-1,13000233,13000333,-1
30307,40,15,-1,13000233,13000333,-1
30308,40,15,-1,13000233,13000333,-1
30309,40,15,-1,13000233,13000333,-1
30310,40,15,-1,13000233,13000333,-1
30311,40,15,-1,13000233,13000333,-1
30312,40,15,-1,13000233,13000333,-1
30313,40,15,-1,13000233,13000333,-1
30314,40,15,-1,13000233,13000333,-1
30315,40,15,-1,13000233,13000333,-1
30316,40,15,-1,13000233,13000333,-1
30401,40,15,-1,13000234,13000334,-1
30402,40,15,-1,13000234,13000334,-1
30403,40,15,-1,13000234,13000334,-1
30404,40,15,-1,13000234,13000334,-1
30405,40,15,-1,13000234,13000334,-1
30406,40,15,-1,13000234,13000334,-1
30407,40,15,-1,13000234,13000334,-1
30408,40,15,-1,13000234,13000334,-1
30409,40,15,-1,13000234,13000334,-1
30410,40,15,-1,13000234,13000334,-1
30501,40,20,-1,13000235,13000335,-1
30502,40,20,-1,13000235,13000335,-1
30503,40,20,-1,13000235,13000335,-1
30504,40,20,-1,13000235,13000335,-1
30505,40,20,-1,13000235,13000335,-1
401101,40,10,-1,13004211,13004311,-1
401102,40,10,-1,13004211,13004311,-1
401103,40,10,-1,13004211,13004311,-1
401104,40,10,-1,13004211,13004311,-1
401105,40,10,-1,13004211,13004311,-1
401106,40,10,-1,13004211,13004311,-1
401107,40,10,-1,13004211,13004311,-1
401108,40,10,-1,13004211,13004311,-1
401109,40,10,-1,13004211,13004311,-1
401110,40,10,-1,13004211,13004311,-1
401111,40,10,-1,13004211,13004311,-1
401112,40,10,-1,13004211,13004311,-1
401113,40,10,-1,13004211,13004311,-1
401114,40,10,-1,13004211,13004311,-1
401115,40,10,-1,13004211,13004311,-1
401116,40,10,-1,13004211,13004311,-1
401117,40,10,-1,13004211,13004311,-1
401118,40,10,-1,13004211,13004311,-1
401119,40,10,-1,13004211,13004311,-1
401120,40,10,-1,13004211,13004311,-1
401121,40,10,-1,13004211,13004311,-1
401122,40,10,-1,13004211,13004311,-1
401123,40,10,-1,13004211,13004311,-1
401124,40,10,-1,13004211,13004311,-1
401201,40,10,-1,13004212,13004312,-1
401202,40,10,-1,13004212,13004312,-1
401203,40,10,-1,13004212,13004312,-1
401204,40,10,-1,13004212,13004312,-1
401205,40,10,-1,13004212,13004312,-1
401206,40,10,-1,13004212,13004312,-1
401207,40,10,-1,13004212,13004312,-1
401208,40,10,-1,13004212,13004312,-1
401209,40,10,-1,13004212,13004312,-1
401210,40,10,-1,13004212,13004312,-1
401211,40,10,-1,13004212,13004312,-1
401212,40,10,-1,13004212,13004312,-1
401213,40,10,-1,13004212,13004312,-1
401214,40,10,-1,13004212,13004312,-1
401215,40,10,-1,13004212,13004312,-1
401216,40,10,-1,13004212,13004312,-1
401217,40,10,-1,13004212,13004312,-1
401218,40,10,-1,13004212,13004312,-1
401301,40,15,-1,13004213,13004313,-1
401302,40,15,-1,13004213,13004313,-1
401303,40,15,-1,13004213,13004313,-1
401304,40,15,-1,13004213,13004313,-1
401305,40,15,-1,13004213,13004313,-1
401306,40,15,-1,13004213,13004313,-1
401307,40,15,-1,13004213,13004313,-1
401308,40,15,-1,13004213,13004313,-1
401309,40,15,-1,13004213,13004313,-1
401310,40,15,-1,13004213,13004313,-1
401311,40,15,-1,13004213,13004313,-1
401312,40,15,-1,13004213,13004313,-1
401313,40,15,-1,13004213,13004313,-1
401314,40,15,-1,13004213,13004313,-1
401315,40,15,-1,13004213,13004313,-1
401316,40,15,-1,13004213,13004313,-1
401401,40,15,-1,13004214,13004314,-1
401402,40,15,-1,13004214,13004314,-1
401403,40,15,-1,13004214,13004314,-1
401404,40,15,-1,13004214,13004314,-1
401405,40,15,-1,13004214,13004314,-1
401406,40,15,-1,13004214,13004314,-1
401407,40,15,-1,13004214,13004314,-1
401408,40,15,-1,13004214,13004314,-1
401409,40,15,-1,13004214,13004314,-1
401410,40,15,-1,13004214,13004314,-1
401501,40,20,-1,13004215,13004315,-1
401502,40,20,-1,13004215,13004315,-1
401503,40,20,-1,13004215,13004315,-1
401504,40,20,-1,13004215,13004315,-1
401505,40,20,-1,13004215,13004315,-1
402101,40,10,-1,13004211,13004311,-1
402102,40,10,-1,13004211,13004311,-1
402103,40,10,-1,13004211,13004311,-1
402104,40,10,-1,13004211,13004311,-1
402105,40,10,-1,13004211,13004311,-1
402106,40,10,-1,13004211,13004311,-1
402107,40,10,-1,13004211,13004311,-1
402108,40,10,-1,13004211,13004311,-1
402109,40,10,-1,13004211,13004311,-1
402110,40,10,-1,13004211,13004311,-1
402111,40,10,-1,13004211,13004311,-1
402112,40,10,-1,13004211,13004311,-1
402113,40,10,-1,13004211,13004311,-1
402114,40,10,-1,13004211,13004311,-1
402115,40,10,-1,13004211,13004311,-1
402116,40,10,-1,13004211,13004311,-1
402117,40,10,-1,13004211,13004311,-1
402118,40,10,-1,13004211,13004311,-1
402119,40,10,-1,13004211,13004311,-1
402120,40,10,-1,13004211,13004311,-1
402121,40,10,-1,13004211,13004311,-1
402122,40,10,-1,13004211,13004311,-1
402123,40,10,-1,13004211,13004311,-1
402124,40,10,-1,13004211,13004311,-1
402201,40,10,-1,13004212,13004312,-1
402202,40,10,-1,13004212,13004312,-1
402203,40,10,-1,13004212,13004312,-1
402204,40,10,-1,13004212,13004312,-1
402205,40,10,-1,13004212,13004312,-1
402206,40,10,-1,13004212,13004312,-1
402207,40,10,-1,13004212,13004312,-1
402208,40,10,-1,13004212,13004312,-1
402209,40,10,-1,13004212,13004312,-1
402210,40,10,-1,13004212,13004312,-1
402211,40,10,-1,13004212,13004312,-1
402212,40,10,-1,13004212,13004312,-1
402213,40,10,-1,13004212,13004312,-1
402214,40,10,-1,13004212,13004312,-1
402215,40,10,-1,13004212,13004312,-1
402216,40,10,-1,13004212,13004312,-1
402217,40,10,-1,13004212,13004312,-1
402218,40,10,-1,13004212,13004312,-1
402301,40,15,-1,13004213,13004313,-1
402302,40,15,-1,13004213,13004313,-1
402303,40,15,-1,13004213,13004313,-1
402304,40,15,-1,13004213,13004313,-1
402305,40,15,-1,13004213,13004313,-1
402306,40,15,-1,13004213,13004313,-1
402307,40,15,-1,13004213,13004313,-1
402308,40,15,-1,13004213,13004313,-1
402309,40,15,-1,13004213,13004313,-1
402310,40,15,-1,13004213,13004313,-1
402311,40,15,-1,13004213,13004313,-1
402312,40,15,-1,13004213,13004313,-1
402313,40,15,-1,13004213,13004313,-1
402314,40,15,-1,13004213,13004313,-1
402315,40,15,-1,13004213,13004313,-1
402316,40,15,-1,13004213,13004313,-1
402401,40,15,-1,13004214,13004314,-1
402402,40,15,-1,13004214,13004314,-1
402403,40,15,-1,13004214,13004314,-1
402404,40,15,-1,13004214,13004314,-1
402405,40,15,-1,13004214,13004314,-1
402406,40,15,-1,13004214,13004314,-1
402407,40,15,-1,13004214,13004314,-1
402408,40,15,-1,13004214,13004314,-1
402409,40,15,-1,13004214,13004314,-1
402410,40,15,-1,13004214,13004314,-1
402501,40,20,-1,13004215,13004315,-1
402502,40,20,-1,13004215,13004315,-1
402503,40,20,-1,13004215,13004315,-1
402504,40,20,-1,13004215,13004315,-1
402505,40,20,-1,13004215,13004315,-1
403101,40,10,-1,13004211,13004311,-1
403102,40,10,-1,13004211,13004311,-1
403103,40,10,-1,13004211,13004311,-1
403104,40,10,-1,13004211,13004311,-1
403105,40,10,-1,13004211,13004311,-1
403106,40,10,-1,13004211,13004311,-1
403107,40,10,-1,13004211,13004311,-1
403108,40,10,-1,13004211,13004311,-1
403109,40,10,-1,13004211,13004311,-1
403110,40,10,-1,13004211,13004311,-1
403111,40,10,-1,13004211,13004311,-1
403112,40,10,-1,13004211,13004311,-1
403113,40,10,-1,13004211,13004311,-1
403114,40,10,-1,13004211,13004311,-1
403115,40,10,-1,13004211,13004311,-1
403116,40,10,-1,13004211,13004311,-1
403117,40,10,-1,13004211,13004311,-1
403118,40,10,-1,13004211,13004311,-1
403119,40,10,-1,13004211,13004311,-1
403120,40,10,-1,13004211,13004311,-1
403121,40,10,-1,13004211,13004311,-1
403122,40,10,-1,13004211,13004311,-1
403123,40,10,-1,13004211,13004311,-1
403124,40,10,-1,13004211,13004311,-1
403201,40,10,-1,13004212,13004312,-1
403202,40,10,-1,13004212,13004312,-1
403203,40,10,-1,13004212,13004312,-1
403204,40,10,-1,13004212,13004312,-1
403205,40,10,-1,13004212,13004312,-1
403206,40,10,-1,13004212,13004312,-1
403207,40,10,-1,13004212,13004312,-1
403208,40,10,-1,13004212,13004312,-1
403209,40,10,-1,13004212,13004312,-1
403210,40,10,-1,13004212,13004312,-1
403211,40,10,-1,13004212,13004312,-1
403212,40,10,-1,13004212,13004312,-1
403213,40,10,-1,13004212,13004312,-1
403214,40,10,-1,13004212,13004312,-1
403215,40,10,-1,13004212,13004312,-1
403216,40,10,-1,13004212,13004312,-1
403217,40,10,-1,13004212,13004312,-1
403218,40,10,-1,13004212,13004312,-1
403301,40,15,-1,13004213,13004313,-1
403302,40,15,-1,13004213,13004313,-1
403303,40,15,-1,13004213,13004313,-1
403304,40,15,-1,13004213,13004313,-1
403305,40,15,-1,13004213,13004313,-1
403307,40,15,-1,13004213,13004313,-1
403308,40,15,-1,13004213,13004313,-1
403309,40,15,-1,13004213,13004313,-1
403310,40,15,-1,13004213,13004313,-1
403311,40,15,-1,13004213,13004313,-1
403312,40,15,-1,13004213,13004313,-1
403313,40,15,-1,13004213,13004313,-1
403315,40,15,-1,13004213,13004313,-1
403316,40,15,-1,13004213,13004313,-1
403401,40,15,-1,13004214,13004314,-1
403402,40,15,-1,13004214,13004314,-1
403403,40,15,-1,13004214,13004314,-1
403404,40,15,-1,13004214,13004314,-1
403405,40,15,-1,13004214,13004314,-1
403406,40,15,-1,13004214,13004314,-1
403407,40,15,-1,13004214,13004314,-1
403408,40,15,-1,13004214,13004314,-1
403409,40,15,-1,13004214,13004314,-1
403410,40,15,-1,13004214,13004314,-1
403501,40,20,-1,13004215,13004315,-1
403502,40,20,-1,13004215,13004315,-1
403503,40,20,-1,13004215,13004315,-1
403504,40,20,-1,13004215,13004315,-1
403505,40,20,-1,13004215,13004315,-1
50101,40,10,-1,13004211,13004311,-1
50102,40,10,-1,13004211,13004311,-1
50103,40,10,-1,13004211,13004311,-1
50104,40,10,-1,13004211,13004311,-1
50105,40,10,-1,13004211,13004311,-1
50106,40,10,-1,13004211,13004311,-1
50107,40,10,-1,13004211,13004311,-1
50108,40,10,-1,13004211,13004311,-1
50109,40,10,-1,13004211,13004311,-1
50110,40,10,-1,13004211,13004311,-1
50111,40,10,-1,13004211,13004311,-1
50112,40,10,-1,13004211,13004311,-1
50113,40,10,-1,13004211,13004311,-1
50114,40,10,-1,13004211,13004311,-1
50115,40,10,-1,13004211,13004311,-1
50116,40,10,-1,13004211,13004311,-1
50117,40,10,-1,13004211,13004311,-1
50118,40,10,-1,13004211,13004311,-1
50119,40,10,-1,13004211,13004311,-1
50120,40,10,-1,13004211,13004311,-1
50121,40,10,-1,13004211,13004311,-1
50122,40,10,-1,13004211,13004311,-1
50123,40,10,-1,13004211,13004311,-1
50124,40,10,-1,13004211,13004311,-1
50201,40,10,-1,13004212,13004312,-1
50202,40,10,-1,13004212,13004312,-1
50203,40,10,-1,13004212,13004312,-1
50204,40,10,-1,13004212,13004312,-1
50205,40,10,-1,13004212,13004312,-1
50206,40,10,-1,13004212,13004312,-1
50207,40,10,-1,13004212,13004312,-1
50208,40,10,-1,13004212,13004312,-1
50209,40,10,-1,13004212,13004312,-1
50210,40,10,-1,13004212,13004312,-1
50211,40,10,-1,13004212,13004312,-1
50212,40,10,-1,13004212,13004312,-1
50213,40,10,-1,13004212,13004312,-1
50214,40,10,-1,13004212,13004312,-1
50215,40,10,-1,13004212,13004312,-1
50216,40,10,-1,13004212,13004312,-1
50217,40,10,-1,13004212,13004312,-1
50218,40,10,-1,13004212,13004312,-1
50301,40,15,-1,13004213,13004313,-1
50302,40,15,-1,13004213,13004313,-1
50303,40,15,-1,13004213,13004313,-1
50304,40,15,-1,13004213,13004313,-1
50305,40,15,-1,13004213,13004313,-1
50306,40,15,-1,13004213,13004313,-1
50307,40,15,-1,13004213,13004313,-1
50308,40,15,-1,13004213,13004313,-1
50309,40,15,-1,13004213,13004313,-1
50310,40,15,-1,13004213,13004313,-1
50311,40,15,-1,13004213,13004313,-1
50312,40,15,-1,13004213,13004313,-1
50313,40,15,-1,13004213,13004313,-1
50314,40,15,-1,13004213,13004313,-1
50315,40,15,-1,13004213,13004313,-1
50316,40,15,-1,13004213,13004313,-1
50401,40,15,-1,13004214,13004314,-1
50402,40,15,-1,13004214,13004314,-1
50403,40,15,-1,13004214,13004314,-1
50404,40,15,-1,13004214,13004314,-1
50405,40,15,-1,13004214,13004314,-1
50406,40,15,-1,13004214,13004314,-1
50407,40,15,-1,13004214,13004314,-1
50408,40,15,-1,13004214,13004314,-1
50409,40,15,-1,13004214,13004314,-1
50410,40,15,-1,13004214,13004314,-1
50501,40,20,-1,13004215,13004315,-1
50502,40,20,-1,13004215,13004315,-1
50503,40,20,-1,13004215,13004315,-1
50504,40,20,-1,13004215,13004315,-1
50505,40,20,-1,13004215,13004315,-1
