id,conditionParamList,banner_icon,banner_image,banner_time,close_country,condition,correlate_show,date_color,date_dec,date_show,date_type,DefeatUI_desc,DefeatUI_icon,delay_time,describe,end_form_finish,end_show_time,entry_icon_type,exchangeRange,extra_reward,faq,form_list,goto_type,goto_value,gotoValueNum,icon,is_commerce,is_open,is_resources,item,login_data_get,loop_type,mail,MainTime_show,MainUI_btn,MainUI_icon,MainUI_isShow,MainUI_name,MainUI_order,MainUI_require,MainUI_show,mutex,name,on_broad,open_country,OpenPanel,order,param,param2,plat,recommend_type,recycle,red_point,reward_activity,reward_show,season,server_activity_time,server_list,server_open_day,service_id,show_colortype,show_desc,show_pic,show_reward,show_type,spec_name,switch_name,take_effect_time,time_type,type,ui_image,ui_type,uid,weight
198,[[5|20]],,,-1,,5|20,-1,-1,,-1,-1,,,-1,,,-1,1,[],,,25|0|10001|10002|10003|10004|10005|60006|70007,-1,,[],Activity_23,-1,0,-1,-1,-1,-1,3002,-1,2,,-1,,-1,,-1,,rance_name_2,-1,,ShowWarChestContestPanel,-1,,,,-1,,-1,,,-1,,1-10006,,,-1,,,-1,-1,,,1|99999,5,24,,,,-1
199,[[5|10]],,,-1,,5|10,-1,-1,,-1,-1,,,-1,UI_AllianceSitePreview_003,,-1,1,[],,,27|9063000,-1,,[],Activity_37,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,UI_AllianceSitePreview_001,-1,,,-1,,,,-1,,-1,,,-1,2023-9-5 00:00:00|2023-9-6 19:59:59,"1-501,10006",,,-1,,,-1,-1,,,2023-9-5 00:00:00|2023-9-6 19:59:59,1,26,,,,899
201,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_describe_171,,1,2,[],,,"3|1009|1010|1011|1012,19|7|20|74101|50|74102|100|74103|200|74104",-1,,[],Activity_25,1,0,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9052001|9052002|9052003|9052004|9052005|9052006],,,-1,,-1,,,-1,2023-9-6 00:00:00|2023-9-8 22:59:59,1-10005,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,2023-9-6 00:00:00|2023-9-8 22:59:59,1,18,,,,900
202,[[5|10]|[6|15]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,"5|10,6|15",-1,-1,,-1,-1,,,-1,activity_describe_171,,1,2,[],,,"21|3005,7|10002|204002,20|3",-1,,[],Activity_26,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name175,-1,,ShowRollingTableGiftPanel,-1,[46001|46002|46003|46004|46005|46006],,,-1,,-1,,,-1,2023-9-6 00:00:00|2023-9-12 23:59:59,10001-10005,,,-1,activity_describe_171,,-1,-1,,,2023-9-6 00:00:00|2023-9-12 23:59:59,1,19,,,,900
203,[[5|10]],,Textures/ActivityList/img_tl_banner2,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_203,,-1,2,[],,activity_faq_203,28|2397001|2|1|2|1,-1,,[],Activity_40,-1,1,-1,-1,-1,-1,3002,-1,4,,-1,,-1,,-1,,activity_name203,-1,,,-1,[9061000|9061001|9061002|9061003|9061004|9061005|9061006],,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,,,-1,-1,,,7|7,6,27,,,,-1
204,[[5|10]],,Textures/ActivityList/RankGiftBag_Building,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_171,,1,2,[],,,"3|2001|2002|2003|2005,19|2|80|73301|150|73302|250|73303|500|73305",-1,,[],Activity_24,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[110011|110012|110013|110014|110015|110016|110017|110018|110019],,,-1,,-1,,,-1,,10006-10007,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,5|8,5,18,,,,900
205,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_describe_171,,1,2,[],,,"3|1009|1010|1011|1012,19|5|20|74101|50|74102|100|74103|300|74104",-1,,[],Activity_25,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9110001|9110002|9110003|9110004|9110005|9110006],,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,10|3,6,18,,,,900
206,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|0|9112100|10|9112101|20|9112102|40|9112103|90|9112104|200|9112105|500|9112106|1000|9112107|2000|9112108,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,1,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,,11|1,6,21,,,,-1
207,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|0|9112200|10|9112201|20|9112202|40|9112203|90|9112204|200|9112205|500|9112206|1000|9112207|2000|9112208,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,1,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,,12|1,6,21,,,,-1
208,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|0|9112100|10|9112101|20|9112102|40|9112103|90|9112104|200|9112105|500|9112106|1000|9112107|2000|9112108,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,1,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,,13|1,6,21,,,,-1
209,[[5|10]],,,-1,,5|10,-1,-1,,-1,-1,,,-1,UI_RallyActivity_002,,-1,1,[],,,21|1063,-1,,[],Activity_42,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,UI_RallyActivity_001,-1,,RallyAcitivtyPanel,-1,[4102|301001|41000|4103|12],,,-1,,-1,,,-1,2023-9-13 00:00:00|2034-9-12 23:59:59,10007,,,-1,UI_RallyActivity_007,,-1,-1,,,1|7,6,25,,,,900
210,[[5|10]],,Textures/ActivityList/RankGiftBag_LvUp,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_171,,1,2,[],,,"3|3006|3007|3008|3009|3010,19|8|100|9134001|200|9134002|400|9134003|600|9134004",-1,,[],Activity_23,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9135001|9135002|9135003|9135004|9135005|9135006|9135007|9135008|9135009|9135010|9135011|9135012|9135013|9135014|9135015|9135016|9135017|9135018],,,-1,,-1,,,-1,,10001-10006,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,13|16,5,18,,,,900
211,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_206,,-1,2,[],,activity_faq_193_1,23|9120001|1|0|9112100|10|9112101|20|9112102|40|9112103|90|9112104|200|9112105|500|9112106|1000|9112107|2000|9112108,-1,,[],Activity_44,1,0,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,,-1,2023-9-13 00:00:00|2023-9-15 23:59:59,1-10006,,,-1,activity_describe_171,,-1,-1,,,2023-9-13 00:00:00|2023-9-15 23:59:59,1,21,,,,-1
212,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_181,,1,2,[],,,"21|3005,7|10003|204002,20|4",-1,,[],Activity_26,1,1,-1,-1,-1,-1,2001,-1,4,,-1,,-1,,-1,,activity_name181,-1,,ShowRollingTableGiftPanel,-1,[46001|46002|46003|46004|46005|46006],,,-1,,-1,,,-1,2023-9-13 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,,14|14,6,19,,,,900
213,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_describe_171,,1,2,[],,,"3|1001|1002|1003|1004,19|1|20|73101|50|73102|100|73103|300|73104",-1,,[],Activity_25,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9150101|9150102|9150103|9150104|9150105|9150106],,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10007,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,2|5,5,18,,,,900
214,[[5|10]],,Textures/ActivityList/RankGiftBag_StarUp,-1,,5|10,-1,-1,,-1,-1,activity_describe_171,,-1,activity_describe_171,,1,2,[],,,"3|1009|1010|1011|1012,19|5|20|74101|50|74102|100|74103|300|74104",-1,,[],Activity_25,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9150201|9150202|9150203|9150204|9150205|9150206],,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10007,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,10|13,5,18,,,,900
215,[[5|10]],,Textures/ActivityList/TotalPay_Common,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_215,,-1,2,[],,activity_faq_193,23|9120001|0|0|9158000|30|9158001|80|9158002|150|9158003|300|9158004|500|9158005|1000|9158006|2000|9158007|4000|9158008|7000|9158009|10000|9158010|14000|9158011|20000|9158012,-1,,[],Activity_44,1,1,-1,-1,-1,-1,-1,-1,4,,-1,,-1,,-1,,activity_name_206,-1,,ShowTotalPayPanel,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10006,,,-1,activity_describe_171,,-1,-1,,,14|14,6,21,,,,-1
216,[[5|20]|[7|254|0]],,,-1,,"5|20,7|254|0",-1,-1,,-1,-1,,,-1,,,-1,1,[],,,25|0|10001|10002|10003|10004|10005|60006|70007,-1,,[],Activity_23,-1,0,-1,-1,-1,-1,3002,-1,2,,-1,,-1,,-1,,rance_name_2,-1,,ShowWarChestContestPanel,-1,,,,-1,,-1,,,-1,,10007-10008,,,-1,,,-1,-1,,,3|99999,5,24,,,,-1
217,[[5|9999]],hd_btn_qitianle_,Textures/ActivityList/Activity_Banner_1,-1,,5|9999,-1,-1,,-1,-1,,,-1,,,-1,1,[],,,29|1,-1,,[],Activity_7,-1,1,-1,-1,-1,-1,1045,-1,2,,-1,,-1,,1,303,sevenday_celebrate_tips1,-1,,,-1,,,,-1,,-1,,,-1,2023-9-6 00:00:00|2034-9-12 23:59:59,10001-10009,,,-1,,,-1,-1,,,168,2,28,,,,900
218,[[5|10]],,Textures/ActivityList/RankGiftBag_Building,-1,,5|10,-1,-1,,-1,-1,,,-1,activity_describe_171,,1,2,[],,,"3|3011|3012|3013|3014,19|9|150|9184001|250|9184002|500|9184003|1500|9184004",-1,,[],Activity_24,1,1,-1,-1,-1,-1,2001,-1,2,,-1,,-1,,-1,,activity_name171,-1,,show_ranking_main_panel,-1,[9185001|9185002|9185003|9185004|9185005|9185006|9185007|9185008|9185009],,,-1,,-1,,,-1,,10001-10006,,,-1,activity_describe_171,,-1,-1,,activity_self_select_pack,17|20,5,18,,,,900
219,[[5|10]],,,-1,,5|10,-1,-1,,-1,-1,,,-1,UI_RallyActivity_002,,-1,1,[],,,21|1063,-1,,[],Activity_42,-1,1,-1,-1,-1,-1,-1,-1,2,,-1,,-1,,-1,,UI_RallyActivity_001,-1,,RallyAcitivtyPanel,-1,[4102|301001|41000|4103|12],,,-1,,-1,,,-1,,10001-10006,,,-1,UI_RallyActivity_007,,-1,-1,,,20|23,5,25,,,,900
