id,costEnergy,costEnergyRally,groupCostEnergy,alliance_giftid,area_refresh_cd,area_refresh_max,attr_affected_1120,bounty_level,cost_energy,cost_goods,costGoodList,day_max_kill_attr,day_max_kill_num,death_time,desc,drop_client,dropClientRewards,first_reward_group,group_cost_energy,icon,icon_big,join_max,level_max,life_time,map_zoom_icon,model,model_size,monster_type,name,open_days,passenger_cost,picture,rally_setting_icon,rally_type,reward_res_show,search_group,search_level,search_order,search_shield,search_show,searchIcon,super_assembly_cost,switch_key,switch_member,x_para,y_para
2004,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,,-1,1,-1,,,-1,-1,map_monster_group_name_2004,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
13,10,10,10,102,900,30,-1,-1,10,,[],-1,-1,10,map_monster_group_desc_13,6507,[],-1,10,,res_boss_005,50,10,3590,SLG_mon_05,res_boss_005,1,2,map_monster_group_name_13,0,-1,,,2,,-1,,0,0,2,,-1,,,,
15,10,10,10,102,900,30,-1,6,10,,[],-1,20,10,,6507,[],-1,10,,res_boss_026,30,10,3590,SLG_mon_05,res_boss_026,1,2,map_monster_group_name_15,0,-1,,,2,,-1,,0,0,2,,-1,,,,
215,10,10,10,102,900,30,-1,6,10,,[],-1,20,10,,6507,[],-1,10,,res_pet_bg_01,30,10,3590,SLG_mon_05,res_pet_bg_01,1,2,map_monster_group_name_slm,0,-1,,,2,,-1,,0,0,2,,-1,,,,
16,10,10,10,102,900,30,-1,6,10,,[],-1,-1,10,,6507,[],-1,10,,res_boss_008,50,10,3590,SLG_mon_05,res_boss_008,1,2,map_monster_group_name_16,0,-1,,,2,,-1,,0,0,2,,-1,,,,
17,10,10,10,102,900,30,-1,6,10,,[],-1,-1,10,,6507,[],-1,10,,res_boss_009,50,10,3590,SLG_mon_05,res_boss_009,1,2,map_monster_group_name_17,0,-1,,,2,,-1,,0,0,2,,-1,,,,
18,10,10,10,102,900,30,-1,6,10,,[],-1,-1,10,,6507,[],-1,10,,res_boss_010,50,10,3590,SLG_mon_05,res_boss_008,1,2,map_monster_group_name_18,0,-1,,,2,,-1,,0,0,2,,-1,,,,
2015,10,10,10,102,900,30,-1,6,10,,[],-1,20,10,,6507,[],-1,10,,res_boss_2015,30,10,3590,SLG_mon_05,res_boss_2015,1,2,hero_name_60409,0,-1,,,2,,-1,,0,0,2,,-1,,,,
51,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_boss_014,-1,10,-1,,res_boss_014,2,-1,activity_name_280,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_boss_015,-1,10,-1,,res_boss_015,2,-1,activity_name_281,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
53,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_boss_016,-1,10,-1,,res_boss_016,2,-1,activity_name_282,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_boss_017,-1,10,-1,,res_boss_017,2,-1,activity_name591,-1,-1,,,8,,-1,,-1,-1,-1,,-1,,,,
4,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],1,-1,,res_meats_bg_001,-1,30,10790,SLG_boss_01,res_meats_bg_001,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
8,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],1,-1,,res_meats_bg_002,-1,30,10790,SLG_boss_01,res_meats_bg_002,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
9,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],1,-1,,res_meats_bg_003,-1,30,10790,SLG_boss_01,res_meats_bg_003,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
5,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_4,6508,[],-1,-1,,res_meats_bg_001,-1,31,7190,SLG_boss_01,res_meats_bg_001,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
6,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_8,6509,[],-1,-1,,res_meats_bg_002,-1,31,7190,SLG_boss_01,res_meats_bg_002,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
10,-1,-1,-1,-1,1200,-1,-1,7,-1,,[],1112,3,10,,,[],10,-1,,res_meats_005,-1,10,10790,SLG_boss_01,res_monster_002,1,3,map_monster_group_name_10,1,-1,,,-1,,-1,,1,0,1,,-1,,,,
11,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_001,50,10,3590,icon_mini_dragon_red,res_boss_001,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
12,10,10,10,-1,-1,-1,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_002,50,11,7190,icon_mini_dragon_red,res_boss_002,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,-1,-1,-1,,-1,,,,
112,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_027,50,10,3590,icon_mini_dragon_red,res_boss_027,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
113,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_028,50,10,3590,icon_mini_dragon_red,res_boss_028,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
114,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_029,50,10,3590,icon_mini_dragon_red,res_boss_029,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
19,10,10,10,103,900,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_025,10,7,3590,icon_mini_dragon_red,res_boss_025,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,monster_fortress_001,-1,1,-1,,monster_fortress_001,-1,-1,map_monster_group_name_22,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
62,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_001,-1,1,-1,,res_relic_bg_001,2,-1,hero_name_60199,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
63,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_002,-1,1,-1,,res_relic_bg_002,2,-1,hero_name_60017,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
64,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_003,-1,1,-1,,res_relic_bg_003,2,-1,hero_name_60047,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
65,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_004,-1,1,-1,,res_relic_bg_004,2,-1,hero_name_60116,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
66,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_005,-1,1,-1,,res_relic_bg_005,2,-1,hero_name_60198,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_troops_001,-1,3,-1,,res_troops_001,-1,-1,kingdomwar_building_function_desc_19,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
39,5,10,10,101,-1,-1,-1,-1,5,,[],-1,-1,10,,,[],-1,10,,res_boss_003,20,999,28800,SLG_boss_01,res_boss_003,1,1,pet_egg_04,-1,-1,,,6,,-1,,-1,-1,-1,,-1,,,,
70,-1,-1,-1,-1,600,30,-1,-1,-1,,[],-1,-1,10,,,[],-1,-1,,Head_60361,-1,3,3550,SLG_boss_01,Head_60361,2,4,gem_collection_246,1,-1,,,-1,,-1,,0,0,2,,-1,,,,
101,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],1,-1,,res_meats_bg_101,-1,30,10790,SLG_boss_01,res_meats_bg_101,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
102,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],1,-1,,res_meats_bg_102,-1,30,10790,SLG_boss_01,res_meats_bg_102,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
103,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],1,-1,,res_meats_bg_103,-1,30,10790,SLG_boss_01,res_meats_bg_103,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
108,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_108,10,4,10790,SLG_boss_01,res_boss_bg_108,2,4,hero_name_60247,1,-1,,,-1,,-1,,0,0,2,,-1,,,,
109,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_109,10,8,10790,icon_mini_dragon_red,res_boss_bg_109,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
67,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,sand_worm,-1,1,-1,,sand_worm,3,-1,worm_boss_name,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
120,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,monster_fortress_001,-1,1,-1,,monster_fortress_001,-1,-1,map_monster_group_name_22,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
121,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_101,-1,1,-1,,res_relic_bg_101,2,-1,hero_name_60214,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
122,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_102,-1,1,-1,,res_relic_bg_102,2,-1,hero_name_60216,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
123,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_103,-1,1,-1,,res_relic_bg_103,2,-1,hero_name_70037,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
124,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_104,-1,1,-1,,res_relic_bg_104,2,-1,hero_name_60266,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
125,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_105,-1,1,-1,,res_relic_bg_105,2,-1,hero_name_60247,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
126,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_106,-1,3,-1,,res_relic_bg_106,-1,-1,kingdomwar_building_function_desc_19,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
131,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,sand_encounter_map_monster_group_desc_1,6507,[],-1,10,,Head_60285,50,3,600,icon_mini_dragon_red,Head_60285,1,2,sand_encounter_map_monster_group_name_1,0,-1,,,1,,-1,,0,0,2,,-1,,,,
132,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,hero_name_60237,,[],-1,-1,,Head_60237,-1,3,-1,,Head_60237,-1,-1,hero_name_60237,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
201,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],1,-1,,res_meats_bg_201,-1,30,10790,SLG_boss_01,res_meats_bg_201,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
202,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_8,6511,[],1,-1,,res_meats_bg_202,-1,30,10790,SLG_boss_01,res_meats_bg_202,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,5,0,1,,-1,,,,
203,5,-1,-1,-1,-1,-1,-1,4,5,,[],1094,3,10,map_monster_group_desc_9,6512,[],1,-1,,res_meats_bg_203,-1,30,10790,SLG_boss_01,res_meats_bg_203,1,1,map_monster_group_name_9,-1,-1,,,-1,,-1,,4,0,1,,-1,,,,
205,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_4,6508,[],-1,-1,,res_meats_bg_201,-1,31,7190,SLG_boss_01,res_meats_bg_201,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
206,5,-1,-1,-1,-1,-1,-1,-1,5,,[],-1,-1,10,map_monster_group_desc_8,6509,[],-1,-1,,res_meats_bg_202,-1,31,7190,SLG_boss_01,res_meats_bg_202,1,1,map_monster_group_name_8,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
208,10,10,10,103,30,8,-1,7,10,,[],-1,3,10,,,[],108,10,,res_boss_bg_208,10,5,10790,SLG_boss_01,res_boss_bg_208,2,4,hero_name_60312,1,-1,,,23,,-1,,0,0,2,,-1,,,,
209,10,10,10,103,7200,20,-1,6,10,,[],-1,3,10,,6507,[],-1,10,,res_boss_bg_209,10,9,10790,icon_mini_dragon_red,res_boss_bg_209,2,2,map_monster_group_name_19,6,-1,,,13,,-1,,0,0,2,,-1,,,,
211,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_211,50,10,3590,icon_mini_dragon_red,res_boss_bg_211,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,0,0,2,,-1,,,,
212,10,10,10,-1,-1,-1,-1,6,10,,[],-1,-1,10,map_monster_group_desc_11,6507,[],-1,10,,res_boss_bg_212,50,11,7190,icon_mini_dragon_red,res_boss_bg_212,1,2,map_monster_group_name_11,0,-1,,,1,,-1,,-1,-1,-1,,-1,,,,
230,5,10,10,-1,-1,-1,-1,-1,5,,[],-1,-1,-1,,,[],-1,10,,Head_60319,-1,1,-1,,Head_60319,3,-1,hero_name_60319,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
220,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,monster_fortress_001,-1,1,-1,,monster_fortress_001,-1,-1,map_monster_group_name_22,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
221,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_201,-1,1,-1,,res_relic_bg_201,2,-1,hero_name_60214,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
222,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_202,-1,1,-1,,res_relic_bg_202,2,-1,hero_name_60216,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
223,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_203,-1,1,-1,,res_relic_bg_203,2,-1,hero_name_70037,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
224,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_204,-1,1,-1,,res_relic_bg_204,2,-1,hero_name_60266,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
225,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_205,-1,1,-1,,res_relic_bg_205,2,-1,hero_name_60247,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
226,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,res_relic_bg_206,-1,3,-1,,res_relic_bg_206,-1,-1,kingdomwar_building_function_desc_19,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
231,10,10,10,103,900,50,-1,6,10,,[],-1,-1,10,season_encounter_map_monster_group_desc_1,6507,[],-1,10,,Head_60335,50,10,600,icon_mini_dragon_red,Head_60335,1,2,season_encounter_map_monster_group_name_1,0,-1,,,1,,-1,,0,0,2,,-1,,,,
232,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,hero_name_60347,,[],-1,-1,,Head_60347,-1,3,-1,,Head_60347,-1,-1,hero_name_60347,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
251,-1,-1,-1,-1,-1,-1,-1,-1,-1,,[],-1,-1,-1,,,[],-1,-1,,Head_60218,-1,4,-1,,Head_60218,2,-1,hero_name_60218,-1,-1,,,-1,,-1,,-1,-1,-1,,-1,,,,
301,5,-1,-1,-1,-1,-1,-1,4,5,,[],-1,-1,10,map_monster_group_desc_4,6506,[],301,-1,,res_meats_bg_301,-1,30,10790,SLG_boss_01,res_meats_bg_301,1,1,map_monster_group_name_4,-1,-1,,,-1,,-1,,6,0,1,,-1,,,,
