id,buy_limit,buy_type,icon_desc,is_open,item_id,name,price,target,type
58,9,2,,1,[6|104402|1],最初的光辉,800,,5
59,1,1,,1,[2|130007|2],木石自选10000,400,,5
60,1,1,,1,[2|206006|6],肉*15000,400,,5
61,1,1,,1,[999|6|1000],红水晶,200,,5
62,1,1,,1,[999|6|1000],红水晶,200,,5
63,1,1,,1,[2|100002|1],体力25,100,,5
64,100,1,,1,[2|10031|1],SSR人类坦克【光盾】碎片,120,,6
65,100,1,,1,[2|10024|1],SSR人类DPS【占星】碎片,120,,6
66,100,1,,1,[2|10030|1],SSR人类辅助【吟游诗人】,120,,6
67,1,2,,1,[7|112|1],999联盟城堡【不败荣耀LV1】,1200,,6
68,1,2,,1,[2|20112|1],【不败荣耀】城堡升级道具,5000,,6
69,9,2,,1,[6|30002|1],遮阳伞,3000,,6
70,9,2,,1,[6|30001|1],躺椅,800,,6
71,9,2,,1,[6|30003|1],水果桌,800,,6
72,9,2,,1,[6|30004|1],冲浪板,800,,6
73,9,2,,1,[6|30005|1],沙堡,800,,6
74,1,1,,1,[2|130007|2],木石自选10000,400,,6
75,1,1,,1,[2|206006|6],肉*15000,400,,6
76,1,1,,1,[999|6|1000],红水晶,200,,6
77,1,1,,1,[999|6|1000],红水晶,200,,6
78,1,1,,1,[2|100002|1],体力25,100,,6
79,50,1,,1,[2|130114|1],联盟英雄自选箱子,1600,,7
80,50,1,,1,[2|130116|1],自然英雄自选箱子,1600,,7
81,1,2,,1,[7|131|1],联盟城堡-狮鹫,6000,,7
82,9,2,,1,[6|30002|1],遮阳伞,3000,,7
83,9,2,,1,[6|30005|1],沙堡,800,,7
84,9,2,,1,[6|30001|1],躺椅,800,,7
85,9,2,,1,[6|30003|1],水果桌,800,,7
86,9,2,,1,[6|30004|1],冲浪板,800,,7
87,1,1,,1,[2|130007|2],木石自选10000,400,,7
88,1,1,,1,[2|206008|1],肉*50000,400,,7
89,1,1,,1,[999|6|1000],红水晶,200,,7
90,1,1,,1,[999|6|1000],红水晶,200,,7
91,1,1,,1,[2|100002|1],体力25,100,,7
92,50,1,,1,[2|11161001|1],秘宝随机箱,80,,8
93,100,1,,1,[2|10036|1],森之少女碎片,50,,8
94,100,1,,1,[2|10019|1],树人碎片,50,,8
95,100,1,,1,[2|10035|1],贤者碎片,50,,8
96,1,2,,1,[7|181|1],水车堡,2000,,8
97,9,2,,1,[6|105501|1],嶙峋石堆,1000,,8
98,9,2,,1,[6|105401|1],小聚餐桌,300,,8
99,9,2,,1,[6|105402|1],休闲吊床,300,,8
100,9,2,,1,[6|105403|1],大叶盆栽,300,,8
101,9,2,,1,[6|105404|1],悠悠吊灯,300,,8
102,10,1,,1,[2|206106|20],木头*10000,100,,8
103,10,1,,1,[2|206206|20],石头*10000,100,,8
104,10,1,,1,[2|206005|10],肉*10000,100,,8
105,10,1,,1,[999|6|1000],红水晶,50,,8
106,1,1,,1,[2|100002|1],体力25,40,,8
107,50,2,,1,[2|130115|1],部落英雄自选箱子,800,,9
108,8,2,,1,[2|11145004|1],部落攻击橙色装备自选,2000,,9
109,8,2,,1,[2|11145008|1],部落防御橙色装备自选,2000,,9
110,8,2,,1,[2|11145012|1],部落辅助橙色装备自选,2000,,9
111,1,2,,1,[7|141|1],部落城堡-龙堡,6000,,9
112,9,2,,1,[6|104501|1],橙色装饰物-敬火种的荣光,2000,,9
113,9,2,,1,[6|104401|1],紫色装饰物-一食一思,500,,9
114,9,2,,1,[6|104403|1],紫色装饰物-龙潭密宝,500,,9
115,9,2,,1,[6|104404|1],紫色装饰物-幽谷明灯,500,,9
116,9,2,,1,[6|104402|1],紫色装饰物-最初的光辉,500,,9
117,50,1,,1,[2|130007|1],木石自选100000,200,,9
118,50,1,,1,[2|206008|1],肉*100000,200,,9
119,50,1,,1,[2|206|1200],装备升星券,100,,9
120,50,1,,1,[2|11161001|1],秘宝随机箱,100,,9
121,5,1,,1,[2|100002|2],体力药水25,100,,9
122,50,2,,1,[1|10036|1],森之少女英雄,800,,10
123,50,2,,1,[1|10034|1],部落萨满英雄,800,,10
124,8,2,,1,[2|11145010|1],自然辅助橙色装备自选,2000,,10
125,8,2,,1,[2|11145012|1],部落辅助橙色装备自选,2000,,10
126,1,2,,1,[7|141|1],部落城堡-龙堡,6000,,10
127,9,2,,1,[6|104501|1],橙色装饰物-敬火种的荣光,2000,,10
128,9,2,,1,[6|104401|1],紫色装饰物-一食一思,500,,10
129,9,2,,1,[6|104403|1],紫色装饰物-龙潭密宝,500,,10
130,9,2,,1,[6|104404|1],紫色装饰物-幽谷明灯,500,,10
131,9,2,,1,[6|104402|1],紫色装饰物-最初的光辉,500,,10
132,50,1,,1,[2|130007|1],木石自选100000,200,,10
133,50,1,,1,[2|206008|1],肉*100000,200,,10
134,50,1,,1,[2|206|1200],装备升星券,100,,10
135,50,1,,1,[999|6|500],红水晶,100,,10
136,5,1,,1,[2|100002|2],体力药水25,100,,10
137,50,2,,1,[2|130115|1],部落英雄自选箱子,400,,11
138,8,2,,1,[2|11145004|1],部落攻击橙色装备自选,2000,,11
139,8,2,,1,[2|11145008|1],部落防御橙色装备自选,2000,,11
140,8,2,,1,[2|11145012|1],部落辅助橙色装备自选,2000,,11
141,1,2,,1,[7|141|1],部落城堡-龙堡,6000,,11
142,9,2,,1,[6|104501|1],橙色装饰物-敬火种的荣光,1200,,11
143,9,2,,1,[6|104401|1],紫色装饰物-一食一思,300,,11
144,9,2,,1,[6|104403|1],紫色装饰物-龙潭密宝,300,,11
145,9,2,,1,[6|104404|1],紫色装饰物-幽谷明灯,300,,11
146,9,2,,1,[6|104402|1],紫色装饰物-最初的光辉,300,,11
147,50,1,,1,[2|130007|3],木石自选100000,200,,11
148,50,1,,1,[2|206008|3],肉*100000,200,,11
149,50,1,,1,[2|206|1200],装备升星券,100,,11
150,50,1,,1,[2|11161001|1],秘宝随机箱,100,,11
151,5,1,,1,[2|100002|2],体力药水25,100,,11
152,50,2,,1,[1|10036|1],森之少女英雄,600,,12
153,50,2,,1,[1|10034|1],部落萨满英雄,600,,12
154,8,2,,1,[2|11145010|1],自然辅助橙色装备自选,3000,,12
155,8,2,,1,[2|11145012|1],部落辅助橙色装备自选,3000,,12
156,1,2,,1,[7|141|1],部落城堡-龙堡,6000,,12
157,9,2,,1,[6|104501|1],橙色装饰物-敬火种的荣光,2000,,12
158,9,2,,1,[6|104401|1],紫色装饰物-一食一思,500,,12
159,9,2,,1,[6|104403|1],紫色装饰物-龙潭密宝,500,,12
160,9,2,,1,[6|104404|1],紫色装饰物-幽谷明灯,500,,12
161,9,2,,1,[6|104402|1],紫色装饰物-最初的光辉,500,,12
162,50,1,,1,[2|130007|1],木石自选100000,200,,12
163,50,1,,1,[2|206008|2],肉*100000,200,,12
164,50,1,,1,[2|206|1500],装备升星券,100,,12
165,50,1,,1,[999|6|500],红水晶,100,,12
166,5,1,,1,[2|100002|2],体力药水25,100,,12
167,50,2,,1,[1|10036|1],森之少女英雄,600,,13
168,50,2,,1,[1|10034|1],部落萨满英雄,600,,13
169,8,2,,1,[2|11145010|1],自然辅助橙色装备自选,3000,,13
170,8,2,,1,[2|11145012|1],部落辅助橙色装备自选,3000,,13
171,9,2,,1,[6|105501|1],橙色装饰物-嶙峋石堆,2000,,13
172,9,2,,1,[6|105401|1],紫色装饰物-小聚餐桌,500,,13
173,9,2,,1,[6|105404|1],紫色装饰物-悠悠吊灯,500,,13
174,9,2,,1,[6|105403|1],紫色装饰物-大叶盆栽,500,,13
175,9,2,,1,[6|105402|1],紫色装饰物-休闲吊床,500,,13
176,50,1,,1,[2|161008|2],4级符文箱子,400,,13
177,50,1,,1,[2|130005|60],木石自选*10000,200,,13
178,50,1,,1,[2|206005|15],肉*10000,200,,13
179,50,1,,1,[2|206|1000],装备升星券,100,,13
180,50,1,,1,[999|6|500],红水晶,100,,13
181,50,2,,1,[1|10039|1],沙漠王子英雄,800,,14
182,50,2,,1,[1|10037|1],妖精英雄,800,,14
183,1,2,,1,[7|161|1],自然城堡-旋转木马,6000,,14
184,1,2,,1,[7|141|1],龙堡,6000,,14
185,50,2,,1,[2|130115|1],部落英雄自选箱,400,,14
186,50,2,,1,[2|130116|1],自然英雄自选箱,400,,14
187,10,2,,1,[2|11145004|1],贤者套装自选箱（部族）,2000,,14
188,10,2,,1,[2|11145008|1],大地套装自选箱（部族）,2000,,14
189,10,2,,1,[2|11145012|1],冠军套装自选箱（部族）,2000,,14
190,10,2,,1,[2|11145002|1],贤者套装自选箱（自然）,2000,,14
191,10,2,,1,[2|11145006|1],大地套装自选箱（自然）,2000,,14
192,10,2,,1,[2|11145010|1],冠军套装自选箱（自然）,2000,,14
193,999,1,,1,[2|130007|5],木石自选100000,200,,14
194,999,1,,1,[2|206008|3],肉*100000,200,,14
195,999,1,,1,[2|206|1000],装备升星券,100,,14
196,999,1,,1,[2|11161001|1],秘宝随机箱,100,,14
197,5,1,,1,[2|100002|2],体力药水25,100,,14
198,2,2,,1,[2|142|1],部族灵魂石,650,,15
199,5,2,,1,[2|141|1],联盟灵魂石,650,,15
200,20,2,,1,[2|10039|10],沙漠王子碎片,600,,15
201,8,2,,1,[2|11145004|1],贤者套装自选箱（部族）,800,,15
202,8,2,,1,[2|11145008|1],大地套装自选箱（部族）,800,,15
203,8,2,,1,[2|11145012|1],冠军套装自选箱（部族）,800,,15
204,8,2,,1,[2|11145002|1],贤者套装自选箱（自然）,800,,15
205,1,2,,1,[2|11309001|1],城堡外观装扮箱,6500,,15
206,50,2,,1,[999|2|300],突破材料自选,200,,15
207,500,1,,1,[2|206008|5],肉*100000,200,,15
208,500,1,,1,[2|208003|5],红水晶*1000,150,,15
209,500,1,,1,[2|130007|10],木石自选*100000,150,,15
210,200,2,,1,[2|220005|1],万能橙色碎片,100,,15
211,5,1,,1,[2|100002|2],体力药水25,100,,15
212,5,2,,1,[2|144|1],武器进阶石,1000,,15
213,5,2,,1,[2|145|1],衣服进阶石,1000,,15
214,5,2,,1,[2|147|1],头盔进阶石,1000,,15
215,5,2,,1,[2|146|1],鞋子进阶石,1000,,15
216,200,2,,1,[2|10018|1],守秘人碎片,50,,16
217,200,2,,1,[2|10020|1],剑术教官碎片,50,,16
218,200,2,,1,[2|10035|1],贤者碎片,50,,16
219,8,2,,1,[2|11145001|1],贤者套装自选箱（无阵营）,500,,16
220,8,2,,1,[2|11145005|1],大地套装自选箱（无阵营）,500,,16
221,8,2,,1,[2|11145009|1],冠军套装自选箱（无阵营）,500,,16
222,10,2,,1,[2|11161006|1],公爵尾戒宝箱,700,,16
223,100,2,,1,[2|11161001|1],公爵尾戒秘宝随机箱,80,,16
224,5,2,,1,[6|20002|1],石匠礼物,2000,,16
225,5,2,,1,[6|20003|1],修女头环,2000,,16
226,5,2,,1,[6|308501|1],联盟圣塔,2000,,16
227,999,1,,1,[2|206106|4],木头*10000,10,,16
228,999,1,,1,[2|206206|4],石头*10000,10,,16
229,999,1,,1,[2|206005|2],肉*10000,10,,16
230,999,1,,1,[2|206|200],装备升星券,25,,16
231,999,1,,1,[999|6|500],红水晶,25,,16
232,10,1,,1,[2|100002|1],体力药水25,50,,16
233,2,2,,1,[2|142|1],部落灵魂石,650,,17
234,2,2,,1,[2|141|1],联盟灵魂石,650,,17
235,20,2,,1,[2|10039|10],沙漠王子碎片,600,,17
236,200,2,,1,[2|10027|1],修女碎片,60,,17
237,200,2,,1,[2|10023|1],荒野猎手碎片,60,,17
238,4,2,,1,[2|11145004|1],贤者套装自选箱（部族）,800,,17
239,4,2,,1,[2|11145011|1],冠军套装自选箱（联盟）,800,,17
240,1,2,,1,[2|144|1],武器进阶石,1000,,17
241,1,2,,1,[2|145|1],衣服进阶石,1000,,17
242,1,2,,1,[2|147|1],头盔进阶石,1000,,17
243,1,2,,1,[2|146|1],鞋子进阶石,1000,,17
244,1,2,,1,[2|11309001|1],城堡外观装扮箱,6500,,17
245,50,2,,1,[999|2|300],突破材料自选,200,,17
246,500,1,,1,[2|206008|5],肉*100000,200,,17
247,500,1,,1,[2|208003|5],红水晶*1000,150,,17
248,500,1,,1,[2|130007|10],木石自选*100000,150,,17
249,200,2,,1,[2|220005|1],万能橙色碎片,100,,17
250,5,1,,1,[2|100002|2],体力药水25,100,,17
251,200,2,,1,[2|10031|1],审判官碎片,100,,18
252,4,2,,1,[2|11145001|1],贤者套装自选箱（无阵营）,900,,18
253,4,2,,1,[2|11145005|1],大地套装自选箱（无阵营）,900,,18
254,4,2,,1,[2|11145009|1],冠军套装自选箱（无阵营）,900,,18
255,1,2,,1,[7|151|1],蓝晶堡,1800,,18
256,10,2,,1,[2|161008|1],4级符文箱子,350,,18
257,30,2,,1,[2|11161001|1],公爵尾戒秘宝随机箱,100,,18
258,999,1,,1,[2|206106|4],木头*10000,10,,18
259,999,1,,1,[2|206206|4],石头*10000,10,,18
260,999,1,,1,[2|206005|2],肉*10000,10,,18
261,999,1,,1,[2|206|200],装备升星券,35,,18
262,999,1,,1,[999|6|500],红水晶,35,,18
263,10,1,,1,[2|100002|1],体力药水25,65,,18
264,200,2,,1,[2|130119|1],自然英雄碎片自选箱,120,,19
265,100,2,,1,[2|220005|1],橙色万能碎片,150,,19
266,8,2,,1,[2|12120101|1],武器自选箱（无阵营）,900,,19
267,8,2,,1,[2|12120102|1],衣服自选箱（无阵营）,900,,19
268,8,2,,1,[2|12120103|1],鞋子自选箱（无阵营）,900,,19
269,8,2,,1,[2|12120104|1],头盔自选箱（无阵营）,900,,19
270,4,2,,1,[2|11145006|1],大地套装自选箱（自然）,1500,,19
271,4,2,,1,[2|11145002|1],贤者套装自选箱（自然）,1500,,19
272,4,2,,1,[2|11145010|1],冠军套装自选箱（自然）,1500,,19
273,5,2,,1,[6|111502|1],平衡神像,2000,,19
274,5,2,,1,[6|308503|1],自然圣塔,2000,,19
275,5,2,,1,[6|105501|1],嶙峋石堆,2000,,19
276,5,2,,1,[6|105401|1],小聚餐桌,800,,19
277,5,2,,1,[6|105402|1],休闲吊床,800,,19
278,5,2,,1,[6|105403|1],大叶盆栽,800,,19
279,5,2,,1,[6|105404|1],悠悠吊灯,800,,19
280,999,1,,1,[2|206106|5],木头*10000,10,,19
281,999,1,,1,[2|206206|5],石头*10000,10,,19
282,999,1,,1,[2|206005|2],肉*10000,10,,19
283,999,1,,1,[2|206|200],装备升星券,35,,19
284,999,1,,1,[999|6|600],红水晶,35,,19
285,9999,1,,1,[999|2|1],突破材料自然,1,,19
286,200,2,,1,[2|130118|1],部落英雄碎片自选箱,120,,20
287,100,2,,1,[2|220005|1],橙色万能碎片,150,,20
288,8,2,,1,[2|12120101|1],武器自选箱（无阵营）,900,,20
289,8,2,,1,[2|12120102|1],衣服自选箱（无阵营）,900,,20
290,8,2,,1,[2|12120103|1],鞋子自选箱（无阵营）,900,,20
291,8,2,,1,[2|12120104|1],头盔自选箱（无阵营）,900,,20
292,4,2,,1,[2|11145008|1],大地套装自选箱（部落）,1500,,20
293,4,2,,1,[2|11145004|1],贤者套装自选箱（部落）,1500,,20
294,4,2,,1,[2|11145012|1],冠军套装自选箱（部落）,1500,,20
295,5,2,,1,[6|111503|1],征服神像,2000,,20
296,5,2,,1,[6|308502|1],部落圣塔,2000,,20
297,5,2,,1,[6|104501|1],敬火种的荣光,2000,,20
298,5,2,,1,[6|104401|1],一食一思,800,,20
299,5,2,,1,[6|104402|1],最初的光辉,800,,20
300,5,2,,1,[6|104403|1],龙潭密宝,800,,20
301,5,2,,1,[6|104404|1],幽谷明灯,800,,20
302,999,1,,1,[2|206106|5],木头*10000,10,,20
303,999,1,,1,[2|206206|5],石头*10000,10,,20
304,999,1,,1,[2|206005|2],肉*10000,10,,20
305,999,1,,1,[2|206|200],装备升星券,35,,20
306,999,1,,1,[999|6|600],红水晶,35,,20
307,9999,1,,1,[999|2|1],突破材料部落,1,,20
308,200,2,,1,[2|130117|1],联盟英雄碎片自选箱,120,,21
309,100,2,,1,[2|220005|1],橙色万能碎片,150,,21
310,8,2,,1,[2|12120101|1],武器自选箱（无阵营）,900,,21
311,8,2,,1,[2|12120102|1],衣服自选箱（无阵营）,900,,21
312,8,2,,1,[2|12120103|1],鞋子自选箱（无阵营）,900,,21
313,8,2,,1,[2|12120104|1],头盔自选箱（无阵营）,900,,21
314,4,2,,1,[2|11145007|1],大地套装自选箱（联盟）,1500,,21
315,4,2,,1,[2|11145003|1],贤者套装自选箱（联盟）,1500,,21
316,4,2,,1,[2|11145011|1],冠军套装自选箱（联盟）,1500,,21
317,5,2,,1,[6|111501|1],统治神像,2000,,21
318,5,2,,1,[6|308501|1],联盟圣塔,2000,,21
319,5,2,,1,[6|30002|1],遮阳伞,2000,,21
320,5,2,,1,[6|30001|1],躺椅,800,,21
321,5,2,,1,[6|30003|1],水果桌,800,,21
322,5,2,,1,[6|30004|1],冲浪板,800,,21
323,5,2,,1,[6|30005|1],沙堡,800,,21
324,999,1,,1,[2|206106|5],木头*10000,10,,21
325,999,1,,1,[2|206206|5],石头*10000,10,,21
326,999,1,,1,[2|206005|2],肉*10000,10,,21
327,999,1,,1,[2|206|200],装备升星券,35,,21
328,999,1,,1,[999|6|600],红水晶,35,,21
329,9999,1,,1,[999|2|1],突破材料联盟,1,,21
330,20,1,,1,[2|130119|1],自然英雄碎片自选箱,50,,22
331,2,2,,1,[2|143|1],自然灵魂石,650,,22
332,200,2,,1,[2|220005|1],橙色万能碎片,150,,22
333,5,2,,1,[2|11161201|5],冰女巫王冠秘宝随机箱,300,,22
334,5,2,,1,[2|11161001|5],公爵尾戒秘宝随机箱,300,,22
335,4,2,,1,[2|11145006|1],大地套装自选箱（自然）,800,,22
336,4,2,,1,[2|11145002|1],贤者套装自选箱（自然）,800,,22
337,4,2,,1,[2|11145010|1],冠军套装自选箱（自然）,800,,22
338,5,2,,1,[6|111502|1],平衡神像,1200,,22
339,5,2,,1,[6|308503|1],自然圣塔,1200,,22
340,50,2,,1,[2|1004|100],装饰币,300,,22
341,999,1,,1,[2|203025|2],木头紫色礼包,100,,22
342,999,1,,1,[2|203028|2],石头紫色礼包,100,,22
343,999,1,,1,[2|203022|2],肉紫色礼包,100,,22
344,999,1,,1,[2|206|1000],装备升星券,100,,22
345,500,1,,1,[999|2|150],突破材料自然,100,,22
346,100,1,,1,[999|2|50],突破材料自选,50,,18
347,3,1,,1,[2|10033|10],自然英雄碎片自选箱,1200,,23
348,30,1,,1,[2|10039|1],自然灵魂石,100,,23
349,6,1,,1,[2|10037|5],橙色万能碎片,400,,23
350,200,2,,1,[2|220005|1],冰女巫王冠秘宝随机箱,150,,23
351,3,2,,1,[2|141|1],公爵尾戒秘宝随机箱,650,,23
352,3,2,,1,[2|142|1],大地套装自选箱（自然）,650,,23
353,3,2,,1,[2|143|1],贤者套装自选箱（自然）,650,,23
354,999,2,,1,[2|1004|100],冠军套装自选箱（自然）,250,,23
355,50,2,,1,[2|12298888|5],平衡神像,300,,23
356,50,2,,1,[2|12240001|5],自然圣塔,300,,23
357,2,2,,1,[2|144|1],装饰币,2000,,23
358,2,2,,1,[2|145|1],木头紫色礼包,2000,,23
359,2,2,,1,[2|146|1],石头紫色礼包,2000,,23
360,2,2,,1,[2|147|1],肉紫色礼包,2000,,23
361,8,2,,1,[2|12120101|1],装备升星券,600,,23
362,8,2,,1,[2|12120102|1],突破材料自然,600,,23
363,8,2,,1,[2|12120103|1],平衡神像,600,,23
364,8,2,,1,[2|12120104|1],自然圣塔,600,,23
365,999,2,,1,[2|203025|2],装饰币,100,,23
366,999,1,,1,[2|203028|2],木头紫色礼包,100,,23
367,999,1,,1,[2|203031|2],石头紫色礼包,100,,23
368,999,1,,1,[2|203022|2],肉紫色礼包,100,,23
369,999,1,,1,[2|206|500],装备升星券,100,,23
370,9999,1,,1,[999|2|1],突破材料自然,1,,23
371,1,2,,1,[2|401235002|1],二阶城堡自选箱,9999,,24
372,200,2,,1,[2|130117|1],联盟英雄碎片自选箱,120,,24
373,100,2,,1,[2|220005|1],橙色万能碎片,150,,24
374,1,1,,1,[2|11161006|1],公爵尾戒宝箱,1000,,24
375,1,1,,1,[2|12298889|1],不朽之翼宝箱,1000,,24
376,999,2,,1,[2|1004|100],装饰币,250,,24
377,2,2,,1,[2|144|1],武器进阶石,2000,,24
378,2,2,,1,[2|145|1],衣服进阶石,2000,,24
379,2,2,,1,[2|146|1],鞋子进阶石,2000,,24
380,2,2,,1,[2|147|1],头盔进阶石,2000,,24
381,8,2,,1,[2|12120101|1],武器自选箱（无阵营）,600,,24
382,8,2,,1,[2|12120102|1],衣服自选箱（无阵营）,600,,24
383,8,2,,1,[2|12120103|1],鞋子自选箱（无阵营）,600,,24
384,8,2,,1,[2|12120104|1],头盔自选箱（无阵营）,600,,24
385,999,1,,1,[2|203025|2],木头紫色礼包,100,,24
386,999,1,,1,[2|203028|2],石头紫色礼包,100,,24
387,999,1,,1,[2|203031|2],红水晶紫色礼包,100,,24
388,999,1,,1,[2|203022|2],肉紫色礼包,100,,24
389,999,1,,1,[2|206|500],装备升星券,100,,24
390,9999,1,,1,[999|2|1],突破材料自然,1,,24
391,1,1,,1,[2|206|12000],装备升星券,1000,,25
392,1,1,,1,[999|2|200],突破材料自选,100,,25
393,1,1,,1,[2|203031|12],红水晶紫色礼包,400,,25
394,5,2,,1,[2|144|1],武器进阶石,2000,,25
395,5,2,,1,[2|145|1],衣服进阶石,2000,,25
396,5,2,,1,[2|146|1],鞋子进阶石,2000,,25
397,5,2,,1,[2|147|1],头盔进阶石,2000,,25
398,10,2,,1,[2|12120101|1],武器自选箱（无阵营）,600,,25
399,10,2,,1,[2|12120102|1],衣服自选箱（无阵营）,600,,25
400,10,2,,1,[2|12120103|1],鞋子自选箱（无阵营）,600,,25
401,10,2,,1,[2|12120104|1],头盔自选箱（无阵营）,600,,25
402,999,2,,1,[2|203025|5],木头紫色礼包,400,,25
403,999,2,,1,[2|203028|5],石头紫色礼包,400,,25
404,999,2,,1,[2|203031|5],红水晶紫色礼包,400,,25
405,999,2,,1,[2|203022|5],肉紫色礼包,400,,25
406,999,2,,1,[2|206|1200],装备升星券,200,,25
407,999,2,,1,[999|2|200],突破材料自选,200,,25
408,999,2,,1,[2|1004|60],装饰币,200,,25
409,999,2,,1,[2|200402|40],通用加速5min,200,,25
410,100,2,,1,[2|220005|1],橙色万能碎片,100,,25
411,1,1,,1,[2|206|12000],装备升星券,1000,,26
412,1,1,,1,[999|2|200],突破材料自选,100,,26
413,1,1,,1,[2|203031|12],红水晶紫色礼包,400,,26
414,1,2,,1,[2|10030|40],吟游诗人碎片,1500,,26
415,1,2,,1,[2|10018|45],守秘人碎片,2000,,26
416,1,2,,1,[2|10025|55],火女碎片,3000,,26
417,1,2,,1,[7|131|1],狮鹫堡,6000,,26
418,20,2,,1,[2|10033|10],圣徒碎片,1800,,26
419,40,2,,1,[2|220005|5],橙色万能碎片,800,,26
420,5,2,,1,[6|308501|1],联盟圣塔,2200,,26
421,6,2,,1,[2|401090001|1],联盟武器自选箱,2000,,26
422,6,2,,1,[2|401090002|1],联盟衣服自选箱,2000,,26
423,6,2,,1,[2|401090003|1],联盟鞋子自选箱,2000,,26
424,6,2,,1,[2|401090004|1],联盟头盔自选箱,2000,,26
425,999,2,,1,[2|203025|5],木头紫色礼包,500,,26
426,999,2,,1,[2|203028|5],石头紫色礼包,500,,26
427,999,2,,1,[2|203031|5],红水晶紫色礼包,500,,26
428,999,2,,1,[2|203022|5],肉紫色礼包,500,,26
429,10,2,,1,[2|130129|1],4级5号位符文自选箱,300,,26
430,999,2,,1,[2|206|1000],装备升星券,200,,26
431,999,2,,1,[999|2|150],突破材料自选,200,,26
432,99,2,,1,[2|200402|40],通用加速5min,200,,26
433,50,2,,1,[2|130117|1],联盟英雄碎片自选箱,100,,26
434,1,1,,1,[2|206|12000],装备升星券,1000,,27
435,1,1,,1,[999|2|200],突破材料自选,100,,27
436,1,1,,1,[2|11145001|1],贤者套装自选箱（无阵营）,400,,27
437,1,2,,1,[2|10008|50],德鲁伊碎片,1500,,27
438,1,2,,1,[2|10019|60],树人守卫碎片,2000,,27
439,1,2,,1,[2|10021|70],守望者碎片,3000,,27
440,1,2,,1,[7|161|1],旋转木马,6000,,27
