id,attr_6,attr_team,attrs,build_level_limit,cost,decomposed_get,fightforce,level,pet_id
3020011,0,[30004|10467],[[30004|10467]],1,800,2000,20935,11,830002
3020012,0,[30004|11479],[[30004|11479]],1,900,2450,22958,12,830002
3020013,0,[30004|12490],[[30004|12490]],1,1000,2950,24980,13,830002
3020014,0,[30004|13501],[[30004|13501]],1,1100,3500,27003,14,830002
3020015,0,[30004|14513],[[30004|14513]],1,1200,4100,29026,15,830002
3020016,0,[30004|15543],[[30004|15543]],1,1300,4750,31086,16,830002
3020017,0,[30004|16573],[[30004|16573]],1,1400,5450,33147,17,830002
3020018,0,[30004|17603],[[30004|17603]],1,1500,6200,35207,18,830002
3020019,0,[30004|18634],[[30004|18634]],1,1600,7000,37268,19,830002
3020020,0,[30004|19664],[[30004|19664]],1,1700,7850,39328,20,830002
3020021,0,[30004|20713],[[30004|20713]],1,1800,8750,41427,21,830002
3020022,0,[30004|22140],[[30004|22140]],1,1900,9700,44281,22,830002
3020023,0,[30004|23567],[[30004|23567]],1,2000,10700,47135,23,830002
3020024,0,[30004|24995],[[30004|24995]],1,2100,11750,49990,24,830002
3020025,0,[30004|26422],[[30004|26422]],1,2200,12850,52844,25,830002
3020026,0,[30004|27868],[[30004|27868]],1,2300,14000,55736,26,830002
3020027,0,[30004|29314],[[30004|29314]],1,2400,15200,58628,27,830002
3020028,0,[30004|30760],[[30004|30760]],1,2500,16450,61520,28,830002
3020029,0,[30004|32206],[[30004|32206]],1,2600,17750,64412,29,830002
3020030,0,[30004|33652],[[30004|33652]],1,2750,19125,67305,30,830002
3020031,0,[30004|35810],[[30004|35810]],1,2900,20575,71621,31,830002
3020032,0,[30004|38347],[[30004|38347]],1,3050,22100,76694,32,830002
3020033,0,[30004|40883],[[30004|40883]],1,3200,23700,81767,33,830002
3020034,0,[30004|43420],[[30004|43420]],1,3350,25375,86840,34,830002
3020035,0,[30004|45956],[[30004|45956]],1,3500,27125,91912,35,830002
3020036,0,[30004|48560],[[30004|48560]],1,3650,28950,97121,36,830002
3020037,0,[30004|51165],[[30004|51165]],1,3800,30850,102330,37,830002
3020038,0,[30004|53769],[[30004|53769]],1,3950,32825,107539,38,830002
3020039,0,[30004|56374],[[30004|56374]],1,4100,34875,112748,39,830002
3020040,0,[30004|58978],[[30004|58978]],1,4300,37025,117957,40,830002
3020041,0,[30004|62165],[[30004|62165]],1,4500,39275,124330,41,830002
3020042,0,[30004|65855],[[30004|65855]],1,4700,41625,131711,42,830002
3020043,0,[30004|69546],[[30004|69546]],1,4900,44075,139092,43,830002
3020044,0,[30004|73236],[[30004|73236]],1,5100,46625,146473,44,830002
3020045,0,[30004|76927],[[30004|76927]],1,5300,49275,153854,45,830002
3020046,0,[30004|80719],[[30004|80719]],1,5500,52025,161439,46,830002
3020047,0,[30004|84932],[[30004|84932]],1,5700,54875,169864,47,830002
3020048,0,[30004|89145],[[30004|89145]],1,5900,57825,178290,48,830002
3020049,0,[30004|93357],[[30004|93357]],1,6100,60875,186715,49,830002
3020050,0,[30004|97570],[[30004|97570]],1,6350,64050,195140,50,830002
3020051,0,[30004|102432],[[30004|102432]],1,6600,67350,204865,51,830002
3020052,0,[30004|107757],[[30004|107757]],1,6850,70775,215515,52,830002
3020053,0,[30004|113082],[[30004|113082]],1,7100,74325,226164,53,830002
3020054,0,[30004|118407],[[30004|118407]],1,7350,78000,236814,54,830002
3020055,0,[30004|123732],[[30004|123732]],1,7600,81800,247464,55,830002
3020056,0,[30004|129192],[[30004|129192]],1,7850,85725,258385,56,830002
3020057,0,[30004|135493],[[30004|135493]],1,8100,89775,270987,57,830002
3020058,0,[30004|141794],[[30004|141794]],1,8350,93950,283589,58,830002
3020059,0,[30004|148095],[[30004|148095]],1,8600,98250,296190,59,830002
3020060,0,[30004|154396],[[30004|154396]],1,8850,102675,308792,60,830002
3020061,0,[30004|161609],[[30004|161609]],1,9100,107225,323218,61,830002
3020062,0,[30004|169956],[[30004|169956]],1,9350,111900,339912,62,830002
3020063,0,[30004|178303],[[30004|178303]],1,9600,116700,356606,63,830002
3020064,0,[30004|186650],[[30004|186650]],1,9850,121625,373301,64,830002
3020065,0,[30004|194997],[[30004|194997]],1,10100,126675,389995,65,830002
3020066,0,[30004|204191],[[30004|204191]],1,10350,131850,408383,66,830002
3020067,0,[30004|214604],[[30004|214604]],1,10600,137150,429208,67,830002
3020068,0,[30004|225016],[[30004|225016]],1,10850,142575,450032,68,830002
3020069,0,[30004|235428],[[30004|235428]],1,11100,148125,470856,69,830002
3020070,0,[30004|245840],[[30004|245840]],1,11350,153800,491681,70,830002
3020071,0,[30004|257225],[[30004|257225]],1,11600,159600,514450,71,830002
3020072,0,[30004|269869],[[30004|269869]],1,11900,165550,539739,72,830002
3020073,0,[30004|282514],[[30004|282514]],1,12200,171650,565028,73,830002
3020074,0,[30004|295158],[[30004|295158]],1,12500,177900,590317,74,830002
3020075,0,[30004|307803],[[30004|307803]],1,12800,184300,615606,75,830002
3020076,0,[30004|322115],[[30004|322115]],1,13100,190850,644231,76,830002
3020077,0,[30004|337897],[[30004|337897]],1,13400,197550,675795,77,830002
3020078,0,[30004|353680],[[30004|353680]],1,13700,204400,707360,78,830002
3020079,0,[30004|369462],[[30004|369462]],1,14000,211400,738925,79,830002
3020080,0,[30004|385245],[[30004|385245]],1,14300,218550,770490,80,830002
3020081,0,[30004|403314],[[30004|403314]],1,14600,225850,806628,81,830002
3020082,0,[30004|423273],[[30004|423273]],1,14900,233300,846546,82,830002
3020083,0,[30004|443232],[[30004|443232]],1,15200,240900,886465,83,830002
3020084,0,[30004|463191],[[30004|463191]],1,15500,248650,926383,84,830002
3020085,0,[30004|483151],[[30004|483151]],1,15800,256550,966302,85,830002
3020086,0,[30004|505698],[[30004|505698]],1,16100,264600,1011397,86,830002
3020087,0,[30004|530136],[[30004|530136]],1,16400,272800,1060272,87,830002
3020088,0,[30004|554573],[[30004|554573]],1,16700,281150,1109147,88,830002
3020089,0,[30004|579011],[[30004|579011]],1,17000,289650,1158022,89,830002
3020090,0,[30004|603448],[[30004|603448]],1,17300,298300,1206897,90,830002
3020091,0,[30004|624414],[[30004|624414]],1,5900,301250,1248829,91,830002
3020092,0,[30004|645381],[[30004|645381]],1,6000,304250,1290762,92,830002
3020093,0,[30004|667607],[[30004|667607]],1,6100,307300,1335214,93,830002
3020094,0,[30004|689833],[[30004|689833]],1,6200,310400,1379666,94,830002
3020095,0,[30004|712059],[[30004|712059]],1,6400,313600,1424119,95,830002
3020096,0,[30004|737674],[[30004|737674]],1,6500,316850,1475348,96,830002
3020097,0,[30004|763288],[[30004|763288]],1,6600,320150,1526577,97,830002
3020098,0,[30004|788903],[[30004|788903]],1,6800,323550,1577806,98,830002
3020099,0,[30004|814517],[[30004|814517]],1,6900,327000,1629035,99,830002
3020100,0,[30004|840132],[[30004|840132]],1,7000,330500,1680264,100,830002
3020101,0,[30004|870131],[[30004|870131]],1,7200,334100,1740263,101,830002
3020102,0,[30004|900130],[[30004|900130]],1,7300,337750,1800261,102,830002
3020103,0,[30004|931390],[[30004|931390]],1,7400,341450,1862780,103,830002
3020104,0,[30004|962649],[[30004|962649]],1,7600,345250,1925299,104,830002
3020105,0,[30004|993909],[[30004|993909]],1,7700,349100,1987818,105,830002
3020106,0,[30004|1029808],[[30004|1029808]],1,7800,353000,2059616,106,830002
3020107,0,[30004|1065707],[[30004|1065707]],1,8000,357000,2131415,107,830002
3020108,0,[30004|1101606],[[30004|1101606]],1,8100,361050,2203213,108,830002
3020109,0,[30004|1137506],[[30004|1137506]],1,8200,365150,2275012,109,830002
3020110,0,[30004|1173405],[[30004|1173405]],1,8400,369350,2346810,110,830002
3020111,0,[30004|1215453],[[30004|1215453]],1,8500,373600,2430907,111,830002
3020112,0,[30004|1257501],[[30004|1257501]],1,8600,377900,2515003,112,830002
3020113,0,[30004|1299549],[[30004|1299549]],1,8800,382300,2599099,113,830002
3020114,0,[30004|1341597],[[30004|1341597]],1,8900,386750,2683195,114,830002
3020115,0,[30004|1383645],[[30004|1383645]],1,9000,391250,2767291,115,830002
3020116,0,[30004|1432182],[[30004|1432182]],1,9200,395850,2864365,116,830002
3020117,0,[30004|1480720],[[30004|1480720]],1,9300,400500,2961440,117,830002
3020118,0,[30004|1529257],[[30004|1529257]],1,9400,405200,3058514,118,830002
3020119,0,[30004|1577794],[[30004|1577794]],1,9600,410000,3155588,119,830002
3020120,0,[30004|1626331],[[30004|1626331]],1,9700,414850,3252662,120,830002
3030001,0,[30004|3318],[[30004|3318]],1,-1,-1,6636,1,830003
3030002,0,[30004|4116],[[30004|4116]],1,100,50,8232,2,830003
3030003,0,[30004|4914],[[30004|4914]],1,150,125,9828,3,830003
3030004,0,[30004|5712],[[30004|5712]],1,200,225,11424,4,830003
3030005,0,[30004|6510],[[30004|6510]],1,250,350,13020,5,830003
3030006,0,[30004|7166],[[30004|7166]],1,300,500,14332,6,830003
3030007,0,[30004|7822],[[30004|7822]],1,400,700,15645,7,830003
3030008,0,[30004|8479],[[30004|8479]],1,500,950,16958,8,830003
3030009,0,[30004|9135],[[30004|9135]],1,600,1250,18271,9,830003
3030010,0,[30004|9792],[[30004|9792]],1,700,1600,19584,10,830003
3030011,0,[30004|10467],[[30004|10467]],1,800,2000,20935,11,830003
3030012,0,[30004|11479],[[30004|11479]],1,900,2450,22958,12,830003
3030013,0,[30004|12490],[[30004|12490]],1,1000,2950,24980,13,830003
3030014,0,[30004|13501],[[30004|13501]],1,1100,3500,27003,14,830003
3030015,0,[30004|14513],[[30004|14513]],1,1200,4100,29026,15,830003
3030016,0,[30004|15543],[[30004|15543]],1,1300,4750,31086,16,830003
3030017,0,[30004|16573],[[30004|16573]],1,1400,5450,33147,17,830003
3030018,0,[30004|17603],[[30004|17603]],1,1500,6200,35207,18,830003
3030019,0,[30004|18634],[[30004|18634]],1,1600,7000,37268,19,830003
3030020,0,[30004|19664],[[30004|19664]],1,1700,7850,39328,20,830003
3030021,0,[30004|20713],[[30004|20713]],1,1800,8750,41427,21,830003
3030022,0,[30004|22140],[[30004|22140]],1,1900,9700,44281,22,830003
3030023,0,[30004|23567],[[30004|23567]],1,2000,10700,47135,23,830003
3030024,0,[30004|24995],[[30004|24995]],1,2100,11750,49990,24,830003
3030025,0,[30004|26422],[[30004|26422]],1,2200,12850,52844,25,830003
3030026,0,[30004|27868],[[30004|27868]],1,2300,14000,55736,26,830003
3030027,0,[30004|29314],[[30004|29314]],1,2400,15200,58628,27,830003
3030028,0,[30004|30760],[[30004|30760]],1,2500,16450,61520,28,830003
3030029,0,[30004|32206],[[30004|32206]],1,2600,17750,64412,29,830003
3030030,0,[30004|33652],[[30004|33652]],1,2750,19125,67305,30,830003
3030031,0,[30004|35810],[[30004|35810]],1,2900,20575,71621,31,830003
3030032,0,[30004|38347],[[30004|38347]],1,3050,22100,76694,32,830003
3030033,0,[30004|40883],[[30004|40883]],1,3200,23700,81767,33,830003
3030034,0,[30004|43420],[[30004|43420]],1,3350,25375,86840,34,830003
3030035,0,[30004|45956],[[30004|45956]],1,3500,27125,91912,35,830003
3030036,0,[30004|48560],[[30004|48560]],1,3650,28950,97121,36,830003
3030037,0,[30004|51165],[[30004|51165]],1,3800,30850,102330,37,830003
3030038,0,[30004|53769],[[30004|53769]],1,3950,32825,107539,38,830003
3030039,0,[30004|56374],[[30004|56374]],1,4100,34875,112748,39,830003
3030040,0,[30004|58978],[[30004|58978]],1,4300,37025,117957,40,830003
3030041,0,[30004|62165],[[30004|62165]],1,4500,39275,124330,41,830003
3030042,0,[30004|65855],[[30004|65855]],1,4700,41625,131711,42,830003
3030043,0,[30004|69546],[[30004|69546]],1,4900,44075,139092,43,830003
3030044,0,[30004|73236],[[30004|73236]],1,5100,46625,146473,44,830003
3030045,0,[30004|76927],[[30004|76927]],1,5300,49275,153854,45,830003
3030046,0,[30004|80719],[[30004|80719]],1,5500,52025,161439,46,830003
3030047,0,[30004|84932],[[30004|84932]],1,5700,54875,169864,47,830003
3030048,0,[30004|89145],[[30004|89145]],1,5900,57825,178290,48,830003
3030049,0,[30004|93357],[[30004|93357]],1,6100,60875,186715,49,830003
3030050,0,[30004|97570],[[30004|97570]],1,6350,64050,195140,50,830003
3030051,0,[30004|102432],[[30004|102432]],1,6600,67350,204865,51,830003
3030052,0,[30004|107757],[[30004|107757]],1,6850,70775,215515,52,830003
3030053,0,[30004|113082],[[30004|113082]],1,7100,74325,226164,53,830003
3030054,0,[30004|118407],[[30004|118407]],1,7350,78000,236814,54,830003
3030055,0,[30004|123732],[[30004|123732]],1,7600,81800,247464,55,830003
3030056,0,[30004|129192],[[30004|129192]],1,7850,85725,258385,56,830003
3030057,0,[30004|135493],[[30004|135493]],1,8100,89775,270987,57,830003
3030058,0,[30004|141794],[[30004|141794]],1,8350,93950,283589,58,830003
3030059,0,[30004|148095],[[30004|148095]],1,8600,98250,296190,59,830003
3030060,0,[30004|154396],[[30004|154396]],1,8850,102675,308792,60,830003
3030061,0,[30004|161609],[[30004|161609]],1,9100,107225,323218,61,830003
3030062,0,[30004|169956],[[30004|169956]],1,9350,111900,339912,62,830003
3030063,0,[30004|178303],[[30004|178303]],1,9600,116700,356606,63,830003
3030064,0,[30004|186650],[[30004|186650]],1,9850,121625,373301,64,830003
3030065,0,[30004|194997],[[30004|194997]],1,10100,126675,389995,65,830003
3030066,0,[30004|204191],[[30004|204191]],1,10350,131850,408383,66,830003
3030067,0,[30004|214604],[[30004|214604]],1,10600,137150,429208,67,830003
3030068,0,[30004|225016],[[30004|225016]],1,10850,142575,450032,68,830003
3030069,0,[30004|235428],[[30004|235428]],1,11100,148125,470856,69,830003
3030070,0,[30004|245840],[[30004|245840]],1,11350,153800,491681,70,830003
3030071,0,[30004|257225],[[30004|257225]],1,11600,159600,514450,71,830003
3030072,0,[30004|269869],[[30004|269869]],1,11900,165550,539739,72,830003
3030073,0,[30004|282514],[[30004|282514]],1,12200,171650,565028,73,830003
3030074,0,[30004|295158],[[30004|295158]],1,12500,177900,590317,74,830003
3030075,0,[30004|307803],[[30004|307803]],1,12800,184300,615606,75,830003
3030076,0,[30004|322115],[[30004|322115]],1,13100,190850,644231,76,830003
3030077,0,[30004|337897],[[30004|337897]],1,13400,197550,675795,77,830003
3030078,0,[30004|353680],[[30004|353680]],1,13700,204400,707360,78,830003
3030079,0,[30004|369462],[[30004|369462]],1,14000,211400,738925,79,830003
3030080,0,[30004|385245],[[30004|385245]],1,14300,218550,770490,80,830003
3030081,0,[30004|403314],[[30004|403314]],1,14600,225850,806628,81,830003
3030082,0,[30004|423273],[[30004|423273]],1,14900,233300,846546,82,830003
3030083,0,[30004|443232],[[30004|443232]],1,15200,240900,886465,83,830003
3030084,0,[30004|463191],[[30004|463191]],1,15500,248650,926383,84,830003
3030085,0,[30004|483151],[[30004|483151]],1,15800,256550,966302,85,830003
3030086,0,[30004|505698],[[30004|505698]],1,16100,264600,1011397,86,830003
3030087,0,[30004|530136],[[30004|530136]],1,16400,272800,1060272,87,830003
3030088,0,[30004|554573],[[30004|554573]],1,16700,281150,1109147,88,830003
3030089,0,[30004|579011],[[30004|579011]],1,17000,289650,1158022,89,830003
3030090,0,[30004|603448],[[30004|603448]],1,17300,298300,1206897,90,830003
3030091,0,[30004|624414],[[30004|624414]],1,5900,301250,1248829,91,830003
3030092,0,[30004|645381],[[30004|645381]],1,6000,304250,1290762,92,830003
3030093,0,[30004|667607],[[30004|667607]],1,6100,307300,1335214,93,830003
3030094,0,[30004|689833],[[30004|689833]],1,6200,310400,1379666,94,830003
3030095,0,[30004|712059],[[30004|712059]],1,6400,313600,1424119,95,830003
3030096,0,[30004|737674],[[30004|737674]],1,6500,316850,1475348,96,830003
3030097,0,[30004|763288],[[30004|763288]],1,6600,320150,1526577,97,830003
3030098,0,[30004|788903],[[30004|788903]],1,6800,323550,1577806,98,830003
3030099,0,[30004|814517],[[30004|814517]],1,6900,327000,1629035,99,830003
3030100,0,[30004|840132],[[30004|840132]],1,7000,330500,1680264,100,830003
3030101,0,[30004|870131],[[30004|870131]],1,7200,334100,1740263,101,830003
3030102,0,[30004|900130],[[30004|900130]],1,7300,337750,1800261,102,830003
3030103,0,[30004|931390],[[30004|931390]],1,7400,341450,1862780,103,830003
3030104,0,[30004|962649],[[30004|962649]],1,7600,345250,1925299,104,830003
3030105,0,[30004|993909],[[30004|993909]],1,7700,349100,1987818,105,830003
3030106,0,[30004|1029808],[[30004|1029808]],1,7800,353000,2059616,106,830003
3030107,0,[30004|1065707],[[30004|1065707]],1,8000,357000,2131415,107,830003
3030108,0,[30004|1101606],[[30004|1101606]],1,8100,361050,2203213,108,830003
3030109,0,[30004|1137506],[[30004|1137506]],1,8200,365150,2275012,109,830003
3030110,0,[30004|1173405],[[30004|1173405]],1,8400,369350,2346810,110,830003
3030111,0,[30004|1215453],[[30004|1215453]],1,8500,373600,2430907,111,830003
3030112,0,[30004|1257501],[[30004|1257501]],1,8600,377900,2515003,112,830003
3030113,0,[30004|1299549],[[30004|1299549]],1,8800,382300,2599099,113,830003
3030114,0,[30004|1341597],[[30004|1341597]],1,8900,386750,2683195,114,830003
3030115,0,[30004|1383645],[[30004|1383645]],1,9000,391250,2767291,115,830003
3030116,0,[30004|1432182],[[30004|1432182]],1,9200,395850,2864365,116,830003
3030117,0,[30004|1480720],[[30004|1480720]],1,9300,400500,2961440,117,830003
3030118,0,[30004|1529257],[[30004|1529257]],1,9400,405200,3058514,118,830003
3030119,0,[30004|1577794],[[30004|1577794]],1,9600,410000,3155588,119,830003
3030120,0,[30004|1626331],[[30004|1626331]],1,9700,414850,3252662,120,830003
4010001,0,[30004|5530],[[30004|5530]],1,-1,-1,11060,1,840001
4010002,0,[30004|6860],[[30004|6860]],1,100,50,13720,2,840001
