id,headAtlas,imageAtlas,animationtype,avatar,blood_hight,bullet_hight,deadAudio,desc,elc_hit,forward,frameChar,frameCharFramerate,frameCharScale,frameRate,head,head_Atlas,hit_hight,horse,image,image_Atlas,name,RageSkill_head,scale,show_id,specialHit
1,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,1,Avatar/Monster/Empty,100,40,death_human_monster,hero_desc_60067,,-1,,,-1,,Head_60052,,40,-1,Lihui_10006,,hero_name_60067,-1,40,-1,{elc_hit:}
2,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,1,Avatar/Monster/Empty,100,40,death_human_monster,hero_desc_60067,,1,,,-1,,Head_60052,,40,-1,Lihui_10006,,hero_name_60067,-1,40,-1,{elc_hit:}
10017,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Barbarian,170,68,Battle_die_male_1,hero_desc_10017,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_Barbarian,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10017,Atlas/UI_Hero_Head,68,-1,Lihui_10017,,hero_name_10017,4,40,10017,{elc_hit:Effect/Battle/Spine/hit_dian2}
10018,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/SecretKeeper,170,68,Battle_die_male_1,hero_desc_10018,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_SecretKeeper,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10018,Atlas/UI_Hero_Head,68,-1,Lihui_10018,,hero_name_10018,1,40,10018,{elc_hit:Effect/Battle/Spine/hit_dian}
10019,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/TreeGuard,170,68,Battle_die_male_1,hero_desc_10019,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_TreeGuard,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10019,Atlas/UI_Hero_Head,68,-1,Lihui_10019,,hero_name_10019,2,40,10019,{elc_hit:Effect/Battle/Spine/hit_dian2}
10020,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/SwordInstructor,170,68,Battle_die_male_1,hero_desc_10020,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_SwordInstructor,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10020,Atlas/UI_Hero_Head,68,-1,Lihui_10020,,hero_name_10020,4,40,10020,{elc_hit:Effect/Battle/Spine/hit_dian2}
10021,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Watchman,170,68,Battle_die_male_1,hero_desc_10021,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Watchman,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10021,Atlas/UI_Hero_Head,68,-1,Lihui_10021,,hero_name_10021,4,40,10021,{elc_hit:Effect/Battle/Spine/hit_dian}
10022,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Headhunter,170,68,Battle_die_male_1,hero_desc_10022,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Headhunter,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10022,Atlas/UI_Hero_Head,68,-1,Lihui_10022,,hero_name_10022,4,40,10022,{elc_hit:Effect/Battle/Spine/hit_dian}
10023,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/WilderHunter,170,68,Battle_die_female_1,hero_desc_10023,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_WilderHunter,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10023,Atlas/UI_Hero_Head,68,-1,Lihui_10023,,hero_name_10023,4,40,10023,{elc_hit:Effect/Battle/Spine/hit_dian}
10024,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/AstrologyScholar,170,68,Battle_die_female_1,hero_desc_10024,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_AstrologyScholar,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10024,Atlas/UI_Hero_Head,68,-1,Lihui_10024,,hero_name_10024,3,40,10024,{elc_hit:Effect/Battle/Spine/hit_dian}
10025,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/FireMage,170,68,Battle_die_female_1,hero_desc_10025,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_FireMage,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10025,Atlas/UI_Hero_Head,68,-1,Lihui_10025,,hero_name_10025,4,40,10025,{elc_hit:Effect/Battle/Spine/hit_dian}
10026,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Stonemason,170,68,Battle_die_male_1,hero_desc_10026,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_Stonemason,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10026,Atlas/UI_Hero_Head,68,-1,Lihui_10026,,hero_name_10026,1,40,10026,{elc_hit:Effect/Battle/Spine/hit_dian2}
10027,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Nun,170,68,Battle_die_female_1,hero_desc_10027,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Nun,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10027,Atlas/UI_Hero_Head,68,-1,Lihui_10027,,hero_name_10027,4,40,10027,{elc_hit:Effect/Battle/Spine/hit_dian}
10028,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Magus,170,68,Battle_die_male_1,hero_desc_10028,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Magus,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10028,Atlas/UI_Hero_Head,68,-1,Lihui_10028,,hero_name_10028,4,40,10028,{elc_hit:Effect/Battle/Spine/hit_dian}
10029,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Shepherd,170,68,Battle_die_female_1,hero_desc_10029,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Shepherd,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10029,Atlas/UI_Hero_Head,68,-1,Lihui_10029,,hero_name_10029,2,40,10029,{elc_hit:Effect/Battle/Spine/hit_dian}
10030,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Bard,170,68,Battle_die_male_1,hero_desc_10030,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Bard,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10030,Atlas/UI_Hero_Head,68,-1,Lihui_10030,,hero_name_10030,1,40,10030,{elc_hit:Effect/Battle/Spine/hit_dian}
10031,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Judge,170,68,Battle_die_male_1,hero_desc_10031,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_Judge,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10031,Atlas/UI_Hero_Head,68,-1,Lihui_10031,,hero_name_10031,4,40,10031,{elc_hit:Effect/Battle/Spine/hit_dian2}
10032,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/laobanniang,170,68,Battle_die_female_1,hero_desc_10032,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_laobanniang,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10032,Atlas/UI_Hero_Head,68,-1,Lihui_10032,,hero_name_10032,4,40,10032,{elc_hit:Effect/Battle/Spine/hit_dian}
10033,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/shengtu,170,68,Battle_die_female_1,hero_desc_10033,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_shengtu,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10033,Atlas/UI_Hero_Head,68,-1,Lihui_10033,,hero_name_10033,4,40,10033,{elc_hit:Effect/Battle/Spine/hit_dian}
10034,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/saman,170,68,Battle_die_female_1,hero_desc_10034,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_saman,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10034,Atlas/UI_Hero_Head,68,-1,Lihui_10034,,hero_name_10034,4,40,10034,{elc_hit:Effect/Battle/Spine/hit_dian}
10035,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/xianzhe,170,68,Battle_die_male_1,hero_desc_10035,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_xianzhe,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10035,Atlas/UI_Hero_Head,68,-1,Lihui_10035,,hero_name_10035,2,40,10035,{elc_hit:Effect/Battle/Spine/hit_dian}
10036,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/Shepherd_new,170,68,Battle_die_female_1,hero_desc_10036,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_Shepherd,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10036,Atlas/UI_Hero_Head,68,-1,Lihui_10036,,hero_name_10036,2,40,10036,{elc_hit:Effect/Battle/Spine/hit_dian}
10037,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/yaojing,170,68,Battle_die_female_1,hero_desc_10037,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_yaojing,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10037,Atlas/UI_Hero_Head,68,-1,Lihui_10037,,hero_name_10037,2,40,10037,{elc_hit:Effect/Battle/Spine/hit_dian}
10038,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/tonglingmao,170,68,Battle_die_male_1,hero_desc_10038,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_tonglingmao,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10038,Atlas/UI_Hero_Head,68,-1,Lihui_10038,,hero_name_10038,3,40,10038,{elc_hit:Effect/Battle/Spine/hit_dian}
10039,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/shamowangzi,170,68,Battle_die_male_1,hero_desc_10039,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_shamowangzi,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10039,Atlas/UI_Hero_Head,68,-1,Lihui_10039,,hero_name_10039,4,40,10039,{elc_hit:Effect/Battle/Spine/hit_dian}
10040,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/fengxinzhe,170,68,Battle_die_male_1,hero_desc_10040,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_fengxinzhe,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10040,Atlas/UI_Hero_Head,68,-1,Lihui_10040,,hero_name_10040,2,40,10040,{elc_hit:Effect/Battle/Spine/hit_dian}
10041,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/fengbaoshengnv,170,68,Battle_die_female_1,hero_desc_10041,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_fengbaoshengnv,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10041,Atlas/UI_Hero_Head,68,-1,Lihui_10041,,hero_name_10041,4,40,10041,{elc_hit:Effect/Battle/Spine/hit_dian}
10042,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/haoshi,170,68,Battle_die_male_1,hero_desc_10042,Effect/Battle/Spine/hit_dian2,1,Avatar/CharFrame/CharFrame_haoshi,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10042,Atlas/UI_Hero_Head,68,-1,Lihui_10042,,hero_name_10042,2,40,10042,{elc_hit:Effect/Battle/Spine/hit_dian2}
10043,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/qiangweigongzhu,170,68,Battle_die_female_1,hero_desc_10043,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_qiangweigongzhu,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10043,Atlas/UI_Hero_Head,68,-1,Lihui_10043,,hero_name_10043,4,40,10043,{elc_hit:Effect/Battle/Spine/hit_dian}
10044,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huanchaoshi,170,68,Battle_die_female_1,hero_desc_10044,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huanchaoshi,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10044,Atlas/UI_Hero_Head,68,-1,Lihui_10044,,hero_name_10044,1,40,10044,{elc_hit:Effect/Battle/Spine/hit_dian}
10045,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nvwu,170,68,Battle_die_female_1,hero_desc_10045,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nvwu,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10045,Atlas/UI_Hero_Head,68,-1,Lihui_10045,,hero_name_10045,3,40,10045,{elc_hit:Effect/Battle/Spine/hit_dian}
10046,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/zhujiao,170,68,Battle_die_male_1,hero_desc_10046,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_zhujiao,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10046,Atlas/UI_Hero_Head,68,-1,Lihui_10046,,hero_name_10046,1,40,10046,{elc_hit:Effect/Battle/Spine/hit_dian}
10047,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/sunwukong,170,68,Battle_die_male_1,hero_desc_10047,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_sunwukong,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10047,Atlas/UI_Hero_Head,68,-1,Lihui_10047,,hero_name_10047,4,40,10047,{elc_hit:Effect/Battle/Spine/hit_dian}
10048,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/tinayutuntun,170,68,Battle_die_female_1,hero_desc_10048,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_tinayutuntun,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10048,Atlas/UI_Hero_Head,68,-1,Lihui_10048,,hero_name_10048,4,40,10048,{elc_hit:Effect/Battle/Spine/hit_dian}
10049,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/nezha,170,68,Battle_die_male_1,hero_desc_10049,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_nezha,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10049,Atlas/UI_Hero_Head,68,-1,Lihui_10049,,hero_name_10049,1,40,10049,{elc_hit:Effect/Battle/Spine/hit_dian}
10050,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/famingjia,170,68,Battle_die_female_1,hero_desc_10050,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_famingjia,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10050,Atlas/UI_Hero_Head,68,-1,Lihui_10050,,hero_name_10050,1,40,10050,{elc_hit:Effect/Battle/Spine/hit_dian}
10051,Atlas/UI_Hero_Head,Atlas/UI_Hero_Lihui,2,Avatar/Spine/Hero/huayishi,170,68,Battle_die_female_1,hero_desc_10051,Effect/Battle/Spine/hit_dian,1,Avatar/CharFrame/CharFrame_huayishi,[6|15|15|15|15|15|15],86,{idle:6|run:15|attack:15|work:15|sleep1:15|sleep2:15|sleep3:15},Head_10051,Atlas/UI_Hero_Head,68,-1,Lihui_10051,,hero_name_10051,1,40,10051,{elc_hit:Effect/Battle/Spine/hit_dian}
