id,activity_group,Atlas,hero_id,icon,location,name_key,raid_id,show_best,showBest,stage_id
113,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,13,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10013
114,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,14,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10014
115,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,15,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10015
116,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,16,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10016
117,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,17,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10017
118,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,18,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10018
119,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,19,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10019
120,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,20,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10020
121,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,21,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10021
122,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,22,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10022
123,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,23,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10023
124,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,24,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10024
125,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,25,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10025
126,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,26,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10026
127,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,27,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10027
128,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,28,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10028
129,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,29,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10029
130,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,30,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10030
131,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,31,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10031
132,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,32,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10032
133,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,33,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10033
134,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,34,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10034
135,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,35,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10035
136,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,36,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10036
137,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,37,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10037
138,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,38,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10038
139,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,39,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10039
140,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,40,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10040
141,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,41,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10041
142,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,42,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10042
143,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,43,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10043
144,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,44,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10044
145,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,45,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10045
146,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,46,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10046
147,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,47,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10047
148,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,48,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10048
149,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,49,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10049
150,190,Atlas/UI_Hero_Head,10023,Head_10007,5,new_card_raid_name_1,50,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10050
201,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,1,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10001
202,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,2,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10002
203,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,3,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10003
204,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,4,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10004
205,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,5,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10005
206,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,6,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10006
207,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,7,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10007
208,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,8,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10008
209,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,9,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10009
210,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,10,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10010
211,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,11,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10011
212,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,12,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10012
213,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,13,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10013
214,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,14,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10014
215,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,15,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10015
216,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,16,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10016
217,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,17,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10017
218,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,18,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10018
219,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,19,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10019
220,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,20,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10020
221,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,21,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10021
222,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,22,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10022
223,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,23,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10023
224,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,24,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10024
225,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,25,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10025
226,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,26,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10026
227,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,27,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10027
228,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,28,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10028
229,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,29,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10029
230,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,30,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10030
231,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,31,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10031
232,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,32,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10032
233,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,33,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10033
234,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,34,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10034
235,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,35,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10035
236,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,36,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10036
237,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,37,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10037
238,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,38,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10038
239,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,39,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10039
240,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,40,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10040
241,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,41,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10041
242,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,42,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10042
243,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,43,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10043
244,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,44,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10044
245,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,45,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10045
246,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,46,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10046
247,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,47,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10047
248,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,48,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10048
249,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,49,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10049
250,191,Atlas/UI_Hero_Head,10017,Head_10007,2,new_card_raid_name_1,50,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10050
301,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,1,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10001
302,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,2,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10002
303,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,3,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10003
304,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,4,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10004
305,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,5,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10005
306,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,6,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10006
307,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,7,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10007
308,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,8,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10008
309,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,9,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10009
310,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,10,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10010
311,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,11,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10011
312,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,12,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10012
313,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,13,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10013
314,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,14,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10014
315,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,15,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10015
316,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,16,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10016
317,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,17,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10017
318,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,18,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10018
319,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,19,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10019
320,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,20,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10020
321,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,21,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10021
322,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,22,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10022
323,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,23,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10023
324,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,24,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10024
325,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,25,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10025
326,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,26,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10026
327,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,27,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10027
328,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,28,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10028
329,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,29,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10029
330,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,30,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10030
331,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,31,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10031
332,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,32,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10032
333,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,33,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10033
334,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,34,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10034
335,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,35,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10035
336,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,36,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10036
337,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,37,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10037
338,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,38,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10038
339,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,39,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10039
340,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,40,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10040
341,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,41,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10041
342,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,42,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10042
343,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,43,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10043
344,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,44,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10044
345,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,45,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10045
346,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,46,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10046
347,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,47,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10047
348,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,48,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10048
349,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,49,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10049
350,192,Atlas/UI_Hero_Head,10028,Head_10007,4,new_card_raid_name_1,50,[10017|10020|10022|10028|10023|10034],[10017|10020|10022|10028|10023|10034],10050
