id,banner,condition,cost_id,cost_num,cost_price,cost_type,goods,goods_quality,group,is_daily,is_open,order,sale
132,bg_shop_00,,204005,5,50,2,9669601,3,220,-1,1,1,10000
133,bg_shop_00,,204005,5,75,2,9669602,3,220,-1,1,2,-3300
134,bg_shop_00,,204005,20,20,2,9669603,2,220,-1,1,3,-5000
135,bg_shop_00,,204005,10,60,2,9669604,2,220,-1,1,4,-1600
136,bg_shop_00,,204005,20,30,2,9669605,2,220,-1,1,5,-1600
137,bg_shop_00,,204005,10,36,2,9669606,1,220,-1,1,6,-1600
138,bg_shop_00,,204005,10,12,2,9669607,1,220,-1,1,7,-1600
139,bg_shop_00,,204005,10,12,2,9669608,1,220,-1,1,8,-1600
141,bg_shop_00,,204002,1,600,2,9229001,2,221,-1,1,1,10000
142,bg_shop_00,,204002,50,10,2,9229002,1,221,-1,1,2,10000
143,bg_shop_00,,204002,2,350,2,9229003,1,221,-1,1,3,10000
144,bg_shop_00,,204002,2,350,2,9229004,1,221,-1,1,4,10000
145,bg_shop_00,,204002,2,350,2,9229005,1,221,-1,1,5,10000
146,bg_shop_00,,204002,2,350,2,9229006,1,221,-1,1,6,10000
147,bg_shop_00,,204002,4,10,2,9229007,1,221,-1,1,7,10000
148,bg_shop_00,,204002,5,15,2,9229008,1,221,-1,1,8,10000
149,bg_shop_00,,204002,50,5,2,9229009,1,221,-1,1,9,10000
150,bg_shop_00,,204002,50,3,2,9229010,1,221,-1,1,10,10000
151,bg_shop_00,,9250010,5,40,2,9260201,1,222,-1,1,1,10000
152,bg_shop_00,,9250010,1,250,2,9260202,2,222,-1,1,2,10000
153,bg_shop_00,,9250010,100,15,2,9260203,1,222,-1,1,3,10000
154,bg_shop_00,,9250010,6,400,2,9260204,1,222,-1,1,4,10000
155,bg_shop_00,,9250010,6,400,2,9260205,1,222,-1,1,5,10000
156,bg_shop_00,,9250010,6,400,2,9260206,1,222,-1,1,6,10000
157,bg_shop_00,,9250010,6,400,2,9260207,1,222,-1,1,7,10000
158,bg_shop_00,,9250010,50,15,2,9260208,1,222,-1,1,8,10000
159,bg_shop_00,,9250010,10,10,2,9260209,1,222,-1,1,9,10000
160,bg_shop_00,,9250010,50,5,2,9260210,1,222,-1,1,10,10000
161,bg_shop_00,,204002,5,5,2,9274001,1,223,-1,1,1,10000
162,bg_shop_00,,204002,1,250,2,9274002,1,223,-1,1,2,10000
163,bg_shop_00,,204002,50,10,2,9274003,1,223,-1,1,3,10000
164,bg_shop_00,,204002,50,10,2,9274004,1,223,-1,1,4,10000
165,bg_shop_00,,204002,50,10,2,9274005,1,223,-1,1,5,10000
166,bg_shop_00,,204002,3,400,2,9260204,1,223,-1,1,6,10000
167,bg_shop_00,,204002,3,400,2,9260205,1,223,-1,1,7,10000
168,bg_shop_00,,204002,3,400,2,9260206,1,223,-1,1,8,10000
169,bg_shop_00,,204002,3,400,2,9260207,1,223,-1,1,9,10000
170,bg_shop_00,,204002,50,15,2,9260208,1,223,-1,1,10,10000
171,bg_shop_00,,204002,10,10,2,9260209,1,223,-1,1,11,10000
172,bg_shop_00,,204002,50,5,2,9260210,1,223,-1,1,12,10000
173,bg_shop_00,,204005,5,50,2,9669601,3,224,-1,1,1,10000
174,bg_shop_00,,204005,5,75,2,9669602,3,224,-1,1,2,-3300
175,bg_shop_00,,204005,20,20,2,9669603,2,224,-1,1,3,-5000
176,bg_shop_00,,204005,10,60,2,9669604,2,224,-1,1,4,-1600
177,bg_shop_00,,204005,20,30,2,9669605,2,224,-1,1,5,-1600
178,bg_shop_00,,204005,10,36,2,9669606,1,224,-1,1,6,-1600
179,bg_shop_00,,204005,10,12,2,9669607,1,224,-1,1,7,-1600
180,bg_shop_00,,204005,10,12,2,9669608,1,224,-1,1,8,-1600
181,bg_shop_00,,9250010,5,40,2,10114201,1,225,-1,1,1,10000
182,bg_shop_00,,9250010,1,250,2,10114202,1,225,-1,1,2,10000
183,bg_shop_00,,9250010,100,20,2,10114203,1,225,-1,1,3,10000
184,bg_shop_00,,9250010,6,400,2,10114204,1,225,-1,1,4,10000
185,bg_shop_00,,9250010,6,400,2,10114205,1,225,-1,1,5,10000
186,bg_shop_00,,9250010,6,400,2,10114206,1,225,-1,1,6,10000
187,bg_shop_00,,9250010,6,400,2,10114207,1,225,-1,1,7,10000
188,bg_shop_00,,9250010,50,15,2,10114208,1,225,-1,1,8,10000
189,bg_shop_00,,9250010,10,10,2,10114209,1,225,-1,1,9,10000
190,bg_shop_00,,9250010,50,5,2,10114210,1,225,-1,1,10,10000
191,bg_shop_00,,1008002,5,1,2,10124002,1,226,-1,1,80,10000
192,bg_shop_00,,1008002,9,5,2,10124003,1,226,-1,1,10,10000
193,bg_shop_00,,1008002,9,5,2,10124004,1,226,-1,1,20,10000
194,bg_shop_00,,1008002,9,5,2,10124005,1,226,-1,1,30,10000
195,bg_shop_00,,1008002,3,15,2,10124006,1,226,-1,1,40,10000
196,bg_shop_00,,1008002,3,15,2,10124007,1,226,-1,1,50,10000
197,bg_shop_00,,1008002,3,15,2,10124008,1,226,-1,1,60,10000
198,bg_shop_00,,1008002,3,15,2,10124009,1,226,-1,1,70,10000
199,bg_shop_00,,1008002,50,2,2,10124010,1,226,-1,1,90,10000
200,bg_shop_00,,1008002,5,3,2,10124011,1,226,-1,1,100,10000
201,bg_shop_00,,9250010,5,40,2,10190201,1,227,-1,1,1,10000
202,bg_shop_00,,9250010,1,250,2,10190202,1,227,-1,1,2,10000
203,bg_shop_00,,9250010,100,20,2,10190203,1,227,-1,1,3,10000
204,bg_shop_00,,9250010,6,400,2,10190204,1,227,-1,1,4,10000
205,bg_shop_00,,9250010,6,400,2,10190205,1,227,-1,1,5,10000
206,bg_shop_00,,9250010,6,400,2,10190206,1,227,-1,1,6,10000
207,bg_shop_00,,9250010,6,400,2,10190207,1,227,-1,1,7,10000
208,bg_shop_00,,9250010,50,15,2,10190208,1,227,-1,1,8,10000
209,bg_shop_00,,9250010,10,10,2,10190209,1,227,-1,1,9,10000
210,bg_shop_00,,9250010,50,5,2,10190210,1,227,-1,1,10,10000
211,bg_shop_00,,1008002,1,15,2,10193201,1,228,-1,1,1,10000
212,bg_shop_00,,1008002,1,5,2,10193202,1,228,-1,1,2,10000
213,bg_shop_00,,1008002,1,5,2,10193203,1,228,-1,1,3,10000
214,bg_shop_00,,1008002,6,15,2,10193204,1,228,-1,1,4,10000
215,bg_shop_00,,1008002,6,15,2,10193205,1,228,-1,1,5,10000
216,bg_shop_00,,1008002,6,15,2,10193206,1,228,-1,1,6,10000
217,bg_shop_00,,1008002,6,15,2,10193207,1,228,-1,1,7,10000
218,bg_shop_00,,1008002,10,1,2,10193208,1,228,-1,1,8,10000
219,bg_shop_00,,1008002,5,1,2,10193209,1,228,-1,1,9,10000
220,bg_shop_00,,1008002,50,2,2,10193210,1,228,-1,1,10,10000
221,bg_shop_00,,1008002,50,3,2,10193211,1,228,-1,1,11,10000
222,bg_shop_00,,1008002,10,12,2,10201201,1,229,-1,1,1,10000
223,bg_shop_00,,1008002,1,30,2,10201202,1,229,-1,1,2,10000
224,bg_shop_00,,1008002,1,30,2,10201203,1,229,-1,1,3,10000
225,bg_shop_00,,1008002,1,30,2,10201204,1,229,-1,1,4,10000
226,bg_shop_00,,1008002,1,30,2,10201205,1,229,-1,1,5,10000
227,bg_shop_00,,1008002,3,20,2,10201206,1,229,-1,1,6,10000
228,bg_shop_00,,1008002,3,6,2,10201207,1,229,-1,1,7,10000
229,bg_shop_00,,1008002,3,6,2,10201208,1,229,-1,1,8,10000
230,bg_shop_00,,1008002,3,6,2,10201209,1,229,-1,1,9,10000
231,bg_shop_00,,1008002,3,6,2,10201210,1,229,-1,1,10,10000
232,bg_shop_00,,1008002,5,1,2,10201211,1,229,-1,1,14,10000
233,bg_shop_00,,1008002,10,2,2,10201212,1,229,-1,1,12,10000
234,bg_shop_00,,1008002,5,3,2,10201213,1,229,-1,1,11,10000
235,bg_shop_00,,1008002,5,2,2,10201214,1,229,-1,1,13,10000
236,bg_shop_00,,204002,50,10,2,10210001,1,228,-1,1,12,10000
237,bg_shop_00,,204002,10,1,2,9669109,1,228,-1,1,13,10000
238,bg_shop_00,,9250010,1,250,2,10260101,1,230,-1,1,1,10000
239,bg_shop_00,,9250010,8,50,2,10260102,1,230,-1,1,2,10000
240,bg_shop_00,,9250010,8,50,2,10260103,1,230,-1,1,3,10000
241,bg_shop_00,,9250010,8,50,2,10260104,1,230,-1,1,4,10000
242,bg_shop_00,,9250010,8,50,2,10260105,1,230,-1,1,5,10000
243,bg_shop_00,,9250010,8,200,2,10260106,1,230,-1,1,6,10000
244,bg_shop_00,,9250010,6,350,2,10260107,1,230,-1,1,7,10000
245,bg_shop_00,,9250010,6,350,2,10260108,1,230,-1,1,8,10000
246,bg_shop_00,,9250010,6,350,2,10260109,1,230,-1,1,9,10000
247,bg_shop_00,,9250010,6,350,2,10260110,1,230,-1,1,10,10000
248,bg_shop_00,,9250010,50,15,2,10260111,1,230,-1,1,11,10000
249,bg_shop_00,,9250010,10,75,2,10260112,1,230,-1,1,12,10000
250,bg_shop_00,,9250010,50,25,2,10260113,1,230,-1,1,13,10000
251,bg_shop_00,,9250010,5,40,2,10260114,1,230,-1,1,14,10000
252,bg_shop_00,,1008002,10,4,2,10292001,1,231,-1,1,1,10000
253,bg_shop_00,,1008002,10,4,2,10292002,1,231,-1,1,2,10000
254,bg_shop_00,,1008002,3,10,2,10292003,1,231,-1,1,3,10000
255,bg_shop_00,,1008002,3,10,2,10292004,1,231,-1,1,4,10000
256,bg_shop_00,,1008002,3,10,2,10292005,1,231,-1,1,5,10000
257,bg_shop_00,,1008002,3,10,2,10292006,1,231,-1,1,6,10000
258,bg_shop_00,,1008002,9,8,2,10292007,1,231,-1,1,7,10000
259,bg_shop_00,,1008002,9,2,2,10292008,1,231,-1,1,8,10000
260,bg_shop_00,,1008002,9,2,2,10292009,1,231,-1,1,9,10000
261,bg_shop_00,,1008002,9,2,2,10292010,1,231,-1,1,10,10000
262,bg_shop_00,,1008002,9,2,2,10292011,1,231,-1,1,11,10000
263,bg_shop_00,,1008002,50,1,2,10292012,1,231,-1,1,12,10000
264,bg_shop_00,,1008002,5,1,2,10292013,1,231,-1,1,13,10000
265,bg_shop_00,,1008002,5,1,2,10292014,1,231,-1,1,14,10000
266,bg_shop_00,,204005,5,50,2,9669601,3,232,-1,1,1,10000
267,bg_shop_00,,204005,50,20,2,9669602,3,232,-1,1,2,10000
268,bg_shop_00,,204005,20,20,2,9669603,2,232,-1,1,3,-5000
269,bg_shop_00,,204005,10,60,2,9669604,2,232,-1,1,4,-1600
270,bg_shop_00,,204005,20,30,2,9669605,2,232,-1,1,5,-1600
271,bg_shop_00,,204005,10,36,2,9669606,1,232,-1,1,6,-1600
272,bg_shop_00,,204005,10,12,2,9669607,1,232,-1,1,7,-1600
273,bg_shop_00,,204005,10,12,2,9669608,1,232,-1,1,8,-1600
274,bg_shop_00,,9250010,1,800,2,10311001,1,233,-1,1,1,10000
275,bg_shop_00,,9250010,50,50,2,10311002,1,233,-1,1,2,10000
276,bg_shop_00,,9250010,50,30,2,10311003,1,233,-1,1,3,10000
277,bg_shop_00,,9250010,6,600,2,10311004,1,233,-1,1,4,10000
278,bg_shop_00,,9250010,6,600,2,10311005,1,233,-1,1,5,10000
279,bg_shop_00,,9250010,6,600,2,10311006,1,233,-1,1,6,10000
280,bg_shop_00,,9250010,6,600,2,10311007,1,233,-1,1,7,10000
281,bg_shop_00,,9250010,5,5,2,10311008,1,233,-1,1,8,10000
282,bg_shop_00,,9250010,50,15,2,10311009,1,233,-1,1,9,10000
283,bg_shop_00,,9250010,10,10,2,10311010,1,233,-1,1,10,10000
284,bg_shop_00,,9250010,50,25,2,10311011,1,233,-1,1,11,10000
285,bg_shop_00,,9250010,1,600,2,11012201,1,234,-1,1,1,10000
287,bg_shop_00,,9250010,60,30,2,11012203,1,234,-1,1,3,10000
288,bg_shop_00,,9250010,6,500,2,11012204,1,234,-1,1,4,10000
289,bg_shop_00,,9250010,6,500,2,11012205,1,234,-1,1,5,10000
290,bg_shop_00,,9250010,6,500,2,11012206,1,234,-1,1,6,10000
291,bg_shop_00,,9250010,6,500,2,11012207,1,234,-1,1,7,10000
292,bg_shop_00,,9250010,8,300,2,11012208,1,234,-1,1,8,10000
293,bg_shop_00,,9250010,8,75,2,11012209,1,234,-1,1,9,10000
294,bg_shop_00,,9250010,8,75,2,11012210,1,234,-1,1,10,10000
295,bg_shop_00,,9250010,8,75,2,11012211,1,234,-1,1,11,10000
296,bg_shop_00,,9250010,8,75,2,11012212,1,234,-1,1,12,10000
297,bg_shop_00,,9250010,20,10,2,11012213,1,234,-1,1,13,10000
298,bg_shop_00,,9250010,10,25,2,11012214,1,234,-1,1,14,10000
299,bg_shop_00,,9250010,100,1,2,11012215,1,234,-1,1,15,10000
300,bg_shop_00,,1008002,20,6,2,11015301,1,235,-1,1,1,10000
301,bg_shop_00,,1008002,9,4,2,11015302,1,235,-1,1,2,10000
302,bg_shop_00,,1008002,9,1,2,11015303,1,235,-1,1,3,10000
303,bg_shop_00,,1008002,9,1,2,11015304,1,235,-1,1,4,10000
304,bg_shop_00,,1008002,9,1,2,11015305,1,235,-1,1,5,10000
305,bg_shop_00,,1008002,9,1,2,11015306,1,235,-1,1,6,10000
306,bg_shop_00,,1008002,3,8,2,11015307,1,235,-1,1,7,10000
307,bg_shop_00,,1008002,3,8,2,11015308,1,235,-1,1,8,10000
308,bg_shop_00,,1008002,3,8,2,11015309,1,235,-1,1,9,10000
309,bg_shop_00,,1008002,3,8,2,11015310,1,235,-1,1,10,10000
310,bg_shop_00,,1008002,2,1,2,11015311,1,235,-1,1,11,10000
311,bg_shop_00,,1008002,2,1,2,11015312,1,235,-1,1,12,10000
312,bg_shop_00,,1008002,2,1,2,11015313,1,235,-1,1,13,10000
313,bg_shop_00,,1008002,2,1,2,11015314,1,235,-1,1,14,10000
314,bg_shop_00,,204005,1,300,2,11060201,3,236,-1,1,1,10000
315,bg_shop_00,,204005,1,100,2,11060202,3,236,-1,1,2,10000
316,bg_shop_00,,204005,1,100,2,11060203,3,236,-1,1,3,10000
317,bg_shop_00,,204005,1,100,2,11060204,3,236,-1,1,4,10000
318,bg_shop_00,,204005,1,100,2,11060205,3,236,-1,1,5,10000
319,bg_shop_00,,204005,5,50,2,11060206,3,236,-1,1,6,10000
320,bg_shop_00,,204005,20,20,2,11060207,2,236,-1,1,7,-5000
321,bg_shop_00,,204005,10,60,2,11060208,2,236,-1,1,8,-1600
322,bg_shop_00,,204005,20,30,2,11060209,2,236,-1,1,9,-1600
323,bg_shop_00,,204005,10,36,2,11060210,1,236,-1,1,10,-1600
324,bg_shop_00,,204005,10,12,2,11060211,1,236,-1,1,11,-1600
325,bg_shop_00,,204005,10,12,2,11060212,1,236,-1,1,12,-1600
326,bg_shop_00,,1008002,10,10,2,11070201,1,237,-1,1,1,10000
327,bg_shop_00,,1008002,5,15,2,11070202,1,237,-1,1,2,10000
328,bg_shop_00,,1008002,5,15,2,11070203,1,237,-1,1,3,10000
329,bg_shop_00,,1008002,5,15,2,11070204,1,237,-1,1,4,10000
330,bg_shop_00,,1008002,5,15,2,11070205,1,237,-1,1,5,10000
331,bg_shop_00,,1008002,1,1,2,11070206,1,237,-1,1,6,10000
332,bg_shop_00,,1008002,1,1,2,11070207,1,237,-1,1,7,10000
333,bg_shop_00,,1008002,1,1,2,11070208,1,237,-1,1,8,10000
334,bg_shop_00,,1008002,1,1,2,11070209,1,237,-1,1,9,10000
335,bg_shop_00,,1008002,1,1,2,11070210,1,237,-1,1,10,10000
336,bg_shop_00,,1008002,1,1,2,11070211,1,237,-1,1,11,10000
337,bg_shop_00,,1008002,10,10,2,11071201,1,238,-1,1,1,10000
338,bg_shop_00,,1008002,5,15,2,11071202,1,238,-1,1,2,10000
339,bg_shop_00,,1008002,5,15,2,11071203,1,238,-1,1,3,10000
340,bg_shop_00,,1008002,5,15,2,11071204,1,238,-1,1,4,10000
341,bg_shop_00,,1008002,5,15,2,11071205,1,238,-1,1,5,10000
342,bg_shop_00,,1008002,1,1,2,11071206,1,238,-1,1,6,10000
343,bg_shop_00,,1008002,1,1,2,11071207,1,238,-1,1,7,10000
344,bg_shop_00,,1008002,1,1,2,11071208,1,238,-1,1,8,10000
345,bg_shop_00,,1008002,1,1,2,11071209,1,238,-1,1,9,10000
346,bg_shop_00,,1008002,1,1,2,11071210,1,238,-1,1,10,10000
347,bg_shop_00,,1008002,1,1,2,11071211,1,238,-1,1,11,10000
348,bg_shop_00,,1008002,20,4,2,11080201,1,239,-1,1,1,10000
349,bg_shop_00,,1008002,9,8,2,11080202,1,239,-1,1,2,10000
350,bg_shop_00,,1008002,9,3,2,11080203,1,239,-1,1,3,10000
351,bg_shop_00,,1008002,9,3,2,11080204,1,239,-1,1,4,10000
352,bg_shop_00,,1008002,9,3,2,11080205,1,239,-1,1,5,10000
353,bg_shop_00,,1008002,9,3,2,11080206,1,239,-1,1,6,10000
354,bg_shop_00,,1008002,5,8,2,11080207,1,239,-1,1,7,10000
355,bg_shop_00,,1008002,5,8,2,11080208,1,239,-1,1,8,10000
356,bg_shop_00,,1008002,5,8,2,11080209,1,239,-1,1,9,10000
357,bg_shop_00,,1008002,5,8,2,11080210,1,239,-1,1,10,10000
358,bg_shop_00,,1008002,1,6,2,11080211,1,239,-1,1,11,10000
359,bg_shop_00,,1008002,1,5,2,11080212,1,239,-1,1,12,10000
360,bg_shop_00,,1008002,50,1,2,11080213,1,239,-1,1,13,10000
361,bg_shop_00,,1008002,50,1,2,11080214,1,239,-1,1,14,10000
362,bg_shop_00,,1008002,50,1,2,11080215,1,239,-1,1,15,10000
363,bg_shop_00,,1008002,20,4,2,11090101,1,240,-1,1,1,10000
364,bg_shop_00,,1008002,9,6,2,11090102,1,240,-1,1,2,10000
365,bg_shop_00,,1008002,9,2,2,11090103,1,240,-1,1,3,10000
366,bg_shop_00,,1008002,9,2,2,11090104,1,240,-1,1,4,10000
367,bg_shop_00,,1008002,9,2,2,11090105,1,240,-1,1,5,10000
368,bg_shop_00,,1008002,9,2,2,11090106,1,240,-1,1,6,10000
369,bg_shop_00,,1008002,5,8,2,11090107,1,240,-1,1,7,10000
370,bg_shop_00,,1008002,5,8,2,11090108,1,240,-1,1,8,10000
371,bg_shop_00,,1008002,5,8,2,11090109,1,240,-1,1,9,10000
372,bg_shop_00,,1008002,5,8,2,11090110,1,240,-1,1,10,10000
373,bg_shop_00,,1008002,5,1,2,11090111,1,240,-1,1,11,10000
374,bg_shop_00,,1008002,5,1,2,11090112,1,240,-1,1,12,10000
375,bg_shop_00,,1008002,5,1,2,11090113,1,240,-1,1,13,10000
376,bg_shop_00,,1008002,5,1,2,11090114,1,240,-1,1,14,10000
377,bg_shop_00,,1008002,1,5,2,11090115,1,240,-1,1,15,10000
378,bg_shop_00,,1008002,1,7,2,11090116,1,240,-1,1,16,10000
379,bg_shop_00,,1008002,20,5,2,11092201,1,241,-1,1,1,10000
380,bg_shop_00,,1008002,20,5,2,11092202,1,241,-1,1,2,10000
381,bg_shop_00,,1008002,9,8,2,11092203,1,241,-1,1,3,10000
382,bg_shop_00,,1008002,9,2,2,11092204,1,241,-1,1,4,10000
383,bg_shop_00,,1008002,9,2,2,11092205,1,241,-1,1,5,10000
384,bg_shop_00,,1008002,9,2,2,11092206,1,241,-1,1,6,10000
385,bg_shop_00,,1008002,9,2,2,11092207,1,241,-1,1,7,10000
386,bg_shop_00,,1008002,5,8,2,11092208,1,241,-1,1,8,10000
387,bg_shop_00,,1008002,5,8,2,11092209,1,241,-1,1,9,10000
388,bg_shop_00,,1008002,5,8,2,11092210,1,241,-1,1,10,10000
389,bg_shop_00,,1008002,5,8,2,11092211,1,241,-1,1,11,10000
390,bg_shop_00,,1008002,1,9,2,11092212,1,241,-1,1,12,10000
391,bg_shop_00,,1008002,1,6,2,11092213,1,241,-1,1,13,10000
392,bg_shop_00,,1008002,50,1,2,11092214,1,241,-1,1,14,10000
393,bg_shop_00,,1008002,50,1,2,11092215,1,241,-1,1,15,10000
394,bg_shop_00,,204002,50,10,2,10210001,1,240,-1,1,12,10000
395,bg_shop_00,,204002,10,1,2,9669109,1,228,-1,1,13,10000
396,bg_shop_00,,9250010,20,120,2,11170201,1,242,-1,1,1,10000
397,bg_shop_00,,9250010,8,250,2,11170202,1,242,-1,1,2,10000
398,bg_shop_00,,9250010,8,250,2,11170203,1,242,-1,1,3,10000
399,bg_shop_00,,9250010,8,250,2,11170204,1,242,-1,1,4,10000
400,bg_shop_00,,9250010,5,300,2,11170205,1,242,-1,1,5,10000
401,bg_shop_00,,9250010,5,80,2,11170206,1,242,-1,1,6,10000
402,bg_shop_00,,9250010,5,80,2,11170207,1,242,-1,1,7,10000
403,bg_shop_00,,9250010,5,80,2,11170208,1,242,-1,1,8,10000
404,bg_shop_00,,9250010,5,80,2,11170209,1,242,-1,1,9,10000
405,bg_shop_00,,9250010,2,150,2,11170210,1,242,-1,1,10,10000
406,bg_shop_00,,9250010,50,10,2,11170211,1,242,-1,1,11,10000
407,bg_shop_00,,9250010,50,5,2,11170212,1,242,-1,1,12,10000
408,bg_shop_00,,9250010,5,100,2,11170213,1,242,-1,1,13,10000
409,bg_shop_00,,9250010,20,25,2,11170214,1,242,-1,1,14,10000
410,bg_shop_00,,9250010,20,25,2,11170215,1,242,-1,1,15,10000
411,bg_shop_00,,204005,1,150,2,11213001,3,243,-1,1,1,-2500
412,bg_shop_00,,204005,1,150,2,11213002,3,243,-1,1,2,10000
413,bg_shop_00,,204005,10,30,2,11213003,3,243,-1,1,3,10000
414,bg_shop_00,,204005,5,50,2,11213004,3,243,-1,1,4,10000
415,bg_shop_00,,204005,10,50,2,11213005,3,243,-1,1,5,10000
416,bg_shop_00,,204005,20,8,2,11213006,3,243,-1,1,6,-2000
417,bg_shop_00,,204005,20,20,2,11213007,2,243,-1,1,7,-2000
418,bg_shop_00,,204005,10,10,2,11213008,2,243,-1,1,8,-6000
419,bg_shop_00,,204005,10,20,2,11213009,2,243,-1,1,9,-6000
420,bg_shop_00,,9250010,20,120,2,11170201,1,244,-1,1,1,10000
421,bg_shop_00,,9250010,8,250,2,11170202,1,244,-1,1,2,10000
422,bg_shop_00,,9250010,8,250,2,11170203,1,244,-1,1,3,10000
423,bg_shop_00,,9250010,8,250,2,11170204,1,244,-1,1,4,10000
424,bg_shop_00,,9250010,5,300,2,11170205,1,244,-1,1,5,10000
425,bg_shop_00,,9250010,5,80,2,11170206,1,244,-1,1,6,10000
426,bg_shop_00,,9250010,5,80,2,11170207,1,244,-1,1,7,10000
427,bg_shop_00,,9250010,5,80,2,11170208,1,244,-1,1,8,10000
428,bg_shop_00,,9250010,5,80,2,11170209,1,244,-1,1,9,10000
429,bg_shop_00,,9250010,2,150,2,11170210,1,244,-1,1,10,10000
430,bg_shop_00,,9250010,50,10,2,11170211,1,244,-1,1,11,10000
431,bg_shop_00,,9250010,50,5,2,11170212,1,244,-1,1,12,10000
432,bg_shop_00,,9250010,5,100,2,11170213,1,244,-1,1,13,10000
433,bg_shop_00,,9250010,20,5,2,11170214,1,244,-1,1,14,10000
434,bg_shop_00,,9250010,20,5,2,11170215,1,244,-1,1,15,10000
435,bg_shop_00,,1008002,20,3,2,11281201,1,245,-1,1,1,10000
436,bg_shop_00,,1008002,20,3,2,11281202,1,245,-1,1,2,10000
437,bg_shop_00,,1008002,5,8,2,11281203,1,245,-1,1,3,10000
438,bg_shop_00,,1008002,5,8,2,11281204,1,245,-1,1,4,10000
439,bg_shop_00,,1008002,9,6,2,11281205,1,245,-1,1,5,10000
440,bg_shop_00,,1008002,9,2,2,11281206,1,245,-1,1,6,10000
441,bg_shop_00,,1008002,9,2,2,11281207,1,245,-1,1,7,10000
442,bg_shop_00,,1008002,9,2,2,11281208,1,245,-1,1,8,10000
443,bg_shop_00,,1008002,9,2,2,11281209,1,245,-1,1,9,10000
