id,idle_reward,idle_reward_2,idle_scene_type,idle_time,idle_time_2,idle_time_max,need_level,pre_id,reward_ID,rewardIds,show_floor,show_unit_icon,stage,tower_type,type
165,1501,0,3,300,3600,480,1,164,[24165],[24165],165,10029,165,1,2
166,1501,0,3,300,3600,480,1,165,[24166],[24166],166,10025,166,1,1
167,1501,0,3,300,3600,480,1,166,[24167],[24167],167,10012,167,1,1
168,1501,0,3,300,3600,480,1,167,[24168],[24168],168,10030,168,1,1
169,1501,0,3,300,3600,480,1,168,[24169],[24169],169,10034,169,1,1
170,1501,0,3,300,3600,480,1,169,[24170],[24170],170,10008,170,1,3
171,1501,0,3,300,3600,480,1,170,[24171],[24171],171,10004,171,1,1
172,1501,0,3,300,3600,480,1,171,[24172],[24172],172,10011,172,1,1
173,1501,0,3,300,3600,480,1,172,[24173],[24173],173,10003,173,1,1
174,1501,0,3,300,3600,480,1,173,[24174],[24174],174,10016,174,1,1
175,1501,0,3,300,3600,480,1,174,[24175],[24175],175,60026,175,1,2
176,1501,0,3,300,3600,480,1,175,[24176],[24176],176,10008,176,1,1
177,1501,0,3,300,3600,480,1,176,[24177],[24177],177,10013,177,1,1
178,1501,0,3,300,3600,480,1,177,[24178],[24178],178,10003,178,1,1
179,1501,0,3,300,3600,480,1,178,[24179],[24179],179,10014,179,1,1
180,1501,0,3,300,3600,480,1,179,[24180],[24180],180,10025,180,1,3
181,1501,0,1,300,3600,480,1,180,[24181],[24181],181,10011,181,1,1
182,1501,0,1,300,3600,480,1,181,[24182],[24182],182,10016,182,1,1
183,1501,0,1,300,3600,480,1,182,[24183],[24183],183,10005,183,1,1
184,1501,0,1,300,3600,480,1,183,[24184],[24184],184,10025,184,1,1
185,1501,0,1,300,3600,480,1,184,[24185],[24185],185,10013,185,1,2
186,1501,0,1,300,3600,480,1,185,[24186],[24186],186,10004,186,1,1
187,1501,0,1,300,3600,480,1,186,[24187],[24187],187,10018,187,1,1
188,1501,0,1,300,3600,480,1,187,[24188],[24188],188,10005,188,1,1
189,1501,0,1,300,3600,480,1,188,[24189],[24189],189,10015,189,1,1
190,1501,0,1,300,3600,480,1,189,[24190],[24190],190,60046,190,1,3
191,1501,0,1,300,3600,480,1,190,[24191],[24191],191,10026,191,1,1
192,1501,0,1,300,3600,480,1,191,[24192],[24192],192,10034,192,1,1
193,1501,0,1,300,3600,480,1,192,[24193],[24193],193,10012,193,1,1
194,1501,0,1,300,3600,480,1,193,[24194],[24194],194,10030,194,1,1
195,1501,0,1,300,3600,480,1,194,[24195],[24195],195,60145,195,1,2
196,1501,0,1,300,3600,480,1,195,[24196],[24196],196,10028,196,1,1
197,1501,0,1,300,3600,480,1,196,[24197],[24197],197,10018,197,1,1
198,1501,0,1,300,3600,480,1,197,[24198],[24198],198,10022,198,1,1
199,1501,0,1,300,3600,480,1,198,[24199],[24199],199,10021,199,1,1
200,1501,0,1,300,3600,480,1,199,[24200],[24200],200,70022,200,1,3
201,1501,0,2,300,3600,480,1,200,[24201],[24201],201,10026,201,1,1
202,1501,0,2,300,3600,480,1,201,[24202],[24202],202,10034,202,1,1
203,1501,0,2,300,3600,480,1,202,[24203],[24203],203,10025,203,1,1
204,1501,0,2,300,3600,480,1,203,[24204],[24204],204,10008,204,1,1
205,1501,0,2,300,3600,480,1,204,[24205],[24205],205,10027,205,1,2
206,1501,0,2,300,3600,480,1,205,[24206],[24206],206,10017,206,1,1
207,1501,0,2,300,3600,480,1,206,[24207],[24207],207,10012,207,1,1
208,1501,0,2,300,3600,480,1,207,[24208],[24208],208,10030,208,1,1
209,1501,0,2,300,3600,480,1,208,[24209],[24209],209,10028,209,1,1
210,1501,0,2,300,3600,480,1,209,[24210],[24210],210,10018,210,1,3
211,1501,0,2,300,3600,480,1,210,[24211],[24211],211,10025,211,1,1
212,1501,0,2,300,3600,480,1,211,[24212],[24212],212,10008,212,1,1
213,1501,0,2,300,3600,480,1,212,[24213],[24213],213,10017,213,1,1
214,1501,0,2,300,3600,480,1,213,[24214],[24214],214,10012,214,1,1
215,1501,0,2,300,3600,480,1,214,[24215],[24215],215,60098,215,1,2
216,1501,0,2,300,3600,480,1,215,[24216],[24216],216,10031,216,1,1
217,1501,0,2,300,3600,480,1,216,[24217],[24217],217,10028,217,1,1
218,1501,0,2,300,3600,480,1,217,[24218],[24218],218,10017,218,1,1
219,1501,0,2,300,3600,480,1,218,[24219],[24219],219,10025,219,1,1
220,1501,0,2,300,3600,480,1,219,[24220],[24220],220,60026,220,1,3
221,1501,0,3,300,3600,480,1,220,[24221],[24221],221,10026,221,1,1
222,1501,0,3,300,3600,480,1,221,[24222],[24222],222,10034,222,1,1
223,1501,0,3,300,3600,480,1,222,[24223],[24223],223,10017,223,1,1
224,1501,0,3,300,3600,480,1,223,[24224],[24224],224,10034,224,1,1
225,1501,0,3,300,3600,480,1,224,[24225],[24225],225,60092,225,1,2
226,1501,0,3,300,3600,480,1,225,[24226],[24226],226,10025,226,1,1
227,1501,0,3,300,3600,480,1,226,[24227],[24227],227,10008,227,1,1
228,1501,0,3,300,3600,480,1,227,[24228],[24228],228,10030,228,1,1
229,1501,0,3,300,3600,480,1,228,[24229],[24229],229,10034,229,1,1
230,1501,0,3,300,3600,480,1,229,[24230],[24230],230,10008,230,1,3
231,1501,0,3,300,3600,480,1,230,[24231],[24231],231,10018,231,1,1
232,1501,0,3,300,3600,480,1,231,[24232],[24232],232,10028,232,1,1
233,1501,0,3,300,3600,480,1,232,[24233],[24233],233,10021,233,1,1
234,1501,0,3,300,3600,480,1,233,[24234],[24234],234,10034,234,1,1
235,1501,0,3,300,3600,480,1,234,[24235],[24235],235,60144,235,1,2
236,1501,0,3,300,3600,480,1,235,[24236],[24236],236,10022,236,1,1
237,1501,0,3,300,3600,480,1,236,[24237],[24237],237,10030,237,1,1
238,1501,0,3,300,3600,480,1,237,[24238],[24238],238,10025,238,1,1
239,1501,0,3,300,3600,480,1,238,[24239],[24239],239,10017,239,1,1
240,1501,0,3,300,3600,480,1,239,[24240],[24240],240,71003,240,1,3
241,1501,0,1,300,3600,480,1,240,[24241],[24241],241,10030,241,1,1
242,1501,0,1,300,3600,480,1,241,[24242],[24242],242,10012,242,1,1
243,1501,0,1,300,3600,480,1,242,[24243],[24243],243,10024,243,1,1
244,1501,0,1,300,3600,480,1,243,[24244],[24244],244,10018,244,1,1
245,1501,0,1,300,3600,480,1,244,[24245],[24245],245,10020,245,1,2
246,1501,0,1,300,3600,480,1,245,[24246],[24246],246,10025,246,1,1
247,1501,0,1,300,3600,480,1,246,[24247],[24247],247,10028,247,1,1
248,1501,0,1,300,3600,480,1,247,[24248],[24248],248,10017,248,1,1
249,1501,0,1,300,3600,480,1,248,[24249],[24249],249,10012,249,1,1
250,1501,0,1,300,3600,480,1,249,[24250],[24250],250,10022,250,1,3
251,1501,0,1,300,3600,480,1,250,[24251],[24251],251,10022,251,1,1
252,1501,0,1,300,3600,480,1,251,[24252],[24252],252,10008,252,1,1
253,1501,0,1,300,3600,480,1,252,[24253],[24253],253,10026,253,1,1
254,1501,0,1,300,3600,480,1,253,[24254],[24254],254,10034,254,1,1
255,1501,0,1,300,3600,480,1,254,[24255],[24255],255,60145,255,1,2
256,1501,0,1,300,3600,480,1,255,[24256],[24256],256,10022,256,1,1
257,1501,0,1,300,3600,480,1,256,[24257],[24257],257,10028,257,1,1
258,1501,0,1,300,3600,480,1,257,[24258],[24258],258,10026,258,1,1
259,1501,0,1,300,3600,480,1,258,[24259],[24259],259,10018,259,1,1
260,1501,0,1,300,3600,480,1,259,[24260],[24260],260,60143,260,1,3
261,1501,0,2,300,3600,480,1,260,[24261],[24261],261,10027,261,1,1
262,1501,0,2,300,3600,480,1,261,[24262],[24262],262,10024,262,1,1
263,1501,0,2,300,3600,480,1,262,[24263],[24263],263,10030,263,1,1
264,1501,0,2,300,3600,480,1,263,[24264],[24264],264,10032,264,1,1
265,1501,0,2,300,3600,480,1,264,[24265],[24265],265,10017,265,1,2
266,1501,0,2,300,3600,480,1,265,[24266],[24266],266,10035,266,1,1
267,1501,0,2,300,3600,480,1,266,[24267],[24267],267,10024,267,1,1
268,1501,0,2,300,3600,480,1,267,[24268],[24268],268,10018,268,1,1
269,1501,0,2,300,3600,480,1,268,[24269],[24269],269,10008,269,1,1
270,1501,0,2,300,3600,480,1,269,[24270],[24270],270,10024,270,1,3
271,1501,0,2,300,3600,480,1,270,[24271],[24271],271,10027,271,1,1
272,1501,0,2,300,3600,480,1,271,[24272],[24272],272,10028,272,1,1
273,1501,0,2,300,3600,480,1,272,[24273],[24273],273,10024,273,1,1
274,1501,0,2,300,3600,480,1,273,[24274],[24274],274,10012,274,1,1
275,1501,0,2,300,3600,480,1,274,[24275],[24275],275,60120,275,1,2
276,1501,0,2,300,3600,480,1,275,[24276],[24276],276,10035,276,1,1
277,1501,0,2,300,3600,480,1,276,[24277],[24277],277,10031,277,1,1
278,1501,0,2,300,3600,480,1,277,[24278],[24278],278,10018,278,1,1
279,1501,0,2,300,3600,480,1,278,[24279],[24279],279,10019,279,1,1
280,1501,0,2,300,3600,480,1,279,[24280],[24280],280,60115,280,1,3
281,1501,0,3,300,3600,480,1,280,[24281],[24281],281,10028,281,1,1
282,1501,0,3,300,3600,480,1,281,[24282],[24282],282,10023,282,1,1
283,1501,0,3,300,3600,480,1,282,[24283],[24283],283,10030,283,1,1
284,1501,0,3,300,3600,480,1,283,[24284],[24284],284,10021,284,1,1
285,1501,0,3,300,3600,480,1,284,[24285],[24285],285,10018,285,1,2
286,1501,0,3,300,3600,480,1,285,[24286],[24286],286,10019,286,1,1
287,1501,0,3,300,3600,480,1,286,[24287],[24287],287,10027,287,1,1
288,1501,0,3,300,3600,480,1,287,[24288],[24288],288,10031,288,1,1
289,1501,0,3,300,3600,480,1,288,[24289],[24289],289,10020,289,1,1
290,1501,0,3,300,3600,480,1,289,[24290],[24290],290,10021,290,1,3
291,1501,0,3,300,3600,480,1,290,[24291],[24291],291,10032,291,1,1
292,1501,0,3,300,3600,480,1,291,[24292],[24292],292,10026,292,1,1
293,1501,0,3,300,3600,480,1,292,[24293],[24293],293,10034,293,1,1
294,1501,0,3,300,3600,480,1,293,[24294],[24294],294,10022,294,1,1
295,1501,0,3,300,3600,480,1,294,[24295],[24295],295,60038,295,1,2
296,1501,0,3,300,3600,480,1,295,[24296],[24296],296,10020,296,1,1
297,1501,0,3,300,3600,480,1,296,[24297],[24297],297,10035,297,1,1
298,1501,0,3,300,3600,480,1,297,[24298],[24298],298,10023,298,1,1
299,1501,0,3,300,3600,480,1,298,[24299],[24299],299,10030,299,1,1
300,1501,0,3,300,3600,480,1,299,[24300],[24300],300,60114,300,1,3
301,1501,0,1,300,3600,480,1,300,[24301],[24301],301,10025,301,1,1
302,1501,0,1,300,3600,480,1,301,[24302],[24302],302,10028,302,1,1
303,1501,0,1,300,3600,480,1,302,[24303],[24303],303,10024,303,1,1
304,1501,0,1,300,3600,480,1,303,[24304],[24304],304,10018,304,1,1
305,1501,0,1,300,3600,480,1,304,[24305],[24305],305,10037,305,1,2
306,1501,0,1,300,3600,480,1,305,[24306],[24306],306,10030,306,1,1
307,1501,0,1,300,3600,480,1,306,[24307],[24307],307,10023,307,1,1
308,1501,0,1,300,3600,480,1,307,[24308],[24308],308,10008,308,1,1
309,1501,0,1,300,3600,480,1,308,[24309],[24309],309,10035,309,1,1
310,1501,0,1,300,3600,480,1,309,[24310],[24310],310,10022,310,1,3
311,1501,0,1,300,3600,480,1,310,[24311],[24311],311,10022,311,1,1
312,1501,0,1,300,3600,480,1,311,[24312],[24312],312,10021,312,1,1
313,1501,0,1,300,3600,480,1,312,[24313],[24313],313,10026,313,1,1
314,1501,0,1,300,3600,480,1,313,[24314],[24314],314,10012,314,1,1
315,1501,0,1,300,3600,480,1,314,[24315],[24315],315,10033,315,1,2
316,1501,0,1,300,3600,480,1,315,[24316],[24316],316,10022,316,1,1
317,1501,0,1,300,3600,480,1,316,[24317],[24317],317,10021,317,1,1
318,1501,0,1,300,3600,480,1,317,[24318],[24318],318,10030,318,1,1
319,1501,0,1,300,3600,480,1,318,[24319],[24319],319,10034,319,1,1
320,1501,0,1,300,3600,480,1,319,[24320],[24320],320,60143,320,1,3
321,1501,0,2,300,3600,480,1,320,[24321],[24321],321,10017,321,1,1
322,1501,0,2,300,3600,480,1,321,[24322],[24322],322,10023,322,1,1
323,1501,0,2,300,3600,480,1,322,[24323],[24323],323,10030,323,1,1
324,1501,0,2,300,3600,480,1,323,[24324],[24324],324,10032,324,1,1
325,1501,0,2,300,3600,480,1,324,[24325],[24325],325,10031,325,1,2
326,1501,0,2,300,3600,480,1,325,[24326],[24326],326,10019,326,1,1
327,1501,0,2,300,3600,480,1,326,[24327],[24327],327,10025,327,1,1
328,1501,0,2,300,3600,480,1,327,[24328],[24328],328,10018,328,1,1
329,1501,0,2,300,3600,480,1,328,[24329],[24329],329,10008,329,1,1
330,1501,0,2,300,3600,480,1,329,[24330],[24330],330,10024,330,1,3
331,1501,0,2,300,3600,480,1,330,[24331],[24331],331,10030,331,1,1
332,1501,0,2,300,3600,480,1,331,[24332],[24332],332,10032,332,1,1
333,1501,0,2,300,3600,480,1,332,[24333],[24333],333,10028,333,1,1
334,1501,0,2,300,3600,480,1,333,[24334],[24334],334,10032,334,1,1
335,1501,0,2,300,3600,480,1,334,[24335],[24335],335,60120,335,1,2
336,1501,0,2,300,3600,480,1,335,[24336],[24336],336,10017,336,1,1
337,1501,0,2,300,3600,480,1,336,[24337],[24337],337,10012,337,1,1
338,1501,0,2,300,3600,480,1,337,[24338],[24338],338,10020,338,1,1
339,1501,0,2,300,3600,480,1,338,[24339],[24339],339,10019,339,1,1
340,1501,0,2,300,3600,480,1,339,[24340],[24340],340,60115,340,1,3
341,1501,0,3,300,3600,480,1,340,[24341],[24341],341,10017,341,1,1
342,1501,0,3,300,3600,480,1,341,[24342],[24342],342,10018,342,1,1
343,1501,0,3,300,3600,480,1,342,[24343],[24343],343,10030,343,1,1
344,1501,0,3,300,3600,480,1,343,[24344],[24344],344,10021,344,1,1
345,1501,0,3,300,3600,480,1,344,[24345],[24345],345,10008,345,1,2
346,1501,0,3,300,3600,480,1,345,[24346],[24346],346,10026,346,1,1
347,1501,0,3,300,3600,480,1,346,[24347],[24347],347,10027,347,1,1
348,1501,0,3,300,3600,480,1,347,[24348],[24348],348,10031,348,1,1
349,1501,0,3,300,3600,480,1,348,[24349],[24349],349,10022,349,1,1
350,1501,0,3,300,3600,480,1,349,[24350],[24350],350,10021,350,1,3
351,1501,0,3,300,3600,480,1,350,[24351],[24351],351,10038,351,1,1
352,1501,0,3,300,3600,480,1,351,[24352],[24352],352,10040,352,1,1
353,1501,0,3,300,3600,480,1,352,[24353],[24353],353,10018,353,1,1
354,1501,0,3,300,3600,480,1,353,[24354],[24354],354,10028,354,1,1
