id,alliance_attrs,attrs,cost_resource,desc_para,Descs,display,fight,group_id,level,property_alliance,property_num,reward,score,total_num
1000209,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10002,7200,10002,9,,[4|500],,180,30
1000210,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10002,8400,10002,10,,[4|550],,210,35
1000211,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10002,9600,10002,11,,[4|600],,240,40
1000212,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10002,10800,10002,12,,[4|650],,270,45
1000213,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10002,12000,10002,13,,[4|700],,300,50
1000301,[],[[3|10]],,,[],Building/Building_DIY/Building_diy_10003,240,10003,1,,[3|10],,6,1
1000302,[],[[3|15]],,,[],Building/Building_DIY/Building_diy_10003,480,10003,2,,[3|15],,12,2
1000303,[],[[3|20]],,,[],Building/Building_DIY/Building_diy_10003,960,10003,3,,[3|20],,24,4
1000304,[],[[3|25]],,,[],Building/Building_DIY/Building_diy_10003,1680,10003,4,,[3|25],,42,7
1000305,[],[[3|30]],,,[],Building/Building_DIY/Building_diy_10003,2640,10003,5,,[3|30],,66,11
1000306,[],[[3|35]],,,[],Building/Building_DIY/Building_diy_10003,3600,10003,6,,[3|35],,90,15
1000307,[],[[3|40]],,,[],Building/Building_DIY/Building_diy_10003,4800,10003,7,,[3|40],,120,20
1000308,[],[[3|45]],,,[],Building/Building_DIY/Building_diy_10003,6000,10003,8,,[3|45],,150,25
1000309,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10003,7200,10003,9,,[3|50],,180,30
1000310,[],[[3|55]],,,[],Building/Building_DIY/Building_diy_10003,8400,10003,10,,[3|55],,210,35
1000311,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10003,9600,10003,11,,[3|60],,240,40
1000312,[],[[3|65]],,,[],Building/Building_DIY/Building_diy_10003,10800,10003,12,,[3|65],,270,45
1000313,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10003,12000,10003,13,,[3|70],,300,50
1000401,[],[[4|100]],,,[],Building/Building_DIY/Building_diy_10004,240,10004,1,,[4|100],,6,1
1000402,[],[[4|150]],,,[],Building/Building_DIY/Building_diy_10004,480,10004,2,,[4|150],,12,2
1000403,[],[[4|200]],,,[],Building/Building_DIY/Building_diy_10004,960,10004,3,,[4|200],,24,4
1000404,[],[[4|250]],,,[],Building/Building_DIY/Building_diy_10004,1680,10004,4,,[4|250],,42,7
1000405,[],[[4|300]],,,[],Building/Building_DIY/Building_diy_10004,2640,10004,5,,[4|300],,66,11
1000406,[],[[4|350]],,,[],Building/Building_DIY/Building_diy_10004,3600,10004,6,,[4|350],,90,15
1000407,[],[[4|400]],,,[],Building/Building_DIY/Building_diy_10004,4800,10004,7,,[4|400],,120,20
1000408,[],[[4|450]],,,[],Building/Building_DIY/Building_diy_10004,6000,10004,8,,[4|450],,150,25
1000409,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10004,7200,10004,9,,[4|500],,180,30
1000410,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10004,8400,10004,10,,[4|550],,210,35
1000411,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10004,9600,10004,11,,[4|600],,240,40
1000412,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10004,10800,10004,12,,[4|650],,270,45
1000413,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10004,12000,10004,13,,[4|700],,300,50
1000501,[],[[3|10]],,,[],Building/Building_DIY/Building_diy_10005,240,10005,1,,[3|10],,6,1
1000502,[],[[3|15]],,,[],Building/Building_DIY/Building_diy_10005,480,10005,2,,[3|15],,12,2
1000503,[],[[3|20]],,,[],Building/Building_DIY/Building_diy_10005,960,10005,3,,[3|20],,24,4
1000504,[],[[3|25]],,,[],Building/Building_DIY/Building_diy_10005,1680,10005,4,,[3|25],,42,7
1000505,[],[[3|30]],,,[],Building/Building_DIY/Building_diy_10005,2640,10005,5,,[3|30],,66,11
1000506,[],[[3|35]],,,[],Building/Building_DIY/Building_diy_10005,3600,10005,6,,[3|35],,90,15
1000507,[],[[3|40]],,,[],Building/Building_DIY/Building_diy_10005,4800,10005,7,,[3|40],,120,20
1000508,[],[[3|45]],,,[],Building/Building_DIY/Building_diy_10005,6000,10005,8,,[3|45],,150,25
1000509,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10005,7200,10005,9,,[3|50],,180,30
1000510,[],[[3|55]],,,[],Building/Building_DIY/Building_diy_10005,8400,10005,10,,[3|55],,210,35
1000511,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10005,9600,10005,11,,[3|60],,240,40
1000512,[],[[3|65]],,,[],Building/Building_DIY/Building_diy_10005,10800,10005,12,,[3|65],,270,45
1000513,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10005,12000,10005,13,,[3|70],,300,50
1000601,[],[[4|100]],,,[],Building/Building_DIY/Building_diy_10006,240,10006,1,,[4|100],,6,1
1000602,[],[[4|150]],,,[],Building/Building_DIY/Building_diy_10006,480,10006,2,,[4|150],,12,2
1000603,[],[[4|200]],,,[],Building/Building_DIY/Building_diy_10006,960,10006,3,,[4|200],,24,4
1000604,[],[[4|250]],,,[],Building/Building_DIY/Building_diy_10006,1680,10006,4,,[4|250],,42,7
1000605,[],[[4|300]],,,[],Building/Building_DIY/Building_diy_10006,2640,10006,5,,[4|300],,66,11
1000606,[],[[4|350]],,,[],Building/Building_DIY/Building_diy_10006,3600,10006,6,,[4|350],,90,15
1000607,[],[[4|400]],,,[],Building/Building_DIY/Building_diy_10006,4800,10006,7,,[4|400],,120,20
1000608,[],[[4|450]],,,[],Building/Building_DIY/Building_diy_10006,6000,10006,8,,[4|450],,150,25
1000609,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10006,7200,10006,9,,[4|500],,180,30
1000610,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10006,8400,10006,10,,[4|550],,210,35
1000611,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10006,9600,10006,11,,[4|600],,240,40
1000612,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10006,10800,10006,12,,[4|650],,270,45
1000613,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10006,12000,10006,13,,[4|700],,300,50
1000701,[],[[3|10]],,,[],Building/Building_DIY/Building_diy_10007,240,10007,1,,[3|10],,6,1
1000702,[],[[3|15]],,,[],Building/Building_DIY/Building_diy_10007,480,10007,2,,[3|15],,12,2
1000703,[],[[3|20]],,,[],Building/Building_DIY/Building_diy_10007,960,10007,3,,[3|20],,24,4
1000704,[],[[3|25]],,,[],Building/Building_DIY/Building_diy_10007,1680,10007,4,,[3|25],,42,7
1000705,[],[[3|30]],,,[],Building/Building_DIY/Building_diy_10007,2640,10007,5,,[3|30],,66,11
1000706,[],[[3|35]],,,[],Building/Building_DIY/Building_diy_10007,3600,10007,6,,[3|35],,90,15
1000707,[],[[3|40]],,,[],Building/Building_DIY/Building_diy_10007,4800,10007,7,,[3|40],,120,20
1000708,[],[[3|45]],,,[],Building/Building_DIY/Building_diy_10007,6000,10007,8,,[3|45],,150,25
1000709,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10007,7200,10007,9,,[3|50],,180,30
1000710,[],[[3|55]],,,[],Building/Building_DIY/Building_diy_10007,8400,10007,10,,[3|55],,210,35
1000711,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10007,9600,10007,11,,[3|60],,240,40
1000712,[],[[3|65]],,,[],Building/Building_DIY/Building_diy_10007,10800,10007,12,,[3|65],,270,45
1000713,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10007,12000,10007,13,,[3|70],,300,50
1000801,[],[[4|100]],,,[],Building/Building_DIY/Building_diy_10008,240,10008,1,,[4|100],,6,1
1000802,[],[[4|150]],,,[],Building/Building_DIY/Building_diy_10008,480,10008,2,,[4|150],,12,2
1000803,[],[[4|200]],,,[],Building/Building_DIY/Building_diy_10008,960,10008,3,,[4|200],,24,4
1000804,[],[[4|250]],,,[],Building/Building_DIY/Building_diy_10008,1680,10008,4,,[4|250],,42,7
1000805,[],[[4|300]],,,[],Building/Building_DIY/Building_diy_10008,2640,10008,5,,[4|300],,66,11
1000806,[],[[4|350]],,,[],Building/Building_DIY/Building_diy_10008,3600,10008,6,,[4|350],,90,15
1000807,[],[[4|400]],,,[],Building/Building_DIY/Building_diy_10008,4800,10008,7,,[4|400],,120,20
1000808,[],[[4|450]],,,[],Building/Building_DIY/Building_diy_10008,6000,10008,8,,[4|450],,150,25
1000809,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10008,7200,10008,9,,[4|500],,180,30
1000810,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10008,8400,10008,10,,[4|550],,210,35
1000811,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10008,9600,10008,11,,[4|600],,240,40
1000812,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10008,10800,10008,12,,[4|650],,270,45
1000813,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10008,12000,10008,13,,[4|700],,300,50
1000901,[],[[10104|150]],,,[],Building/Building_DIY/Building_diy_10009,1200,10009,1,,[10104|150],,20,1
1000902,[],[[10104|190]],,,[],Building/Building_DIY/Building_diy_10009,1800,10009,2,,[10104|190],,40,2
1000903,[],[[10104|230]],,,[],Building/Building_DIY/Building_diy_10009,2400,10009,3,,[10104|230],,80,4
1000904,[],[[10104|270]],,,[],Building/Building_DIY/Building_diy_10009,3600,10009,4,,[10104|270],,140,7
1000905,[],[[10104|310]],,,[],Building/Building_DIY/Building_diy_10009,4800,10009,5,,[10104|310],,220,11
1000906,[],[[10104|350]],,,[],Building/Building_DIY/Building_diy_10009,6000,10009,6,,[10104|350],,300,15
1000907,[],[[10104|390]],,,[],Building/Building_DIY/Building_diy_10009,7200,10009,7,,[10104|390],,400,20
1000908,[],[[10104|430]],,,[],Building/Building_DIY/Building_diy_10009,8400,10009,8,,[10104|430],,500,25
1000909,[],[[10104|470]],,,[],Building/Building_DIY/Building_diy_10009,9600,10009,9,,[10104|470],,600,30
1000910,[],[[10104|510]],,,[],Building/Building_DIY/Building_diy_10009,10800,10009,10,,[10104|510],,700,35
1000911,[],[[10104|550]],,,[],Building/Building_DIY/Building_diy_10009,12000,10009,11,,[10104|550],,800,40
1000912,[],[[10104|590]],,,[],Building/Building_DIY/Building_diy_10009,13200,10009,12,,[10104|590],,900,45
1000913,[],[[10104|630]],,,[],Building/Building_DIY/Building_diy_10009,14400,10009,13,,[10104|630],,1000,50
1001001,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10010,1200,10010,1,,[4|500],,20,1
1001002,[],[[4|1000]],,,[],Building/Building_DIY/Building_diy_10010,1800,10010,2,,[4|1000],,40,2
1001003,[],[[4|1500]],,,[],Building/Building_DIY/Building_diy_10010,2400,10010,3,,[4|1500],,80,4
1001004,[],[[4|2000]],,,[],Building/Building_DIY/Building_diy_10010,3600,10010,4,,[4|2000],,140,7
1001005,[],[[4|2500]],,,[],Building/Building_DIY/Building_diy_10010,4800,10010,5,,[4|2500],,220,11
1001006,[],[[4|3000]],,,[],Building/Building_DIY/Building_diy_10010,6000,10010,6,,[4|3000],,300,15
1001007,[],[[4|3500]],,,[],Building/Building_DIY/Building_diy_10010,7200,10010,7,,[4|3500],,400,20
1001008,[],[[4|4000]],,,[],Building/Building_DIY/Building_diy_10010,8400,10010,8,,[4|4000],,500,25
1001009,[],[[4|4500]],,,[],Building/Building_DIY/Building_diy_10010,9600,10010,9,,[4|4500],,600,30
1001010,[],[[4|5000]],,,[],Building/Building_DIY/Building_diy_10010,10800,10010,10,,[4|5000],,700,35
1001011,[],[[4|5500]],,,[],Building/Building_DIY/Building_diy_10010,12000,10010,11,,[4|5500],,800,40
1001012,[],[[4|6000]],,,[],Building/Building_DIY/Building_diy_10010,13200,10010,12,,[4|6000],,900,45
1001013,[],[[4|6500]],,,[],Building/Building_DIY/Building_diy_10010,14400,10010,13,,[4|6500],,1000,50
1001101,[],[[4|100]],,,[],Building/Building_DIY/Building_diy_10011,240,10011,1,,[4|100],,6,1
1001102,[],[[4|150]],,,[],Building/Building_DIY/Building_diy_10011,480,10011,2,,[4|150],,12,2
1001103,[],[[4|200]],,,[],Building/Building_DIY/Building_diy_10011,960,10011,3,,[4|200],,24,4
1001104,[],[[4|250]],,,[],Building/Building_DIY/Building_diy_10011,1680,10011,4,,[4|250],,42,7
1001105,[],[[4|300]],,,[],Building/Building_DIY/Building_diy_10011,2640,10011,5,,[4|300],,66,11
1001106,[],[[4|350]],,,[],Building/Building_DIY/Building_diy_10011,3600,10011,6,,[4|350],,90,15
1001107,[],[[4|400]],,,[],Building/Building_DIY/Building_diy_10011,4800,10011,7,,[4|400],,120,20
1001108,[],[[4|450]],,,[],Building/Building_DIY/Building_diy_10011,6000,10011,8,,[4|450],,150,25
1001109,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10011,7200,10011,9,,[4|500],,180,30
1001110,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10011,8400,10011,10,,[4|550],,210,35
1001111,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10011,9600,10011,11,,[4|600],,240,40
1001112,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10011,10800,10011,12,,[4|650],,270,45
1001113,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10011,12000,10011,13,,[4|700],,300,50
1002201,[],[[34|500]],,,[],Building/Building_DIY/Building_diy_10022,6000,10022,1,,[34|500],,100,1
1002202,[],[[34|600]],,,[],Building/Building_DIY/Building_diy_10022,9000,10022,2,,[34|600],,200,2
1002203,[],[[34|700]],,,[],Building/Building_DIY/Building_diy_10022,12000,10022,3,,[34|700],,400,4
1002204,[],[[34|800]],,,[],Building/Building_DIY/Building_diy_10022,18000,10022,4,,[34|800],,700,7
1002205,[],[[34|900]],,,[],Building/Building_DIY/Building_diy_10022,24000,10022,5,,[34|900],,1100,11
1002206,[],[[34|1000]],,,[],Building/Building_DIY/Building_diy_10022,30000,10022,6,,[34|1000],,1500,15
1002207,[],[[34|1100]],,,[],Building/Building_DIY/Building_diy_10022,36000,10022,7,,[34|1100],,2000,20
1002208,[],[[34|1200]],,,[],Building/Building_DIY/Building_diy_10022,42000,10022,8,,[34|1200],,2500,25
1002209,[],[[34|1300]],,,[],Building/Building_DIY/Building_diy_10022,48000,10022,9,,[34|1300],,3000,30
1002210,[],[[34|1400]],,,[],Building/Building_DIY/Building_diy_10022,54000,10022,10,,[34|1400],,3500,35
1002211,[],[[34|1500]],,,[],Building/Building_DIY/Building_diy_10022,60000,10022,11,,[34|1500],,4000,40
1002212,[],[[34|1600]],,,[],Building/Building_DIY/Building_diy_10022,66000,10022,12,,[34|1600],,4500,45
1002213,[],[[34|1700]],,,[],Building/Building_DIY/Building_diy_10022,72000,10022,13,,[34|1700],,5000,50
50240301,[],[[3|500]],,,[],Building/Building_DIY/Building_diy_502403,1800,502403,1,,[3|500],,25,1
1001201,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10012,1200,10012,1,,[4|500],,20,1
1001202,[],[[4|1000]],,,[],Building/Building_DIY/Building_diy_10012,1800,10012,2,,[4|1000],,40,2
1001203,[],[[4|1500]],,,[],Building/Building_DIY/Building_diy_10012,2400,10012,3,,[4|1500],,80,4
1001204,[],[[4|2000]],,,[],Building/Building_DIY/Building_diy_10012,3600,10012,4,,[4|2000],,140,7
1001205,[],[[4|2500]],,,[],Building/Building_DIY/Building_diy_10012,4800,10012,5,,[4|2500],,220,11
1001206,[],[[4|3000]],,,[],Building/Building_DIY/Building_diy_10012,6000,10012,6,,[4|3000],,300,15
1001207,[],[[4|3500]],,,[],Building/Building_DIY/Building_diy_10012,7200,10012,7,,[4|3500],,400,20
1001208,[],[[4|4000]],,,[],Building/Building_DIY/Building_diy_10012,8400,10012,8,,[4|4000],,500,25
1001209,[],[[4|4500]],,,[],Building/Building_DIY/Building_diy_10012,9600,10012,9,,[4|4500],,600,30
1001210,[],[[4|5000]],,,[],Building/Building_DIY/Building_diy_10012,10800,10012,10,,[4|5000],,700,35
1001211,[],[[4|5500]],,,[],Building/Building_DIY/Building_diy_10012,12000,10012,11,,[4|5500],,800,40
1001212,[],[[4|6000]],,,[],Building/Building_DIY/Building_diy_10012,13200,10012,12,,[4|6000],,900,45
1001213,[],[[4|6500]],,,[],Building/Building_DIY/Building_diy_10012,14400,10012,13,,[4|6500],,1000,50
1001301,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10013,240,10013,1,,[3|50],,6,1
1001302,[],[[3|55]],,,[],Building/Building_DIY/Building_diy_10013,480,10013,2,,[3|55],,12,2
1001303,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10013,960,10013,3,,[3|60],,24,4
1001304,[],[[3|65]],,,[],Building/Building_DIY/Building_diy_10013,1680,10013,4,,[3|65],,42,7
1001305,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10013,2640,10013,5,,[3|70],,66,11
1001306,[],[[3|75]],,,[],Building/Building_DIY/Building_diy_10013,3600,10013,6,,[3|75],,90,15
1001307,[],[[3|80]],,,[],Building/Building_DIY/Building_diy_10013,4800,10013,7,,[3|80],,120,20
1001308,[],[[3|85]],,,[],Building/Building_DIY/Building_diy_10013,6000,10013,8,,[3|85],,150,25
1001309,[],[[3|90]],,,[],Building/Building_DIY/Building_diy_10013,7200,10013,9,,[3|90],,180,30
1001310,[],[[3|95]],,,[],Building/Building_DIY/Building_diy_10013,8400,10013,10,,[3|95],,210,35
1001311,[],[[3|100]],,,[],Building/Building_DIY/Building_diy_10013,9600,10013,11,,[3|100],,240,40
1001312,[],[[3|105]],,,[],Building/Building_DIY/Building_diy_10013,10800,10013,12,,[3|105],,270,45
1001313,[],[[3|110]],,,[],Building/Building_DIY/Building_diy_10013,12000,10013,13,,[3|110],,300,50
1001401,[],[[5104|300]],,,[],Building/Building_DIY/Building_diy_10014,1200,10014,1,,[5104|300],,20,1
1001402,[],[[5104|330]],,,[],Building/Building_DIY/Building_diy_10014,1800,10014,2,,[5104|330],,40,2
1001403,[],[[5104|360]],,,[],Building/Building_DIY/Building_diy_10014,2400,10014,3,,[5104|360],,80,4
1001404,[],[[5104|390]],,,[],Building/Building_DIY/Building_diy_10014,3600,10014,4,,[5104|390],,140,7
1001405,[],[[5104|420]],,,[],Building/Building_DIY/Building_diy_10014,4800,10014,5,,[5104|420],,220,11
1001406,[],[[5104|450]],,,[],Building/Building_DIY/Building_diy_10014,6000,10014,6,,[5104|450],,300,15
1001407,[],[[5104|480]],,,[],Building/Building_DIY/Building_diy_10014,7200,10014,7,,[5104|480],,400,20
1001408,[],[[5104|510]],,,[],Building/Building_DIY/Building_diy_10014,8400,10014,8,,[5104|510],,500,25
1001409,[],[[5104|540]],,,[],Building/Building_DIY/Building_diy_10014,9600,10014,9,,[5104|540],,600,30
1001410,[],[[5104|570]],,,[],Building/Building_DIY/Building_diy_10014,10800,10014,10,,[5104|570],,700,35
1001411,[],[[5104|600]],,,[],Building/Building_DIY/Building_diy_10014,12000,10014,11,,[5104|600],,800,40
1001412,[],[[5104|630]],,,[],Building/Building_DIY/Building_diy_10014,13200,10014,12,,[5104|630],,900,45
1001413,[],[[5104|660]],,,[],Building/Building_DIY/Building_diy_10014,14400,10014,13,,[5104|660],,1000,50
1001501,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10015,240,10015,1,,[4|500],,6,1
1001502,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10015,480,10015,2,,[4|600],,12,2
1001503,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10015,960,10015,3,,[4|700],,24,4
1001504,[],[[4|800]],,,[],Building/Building_DIY/Building_diy_10015,1680,10015,4,,[4|800],,42,7
1001505,[],[[4|900]],,,[],Building/Building_DIY/Building_diy_10015,2640,10015,5,,[4|900],,66,11
1001506,[],[[4|1000]],,,[],Building/Building_DIY/Building_diy_10015,3600,10015,6,,[4|1000],,90,15
1001507,[],[[4|1100]],,,[],Building/Building_DIY/Building_diy_10015,4800,10015,7,,[4|1100],,120,20
1001508,[],[[4|1200]],,,[],Building/Building_DIY/Building_diy_10015,6000,10015,8,,[4|1200],,150,25
1001509,[],[[4|1300]],,,[],Building/Building_DIY/Building_diy_10015,7200,10015,9,,[4|1300],,180,30
1001510,[],[[4|1400]],,,[],Building/Building_DIY/Building_diy_10015,8400,10015,10,,[4|1400],,210,35
1001511,[],[[4|1500]],,,[],Building/Building_DIY/Building_diy_10015,9600,10015,11,,[4|1500],,240,40
1001512,[],[[4|1600]],,,[],Building/Building_DIY/Building_diy_10015,10800,10015,12,,[4|1600],,270,45
1001513,[],[[4|1700]],,,[],Building/Building_DIY/Building_diy_10015,12000,10015,13,,[4|1700],,300,50
1001601,[],[[3|10]],,,[],Building/Building_DIY/Building_diy_10016,240,10016,1,,[3|10],,6,1
1001602,[],[[3|15]],,,[],Building/Building_DIY/Building_diy_10016,480,10016,2,,[3|15],,12,2
1001603,[],[[3|20]],,,[],Building/Building_DIY/Building_diy_10016,960,10016,3,,[3|20],,24,4
1001604,[],[[3|25]],,,[],Building/Building_DIY/Building_diy_10016,1680,10016,4,,[3|25],,42,7
1001605,[],[[3|30]],,,[],Building/Building_DIY/Building_diy_10016,2640,10016,5,,[3|30],,66,11
1001606,[],[[3|35]],,,[],Building/Building_DIY/Building_diy_10016,3600,10016,6,,[3|35],,90,15
1001607,[],[[3|40]],,,[],Building/Building_DIY/Building_diy_10016,4800,10016,7,,[3|40],,120,20
1001608,[],[[3|45]],,,[],Building/Building_DIY/Building_diy_10016,6000,10016,8,,[3|45],,150,25
1001609,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10016,7200,10016,9,,[3|50],,180,30
1001610,[],[[3|55]],,,[],Building/Building_DIY/Building_diy_10016,8400,10016,10,,[3|55],,210,35
1001611,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10016,9600,10016,11,,[3|60],,240,40
1001612,[],[[3|65]],,,[],Building/Building_DIY/Building_diy_10016,10800,10016,12,,[3|65],,270,45
1001613,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10016,12000,10016,13,,[3|70],,300,50
1001701,[],[[4|100]],,,[],Building/Building_DIY/Building_diy_10017,240,10017,1,,[4|100],,6,1
1001702,[],[[4|150]],,,[],Building/Building_DIY/Building_diy_10017,480,10017,2,,[4|150],,12,2
1001703,[],[[4|200]],,,[],Building/Building_DIY/Building_diy_10017,960,10017,3,,[4|200],,24,4
1001704,[],[[4|250]],,,[],Building/Building_DIY/Building_diy_10017,1680,10017,4,,[4|250],,42,7
1001705,[],[[4|300]],,,[],Building/Building_DIY/Building_diy_10017,2640,10017,5,,[4|300],,66,11
1001706,[],[[4|350]],,,[],Building/Building_DIY/Building_diy_10017,3600,10017,6,,[4|350],,90,15
1001707,[],[[4|400]],,,[],Building/Building_DIY/Building_diy_10017,4800,10017,7,,[4|400],,120,20
1001708,[],[[4|450]],,,[],Building/Building_DIY/Building_diy_10017,6000,10017,8,,[4|450],,150,25
1001709,[],[[4|500]],,,[],Building/Building_DIY/Building_diy_10017,7200,10017,9,,[4|500],,180,30
1001710,[],[[4|550]],,,[],Building/Building_DIY/Building_diy_10017,8400,10017,10,,[4|550],,210,35
1001711,[],[[4|600]],,,[],Building/Building_DIY/Building_diy_10017,9600,10017,11,,[4|600],,240,40
1001712,[],[[4|650]],,,[],Building/Building_DIY/Building_diy_10017,10800,10017,12,,[4|650],,270,45
1001713,[],[[4|700]],,,[],Building/Building_DIY/Building_diy_10017,12000,10017,13,,[4|700],,300,50
1001801,[],[[3|50]],,,[],Building/Building_DIY/Building_diy_10018,1200,10018,1,,[3|50],,20,1
1001802,[],[[3|60]],,,[],Building/Building_DIY/Building_diy_10018,1800,10018,2,,[3|60],,40,2
1001803,[],[[3|70]],,,[],Building/Building_DIY/Building_diy_10018,2400,10018,3,,[3|70],,80,4
1001804,[],[[3|80]],,,[],Building/Building_DIY/Building_diy_10018,3600,10018,4,,[3|80],,140,7
1001805,[],[[3|90]],,,[],Building/Building_DIY/Building_diy_10018,4800,10018,5,,[3|90],,220,11
1001806,[],[[3|100]],,,[],Building/Building_DIY/Building_diy_10018,6000,10018,6,,[3|100],,300,15
1001807,[],[[3|110]],,,[],Building/Building_DIY/Building_diy_10018,7200,10018,7,,[3|110],,400,20
1001808,[],[[3|130]],,,[],Building/Building_DIY/Building_diy_10018,8400,10018,8,,[3|130],,500,25
1001809,[],[[3|150]],,,[],Building/Building_DIY/Building_diy_10018,9600,10018,9,,[3|150],,600,30
1001810,[],[[3|170]],,,[],Building/Building_DIY/Building_diy_10018,10800,10018,10,,[3|170],,700,35
1001811,[],[[3|190]],,,[],Building/Building_DIY/Building_diy_10018,12000,10018,11,,[3|190],,800,40
1001812,[],[[3|210]],,,[],Building/Building_DIY/Building_diy_10018,13200,10018,12,,[3|210],,900,45
1001813,[],[[3|230]],,,[],Building/Building_DIY/Building_diy_10018,14400,10018,13,,[3|230],,1000,50
1001901,[],[[1022|200]],,,[],Building/Building_DIY/Building_diy_10019,1200,10019,1,,[1022|200],,20,1
1001902,[],[[1022|230]],,,[],Building/Building_DIY/Building_diy_10019,1800,10019,2,,[1022|230],,40,2
