id,info_id,info_num_1,info_num_2,info_num_3,page1,page2,page3,title,title_page,titlePage
10009,1,[1|-1|UI_Alliance_boss_03|2|-1|UI_Alliance_boss_04|3|-1|UI_Alliance_boss_05|4|-1|UI_Alliance_boss_06|5|-1|UI_Alliance_boss_07|6|-1|UI_Alliance_boss_08|7|-1|UI_Alliance_boss_09|8|-1|UI_Alliance_boss_10|9|-1|UI_Alliance_boss_11|10|-1|UI_Alliance_boss_12|11|-1|UI_Alliance_boss_13|12|-1|UI_Alliance_boss_14|13|-1|UI_Alliance_boss_15|14|-1|UI_Alliance_boss_16|15|-1|UI_Alliance_boss_17|16|-1|UI_Alliance_boss_18|17|-1|UI_Alliance_boss_19|18|-1|UI_Alliance_boss_20|19|-1|UI_Alliance_boss_21|20|-1|UI_Alliance_boss_22],,,[[1|-1|UI_Alliance_boss_03]|[2|-1|UI_Alliance_boss_04]|[3|-1|UI_Alliance_boss_05]|[4|-1|UI_Alliance_boss_06]|[5|-1|UI_Alliance_boss_07]|[6|-1|UI_Alliance_boss_08]|[7|-1|UI_Alliance_boss_09]|[8|-1|UI_Alliance_boss_10]|[9|-1|UI_Alliance_boss_11]|[10|-1|UI_Alliance_boss_12]|[11|-1|UI_Alliance_boss_13]|[12|-1|UI_Alliance_boss_14]|[13|-1|UI_Alliance_boss_15]|[14|-1|UI_Alliance_boss_16]|[15|-1|UI_Alliance_boss_17]|[16|-1|UI_Alliance_boss_18]|[17|-1|UI_Alliance_boss_19]|[18|-1|UI_Alliance_boss_20]|[19|-1|UI_Alliance_boss_21]|[20|-1|UI_Alliance_boss_22]],[],[],UI_Alliance_boss_02,,[]
10010,1,[1|settings_info_desc_01|settings_info_desc_02|2|settings_info_desc_11|settings_info_desc_12],,,[[1|settings_info_desc_01|settings_info_desc_02]|[2|settings_info_desc_11|settings_info_desc_12]],[],[],settings_info_title,,[]
11001,1,[1|info_title_army_medal_page2|info_title_army_medal_content2|2|info_title_army_medal_page3|info_title_army_medal_content3|],,,[[1|info_title_army_medal_page2|info_title_army_medal_content2]|[2|info_title_army_medal_page3|info_title_army_medal_content3]|[]],[],[],info_title_army_medal,,[]
12001,1,[1|-1|info_title_army_troop_skin_content1],,,[[1|-1|info_title_army_troop_skin_content1]],[],[],info_title_army_troop_skin,,[]
12002,1,[1|-1|msg_push_tips_1],,,[[1|-1|msg_push_tips_1]],[],[],msg_push_info_title,,[]
12003,1,[1|-1|rich_man_activity_function_desc],,,[[1|-1|rich_man_activity_function_desc]],[],[],UI_Title_006,,[]
12004,1,[1|-1|kingdomwar_building_function_desc_54],,,[[1|-1|kingdomwar_building_function_desc_54]],[],[],UI_Title_007,,[]
12005,1,[1|-1|king_cross_function_tips_100],[1|king_cross_function_tips_2|king_cross_function_tips_3|2|king_cross_function_tips_4|king_cross_function_tips_5|3|king_cross_function_tips_6|king_cross_function_tips_7|4|king_cross_function_tips_8|king_cross_function_tips_9],[1|king_cross_function_tips_10|king_cross_function_tips_11|2|king_cross_function_tips_12|king_cross_function_tips_13|3|king_cross_function_tips_14|king_cross_function_tips_15|4|king_cross_function_tips_16|king_cross_function_tips_17|5|king_cross_function_tips_18|king_cross_function_tips_19|6|king_cross_function_tips_20|king_cross_function_tips_21|7|king_cross_function_tips_22|king_cross_function_tips_23|8|king_cross_function_tips_24|king_cross_function_tips_25|9|king_cross_function_tips_26|king_cross_function_tips_27|10|king_cross_function_tips_28|king_cross_function_tips_29],[[1|-1|king_cross_function_tips_100]],[[1|king_cross_function_tips_2|king_cross_function_tips_3]|[2|king_cross_function_tips_4|king_cross_function_tips_5]|[3|king_cross_function_tips_6|king_cross_function_tips_7]|[4|king_cross_function_tips_8|king_cross_function_tips_9]],[[1|king_cross_function_tips_10|king_cross_function_tips_11]|[2|king_cross_function_tips_12|king_cross_function_tips_13]|[3|king_cross_function_tips_14|king_cross_function_tips_15]|[4|king_cross_function_tips_16|king_cross_function_tips_17]|[5|king_cross_function_tips_18|king_cross_function_tips_19]|[6|king_cross_function_tips_20|king_cross_function_tips_21]|[7|king_cross_function_tips_22|king_cross_function_tips_23]|[8|king_cross_function_tips_24|king_cross_function_tips_25]|[9|king_cross_function_tips_26|king_cross_function_tips_27]|[10|king_cross_function_tips_28|king_cross_function_tips_29]],UI_Title_008,[stronghold_scramble_rule1|stronghold_scramble_rule3|stronghold_scramble_rule10],[stronghold_scramble_rule1|stronghold_scramble_rule3|stronghold_scramble_rule10]
12006,1,[1|-1|king_cross_point_tips_1],,,[[1|-1|king_cross_point_tips_1]],[],[],UI_Title_009,,[]
12007,1,[1|-1|king_cross_trans_tips_1],,,[[1|-1|king_cross_trans_tips_1]],[],[],UI_Title_010,,[]
12008,1,[1|-1|Four_Kingdom_function_tips_1],,,[[1|-1|Four_Kingdom_function_tips_1]],[],[],UI_Title_011,,[]
12009,1,[1|-1|guild_notice_function_tips_1],,,[[1|-1|guild_notice_function_tips_1]],[],[],UI_Title_012,,[]
12010,1,[1|-1|activity_music_room_function_tips],,,[[1|-1|activity_music_room_function_tips]],[],[],UI_Title_013,,[]
12011,1,[1|-1|Four_Kingdom_function_tips_2],,,[[1|-1|Four_Kingdom_function_tips_2]],[],[],UI_Title_014,,[]
12012,1,[1|-1|Four_Kingdom_function_tips_3],[1|king_cross_function_tips_2|Four_Kingdom_function_tips_4|2|king_cross_function_tips_4|king_cross_function_tips_5|3|king_cross_function_tips_6|king_cross_function_tips_7|4|king_cross_function_tips_8|king_cross_function_tips_9],[1|king_cross_function_tips_10|king_cross_function_tips_11|2|king_cross_function_tips_12|king_cross_function_tips_13|3|king_cross_function_tips_14|king_cross_function_tips_15|4|king_cross_function_tips_16|king_cross_function_tips_17|5|king_cross_function_tips_18|king_cross_function_tips_19|6|king_cross_function_tips_20|king_cross_function_tips_21|7|king_cross_function_tips_22|king_cross_function_tips_23|8|king_cross_function_tips_24|king_cross_function_tips_25|9|king_cross_function_tips_26|king_cross_function_tips_27|10|king_cross_function_tips_28|king_cross_function_tips_29|11|Four_Kingdom_function_tips_5|Four_Kingdom_function_tips_6],[[1|-1|Four_Kingdom_function_tips_3]],[[1|king_cross_function_tips_2|Four_Kingdom_function_tips_4]|[2|king_cross_function_tips_4|king_cross_function_tips_5]|[3|king_cross_function_tips_6|king_cross_function_tips_7]|[4|king_cross_function_tips_8|king_cross_function_tips_9]],[[1|king_cross_function_tips_10|king_cross_function_tips_11]|[2|king_cross_function_tips_12|king_cross_function_tips_13]|[3|king_cross_function_tips_14|king_cross_function_tips_15]|[4|king_cross_function_tips_16|king_cross_function_tips_17]|[5|king_cross_function_tips_18|king_cross_function_tips_19]|[6|king_cross_function_tips_20|king_cross_function_tips_21]|[7|king_cross_function_tips_22|king_cross_function_tips_23]|[8|king_cross_function_tips_24|king_cross_function_tips_25]|[9|king_cross_function_tips_26|king_cross_function_tips_27]|[10|king_cross_function_tips_28|king_cross_function_tips_29]|[11|Four_Kingdom_function_tips_5|Four_Kingdom_function_tips_6]],UI_Title_015,[stronghold_scramble_rule1|stronghold_scramble_rule3|stronghold_scramble_rule10],[stronghold_scramble_rule1|stronghold_scramble_rule3|stronghold_scramble_rule10]
12013,1,[1|-1|world_tree_donate_function_tips],,,[[1|-1|world_tree_donate_function_tips]],[],[],UI_Title_016,,[]
12014,1,[1|-1|world_fruit_gather_function_tips],,,[[1|-1|world_fruit_gather_function_tips]],[],[],UI_Title_017,,[]
12015,1,[1|-1|christmas_party_function_tips_1],,,[[1|-1|christmas_party_function_tips_1]],[],[],UI_Title_018,,[]
12016,1,[1|-1|christmas_party_function_tips_2],,,[[1|-1|christmas_party_function_tips_2]],[],[],UI_Title_019,,[]
12017,1,[1|info_fortress_title_1|info_fortress_des_1|2|info_fortress_title_2|info_fortress_des_2|3|info_fortress_title_3|info_fortress_des_3|4|info_fortress_title_4|info_fortress_des_4],,,[[1|info_fortress_title_1|info_fortress_des_1]|[2|info_fortress_title_2|info_fortress_des_2]|[3|info_fortress_title_3|info_fortress_des_3]|[4|info_fortress_title_4|info_fortress_des_4]],[],[],UI_Title_020,,[]
12018,1,[1|info_fortress_transform_title_1|info_fortress_transform_des_1|2|info_fortress_transform_title_2|info_fortress_transform_des_2],,,[[1|info_fortress_transform_title_1|info_fortress_transform_des_1]|[2|info_fortress_transform_title_2|info_fortress_transform_des_2]],[],[],UI_Title_021,,[]
12019,1,[1|info_fortress_transform_title_1|info_fortress_transform_des_s2|2|info_fortress_transform_title_2|info_fortress_transform_des_2],,,[[1|info_fortress_transform_title_1|info_fortress_transform_des_s2]|[2|info_fortress_transform_title_2|info_fortress_transform_des_2]],[],[],UI_Title_022,,[]
12020,1,[1|info_fortress_transform_title_1|info_fortress_transform_des_s3|2|info_fortress_transform_title_2|info_fortress_transform_des_2],,,[[1|info_fortress_transform_title_1|info_fortress_transform_des_s3]|[2|info_fortress_transform_title_2|info_fortress_transform_des_2]],[],[],UI_Title_023,,[]
12021,1,[1|-1|info_text_12021_1|2|-1|info_text_12021_2|3|-1|info_text_12021_3|4|-1|info_text_12021_4],,,[[1|-1|info_text_12021_1]|[2|-1|info_text_12021_2]|[3|-1|info_text_12021_3]|[4|-1|info_text_12021_4]],[],[],info_title_12021,,[]
12022,1,[1|info_fortress_transform_title_1|info_fortress_transform_des_s4|2|info_fortress_transform_title_2|info_fortress_transform_des_2],,,[[1|info_fortress_transform_title_1|info_fortress_transform_des_s4]|[2|info_fortress_transform_title_2|info_fortress_transform_des_2]],[],[],info_title_12022,,[]
13001,1,[1|gvg_info_002|gvg_info_003|2|gvg_info_004|gvg_info_005|3|gvg_info_006|gvg_info_007],[1|gvg_building001|gvg_buid_desc001|2|gvg_building002|gvg_buid_desc002|3|gvg_building003|gvg_buid_desc003|4|gvg_building004|gvg_buid_desc004|5|gvg_building009|gvg_buid_desc005|6|gvg_building010|gvg_buid_desc006|7|gvg_building011|gvg_buid_desc007],[1|gvg_info_010|gvg_info_011|2|gvg_info_012|gvg_info_013|3|gvg_info_014|gvg_info_015],[[1|gvg_info_002|gvg_info_003]|[2|gvg_info_004|gvg_info_005]|[3|gvg_info_006|gvg_info_007]],[[1|gvg_building001|gvg_buid_desc001]|[2|gvg_building002|gvg_buid_desc002]|[3|gvg_building003|gvg_buid_desc003]|[4|gvg_building004|gvg_buid_desc004]|[5|gvg_building009|gvg_buid_desc005]|[6|gvg_building010|gvg_buid_desc006]|[7|gvg_building011|gvg_buid_desc007]],[[1|gvg_info_010|gvg_info_011]|[2|gvg_info_012|gvg_info_013]|[3|gvg_info_014|gvg_info_015]],gvg_info_001,[gvg_info_001|gvg_info_008|gvg_info_009],[gvg_info_001|gvg_info_008|gvg_info_009]
13002,1,[1|g_5v5_info_002|g_5v5_info_003|2|g_5v5_info_004|g_5v5_info_005|3|g_5v5_info_006|g_5v5_info_007|4|g_5v5_info_016|g_5v5_info_017],[1|g_5v5_building001|g_5v5_buid_desc001|2|g_5v5_building002|g_5v5_buid_desc002|3|g_5v5_building003|g_5v5_buid_desc003|4|g_5v5_building004|g_5v5_buid_desc004],[1|g_5v5_info_012|g_5v5_info_013|2|g_5v5_info_014|g_5v5_info_015],[[1|g_5v5_info_002|g_5v5_info_003]|[2|g_5v5_info_004|g_5v5_info_005]|[3|g_5v5_info_006|g_5v5_info_007]|[4|g_5v5_info_016|g_5v5_info_017]],[[1|g_5v5_building001|g_5v5_buid_desc001]|[2|g_5v5_building002|g_5v5_buid_desc002]|[3|g_5v5_building003|g_5v5_buid_desc003]|[4|g_5v5_building004|g_5v5_buid_desc004]],[[1|g_5v5_info_012|g_5v5_info_013]|[2|g_5v5_info_014|g_5v5_info_015]],g_5v5_info_001,[g_5v5_info_001|g_5v5_info_008|g_5v5_info_009],[g_5v5_info_001|g_5v5_info_008|g_5v5_info_009]
13003,1,[1|compensation_info_101|compensation_info_102|2|compensation_info_103|compensation_info_104|3|compensation_info_105|compensation_info_106|4|compensation_info_107|compensation_info_108],[1|compensation_info_201|compensation_info_202|2|compensation_info_203|compensation_info_204|3|compensation_info_205|compensation_info_206|4|compensation_info_207|compensation_info_208],,[[1|compensation_info_101|compensation_info_102]|[2|compensation_info_103|compensation_info_104]|[3|compensation_info_105|compensation_info_106]|[4|compensation_info_107|compensation_info_108]],[[1|compensation_info_201|compensation_info_202]|[2|compensation_info_203|compensation_info_204]|[3|compensation_info_205|compensation_info_206]|[4|compensation_info_207|compensation_info_208]],[],UI_Title_024,[compensation_info_100|compensation_info_200],[compensation_info_100|compensation_info_200]
13004,1,[1|-1|info_text_13004],,,[[1|-1|info_text_13004]],[],[],info_title_13004,,[]
13005,1,[1|-1|info_text_13004],,,[[1|-1|info_text_13004]],[],[],info_title_13005,,[]
13006,1,[1|-1|info_text_13004],,,[[1|-1|info_text_13004]],[],[],info_title_13006,,[]
13007,1,[1|-1|info_text_13007],,,[[1|-1|info_text_13007]],[],[],UI_Title_036,,[]
13008,1,[1|-1|info_text_13008],,,[[1|-1|info_text_13008]],[],[],UI_Title_037,,[]
13009,1,[1|gvg4_info_002|gvg4_info_003|2|gvg4_info_004|gvg4_info_005|3|gvg4_info_006|gvg4_info_007|4|gvg4_info_016|gvg4_info_018],[1|gvg_building001|gvg4_buid_desc006|2|gvg_building002|gvg4_buid_desc007|3|gvg_building003|gvg4_buid_desc008|4|gvg_building004|gvg4_buid_desc009|5|gvg4_building001|gvg4_buid_desc001|6|gvg4_building002|gvg4_buid_desc002|7|gvg4_building003|gvg4_buid_desc003|8|gvg4_building004|gvg4_buid_desc004|9|gvg4_building005|gvg4_buid_desc005],[1|gvg4_info_010|gvg4_info_011|2|gvg4_info_012|gvg4_info_013|3|gvg4_info_014|gvg4_info_015],[[1|gvg4_info_002|gvg4_info_003]|[2|gvg4_info_004|gvg4_info_005]|[3|gvg4_info_006|gvg4_info_007]|[4|gvg4_info_016|gvg4_info_018]],[[1|gvg_building001|gvg4_buid_desc006]|[2|gvg_building002|gvg4_buid_desc007]|[3|gvg_building003|gvg4_buid_desc008]|[4|gvg_building004|gvg4_buid_desc009]|[5|gvg4_building001|gvg4_buid_desc001]|[6|gvg4_building002|gvg4_buid_desc002]|[7|gvg4_building003|gvg4_buid_desc003]|[8|gvg4_building004|gvg4_buid_desc004]|[9|gvg4_building005|gvg4_buid_desc005]],[[1|gvg4_info_010|gvg4_info_011]|[2|gvg4_info_012|gvg4_info_013]|[3|gvg4_info_014|gvg4_info_015]],gvg4_info_001,[gvg4_info_001|gvg4_info_008|gvg4_info_009],[gvg4_info_001|gvg4_info_008|gvg4_info_009]
13011,1,[1|-1|info_text_13011],,,[[1|-1|info_text_13011]],[],[],info_title_13011,,[]
13012,1,[1|-1|info_text_13012],,,[[1|-1|info_text_13012]],[],[],info_title_13012,,[]
13013,1,[1|-1|info_text_13013],,,[[1|-1|info_text_13013]],[],[],info_title_13013,,[]
13014,1,[1|-1|info_text_13014],,,[[1|-1|info_text_13014]],[],[],info_title_13014,,[]
13015,1,[1|compensation_info_101|compensation_info_102|2|compensation_info_103|compensation_info_104|3|compensation_info_105|compensation_info_106|4|compensation_info_107|compensation_info_108],[1|compensation_info_201|compensation_info_202|2|compensation_info_203|compensation_info_204|3|compensation_info_205|compensation_info_206|4|compensation_info_207|compensation_info_209],,[[1|compensation_info_101|compensation_info_102]|[2|compensation_info_103|compensation_info_104]|[3|compensation_info_105|compensation_info_106]|[4|compensation_info_107|compensation_info_108]],[[1|compensation_info_201|compensation_info_202]|[2|compensation_info_203|compensation_info_204]|[3|compensation_info_205|compensation_info_206]|[4|compensation_info_207|compensation_info_209]],[],UI_Title_025,[compensation_info_100|compensation_info_200],[compensation_info_100|compensation_info_200]
13016,1,[1|activity_faq_race_top_t1|activity_faq_race_top_i1|2|activity_faq_race_top_t2|activity_faq_race_top_i2_579|3|activity_faq_race_top_t3|activity_faq_race_top_i3],,,[[1|activity_faq_race_top_t1|activity_faq_race_top_i1]|[2|activity_faq_race_top_t2|activity_faq_race_top_i2_579]|[3|activity_faq_race_top_t3|activity_faq_race_top_i3]],[],[],UI_Title_026,,[]
13017,1,[1|activity_faq_race_top_t1|activity_faq_race_top_i1|2|activity_faq_race_top_t2|activity_faq_race_top_i2_389|3|activity_faq_race_top_t3|activity_faq_race_top_i3],,,[[1|activity_faq_race_top_t1|activity_faq_race_top_i1]|[2|activity_faq_race_top_t2|activity_faq_race_top_i2_389]|[3|activity_faq_race_top_t3|activity_faq_race_top_i3]],[],[],UI_Title_027,,[]
13018,1,[1|activity_faq_race_top_t1|activity_faq_race_top_i1|2|activity_faq_race_top_t2|activity_faq_race_top_i2_569|3|activity_faq_race_top_t3|activity_faq_race_top_i3],,,[[1|activity_faq_race_top_t1|activity_faq_race_top_i1]|[2|activity_faq_race_top_t2|activity_faq_race_top_i2_569]|[3|activity_faq_race_top_t3|activity_faq_race_top_i3]],[],[],UI_Title_028,,[]
13019,1,[1|activity_faq_race_top_t1|activity_faq_race_top_i1|2|activity_faq_race_top_t2|activity_faq_race_top_i1_561|3|activity_faq_race_top_t3|activity_faq_race_top_i3],,,[[1|activity_faq_race_top_t1|activity_faq_race_top_i1]|[2|activity_faq_race_top_t2|activity_faq_race_top_i1_561]|[3|activity_faq_race_top_t3|activity_faq_race_top_i3]],[],[],UI_Title_029,,[]
13020,1,[1|-1|info_text_13020],,,[[1|-1|info_text_13020]],[],[],info_title_13020,,[]
13021,1,[1|-1|info_text_13021],,,[[1|-1|info_text_13021]],[],[],UI_Title_030,,[]
13022,1,[1|activity_faq_race_top_t1|activity_faq_race_top_i1|2|activity_faq_race_top_t2|activity_faq_race_top_i2_k1|3|activity_faq_race_top_t3|activity_faq_race_top_i3],,,[[1|activity_faq_race_top_t1|activity_faq_race_top_i1]|[2|activity_faq_race_top_t2|activity_faq_race_top_i2_k1]|[3|activity_faq_race_top_t3|activity_faq_race_top_i3]],[],[],UI_Title_031,,[]
13024,1,[1|gvg_info_002|pubg_battle_name_1054|2|carriage_info_alliance_003|pubg_battle_name_1055|3|pubg_battle_name_68|pubg_battle_name_1056|4|pubg_battle_name_69|pubg_battle_name_1057|5|pubg_battle_name_1117|pubg_battle_name_1118|6|pubg_battle_name_71|pubg_battle_name_1059|7|pubg_battle_name_72|pubg_battle_name_1060],[1|pubg_battle_name_1034|pubg_battle_name_1044|2|pubg_battle_name_1035|pubg_battle_name_1045|3|pubg_battle_name_1036|pubg_battle_name_1046|4|pubg_battle_name_1040|pubg_battle_name_1050|5|pubg_battle_name_1037|pubg_battle_name_1047|6|pubg_battle_name_1039|pubg_battle_name_1049|7|pubg_battle_name_1041|pubg_battle_name_1051|8|pubg_battle_name_1042|pubg_battle_name_1052|9|pubg_battle_name_1043|pubg_battle_name_1053|10|pubg_battle_name_1092|pubg_battle_name_1093|11|pubg_battle_name_1061|pubg_battle_name_1088|12|pubg_battle_name_1062|pubg_battle_name_1089|13|pubg_battle_name_1063|pubg_battle_name_1090],[1|pubg_battle_name_1017|pubg_battle_name_1025|2|pubg_battle_name_1018|pubg_battle_name_1026|3|pubg_battle_name_1019|pubg_battle_name_1027|4|pubg_battle_name_1020|pubg_battle_name_1028|5|pubg_battle_name_1021|pubg_battle_name_1029|6|pubg_battle_name_1022|pubg_battle_name_1030|7|pubg_battle_name_1023|pubg_battle_name_1031|8|pubg_battle_name_1024|pubg_battle_name_1032],[[1|gvg_info_002|pubg_battle_name_1054]|[2|carriage_info_alliance_003|pubg_battle_name_1055]|[3|pubg_battle_name_68|pubg_battle_name_1056]|[4|pubg_battle_name_69|pubg_battle_name_1057]|[5|pubg_battle_name_1117|pubg_battle_name_1118]|[6|pubg_battle_name_71|pubg_battle_name_1059]|[7|pubg_battle_name_72|pubg_battle_name_1060]],[[1|pubg_battle_name_1034|pubg_battle_name_1044]|[2|pubg_battle_name_1035|pubg_battle_name_1045]|[3|pubg_battle_name_1036|pubg_battle_name_1046]|[4|pubg_battle_name_1040|pubg_battle_name_1050]|[5|pubg_battle_name_1037|pubg_battle_name_1047]|[6|pubg_battle_name_1039|pubg_battle_name_1049]|[7|pubg_battle_name_1041|pubg_battle_name_1051]|[8|pubg_battle_name_1042|pubg_battle_name_1052]|[9|pubg_battle_name_1043|pubg_battle_name_1053]|[10|pubg_battle_name_1092|pubg_battle_name_1093]|[11|pubg_battle_name_1061|pubg_battle_name_1088]|[12|pubg_battle_name_1062|pubg_battle_name_1089]|[13|pubg_battle_name_1063|pubg_battle_name_1090]],[[1|pubg_battle_name_1017|pubg_battle_name_1025]|[2|pubg_battle_name_1018|pubg_battle_name_1026]|[3|pubg_battle_name_1019|pubg_battle_name_1027]|[4|pubg_battle_name_1020|pubg_battle_name_1028]|[5|pubg_battle_name_1021|pubg_battle_name_1029]|[6|pubg_battle_name_1022|pubg_battle_name_1030]|[7|pubg_battle_name_1023|pubg_battle_name_1031]|[8|pubg_battle_name_1024|pubg_battle_name_1032]],UI_Title_033,[gvg_desc062|pubg_battle_name_66|pubg_battle_name_67],[gvg_desc062|pubg_battle_name_66|pubg_battle_name_67]
13025,1,[1|info_title_13026_1|info_text_13026_1|2|info_title_13026_2|info_text_13025_2|3|info_title_13026_3|info_text_13026_3|4|info_title_13026_4|info_text_13026_4],,,[[1|info_title_13026_1|info_text_13026_1]|[2|info_title_13026_2|info_text_13025_2]|[3|info_title_13026_3|info_text_13026_3]|[4|info_title_13026_4|info_text_13026_4]],[],[],UI_Title_034,,[]
13026,1,[1|info_title_13026_1|info_text_13026_1|2|info_title_13026_2|info_text_13026_2|3|info_title_13026_3|info_text_13026_3|4|info_title_13026_4|info_text_13026_4|5|info_title_13026_5|info_text_13026_5],,,[[1|info_title_13026_1|info_text_13026_1]|[2|info_title_13026_2|info_text_13026_2]|[3|info_title_13026_3|info_text_13026_3]|[4|info_title_13026_4|info_text_13026_4]|[5|info_title_13026_5|info_text_13026_5]],[],[],UI_Title_035,,[]
