id,isPreEventShow,isPreEventShowBubble,IsTabActive,preEventShowBubbleId,preEventShowId,accept_task,area,avatarOffset,city_fog_id,cityCellSize,click_high,costs,dialog_id,diy_area_name,drop_display,dropDisplay,event_active_kill,event_build_limit,event_cost,event_describ,event_type,event_unlock,event_value,event_value_1,event_value_2,event_value_kill,event_value_kill_group,eventUnlock,fightforce,finish_hero_bubble,finish_link,firepot_addlevel,firepot_addtime,firepot_num,is_tap_active,map_id,mapName,model,model2,notice_tips,pre_event_show,pre_event_show_bubble,ranking_param,ranking_server,res_offset,reward_id,rewardGroupIds,size,submit_limit,talkBubbleMeta,teleport_position,telepos,time_bar_time,unlockBuilding,weight
12,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(2|120|1)],-1,,,{},-1,,[2|120|1],map_event_describe_3,13,[11],116|3,,,-1,-1,[11],-1,,-1,-1,-1,,-1,1,,,,citybuilding_mapevent_tips_13,-1,-1,,-1,,-1,[],-1,-1,,,,0,[],-1
13,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|20)],-1,,,{},-1,,[999|3|20],map_event_describe_6,6,,22001,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Building/Building_villager_npc_01,,,-1,-1,,-1,,-1,[],60,-1,,,,0,[],20
14,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|5)],28,,,{},-1,,[999|3|5],map_event_describe_6,6,,22003,,,-1,-1,[],-1,,-1,-1,-1,,-1,2,,Building/Building_villager_npc_02,,,-1,-1,,-1,,506,[],65,-1,,,,0,[],-1
15,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|30)],29,,,{},-1,,[999|3|30],map_event_describe_6,6,,22004,,,-1,-1,[],-1,,-1,-1,-1,,-1,2,,Building/Building_villager_npc_03,,,-1,-1,,-1,,511,[],70,-1,,,,0,[],-1
16,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|30)],30,,,{},-1,,[999|3|30],map_event_describe_6,6,,22005,,,-1,-1,[],-1,,-1,-1,-1,,-1,3,,Building/Building_villager_npc_04,,,-1,-1,,-1,,510,[],65,-1,,,,0,[],-1
17,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},10412,,,,20,,princess,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Dragon/GongZhu,,,-1,-1,,-1,,-1,[],65,-1,,,,0,[],-1
18,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,,20,,princess_dragon|100|24|19|20|21|22,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Dragon/dragon_sleep,,,-1,-1,,-1,,-1,[],58,-1,,,,0,[],-1
19,false,false,false,-1,-1,-1,,"(0.0, 0.0)",9,"(0, 0)",-1,[],-1,,,{},-1,,,,21,,1,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,,,,-1,-1,,-1,,-1,[],-1,-1,,,,0,[],-1
20,false,false,false,-1,-1,-1,,"(0.0, 0.0)",10,"(0, 0)",-1,[],-1,,,{},-1,,,,21,,2,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,,,,-1,-1,,-1,,-1,[],-1,-1,,,,0,[],-1
21,false,false,false,-1,-1,-1,,"(0.0, 0.0)",14,"(0, 0)",-1,[],-1,,,{},-1,,,,21,,3,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,,,,-1,-1,,-1,,-1,[],-1,-1,,,,0,[],-1
22,false,false,false,-1,-1,-1,,"(0.0, 0.0)",22,"(0, 0)",-1,[],-1,,,{},-1,,,,21,,4,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,,,,-1,-1,,-1,,-1,[],-1,-1,,,,0,[],-1
23,true,false,false,-1,19,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|1",{999:{2:5|3:1}},-1,,,map_event_describe_8,14,,138|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Shoushabaoxiang_Lan,,,19,-1,,-1,,-1,[],150,-1,,,,0,[],-1
24,true,false,false,-1,20,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|1",{999:{2:5|3:1}},-1,,,map_event_describe_8,14,,138|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Shoushabaoxiang_Lan,,,20,-1,,-1,,-1,[],150,-1,,,,0,[],-1
25,true,false,false,-1,21,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|1",{999:{2:5|3:1}},-1,,,map_event_describe_8,14,,138|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Shoushabaoxiang_Lan,,,21,-1,,-1,,-1,[],150,-1,,,,0,[],-1
26,true,false,false,-1,22,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,"999|2|5,999|3|1",{999:{2:5|3:1}},-1,,,map_event_describe_8,14,,138|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Shoushabaoxiang_Lan,,,22,-1,,-1,,-1,[],150,-1,,,,0,[],-1
27,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},10412,,,,20,,,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Monster/Empty,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
28,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,,11,,700,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Monster/Empty,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
29,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,,22,,22007,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Monster/Empty,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
30,false,true,false,10209,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,,5,,,,,-1,-1,[],-1,,10209,-1,-1,,-1,1,,Field/area3_4,,,-1,10209,,-1,,-1,[],100,-1,,,,0,[],-1
101,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|3)],2,,,{},-1,,[999|3|3],map_event_describe_1,1,,10002,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Help_hero_gongjianshou,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],20
102,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|200)],-1,,,{},-1,,[999|3|200],map_event_describe_1,1,,10003,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Avatar/Spine/Building/Help_hero_mushi,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
103,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|10)],-1,,,{},-1,,[999|3|10],map_event_describe_1,1,,10014,,,-1,-1,[],-1,,-1,-1,-1,,-1,2,,Avatar/Spine/Building/Help_hero_youxia,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],20
104,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|5)],13,,,{},-1,,[999|3|5],map_event_describe_1,1,,10007,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Help_hero_shangren,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],20
105,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|50)],4,,,{},-1,,[999|3|50],map_event_describe_1,1,,10004,,,-1,-1,[],-1,,-1,-1,-1,,-1,3,,Avatar/Spine/Building/Help_hero_qishi,,,-1,-1,,-1,,-1,[],130,-1,,,,0,[],20
106,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],14,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10005,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Building/Building_Hero_05,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],20
107,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|500)],-1,,,{},-1,,[999|3|500],map_event_describe_1,1,,10009,,,-1,-1,[],-1,,-1,-1,-1,,-1,3,,Building/Building_Hero_10,,,-1,-1,,-1,,-1,[],70,-1,,,,0,[],20
108,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],-1,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10010,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Building/Building_Hero_08,,,-1,-1,,-1,,-1,[],70,-1,,,,0,[],20
109,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|500)],-1,,,{},-1,,[999|3|500],map_event_describe_1,1,,10011,,,-1,-1,[],-1,,-1,-1,-1,,-1,3,,Building/Building_Hero_09,,,-1,-1,,-1,,-1,[],70,-1,,,,0,[],20
110,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],-1,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10012,,,-1,-1,[],-1,,-1,-1,-1,,-1,5,,Building/Building_Hero_11,,,-1,-1,,-1,,-1,[],70,-1,,,,0,[],20
111,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|15000)],-1,,,{},-1,,[999|3|15000],map_event_describe_1,1,,10034,,,-1,-1,[],-1,,-1,-1,-1,,-1,7,,Avatar/Spine/Building/Help_hero_saman,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
120,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|300)],-1,,,{},-1,,[999|3|300],map_event_describe_1,1,,10015,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Avatar/Spine/Building/Help_hero_zuifan,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
121,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|500)],-1,,,{},-1,,[999|3|500],map_event_describe_1,1,,10011,,,-1,-1,[],-1,,-1,-1,-1,,-1,4,,Avatar/Spine/Building/Help_hero_daozei,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
122,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|300)],-1,,,{},-1,,[999|3|300],map_event_describe_1,1,,10010,,,-1,-1,[],-1,,-1,-1,-1,,-1,5,,Avatar/Spine/Building/Help_hero_huwei,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
123,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],-1,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10003,,,-1,-1,[],-1,,-1,-1,-1,,-1,5,,Avatar/Spine/Building/Help_hero_mushi,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
124,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],-1,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10013,,,-1,-1,[],-1,,-1,-1,-1,,-1,6,,Avatar/Spine/Building/Help_hero_jisi,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
125,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|1000)],-1,,,{},-1,,[999|3|1000],map_event_describe_1,1,,10005,,,-1,-1,[],-1,,-1,-1,-1,,-1,7,,Avatar/Spine/Building/Help_hero_wuniang,,,-1,-1,,-1,,-1,[],120,-1,,,,0,[],-1
126,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|2000)],-1,,,{},-1,,[999|3|2000],map_event_describe_1,1,,10016,,,-1,-1,[],-1,,-1,-1,-1,,-1,9,,Building/Building_villager_npc_04,,,-1,-1,,-1,,-1,[],70,-1,,,,0,[],-1
130,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|3|3)],61,,,{},-1,,[999|3|3],map_event_describe_1,1,,10001,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Avatar/Spine/Building/Help_hero_zhanshi,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
200,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
201,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu1,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
202,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu2,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
203,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu3,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
204,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_suishi1,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
205,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_suishi2,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
206,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_suishi3,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
207,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_01,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
208,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_02,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
209,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_03,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
210,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_04,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
211,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_05,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
212,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_06,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
213,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_16,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
214,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_17,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
215,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_tree_18,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
216,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_keng3,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
217,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_keng4,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
218,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_keng5,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
219,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
220,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu1,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
221,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu2,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
222,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu3,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
223,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
224,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu1,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
225,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu2,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
226,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[(999|7|8)],-1,,,{},-1,,[999|7|8],map_event_describe_5,5,,108,,,-1,-1,[],-1,,-1,-1,-1,,-1,1,,Building/trash_shu3,,,-1,-1,,-1,,-1,[],100,5,,,,0,[],-1
300,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,2,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
301,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,2,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
302,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,3,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
303,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,3,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
304,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,4,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
305,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,4,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
306,false,false,false,-1,-1,-1,,"(0.0, 0.0)",-1,"(0, 0)",-1,[],-1,,,{},-1,,,map_event_describe_5,24,,755,,[756],-1,-1,[],-1,,-1,-1,-1,,-1,5,,Avatar/Spine/Building/diamond_box,,,-1,-1,,-1,,-1,[],100,-1,,,,0,[],-1
