id,allianceRewardList,isSLG,mapName,mapType,personalRewardList,alliance_reward_id,Infinite_monster_group,kill_hp,level_num,level_type,map_name_dec,map_stage_id,personal_reward_id,region_id,res_banner
3007,<ERROR:TargetInvocationException>,false,hero_name_60046,Boss,<ERROR:TargetInvocationException>,35127,311,12000000,1,3,hero_name_60046,-1,35003,6,banner_bg01
4001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,401,-1,10,1,UI_Alliance_raid_4,-1,35004,1,banner_bg01
4002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,402,-1,15,1,UI_Alliance_raid_4,-1,35004,2,banner_bg01
4003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,403,-1,20,1,UI_Alliance_raid_4,-1,35004,3,banner_bg01
4008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,404,-1,25,1,UI_Alliance_raid_4,-1,35004,4,banner_bg01
4009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,405,-1,30,1,UI_Alliance_raid_4,-1,35004,5,banner_bg01
4004,<ERROR:TargetInvocationException>,false,hero_name_60215,Elite,<ERROR:TargetInvocationException>,35134,406,7200000,1,2,hero_name_60215,-1,35004,1,banner_bg01
4005,<ERROR:TargetInvocationException>,false,hero_name_60051,Elite,<ERROR:TargetInvocationException>,35135,407,11200000,1,2,hero_name_60051,-1,35004,2,banner_bg01
4006,<ERROR:TargetInvocationException>,false,hero_name_60050,Elite,<ERROR:TargetInvocationException>,35135,408,11200000,1,2,hero_name_60050,-1,35004,3,banner_bg01
4010,<ERROR:TargetInvocationException>,false,hero_name_60184,Elite,<ERROR:TargetInvocationException>,35136,409,12800000,1,2,hero_name_60184,-1,35004,4,banner_bg01
4011,<ERROR:TargetInvocationException>,false,hero_name_60188,Elite,<ERROR:TargetInvocationException>,35136,410,12800000,1,2,hero_name_60188,-1,35004,5,banner_bg01
4007,<ERROR:TargetInvocationException>,false,hero_name_60046,Boss,<ERROR:TargetInvocationException>,35137,411,24000000,1,3,hero_name_60046,-1,35004,6,banner_bg01
5001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,501,-1,10,1,UI_Alliance_raid_4,-1,35005,1,banner_bg01
5002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,502,-1,15,1,UI_Alliance_raid_4,-1,35005,2,banner_bg01
5003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,503,-1,20,1,UI_Alliance_raid_4,-1,35005,3,banner_bg01
5008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,504,-1,25,1,UI_Alliance_raid_4,-1,35005,4,banner_bg01
5009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,505,-1,30,1,UI_Alliance_raid_4,-1,35005,5,banner_bg01
5004,<ERROR:TargetInvocationException>,false,hero_name_60215,Elite,<ERROR:TargetInvocationException>,35144,506,14400000,1,2,hero_name_60215,-1,35005,1,banner_bg01
5005,<ERROR:TargetInvocationException>,false,hero_name_60051,Elite,<ERROR:TargetInvocationException>,35145,507,24000000,1,2,hero_name_60051,-1,35005,2,banner_bg01
5006,<ERROR:TargetInvocationException>,false,hero_name_60050,Elite,<ERROR:TargetInvocationException>,35145,508,24000000,1,2,hero_name_60050,-1,35005,3,banner_bg01
5010,<ERROR:TargetInvocationException>,false,hero_name_60184,Elite,<ERROR:TargetInvocationException>,35146,509,28800000,1,2,hero_name_60184,-1,35005,4,banner_bg01
5011,<ERROR:TargetInvocationException>,false,hero_name_60188,Elite,<ERROR:TargetInvocationException>,35146,510,28800000,1,2,hero_name_60188,-1,35005,5,banner_bg01
5007,<ERROR:TargetInvocationException>,false,hero_name_60046,Boss,<ERROR:TargetInvocationException>,35147,511,52000000,1,3,hero_name_60046,-1,35005,6,banner_bg01
6001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,601,-1,10,1,UI_Alliance_raid_4,-1,35006,1,banner_bg01
6002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,602,-1,15,1,UI_Alliance_raid_4,-1,35006,2,banner_bg01
6003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,603,-1,20,1,UI_Alliance_raid_4,-1,35006,3,banner_bg01
6008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,604,-1,25,1,UI_Alliance_raid_4,-1,35006,4,banner_bg01
6009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,605,-1,30,1,UI_Alliance_raid_4,-1,35006,5,banner_bg01
6004,<ERROR:TargetInvocationException>,false,hero_name_60215,Elite,<ERROR:TargetInvocationException>,35154,606,31200000,1,2,hero_name_60215,-1,35006,1,banner_bg01
6005,<ERROR:TargetInvocationException>,false,hero_name_60051,Elite,<ERROR:TargetInvocationException>,35155,607,49600000,1,2,hero_name_60051,-1,35006,2,banner_bg01
6006,<ERROR:TargetInvocationException>,false,hero_name_60050,Elite,<ERROR:TargetInvocationException>,35155,608,49600000,1,2,hero_name_60050,-1,35006,3,banner_bg01
6010,<ERROR:TargetInvocationException>,false,hero_name_60184,Elite,<ERROR:TargetInvocationException>,35156,609,57600000,1,2,hero_name_60184,-1,35006,4,banner_bg01
6011,<ERROR:TargetInvocationException>,false,hero_name_60188,Elite,<ERROR:TargetInvocationException>,35156,610,57600000,1,2,hero_name_60188,-1,35006,5,banner_bg01
6007,<ERROR:TargetInvocationException>,false,hero_name_60046,Boss,<ERROR:TargetInvocationException>,35157,611,96000000,1,3,hero_name_60046,-1,35006,6,banner_bg01
7001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,701,-1,10,1,UI_Alliance_raid_4,-1,35007,1,banner_bg01
7002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,702,-1,15,1,UI_Alliance_raid_4,-1,35007,2,banner_bg01
7003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,703,-1,20,1,UI_Alliance_raid_4,-1,35007,3,banner_bg01
7008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,704,-1,25,1,UI_Alliance_raid_4,-1,35007,4,banner_bg01
7009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_4,Normal,<ERROR:TargetInvocationException>,-1,705,-1,30,1,UI_Alliance_raid_4,-1,35007,5,banner_bg01
7004,<ERROR:TargetInvocationException>,false,hero_name_60215,Elite,<ERROR:TargetInvocationException>,35164,706,57600000,1,2,hero_name_60215,-1,35007,1,banner_bg01
7005,<ERROR:TargetInvocationException>,false,hero_name_60051,Elite,<ERROR:TargetInvocationException>,35165,707,88000000,1,2,hero_name_60051,-1,35007,2,banner_bg01
7006,<ERROR:TargetInvocationException>,false,hero_name_60050,Elite,<ERROR:TargetInvocationException>,35165,708,88000000,1,2,hero_name_60050,-1,35007,3,banner_bg01
7010,<ERROR:TargetInvocationException>,false,hero_name_60184,Elite,<ERROR:TargetInvocationException>,35166,709,99200000,1,2,hero_name_60184,-1,35007,4,banner_bg01
7011,<ERROR:TargetInvocationException>,false,hero_name_60188,Elite,<ERROR:TargetInvocationException>,35166,710,99200000,1,2,hero_name_60188,-1,35007,5,banner_bg01
7007,<ERROR:TargetInvocationException>,false,hero_name_60046,Boss,<ERROR:TargetInvocationException>,35167,711,156000000,1,3,hero_name_60046,-1,35007,6,banner_bg01
8001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,801,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg02
8002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,802,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg02
8003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,803,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg02
8008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,804,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg02
8009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,805,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg02
8004,<ERROR:TargetInvocationException>,false,hero_name_60009,Elite,<ERROR:TargetInvocationException>,35174,806,400000000,1,2,hero_name_60009,-1,35007,1,banner_bg02
8005,<ERROR:TargetInvocationException>,false,hero_name_60018,Elite,<ERROR:TargetInvocationException>,35175,807,500000000,1,2,hero_name_60018,-1,35007,2,banner_bg02
8006,<ERROR:TargetInvocationException>,false,hero_name_60210,Elite,<ERROR:TargetInvocationException>,35175,808,600000000,1,2,hero_name_60210,-1,35007,3,banner_bg02
8010,<ERROR:TargetInvocationException>,false,hero_name_60212,Elite,<ERROR:TargetInvocationException>,35176,809,700000000,1,2,hero_name_60212,-1,35007,4,banner_bg02
8011,<ERROR:TargetInvocationException>,false,activity_name_282,Elite,<ERROR:TargetInvocationException>,35176,810,800000000,1,2,activity_name_282,-1,35007,5,banner_bg02
8007,<ERROR:TargetInvocationException>,false,hero_name_70029,Boss,<ERROR:TargetInvocationException>,35177,811,900000000,1,3,hero_name_70029,-1,35007,6,banner_bg02
9001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,901,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg02
9002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,902,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg02
9003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,903,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg02
9008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,904,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg02
9009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,905,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg02
9004,<ERROR:TargetInvocationException>,false,hero_name_60225,Elite,<ERROR:TargetInvocationException>,35184,906,950000000,1,2,hero_name_60225,-1,35007,1,banner_bg02
9005,<ERROR:TargetInvocationException>,false,hero_name_60197,Elite,<ERROR:TargetInvocationException>,35185,907,1000000000,1,2,hero_name_60197,-1,35007,2,banner_bg02
9006,<ERROR:TargetInvocationException>,false,hero_name_60196,Elite,<ERROR:TargetInvocationException>,35185,908,1050000000,1,2,hero_name_60196,-1,35007,3,banner_bg02
9010,<ERROR:TargetInvocationException>,false,hero_name_60238,Elite,<ERROR:TargetInvocationException>,35186,909,1100000000,1,2,hero_name_60238,-1,35007,4,banner_bg02
9011,<ERROR:TargetInvocationException>,false,hero_name_60195,Elite,<ERROR:TargetInvocationException>,35186,910,1150000000,1,2,hero_name_60195,-1,35007,5,banner_bg02
9007,<ERROR:TargetInvocationException>,false,hero_name_60243,Boss,<ERROR:TargetInvocationException>,35187,911,1200000000,1,3,hero_name_60243,-1,35007,6,banner_bg02
10001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1001,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg01
10002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1002,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg01
10003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1003,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg01
10008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1004,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg01
10009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1005,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg01
10004,<ERROR:TargetInvocationException>,false,hero_name_60026,Elite,<ERROR:TargetInvocationException>,35194,1006,1300000000,1,2,hero_name_60026,-1,35007,1,banner_bg01
10005,<ERROR:TargetInvocationException>,false,hero_name_71019,Elite,<ERROR:TargetInvocationException>,35195,1007,1400000000,1,2,hero_name_71019,-1,35007,2,banner_bg01
10006,<ERROR:TargetInvocationException>,false,hero_name_60040,Elite,<ERROR:TargetInvocationException>,35195,1008,1500000000,1,2,hero_name_60040,-1,35007,3,banner_bg01
10010,<ERROR:TargetInvocationException>,false,hero_name_70024,Elite,<ERROR:TargetInvocationException>,35196,1009,1600000000,1,2,hero_name_70024,-1,35007,4,banner_bg01
10011,<ERROR:TargetInvocationException>,false,hero_name_60143,Elite,<ERROR:TargetInvocationException>,35196,1010,1700000000,1,2,hero_name_60143,-1,35007,5,banner_bg01
10007,<ERROR:TargetInvocationException>,false,hero_name_60248,Boss,<ERROR:TargetInvocationException>,35197,1011,1800000000,1,3,hero_name_60248,-1,35007,6,banner_bg01
11001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1101,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg01
11002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1102,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg01
11003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1103,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg01
11008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1104,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg01
11009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1105,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg01
11004,<ERROR:TargetInvocationException>,false,hero_name_60215,Elite,<ERROR:TargetInvocationException>,35204,1106,1810000000,1,2,hero_name_60215,-1,35007,1,banner_bg01
11005,<ERROR:TargetInvocationException>,false,hero_name_60051,Elite,<ERROR:TargetInvocationException>,35205,1107,1820000000,1,2,hero_name_60051,-1,35007,2,banner_bg01
11006,<ERROR:TargetInvocationException>,false,hero_name_60050,Elite,<ERROR:TargetInvocationException>,35205,1108,1830000000,1,2,hero_name_60050,-1,35007,3,banner_bg01
11010,<ERROR:TargetInvocationException>,false,hero_name_60184,Elite,<ERROR:TargetInvocationException>,35206,1109,1840000000,1,2,hero_name_60184,-1,35007,4,banner_bg01
11011,<ERROR:TargetInvocationException>,false,hero_name_60188,Elite,<ERROR:TargetInvocationException>,35206,1110,1850000000,1,2,hero_name_60188,-1,35007,5,banner_bg01
11007,<ERROR:TargetInvocationException>,false,hero_name_60284,Boss,<ERROR:TargetInvocationException>,35207,1111,1860000000,1,3,hero_name_60284,-1,35007,6,banner_bg01
12001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1201,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg01
12002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1202,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg01
12003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1203,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg01
12008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1204,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg01
12009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1205,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg01
12004,<ERROR:TargetInvocationException>,false,hero_name_60195,Elite,<ERROR:TargetInvocationException>,35214,1206,1870000000,1,2,hero_name_60195,-1,35007,1,banner_bg01
12005,<ERROR:TargetInvocationException>,false,hero_name_60196,Elite,<ERROR:TargetInvocationException>,35215,1207,1880000000,1,2,hero_name_60196,-1,35007,2,banner_bg01
12006,<ERROR:TargetInvocationException>,false,hero_name_60243,Elite,<ERROR:TargetInvocationException>,35215,1208,1890000000,1,2,hero_name_60243,-1,35007,3,banner_bg01
12010,<ERROR:TargetInvocationException>,false,hero_name_60197,Elite,<ERROR:TargetInvocationException>,35216,1209,1900000000,1,2,hero_name_60197,-1,35007,4,banner_bg01
12011,<ERROR:TargetInvocationException>,false,hero_name_60245,Elite,<ERROR:TargetInvocationException>,35216,1210,1910000000,1,2,hero_name_60245,-1,35007,5,banner_bg01
12007,<ERROR:TargetInvocationException>,false,hero_name_60297,Boss,<ERROR:TargetInvocationException>,35217,1211,1920000000,1,3,hero_name_60297,-1,35007,6,banner_bg01
13001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1301,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bg01
13002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1302,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bg01
13003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1303,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bg01
13008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1304,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bg01
13009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1305,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bg01
13004,<ERROR:TargetInvocationException>,false,hero_name_60018,Elite,<ERROR:TargetInvocationException>,35224,1306,1930000000,1,2,hero_name_60018,-1,35007,1,banner_bg01
13005,<ERROR:TargetInvocationException>,false,activity_name_282,Elite,<ERROR:TargetInvocationException>,35225,1307,1940000000,1,2,activity_name_282,-1,35007,2,banner_bg01
13006,<ERROR:TargetInvocationException>,false,hero_name_60038,Elite,<ERROR:TargetInvocationException>,35225,1308,1950000000,1,2,hero_name_60038,-1,35007,3,banner_bg01
13010,<ERROR:TargetInvocationException>,false,hero_name_60214,Elite,<ERROR:TargetInvocationException>,35226,1309,1960000000,1,2,hero_name_60214,-1,35007,4,banner_bg01
13011,<ERROR:TargetInvocationException>,false,hero_name_71041,Elite,<ERROR:TargetInvocationException>,35226,1310,1970000000,1,2,hero_name_71041,-1,35007,5,banner_bg01
13007,<ERROR:TargetInvocationException>,false,hero_name_60266,Boss,<ERROR:TargetInvocationException>,35227,1311,1980000000,1,3,hero_name_60266,-1,35007,6,banner_bg01
14001,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1401,-1,10,1,UI_Alliance_raid_35,-1,35007,1,banner_bubble_S2caravan0
14002,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1402,-1,15,1,UI_Alliance_raid_35,-1,35007,2,banner_bubble_S2caravan0
14003,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1403,-1,20,1,UI_Alliance_raid_35,-1,35007,3,banner_bubble_S2caravan0
14008,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1404,-1,25,1,UI_Alliance_raid_35,-1,35007,4,banner_bubble_S2caravan0
14009,<ERROR:TargetInvocationException>,false,UI_Alliance_raid_35,Normal,<ERROR:TargetInvocationException>,-1,1405,-1,30,1,UI_Alliance_raid_35,-1,35007,5,banner_bubble_S2caravan0
14004,<ERROR:TargetInvocationException>,false,hero_name_60145,Elite,<ERROR:TargetInvocationException>,35234,1406,1930000000,1,2,hero_name_60145,-1,35007,1,banner_bubble_S2caravan0
14005,<ERROR:TargetInvocationException>,false,hero_name_60306,Elite,<ERROR:TargetInvocationException>,35235,1407,1940000000,1,2,hero_name_60306,-1,35007,2,banner_bubble_S2caravan0
14006,<ERROR:TargetInvocationException>,false,hero_name_60309,Elite,<ERROR:TargetInvocationException>,35235,1408,1950000000,1,2,hero_name_60309,-1,35007,3,banner_bubble_S2caravan0
14010,<ERROR:TargetInvocationException>,false,hero_name_60313,Elite,<ERROR:TargetInvocationException>,35236,1409,1960000000,1,2,hero_name_60313,-1,35007,4,banner_bubble_S2caravan0
14011,<ERROR:TargetInvocationException>,false,hero_name_60315,Elite,<ERROR:TargetInvocationException>,35236,1410,1970000000,1,2,hero_name_60315,-1,35007,5,banner_bubble_S2caravan0
