id,bulletAfterimageTime,bulletFaceRule,bulletType,curveID,curveName,curveType,followBulletPos,fx,scale,skin_FX
10007102,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Trade_Fly_Ice,-1,
10007103,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Trade_Fly_Fire,-1,
10007201,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Trade_Skill02,-1,
10008001,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Druid_Attack_Fly,50,
10008101,-1,-1,-1,-1,,-1,0,Effect/Battle/Druid_Skill1_01_Hit,50,
10008301,-1,-1,-1,-1,,-1,0,Effect/Battle/Druid_SF_Skill2,-1,
10008801,-1,-1,-1,-1,,-1,0,Effect/Battle/Druid_ZW_hit,-1,
10011201,-1,-1,-1,-1,,-1,0,Effect/Battle/Thief_Skill_Fly_02,-1,
10012201,-1,1,-1,-1,,-1,0,Effect/Battle/Fx_Pathfinder_Skill_02,-1,
10012301,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_Fire_Fly,-1,
10013001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Priest_Attack_Fly,-1,
10013101,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Priest_Skil01_Fly,-1,
10014001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Ranger_Attack_Fly_1,-1,
10014101,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Ranger_Attack_Fly_1,-1,
10014201,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Ranger_Skill02_Fly,-1,
10014202,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Ranger_Skill03_Fly,-1,
10014203,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Ranger_Skill01_Fly,-1,
10015001,-1,-1,-1,7,Convict,-1,0,Effect/Battle/Convict_Attack_Fly,-1,
10017301,-1,-1,-1,-1,,-1,0,Effect/Battle/Barbarian_Skill2,-1,
10018201,-1,-1,-1,-1,,-1,0,Effect/Battle/SecretKeeper_Skill1,-1,
10019101,-1,-1,-1,-1,,-1,0,Effect/Battle/TreeGuard_Skill0_1,60,
10019102,-1,-1,-1,-1,,-1,0,Effect/Battle/TreeGuard_Skill0,60,
10019501,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Treant_huge_Skill0,60,
10019601,-1,-1,-1,-1,,-1,0,Effect/Battle/TreeGuard_Skill0,75,
10020601,-1,-1,-1,-1,,-1,0,Effect/Battle/Swordinstructor_Skill4,50,
10021101,-1,-1,-1,-1,,-1,0,Effect/Battle/Watchman_Skill1,-1,
10021201,-1,-1,-1,-1,,-1,0,Effect/Battle/Watchman_Skill2_Hit,-1,
10021601,-1,-1,-1,-1,,-1,0,Effect/Battle/Judge_ZW_hit,40,
10022201,-1,-1,-1,-1,,-1,0,Effect/Battle/Headhunter_Skill01_Fly,50,
10023001,-1,-1,-1,-1,,-1,0,Effect/Battle/WilderHunter_Attack_Fly,-1,
10023101,-1,-1,-1,-1,,-1,0,Effect/Battle/WilderHunter_Skill1_Fly,-1,
10023302,-1,-1,-1,-1,,-1,0,Effect/Battle/WilderHunter_Skill2_Fly,-1,[Effect/Battle/WilderHunter_Skill2_Fly|Effect/Battle/WilderHunter_Skill1_Fly_skin]
10024001,-1,-1,-1,-1,,-1,0,Effect/Battle/AstrologyScholar_Skill1_zd,-1,
10024002,-1,-1,-1,-1,,-1,0,Effect/Battle/E_ZXZ_skill0_attack3_Hit,60,
10024101,-1,-1,-1,-1,,-1,0,Effect/Battle/AstrologyScholar_Skill0,-1,
10024201,-1,-1,-1,-1,,-1,0,Effect/Battle/AstrologyScholar_Skill1,-1,
10024601,-1,-1,-1,-1,,-1,0,Effect/Battle/E_ZXZ_skill0_attack3,60,
10025001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Attack_Fly,-1,
10025002,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_ZW,48,
10025003,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_ZW,72,
10025101,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Skill2_01,-1,[Effect/Battle/Fx_FireMage_Skill2_01|Effect/Battle/Fx_FireMage_Skill2_01|Effect/Battle/Fx_FireMage_Skill2_01|Effect/Battle/Fx_FireMage_Skill2_01_skin2]
10025102,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Skill2_02,-1,[Effect/Battle/Fx_FireMage_Skill2_02|Effect/Battle/Fx_FireMage_Skill2_02|Effect/Battle/Fx_FireMage_Skill2_02|Effect/Battle/Fx_FireMage_Skill2_02_skin2]
10025103,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Skill2_03,-1,[Effect/Battle/Fx_FireMage_Skill2_03|Effect/Battle/Fx_FireMage_Skill2_03|Effect/Battle/Fx_FireMage_Skill2_03|Effect/Battle/Fx_FireMage_Skill2_02_skin2]
10025301,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Skill2_Hit,-1,
10025302,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMage_Skill2_Hit1,-1,
10025601,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMageV2_Skill2,48,[Effect/Battle/Fx_FireMageV2_Skill2|Effect/Battle/Fx_FireMageV2_Skill2|Effect/Battle/Fx_FireMageV2_Skill2|Effect/Battle/Fx_FireMageV2_Skill2_skin2]
10025602,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_FireMageV3_Skill2,48,[Effect/Battle/Fx_FireMageV3_Skill2|Effect/Battle/Fx_FireMageV3_Skill2|Effect/Battle/Fx_FireMageV3_Skill2|Effect/Battle/Fx_FireMageV3_Skill2_skin2]
10026001,-1,-1,-1,-1,,-1,0,Effect/Battle/Convict_Attack_Fly,-1,
10026201,-1,-1,-1,-1,,-1,0,Effect/Battle/Stonemason_Skill1,50,
10026301,-1,1,-1,-1,,-1,0,Effect/Battle/Stonemason_Skill2,-1,
10026601,-1,1,-1,-1,,-1,0,Effect/Battle/Stonemason_Skill2,115,
10028001,-1,-1,-1,-1,,-1,0,Effect/Battle/Magus_Attack_Fly,-1,
10028801,-1,-1,-1,-1,,-1,0,Effect/Battle/Magus_ZW_fly,50,
10029001,-1,-1,-1,7,Convict,-1,0,Effect/Battle/Shepherd_Attack_Fly,-1,[|Effect/Battle/Shepherd_Attack_Fly|Effect/Battle/Shepherd_Attack_Fly|Effect/Battle/Shepherd_Attack_Fly_skin1]
10029101,-1,1,-1,-1,,-1,0,Effect/Battle/Shepherd_Skill0_Fly,-1,[|Effect/Battle/Shepherd_Skill0_Fly|Effect/Battle/Shepherd_Skill0_Fly|Effect/Battle/Shepherd_Skill0_Fly_skin1]
10029801,-1,-1,-1,-1,,-1,0,Effect/Battle/Shepherd_ZW_hit,50,
10030001,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill0_Fly,-1,
10030101,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill1_Fly,-1,
10030201,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill1_Fly,-1,
10030301,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill2_n,75,
10030302,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill2_n,-1,
10030303,-1,-1,-1,-1,,-1,0,Effect/Battle/Bard_Skill2_n_V,-1,
10031201,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Judge_Skill1_DiLie,-1,
10031302,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Judge_Skill2_Hit,50,[Effect/Battle/Fx_Judge_Skill2_Hit|Effect/Battle/Fx_Judge_Skill2_Hit|Effect/Battle/Fx_Judge_Skill2_Hit_skin|Effect/Battle/Fx_Judge_Skill2_Hit_skin3|Effect/Battle/Fx_Judge_Skill2_Hit_skin4]
10031306,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_Judge_Skill2_Hit01,50,[Effect/Battle/Fx_Judge_Skill2_Hit01|Effect/Battle/Fx_Judge_Skill2_Hit01|Effect/Battle/Fx_Judge_Skill2_Hit01_skin|Effect/Battle/Fx_Judge_Skill2_Hit01_skin3|Effect/Battle/Fx_Judge_Skill2_Hit01_skin4]
10032202,-1,-1,-1,-1,,-1,0,Effect/Battle/LaoBanNiang_Skill1,-1,
10032301,-1,-1,-1,-1,,-1,0,Effect/Battle/LaoBanNiang_Skill2,-1,
10033101,-1,-1,-1,-1,,-1,0,Effect/Battle/Archer_SF_Skill_2,-1,
10033102,-1,-1,-1,-1,,-1,0,Effect/Battle/Archer_SF_Skill_3,-1,
10033801,300,-1,1,-1,,-1,0,Effect/Battle/shengtu_ZW_hit,-1,
10033301,-1,-1,-1,-1,,-1,0,Effect/Battle/ShengTu_Skill02,-1,[Effect/Battle/ShengTu_Skill02|Effect/Battle/ShengTu_Skill02_skin2|Effect/Battle/ShengTu_Skill02_skin|Effect/Battle/ShengTu_Skill02_skin04]
10033903,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_shengtutianshi_FX_attack,50,
10034201,-1,1,-1,-1,,-1,0,Effect/Battle/SaMan_Skill1,-1,
10035803,-1,-1,-1,-1,,-1,0,Effect/Battle/xianzhe_ZW_hit,50,
10037001,-1,-1,-1,-1,,-1,0,Effect/Battle/E_YJ_attack_dandao,50,
10037101,-1,-1,-1,-1,,-1,0,Effect/Battle/E_YJ_skill0_hit,50,[|Effect/Battle/E_YJ_skill0_hit|Effect/Battle/E_YJ_skill0_hit|Effect/Battle/E_YJ_skill0_hit|Effect/Battle/E_YJ_skill0_hit|Effect/Battle/yaojing_skil01_skin02]
10037201,-1,-1,-1,-1,,-1,0,Effect/Battle/yaojing_skil02,50,[|Effect/Battle/yaojing_skil02|Effect/Battle/yaojing_skil02|Effect/Battle/yaojing_skil02|Effect/Battle/yaojing_skil02|Effect/Battle/yaojing_skil02_skin02]
10037301,-1,-1,-1,-1,,-1,0,Effect/Battle/E_YJ_skill2_hit2,80,[|Effect/Battle/E_YJ_skill2_hit2|Effect/Battle/yaojing_skill2_hit2_skin|Effect/Battle/E_YJ_skill2_hit2|Effect/Battle/E_YJ_skill2_hit2_skin|Effect/Battle/yaojing_skill2_hit2_skin2]
10038001,-1,-1,-1,-1,,-1,0,Effect/Battle/E_TLL_attack_dandao,75,
10038201,-1,-1,-1,-1,,-1,0,Effect/Battle/E_TLL_skill1_dandao,75,[Effect/Battle/E_TLL_skill1_dandao|Effect/Battle/E_TLL_skill1_dandao|Effect/Battle/E_TLL_skill1_Hit_skin|Effect/Battle/E_TLL_skill1_dandao_skin]
10038301,-1,-1,-1,-1,,-1,0,Effect/Battle/E_TLL_skill1_dandao,-1,
10038601,-1,1,-1,-1,,-1,0,Effect/Battle/E_TLL_skill1_Hit,-1,[Effect/Battle/E_TLL_skill1_Hit|Effect/Battle/E_TLL_skill1_Hit|Effect/Battle/E_TLL_skill1_Hit_skin|Effect/Battle/E_TLL_skill1_dandao_skin]
10039301,-1,-1,-1,-1,,-1,0,Effect/Battle/shamowangzi_skill_02_buff,50,[Effect/Battle/shamowangzi_skill_02_buff_skin|Effect/Battle/shamowangzi_skill_02_buff_skin|Effect/Battle/shamowangzi_skill_02_buff|Effect/Battle/shamowangzi_skill_02_buff_skin2|Effect/Battle/shamowangzi_skill_02_buff|Effect/Battle/shamowangzi_skill_02_buff_skin3|Effect/Battle/shamowangzi_skill_02_buff_skin4]
10039801,-1,1,-1,-1,,-1,0,Effect/Battle/shamowangzi_ZW_hit,30,
10039802,-1,1,-1,-1,,-1,0,Effect/Battle/shamowangzi_ZW_hit,37,
10040001,-1,-1,-1,-1,,-1,0,Effect/Battle/E_FXZ_attack_dandao,50,
10040103,-1,-1,-1,-1,,-1,0,Effect/Battle/E_FXZ_skill0_dandao,50,
10040201,-1,-1,-1,-1,,-1,0,Effect/Battle/E_FXZ_skill1_dandao,50,
10040302,-1,-1,-1,-1,,-1,0,Effect/Battle/E_FXZ_skill2_attack1,50,
10040601,-1,-1,-1,-1,,-1,0,Effect/Battle/E_FXZ_skill3,50,
10040801,-1,-1,-1,-1,,-1,0,Effect/Battle/FXZ_ZW_hit,50,
10041001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WyvernType10_Fly,50,
10041003,300,-1,1,-1,,-1,0,Effect/Battle/FengBaoSN_Skill2_Line,-1,
10041101,-1,-1,-1,-1,,-1,0,Effect/Battle/FengBaoSN_Attack,-1,
10041201,-1,1,-1,-1,,-1,0,Effect/Battle/FengBaoSN_Skill1,30,
10041301,-1,1,-1,-1,,-1,0,Effect/Battle/FengBaoSN_Skill2,75,[|Effect/Battle/FengBaoSN_Skill2|Effect/Battle/FengBaoSN_Skill2|Effect/Battle/FengBaoSN_Skill2_skin2|Effect/Battle/FengBaoSN_Skill2_skin4]
10041820,-1,-1,-1,-1,,-1,0,Effect/Battle/EF_CW_ying,30,
10041903,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_fengbaoshengnv_FX_attack,75,
10042801,-1,-1,-1,-1,,-1,0,Effect/Battle/haoshi_ZW_SF_hit,50,
10042802,-1,-1,-1,-1,,-1,0,Effect/Battle/haoshi_ZW_SF_hit,75,
10042902,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_qinglong_hit_quan,50,
10042903,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_qinglong001_hit,100,
10043203,-1,-1,-1,-1,,-1,0,Effect/Battle/QiangWeiGZ_Skill1,48,[||||Effect/Battle/XlQiangWeiGZ_skin4_Skill1_buff_stand01|Effect/Battle/XlQiangWeiGZ_skin4_Skill1_buff_ride02]
10043301,-1,1,-1,-1,,-1,0,Effect/Battle/QiangWeiGZ_Skill2,55,[|Effect/Battle/QiangWeiGZ_Skill2_V|Effect/Battle/QiangWeiGZ_Skill2_skin|Effect/Battle/QiangWeiGZ_Skill2_skin2|Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_Hit_ride02|Effect/Battle/XlQiangWeiGZ_skin4_skill2_R_Hit_ride02]
10044001,-1,-1,-1,-1,,-1,0,Effect/Battle/HuanChaoShi_Fly,50,
10044101,-1,1,-1,-1,,-1,0,Effect/Battle/HuanChaoShi_Skill0,75,
10044201,-1,-1,-1,-1,,-1,0,Effect/Battle/HuanChaoShi_Skill1,50,
10044301,-1,-1,-1,-1,,-1,0,Effect/Battle/HuanChaoShi_Skill2,50,[Effect/Battle/HuanChaoShi_Skill2|Effect/Battle/HuanChaoShi_Skill2|Effect/Battle/huanchaoshi_skill2_skin2]
10044801,-1,-1,-1,-1,,-1,0,Effect/Battle/huanchaoshi_ZW_hit,50,
10044903,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_huanchaoshi_FX_buff,50,
10045101,300,-1,1,-1,,-1,0,Effect/Battle/nvwu_skill0,-1,
10046002,-1,-1,-1,-1,,-1,0,Effect/Battle/zhujiao_Attack_Plus,40,
10046101,-1,1,-1,-1,,-1,0,Effect/Battle/zhujiao_skill0,40,
10046301,-1,-1,-1,-1,,-1,0,Effect/Battle/zhujiao_skill02,55,[Effect/Battle/zhujiao_skill02|Effect/Battle/zhujiao_skill02_skin|Effect/Battle/zhujiao_skill02_skin2]
10046501,-1,-1,-1,-1,,-1,0,Effect/Battle/zhujiao_baozha,55,
10048302,-1,-1,-1,-1,,-1,0,Effect/Battle/tinayutuntun_skill2,55,[Effect/Battle/tinayutuntun_skill2|Effect/Battle/tinayutuntun_skill2_02_skin|Effect/Battle/tinayutuntun_skill2|Effect/Battle/tinayutuntun_skill2_skin3]
10048401,-1,-1,-1,6,Trade,-1,0,Effect/Battle/tinayutuntun_fly,50,
10049201,-1,1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_skill1,50,[Effect/Battle/Fx_nezha_skill1|Effect/Battle/Fx_nezha_skill1|Effect/Battle/Fx_nezha_skill1|Effect/Battle/Fx_nezha_skill1_skin_xl01|Effect/Battle/Fx_nezha_skill1_skin_xl01]
10049005,-1,1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_skill02_1,60,[Effect/Battle/Fx_nezha_skill02_1|Effect/Battle/Fx_nezha_skill02_1|Effect/Battle/Fx_nezha_skill02_1|Effect/Battle/Fx_nezha_skill02_1_skin_xl01|Effect/Battle/Fx_nezha_skill02_1_skin_xl01]
10049006,-1,1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_skill02_2,-1,[Effect/Battle/Fx_nezha_skill02_2|Effect/Battle/Fx_nezha_skill02_2|Effect/Battle/Fx_nezha_skill02_2|Effect/Battle/Fx_nezha_skill02_2_skin_xl01|Effect/Battle/Fx_nezha_skill02_2_skin_xl01]
10049803,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_ZW_hit1,50,
10049813,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_ZW_hit2,50,
10049823,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nezha_ZW_hit,70,
10050001,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_famingjia_attack_fly,-1,
10050301,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_famingjia_skill2_fly,30,
30022201,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_famingjia_skill0_pao_fly,-1,[Effect/Battle/Fx_famingjia_skill0_pao_fly|Effect/Battle/Fx_famingjia_skill0_pao_fly_skin1|Effect/Battle/Fx_famingjia_skill0_pao_fly_skin2]
10050403,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_famingjia_skill03_fly,50,[Effect/Battle/Fx_famingjia_skill03_fly|Effect/Battle/Fx_famingjia_skill03_fly_skin1|Effect/Battle/Fx_famingjia_skill03_fly_skin2]
10050503,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_famingjia_skill04_fly,30,
10050820,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_famingjia_ZW_hit02,45,
10051001,-1,-1,-1,-1,,-1,0,Effect/Battle/huajiang_attack_fly,48,
10051201,-1,-1,-1,-1,,-1,0,Effect/Battle/huajiang_skill1_buff,40,
10051202,-1,-1,-1,-1,,-1,0,Effect/Battle/huajiang_skill1_buff,50,
10051203,-1,-1,-1,-1,,-1,0,Effect/Battle/huajiang_skill1_buff,20,
10051301,-1,1,-1,-1,,-1,0,Effect/Battle/huajiang_skill02_fly,65,[Effect/Battle/huajiang_skill02_fly|Effect/Battle/huajiang_skill02_fly|Effect/Battle/huajiang_skill02_fly_skin|Effect/Battle/huajiang_skill02_fly_skin3|Effect/Battle/huajiang_skill02_fly_skin4]
10052301,500,-1,1,-1,,-1,0,Effect/Battle/Fx_anyingmushi_skill2_line,-1,
10053001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nvpu_attack_fly,48,
10053101,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nvpu_skill0_buff,50,
10053301,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_nvpu_skill02_hit,50,[Effect/Battle/Fx_nvpu_skill02_hit|Effect/Battle/Fx_nvpu_skill02_hit_skin2]
10053401,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_nvpu_skill03_fly,50,
10054001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_zhihuanshi_attack_fly,48,
10054002,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_zhihuanshi_attack1_fly,48,
10054101,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_zhihuanshi_skill0_fly,50,
10054201,-1,-1,-1,6,Trade,-1,0,Effect/Battle/Fx_zhihuanshi_skill1_fly,50,
30025001,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_zhihuanshi_ZW_mogu_fly,48,
10054820,-1,-1,-1,-1,,-1,0,Effect/Battle/Fx_zhihuanshi_ZW_mogu_fly,70,
2000501,-1,-1,-1,-1,,-1,0,Effect/Battle/Vfx_K1_xzw_skill2,-1,
21001001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/LianMengZhanGu_01,50,
21002001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/BuZuZhanGu_01,50,
21003001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/ZiRanZhanGu_01,50,
23001001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/MYZP_ZhiLiao_01,125,
23002001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/PHXZ_DiCi_01,-1,
23003001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/PHXZ_DiCi_01,-1,
24001001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/QZDY_DaoGuang_01,-1,
24002001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/E_mb_difufaqiu,-1,
24005001,-1,-1,-1,-1,,-1,0,Effect/Battle/Druid_SF_Skill2,-1,
24006003,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Frog_elc_Hit,80,
24006006,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Frog_elc_Hit,-1,
24006012,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HARFS_Skill0_Hit,200,
25001001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/mimao_gongjueweijie,75,
25002001,-1,-1,-1,-1,,-1,0,Effect/Battle/Tonglingmao_Skill0,75,
25008001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/E_mb_PoHuai_DaJian,125,
25012001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/E_mb_juanzhou_SF,100,
25016001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/E_mb_Lszc,-1,
25018001,-1,-1,-1,-1,,-1,0,Effect/Battle/YiJi_MiBao/E_mb_janyu_hit,-1,
30003001,-1,-1,-1,-1,,-1,0,Effect/Battle/Shepherd_Skill2,-1,[|Effect/Battle/Shepherd_Skill2|Effect/Battle/Shepherd_Skill2|Effect/Battle/Shepherd_Skill2_skin1]
30012001,-1,-1,-1,-1,,-1,0,Effect/Battle/HuanChaoShi_Fly,35,
30013101,-1,-1,-1,-1,,-1,0,Effect/Battle/huanchaoshi_skill_bz,80,
30013102,-1,-1,-1,-1,,-1,0,Effect/Battle/huanchaoshi_skill_bz,40,
55001001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Frog_elc_Hit,-1,
55002001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Dragon_ice_Skill2,-1,
55003001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RedDragon_skill_2,-1,
60002001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Bat_Attack_Fly,-1,
60002002,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Fx_Monster_Bee_Fly,-1,
60002003,-1,-1,-1,-1,,-1,0,Effect/Battle/CommonEffect/Fx_common_Green_Fly,-1,
60002004,-1,-1,-1,-1,,-1,0,Effect/Battle/CommonEffect/Fx_common_Fire_Fly,-1,
60002005,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/JLSS_Attack_Fly,50,
60002006,-1,-1,-1,-1,,-1,0,Effect/Battle/CommonEffect/Fx_common_water_Fly,-1,
60002007,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/FX_common_sound_Fly,-1,
60002008,-1,-1,-1,-1,,-1,0,Effect/Battle/SecretKeeper_Skill1,-1,
60002009,-1,-1,-1,-1,,-1,0,Effect/Battle/Archer_Attack_Fly,-1,
60002010,-1,-1,-1,-1,,-1,0,Effect/Battle/ice_mage_Attack_Fly,-1,
60002011,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/SRTMS_Attack_Fly,50,
60002012,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/HARFS_Attack_Fly,-1,
60002013,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/RLNB_Attack_Fly,50,
60009101,-1,-1,-1,-1,,-1,0,Effect/Battle/CommonEffect/Fx_TongYong_Smoke,-1,
60018001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Cannibal_SF_Skill_1,-1,
60018101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Cannibal_SF_Skill_2,-1,
60018102,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/GL_Skill3,-1,
60018201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/dilie_gj,-1,
60025001,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/Boss_Dragon_Skill1_wind,-1,
60025101,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WyvernType10_Fly,-1,
60025201,-1,-1,-1,-1,,-1,0,Effect/Battle/Boss/WyvernType10_Skill,-1,
60026001,-1,-1,-1,-1,,-1,0,Effect/Battle/GreenWorm_Attack_Fly,-1,
