id,activity_id,exp,icon,level,phase,reward1,reward2,reward3,show_lv_reward1,show_reward
3026,200,2,UI/ItemIcon/icon_battlepass_score,15,1,450015,450055,450088,0,0
3027,200,2,UI/ItemIcon/icon_battlepass_score,16,1,450016,450056,-1,0,0
3028,200,2,UI/ItemIcon/icon_battlepass_score,17,1,450017,450057,-1,0,0
3029,200,2,UI/ItemIcon/icon_battlepass_score,18,1,450018,450058,450089,1,0
3030,200,2,UI/ItemIcon/icon_battlepass_score,19,1,450019,450059,450090,0,0
3031,200,2,UI/ItemIcon/icon_battlepass_score,20,1,450020,450060,-1,0,0
4011,309,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
4012,309,2,UI/ItemIcon/icon_battlepass_score,1,1,450001,450041,-1,1,0
4013,309,2,UI/ItemIcon/icon_battlepass_score,2,1,450002,450042,450081,0,0
4014,309,2,UI/ItemIcon/icon_battlepass_score,3,1,450003,450043,-1,1,0
4015,309,2,UI/ItemIcon/icon_battlepass_score,4,1,450004,450044,450082,1,0
4016,309,2,UI/ItemIcon/icon_battlepass_score,5,1,450005,450045,-1,0,0
4017,309,2,UI/ItemIcon/icon_battlepass_score,6,1,450006,450046,450083,1,0
4018,309,2,UI/ItemIcon/icon_battlepass_score,7,1,450007,450047,450084,1,0
4019,309,2,UI/ItemIcon/icon_battlepass_score,8,1,450008,450048,-1,0,0
4020,309,2,UI/ItemIcon/icon_battlepass_score,9,1,450009,450049,450085,0,0
4021,309,2,UI/ItemIcon/icon_battlepass_score,10,1,450010,450050,-1,0,0
4022,309,2,UI/ItemIcon/icon_battlepass_score,11,1,450011,450051,450086,0,0
4023,309,2,UI/ItemIcon/icon_battlepass_score,12,1,450012,450052,-1,0,0
4024,309,2,UI/ItemIcon/icon_battlepass_score,13,1,450013,450053,450087,0,0
4025,309,2,UI/ItemIcon/icon_battlepass_score,14,1,450014,450054,-1,0,0
4026,309,2,UI/ItemIcon/icon_battlepass_score,15,1,450015,450055,450088,0,0
4027,309,2,UI/ItemIcon/icon_battlepass_score,16,1,450016,450056,-1,0,0
4028,309,2,UI/ItemIcon/icon_battlepass_score,17,1,450017,450057,-1,0,0
4029,309,2,UI/ItemIcon/icon_battlepass_score,18,1,450018,450058,450089,1,0
4030,309,2,UI/ItemIcon/icon_battlepass_score,19,1,450019,450059,450090,0,0
4031,309,2,UI/ItemIcon/icon_battlepass_score,20,1,450020,450060,-1,0,0
5011,313,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
5012,313,2,UI/ItemIcon/icon_battlepass_score,1,1,90001,92001,91001,1,0
5013,313,2,UI/ItemIcon/icon_battlepass_score,2,1,90002,92002,91002,0,0
5014,313,2,UI/ItemIcon/icon_battlepass_score,3,1,90003,92003,91003,0,0
5015,313,2,UI/ItemIcon/icon_battlepass_score,4,1,90004,92004,91004,0,0
5016,313,2,UI/ItemIcon/icon_battlepass_score,5,1,90005,92005,91005,0,0
5017,313,2,UI/ItemIcon/icon_battlepass_score,6,1,90006,92006,91006,0,0
5018,313,2,UI/ItemIcon/icon_battlepass_score,7,1,90007,92007,91007,0,0
5019,313,2,UI/ItemIcon/icon_battlepass_score,8,1,90008,92008,91008,0,0
5020,313,2,UI/ItemIcon/icon_battlepass_score,9,1,90009,92009,91009,0,0
5021,313,2,UI/ItemIcon/icon_battlepass_score,10,1,90010,92010,91010,1,0
5022,313,2,UI/ItemIcon/icon_battlepass_score,11,1,90011,92011,91011,0,0
5023,313,2,UI/ItemIcon/icon_battlepass_score,12,1,90012,92012,91012,0,0
5024,313,2,UI/ItemIcon/icon_battlepass_score,13,1,90013,92013,91013,0,0
5025,313,2,UI/ItemIcon/icon_battlepass_score,14,1,90014,92014,91014,0,0
5026,313,2,UI/ItemIcon/icon_battlepass_score,15,1,90015,92015,91015,0,0
5027,313,2,UI/ItemIcon/icon_battlepass_score,16,1,90016,92016,91016,0,0
5028,313,2,UI/ItemIcon/icon_battlepass_score,17,1,90017,92017,91017,0,0
5029,313,2,UI/ItemIcon/icon_battlepass_score,18,1,90018,92018,91018,0,0
5030,313,2,UI/ItemIcon/icon_battlepass_score,19,1,90019,92019,91019,0,0
5031,313,2,UI/ItemIcon/icon_battlepass_score,20,1,90020,92020,91020,1,0
5032,313,2,UI/ItemIcon/icon_battlepass_score,21,1,90021,92021,91021,0,0
5033,313,2,UI/ItemIcon/icon_battlepass_score,22,1,90022,92022,91022,0,0
5034,313,2,UI/ItemIcon/icon_battlepass_score,23,1,90023,92023,91023,0,0
5035,313,2,UI/ItemIcon/icon_battlepass_score,24,1,90024,92024,91024,0,0
5036,313,2,UI/ItemIcon/icon_battlepass_score,25,1,90025,92025,91025,0,0
5037,313,2,UI/ItemIcon/icon_battlepass_score,26,1,90026,92026,91026,0,0
5038,313,2,UI/ItemIcon/icon_battlepass_score,27,1,90027,92027,91027,0,0
5039,313,2,UI/ItemIcon/icon_battlepass_score,28,1,90028,92028,91028,0,0
5040,313,2,UI/ItemIcon/icon_battlepass_score,29,1,90029,92029,91029,0,0
5041,313,2,UI/ItemIcon/icon_battlepass_score,30,1,90030,92030,91030,1,0
5042,313,2,UI/ItemIcon/icon_battlepass_score,31,1,90031,92031,91031,0,0
5043,313,2,UI/ItemIcon/icon_battlepass_score,32,1,90032,92032,91032,0,0
5044,313,2,UI/ItemIcon/icon_battlepass_score,33,1,90033,92033,91033,0,0
5045,313,2,UI/ItemIcon/icon_battlepass_score,34,1,90034,92034,91034,0,0
5046,313,2,UI/ItemIcon/icon_battlepass_score,35,1,90035,92035,91035,0,0
5047,313,2,UI/ItemIcon/icon_battlepass_score,36,1,90036,92036,91036,0,0
5048,313,2,UI/ItemIcon/icon_battlepass_score,37,1,90037,92037,91037,0,0
5049,313,2,UI/ItemIcon/icon_battlepass_score,38,1,90038,92038,91038,0,0
5050,313,2,UI/ItemIcon/icon_battlepass_score,39,1,90039,92039,91039,0,0
5051,313,2,UI/ItemIcon/icon_battlepass_score,40,1,90040,92040,91040,1,0
5052,313,2,UI/ItemIcon/icon_battlepass_score,41,1,90041,92041,91041,0,0
5053,313,2,UI/ItemIcon/icon_battlepass_score,42,1,90042,92042,91042,0,0
5054,313,2,UI/ItemIcon/icon_battlepass_score,43,1,90043,92043,91043,0,0
5055,313,2,UI/ItemIcon/icon_battlepass_score,44,1,90044,92044,91044,0,0
5056,313,2,UI/ItemIcon/icon_battlepass_score,45,1,90045,92045,91045,0,0
5057,313,2,UI/ItemIcon/icon_battlepass_score,46,1,90046,92046,91046,0,0
5058,313,2,UI/ItemIcon/icon_battlepass_score,47,1,90047,92047,91047,0,0
5059,313,2,UI/ItemIcon/icon_battlepass_score,48,1,90048,92048,91048,0,0
5060,313,2,UI/ItemIcon/icon_battlepass_score,49,1,90049,92049,91049,0,0
5061,313,2,UI/ItemIcon/icon_battlepass_score,50,1,90050,92050,91050,1,0
6011,345,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
6012,345,2,UI/ItemIcon/icon_battlepass_score,1,1,11101001,11101101,-1,1,0
6013,345,2,UI/ItemIcon/icon_battlepass_score,2,1,11101002,11101102,11101201,0,0
6014,345,2,UI/ItemIcon/icon_battlepass_score,3,1,11101003,11101103,-1,1,0
6015,345,2,UI/ItemIcon/icon_battlepass_score,4,1,11101004,11101104,11101202,1,0
6016,345,2,UI/ItemIcon/icon_battlepass_score,5,1,11101005,11101105,-1,0,0
6017,345,2,UI/ItemIcon/icon_battlepass_score,6,1,11101006,11101106,11101203,1,0
6018,345,2,UI/ItemIcon/icon_battlepass_score,7,1,11101007,11101107,11101204,1,0
6019,345,2,UI/ItemIcon/icon_battlepass_score,8,1,11101008,11101108,-1,0,0
6020,345,2,UI/ItemIcon/icon_battlepass_score,9,1,11101009,11101109,11101205,0,0
6021,345,2,UI/ItemIcon/icon_battlepass_score,10,1,11101010,11101110,-1,0,0
6022,345,2,UI/ItemIcon/icon_battlepass_score,11,1,11101011,11101111,11101206,0,0
6023,345,2,UI/ItemIcon/icon_battlepass_score,12,1,11101012,11101112,-1,0,0
6024,345,2,UI/ItemIcon/icon_battlepass_score,13,1,11101013,11101113,11101207,0,0
6025,345,2,UI/ItemIcon/icon_battlepass_score,14,1,11101014,11101114,-1,0,0
6026,345,2,UI/ItemIcon/icon_battlepass_score,15,1,11101015,11101115,11101208,0,0
6027,345,2,UI/ItemIcon/icon_battlepass_score,16,1,11101016,11101116,-1,0,0
6028,345,2,UI/ItemIcon/icon_battlepass_score,17,1,11101017,11101117,-1,0,0
6029,345,2,UI/ItemIcon/icon_battlepass_score,18,1,11101018,11101118,11101209,1,0
6030,345,2,UI/ItemIcon/icon_battlepass_score,19,1,11101019,11101119,11101210,0,0
6031,345,2,UI/ItemIcon/icon_battlepass_score,20,1,11101020,11101120,-1,0,0
7011,346,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
7012,346,2,UI/ItemIcon/icon_battlepass_score,1,1,90001,92001,91001,1,0
7013,346,2,UI/ItemIcon/icon_battlepass_score,2,1,90002,92002,91002,0,0
7014,346,2,UI/ItemIcon/icon_battlepass_score,3,1,90003,92003,91003,0,0
7015,346,2,UI/ItemIcon/icon_battlepass_score,4,1,90004,92004,91004,0,0
7016,346,2,UI/ItemIcon/icon_battlepass_score,5,1,90005,92005,91005,0,0
7017,346,2,UI/ItemIcon/icon_battlepass_score,6,1,90006,92006,91006,0,0
7018,346,2,UI/ItemIcon/icon_battlepass_score,7,1,90007,92007,91007,0,0
7019,346,2,UI/ItemIcon/icon_battlepass_score,8,1,90008,92008,91008,0,0
7020,346,2,UI/ItemIcon/icon_battlepass_score,9,1,90009,92009,91009,0,0
7021,346,2,UI/ItemIcon/icon_battlepass_score,10,1,90010,92010,91010,1,0
7022,346,2,UI/ItemIcon/icon_battlepass_score,11,1,90011,92011,91011,0,0
7023,346,2,UI/ItemIcon/icon_battlepass_score,12,1,90012,92012,91012,0,0
7024,346,2,UI/ItemIcon/icon_battlepass_score,13,1,90013,92013,91013,0,0
7025,346,2,UI/ItemIcon/icon_battlepass_score,14,1,90014,92014,91014,0,0
7026,346,2,UI/ItemIcon/icon_battlepass_score,15,1,90015,92015,91015,0,0
7027,346,2,UI/ItemIcon/icon_battlepass_score,16,1,90016,92016,91016,0,0
7028,346,2,UI/ItemIcon/icon_battlepass_score,17,1,90017,92017,91017,0,0
7029,346,2,UI/ItemIcon/icon_battlepass_score,18,1,90018,92018,91018,0,0
7030,346,2,UI/ItemIcon/icon_battlepass_score,19,1,90019,92019,91019,0,0
7031,346,2,UI/ItemIcon/icon_battlepass_score,20,1,90020,92020,91020,1,0
7032,346,2,UI/ItemIcon/icon_battlepass_score,21,1,90021,92021,91021,0,0
7033,346,2,UI/ItemIcon/icon_battlepass_score,22,1,90022,92022,91022,0,0
7034,346,2,UI/ItemIcon/icon_battlepass_score,23,1,90023,92023,91023,0,0
7035,346,2,UI/ItemIcon/icon_battlepass_score,24,1,90024,92024,91024,0,0
7036,346,2,UI/ItemIcon/icon_battlepass_score,25,1,90025,92025,91025,0,0
7037,346,2,UI/ItemIcon/icon_battlepass_score,26,1,90026,92026,91026,0,0
7038,346,2,UI/ItemIcon/icon_battlepass_score,27,1,90027,92027,91027,0,0
7039,346,2,UI/ItemIcon/icon_battlepass_score,28,1,90028,92028,91028,0,0
7040,346,2,UI/ItemIcon/icon_battlepass_score,29,1,90029,92029,91029,0,0
7041,346,2,UI/ItemIcon/icon_battlepass_score,30,1,90030,92030,91030,1,0
7042,346,2,UI/ItemIcon/icon_battlepass_score,31,1,90031,92031,91031,0,0
7043,346,2,UI/ItemIcon/icon_battlepass_score,32,1,90032,92032,91032,0,0
7044,346,2,UI/ItemIcon/icon_battlepass_score,33,1,90033,92033,91033,0,0
7045,346,2,UI/ItemIcon/icon_battlepass_score,34,1,90034,92034,91034,0,0
7046,346,2,UI/ItemIcon/icon_battlepass_score,35,1,90035,92035,91035,0,0
7047,346,2,UI/ItemIcon/icon_battlepass_score,36,1,90036,92036,91036,0,0
7048,346,2,UI/ItemIcon/icon_battlepass_score,37,1,90037,92037,91037,0,0
7049,346,2,UI/ItemIcon/icon_battlepass_score,38,1,90038,92038,91038,0,0
7050,346,2,UI/ItemIcon/icon_battlepass_score,39,1,90039,92039,91039,0,0
7051,346,2,UI/ItemIcon/icon_battlepass_score,40,1,90040,92040,91040,1,0
7052,346,2,UI/ItemIcon/icon_battlepass_score,41,1,90041,92041,91041,0,0
7053,346,2,UI/ItemIcon/icon_battlepass_score,42,1,90042,92042,91042,0,0
7054,346,2,UI/ItemIcon/icon_battlepass_score,43,1,90043,92043,91043,0,0
7055,346,2,UI/ItemIcon/icon_battlepass_score,44,1,90044,92044,91044,0,0
7056,346,2,UI/ItemIcon/icon_battlepass_score,45,1,90045,92045,91045,0,0
7057,346,2,UI/ItemIcon/icon_battlepass_score,46,1,90046,92046,91046,0,0
7058,346,2,UI/ItemIcon/icon_battlepass_score,47,1,90047,92047,91047,0,0
7059,346,2,UI/ItemIcon/icon_battlepass_score,48,1,90048,92048,91048,0,0
7060,346,2,UI/ItemIcon/icon_battlepass_score,49,1,90049,92049,91049,0,0
7061,346,2,UI/ItemIcon/icon_battlepass_score,50,1,90050,92050,91050,1,0
8011,364,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
8012,364,2,UI/ItemIcon/icon_battlepass_score,1,1,11154001,11154101,11154201,1,0
8013,364,2,UI/ItemIcon/icon_battlepass_score,2,1,11154002,11154102,11154202,0,0
8014,364,2,UI/ItemIcon/icon_battlepass_score,3,1,11154003,11154103,11154203,0,0
8015,364,2,UI/ItemIcon/icon_battlepass_score,4,1,11154004,11154104,11154204,0,0
8016,364,2,UI/ItemIcon/icon_battlepass_score,5,1,11154005,11154105,11154205,0,0
8017,364,2,UI/ItemIcon/icon_battlepass_score,6,1,11154006,11154106,11154206,0,0
8018,364,2,UI/ItemIcon/icon_battlepass_score,7,1,11154007,11154107,11154207,0,0
8019,364,2,UI/ItemIcon/icon_battlepass_score,8,1,11154008,11154108,11154208,0,0
8020,364,2,UI/ItemIcon/icon_battlepass_score,9,1,11154009,11154109,11154209,1,0
8021,364,2,UI/ItemIcon/icon_battlepass_score,10,1,11154010,11154110,11154210,1,0
8022,364,2,UI/ItemIcon/icon_battlepass_score,11,1,11154011,11154111,11154211,0,0
8023,364,2,UI/ItemIcon/icon_battlepass_score,12,1,11154012,11154112,11154212,0,0
8024,364,2,UI/ItemIcon/icon_battlepass_score,13,1,11154013,11154113,11154213,0,0
8025,364,2,UI/ItemIcon/icon_battlepass_score,14,1,11154014,11154114,11154214,0,0
8026,364,2,UI/ItemIcon/icon_battlepass_score,15,1,11154015,11154115,11154215,0,0
8027,364,2,UI/ItemIcon/icon_battlepass_score,16,1,11154016,11154116,11154216,0,0
8028,364,2,UI/ItemIcon/icon_battlepass_score,17,1,11154017,11154117,11154217,0,0
8029,364,2,UI/ItemIcon/icon_battlepass_score,18,1,11154018,11154118,11154218,0,0
8030,364,2,UI/ItemIcon/icon_battlepass_score,19,1,11154019,11154119,11154219,0,0
8031,364,2,UI/ItemIcon/icon_battlepass_score,20,1,11154020,11154120,11154220,0,0
8032,364,2,UI/ItemIcon/icon_battlepass_score,21,1,11154021,11154121,11154221,0,0
8033,364,2,UI/ItemIcon/icon_battlepass_score,22,1,11154022,11154122,11154222,0,0
8034,364,2,UI/ItemIcon/icon_battlepass_score,23,1,11154023,11154123,11154223,0,0
8035,364,2,UI/ItemIcon/icon_battlepass_score,24,1,11154024,11154124,11154224,0,0
8036,364,2,UI/ItemIcon/icon_battlepass_score,25,1,11154025,11154125,11154225,0,0
8037,364,2,UI/ItemIcon/icon_battlepass_score,26,1,11154026,11154126,11154226,0,0
8038,364,2,UI/ItemIcon/icon_battlepass_score,27,1,11154027,11154127,11154227,0,0
8039,364,2,UI/ItemIcon/icon_battlepass_score,28,1,11154028,11154128,11154228,0,0
8040,364,2,UI/ItemIcon/icon_battlepass_score,29,1,11154029,11154129,11154229,0,0
8041,364,2,UI/ItemIcon/icon_battlepass_score,30,1,11154030,11154130,11154230,0,0
8042,364,2,UI/ItemIcon/icon_battlepass_score,31,1,11154031,11154131,11154231,0,0
8043,364,2,UI/ItemIcon/icon_battlepass_score,32,1,11154032,11154132,11154232,0,0
8044,364,2,UI/ItemIcon/icon_battlepass_score,33,1,11154033,11154133,11154233,0,0
8045,364,2,UI/ItemIcon/icon_battlepass_score,34,1,11154034,11154134,11154234,0,0
8046,364,2,UI/ItemIcon/icon_battlepass_score,35,1,11154035,11154135,11154235,0,0
8047,364,2,UI/ItemIcon/icon_battlepass_score,36,1,11154036,11154136,11154236,1,0
8048,364,2,UI/ItemIcon/icon_battlepass_score,37,1,11154037,11154137,11154237,0,0
8049,364,2,UI/ItemIcon/icon_battlepass_score,38,1,11154038,11154138,11154238,1,0
8050,364,2,UI/ItemIcon/icon_battlepass_score,39,1,11154039,11154139,11154239,1,0
8051,364,2,UI/ItemIcon/icon_battlepass_score,40,1,11154040,11154140,11154240,-1,0
9011,365,2,UI/ItemIcon/icon_battlepass_score,0,1,-1,-1,-1,0,0
9012,365,2,UI/ItemIcon/icon_battlepass_score,1,1,90001,92001,91001,1,0
9013,365,2,UI/ItemIcon/icon_battlepass_score,2,1,90002,92002,91002,0,0
9014,365,2,UI/ItemIcon/icon_battlepass_score,3,1,90003,92003,91003,0,0
9015,365,2,UI/ItemIcon/icon_battlepass_score,4,1,90004,92004,91004,0,0
9016,365,2,UI/ItemIcon/icon_battlepass_score,5,1,90005,92005,91005,0,0
9017,365,2,UI/ItemIcon/icon_battlepass_score,6,1,90006,92006,91006,0,0
9018,365,2,UI/ItemIcon/icon_battlepass_score,7,1,90007,92007,91007,0,0
9019,365,2,UI/ItemIcon/icon_battlepass_score,8,1,90008,92008,91008,0,0
9020,365,2,UI/ItemIcon/icon_battlepass_score,9,1,90009,92009,91009,0,0
9021,365,2,UI/ItemIcon/icon_battlepass_score,10,1,90010,92010,91010,1,0
9022,365,2,UI/ItemIcon/icon_battlepass_score,11,1,90011,92011,91011,0,0
9023,365,2,UI/ItemIcon/icon_battlepass_score,12,1,90012,92012,91012,0,0
9024,365,2,UI/ItemIcon/icon_battlepass_score,13,1,90013,92013,91013,0,0
9025,365,2,UI/ItemIcon/icon_battlepass_score,14,1,90014,92014,91014,0,0
9026,365,2,UI/ItemIcon/icon_battlepass_score,15,1,90015,92015,91015,0,0
9027,365,2,UI/ItemIcon/icon_battlepass_score,16,1,90016,92016,91016,0,0
9028,365,2,UI/ItemIcon/icon_battlepass_score,17,1,90017,92017,91017,0,0
9029,365,2,UI/ItemIcon/icon_battlepass_score,18,1,90018,92018,91018,0,0
9030,365,2,UI/ItemIcon/icon_battlepass_score,19,1,90019,92019,91019,0,0
9031,365,2,UI/ItemIcon/icon_battlepass_score,20,1,90020,92020,91020,1,0
9032,365,2,UI/ItemIcon/icon_battlepass_score,21,1,90021,92021,91021,0,0
9033,365,2,UI/ItemIcon/icon_battlepass_score,22,1,90022,92022,91022,0,0
9034,365,2,UI/ItemIcon/icon_battlepass_score,23,1,90023,92023,91023,0,0
9035,365,2,UI/ItemIcon/icon_battlepass_score,24,1,90024,92024,91024,0,0
9036,365,2,UI/ItemIcon/icon_battlepass_score,25,1,90025,92025,91025,0,0
9037,365,2,UI/ItemIcon/icon_battlepass_score,26,1,90026,92026,91026,0,0
9038,365,2,UI/ItemIcon/icon_battlepass_score,27,1,90027,92027,91027,0,0
9039,365,2,UI/ItemIcon/icon_battlepass_score,28,1,90028,92028,91028,0,0
9040,365,2,UI/ItemIcon/icon_battlepass_score,29,1,90029,92029,91029,0,0
9041,365,2,UI/ItemIcon/icon_battlepass_score,30,1,90030,92030,91030,1,0
9042,365,2,UI/ItemIcon/icon_battlepass_score,31,1,90031,92031,91031,0,0
9043,365,2,UI/ItemIcon/icon_battlepass_score,32,1,90032,92032,91032,0,0
9044,365,2,UI/ItemIcon/icon_battlepass_score,33,1,90033,92033,91033,0,0
