id,rewardIds,skillDec,unlockParam,boss_id,boss_show,difficulty,enemyEntityPosition,group_id,is_boss,point,power,pre_id,raid,reward,skill_dec,skill_id,skill_power,sort,target,unlock
10013,[155813],150006,,320022,Textures/Adventure/bg_SecretTreasure_hero14,3,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,1996800,10012,2113,155813,150006,25006052,"3|27500,4|20000000",3,2,
10014,[155814],140001,,320023,Textures/Adventure/bg_SecretTreasure_hero07,3,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2030400,10013,2114,155814,140001,24001051,"3|28800,4|20000000",4,2,
10015,[155815],0,,320024,Textures/Adventure/bg_SecretTreasure_boss1,3,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,2097600,10014,2115,155815,,,"3|30000,4|20000000",5,2,
10016,[155816],140004,,320030,Textures/Adventure/bg_SecretTreasure_hero05,4,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2282400,10015,2116,155816,140004,24004061,"3|37500,4|20000000",1,2,
10017,[155817],140004,,320031,Textures/Adventure/bg_SecretTreasure_hero05,4,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2311920,10016,2117,155817,140004,24004061,"3|39400,4|20000000",2,2,
10018,[155818],140002,,320032,Textures/Adventure/bg_SecretTreasure_hero16,4,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2341440,10017,2118,155818,140002,24002051,"3|41300,4|20000000",3,2,
10019,[155819],150009,,320033,Textures/Adventure/bg_SecretTreasure_hero09,4,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2370960,10018,2119,155819,150009,25009061,"3|43100,4|20000000",4,2,
10020,[155820],0,,320034,Textures/Adventure/bg_SecretTreasure_boss1,4,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,2430000,10019,2120,155820,,,"3|45000,4|20000000",5,2,
10021,[155821],140005,,320040,Textures/Adventure/bg_SecretTreasure_hero02,5,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2820000,10020,2121,155821,140005,24005121,"3|56300,4|20000000",1,2,
10022,[155822],140004,,320041,Textures/Adventure/bg_SecretTreasure_hero04,5,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2886000,10021,2122,155822,140004,24004121,"3|59100,4|20000000",2,2,
10023,[155823],150001,,320042,Textures/Adventure/bg_SecretTreasure_hero03,5,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,2952000,10022,2123,155823,150001,25001091,"3|61900,4|20000000",3,2,
10024,[155824],150004,,320043,Textures/Adventure/bg_SecretTreasure_hero04,5,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,3018000,10023,2124,155824,150004,25004091,"3|64700,4|20000000",4,2,
10025,[155825],0,,320044,Textures/Adventure/bg_SecretTreasure_boss1,5,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,3150000,10024,2125,155825,,,"3|67500,4|20000000",5,2,
10026,[155826],140004,,320050,Textures/Adventure/bg_SecretTreasure_hero01,6,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,3480000,10025,2126,155826,140004,24004121,"3|82500,4|20000000",1,2,
10027,[155827],130001,,320051,Textures/Adventure/bg_SecretTreasure_hero15,6,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,3618000,10026,2127,155827,130001,23001101,"3|90000,4|20000000",2,2,
10028,[155828],150003,,320052,Textures/Adventure/bg_SecretTreasure_hero08,6,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,3756000,10027,2128,155828,150003,25003121,"3|97500,4|20000000",3,2,
10029,[155829],140001,,320053,Textures/Adventure/bg_SecretTreasure_hero15,6,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,3894000,10028,2129,155829,140001,24001091,"3|105000,4|20000000",4,2,
10030,[155830],0,,320054,Textures/Adventure/bg_SecretTreasure_boss1,6,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,4170000,10029,2130,155830,,,"3|112500,4|20000000",5,2,
10031,[155831],140003,,320060,Textures/Adventure/bg_SecretTreasure_hero12,7,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,4620000,10030,2131,155831,140003,24003121,"3|137500,4|20000000",1,2,
10032,[155832],150006,,320061,Textures/Adventure/bg_SecretTreasure_hero14,7,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,4758000,10031,2132,155832,150006,25006122,"3|150000,4|20000000",2,2,
10033,[155833],150002,,320062,Textures/Adventure/bg_SecretTreasure_hero07,7,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,4896000,10032,2133,155833,150002,25002031,"3|162500,4|20000000",3,2,
10034,[155834],150007,,320063,Textures/Adventure/bg_SecretTreasure_hero14,7,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,5034000,10033,2134,155834,150007,25007004,"3|175000,4|20000000",4,2,
10035,[155835],0,,320064,Textures/Adventure/bg_SecretTreasure_boss1,7,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,5310000,10034,2135,155835,,,"3|187500,4|20000000",5,2,
10036,[155836],140001,,320070,Textures/Adventure/bg_SecretTreasure_hero05,8,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,5940000,10035,2136,155836,140001,24001091,"3|218800,4|20000000",1,2,
10037,[155837],140002,,320071,Textures/Adventure/bg_SecretTreasure_hero16,8,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,6444000,10036,2137,155837,140002,24002121,"3|242200,4|20000000",2,2,
10038,[155838],150010,,320072,Textures/Adventure/bg_SecretTreasure_hero09,8,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,6948000,10037,2138,155838,150010,25010091,"3|265600,4|20000000",3,2,
10039,[155839],150009,,320073,Textures/Adventure/bg_SecretTreasure_hero16,8,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,7452000,10038,2139,155839,150009,25009151,"3|289100,4|20000000",4,2,
10040,[155840],0,,320074,Textures/Adventure/bg_SecretTreasure_boss1,8,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,8460000,10039,2140,155840,,,"3|312500,4|20000000",5,2,
10041,[155841],140005,,320080,Textures/Adventure/bg_SecretTreasure_hero02,9,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,9360000,10040,2141,155841,140005,24005121,"3|359400,4|20000000",1,2,
10042,[155842],150004,,320081,Textures/Adventure/bg_SecretTreasure_hero04,9,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,9810000,10041,2142,155842,150004,25004121,"3|394500,4|20000000",2,2,
10043,[155843],150001,,320082,Textures/Adventure/bg_SecretTreasure_hero03,9,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,10260000,10042,2143,155843,150001,25001121,"3|429700,4|20000000",3,2,
10044,[155844],150001,,320083,Textures/Adventure/bg_SecretTreasure_hero03,9,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,10710000,10043,2144,155844,150001,25001121,"3|464800,4|20000000",4,2,
10045,[155845],0,,320084,Textures/Adventure/bg_SecretTreasure_boss1,9,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,11610000,10044,2145,155845,,,"3|500000,4|20000000",5,2,
10046,[155846],140004,,320090,Textures/Adventure/bg_SecretTreasure_hero01,10,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,12960000,10045,2146,155846,140004,24004121,"3|575000,4|20000000",1,2,
10047,[155847],140001,,320091,Textures/Adventure/bg_SecretTreasure_hero15,10,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,13464000,10046,2147,155847,140001,24001121,"3|631300,4|20000000",2,2,
10048,[155848],150003,,320092,Textures/Adventure/bg_SecretTreasure_hero08,10,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,13968000,10047,2148,155848,150003,25003121,"3|687500,4|20000000",3,2,
10049,[155849],150003,,320093,Textures/Adventure/bg_SecretTreasure_hero08,10,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,14472000,10048,2149,155849,150003,25003121,"3|743800,4|20000000",4,2,
10050,[155850],0,,320094,Textures/Adventure/bg_SecretTreasure_boss1,10,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,15480000,10049,2150,155850,,,"3|800000,4|20000000",5,2,
10051,[155851],140003,,320100,Textures/Adventure/bg_SecretTreasure_hero12,11,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,16128000,10050,2151,155851,140003,24003121,"3|920000,4|20000000",1,2,
10052,[155852],150007,,320101,Textures/Adventure/bg_SecretTreasure_hero14,11,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,16617600,10051,2152,155852,150007,25007005,"3|1010000,4|20000000",2,2,
10053,[155853],150002,,320102,Textures/Adventure/bg_SecretTreasure_hero07,11,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,17107200,10052,2153,155853,150002,25002091,"3|1100000,4|20000000",3,2,
10054,[155854],150002,,320103,Textures/Adventure/bg_SecretTreasure_hero07,11,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,17596800,10053,2154,155854,150002,25002091,"3|1190000,4|20000000",4,2,
10055,[155855],0,,320104,Textures/Adventure/bg_SecretTreasure_boss1,11,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,18576000,10054,2155,155855,,,"3|1280000,4|20000000",5,2,
10056,[155856],140001,,320110,Textures/Adventure/bg_SecretTreasure_hero05,12,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,18648000,10055,2156,155856,140001,24001121,"3|1360000,4|20000000",1,2,
10057,[155857],140002,,320111,Textures/Adventure/bg_SecretTreasure_hero16,12,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,18806400,10056,2157,155857,140002,24002121,"3|1420000,4|20000000",2,2,
10058,[155858],150010,,320112,Textures/Adventure/bg_SecretTreasure_hero09,12,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,18964800,10057,2158,155858,150010,25010151,"3|1480000,4|20000000",3,2,
10059,[155859],150010,,320113,Textures/Adventure/bg_SecretTreasure_hero09,12,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,19123200,10058,2159,155859,150010,25010151,"3|1540000,4|20000000",4,2,
10060,[155860],0,,320114,Textures/Adventure/bg_SecretTreasure_boss1,12,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,19440000,10059,2160,155860,,,"3|1600000,4|20000000",5,2,
10061,[155861],150001,,320120,Textures/Adventure/bg_SecretTreasure_hero04,13,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,20088000,10060,2161,155861,150001,25001151,"3|1700000,4|20000000",1,2,
10062,[155862],150002,,320121,Textures/Adventure/bg_SecretTreasure_hero03,13,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,20361600,10061,2162,155862,150002,25002121,"3|1775000,4|20000000",2,2,
10063,[155863],150001,,320122,Textures/Adventure/bg_SecretTreasure_hero03_01,13,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,20635200,10062,2163,155863,150001,25001151,"3|1850000,4|20000000",3,2,
10064,[155864],150008,,320123,Textures/Adventure/bg_SecretTreasure_hero13,13,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,20908800,10063,2164,155864,150008,25008151,"3|1925000,4|20000000",4,2,
10065,[155865],0,,320124,Textures/Adventure/bg_SecretTreasure_boss1,13,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,21456000,10064,2165,155865,,,"3|2000000,4|20000000",5,2,
10066,[155866],150004,,320130,Textures/Adventure/bg_SecretTreasure_hero15,14,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,21528000,10065,2166,155866,150004,25004151,"3|2125000,4|20000000",1,2,
10067,[155867],150003,,320131,Textures/Adventure/bg_SecretTreasure_hero08,14,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,21758400,10066,2167,155867,150003,25003151,"3|2218800,4|20000000",2,2,
10068,[155868],150002,,320132,Textures/Adventure/bg_SecretTreasure_hero08_01,14,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,21988800,10067,2168,155868,150002,25002121,"3|2312500,4|20000000",3,2,
10069,[155869],150008,,320133,Textures/Adventure/bg_SecretTreasure_hero10,14,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,22219200,10068,2169,155869,150008,25008151,"3|2406300,4|20000000",4,2,
10070,[155870],0,,320134,Textures/Adventure/bg_SecretTreasure_boss1,14,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,22680000,10069,2170,155870,,,"3|2500000,4|20000000",5,2,
10071,[155871],150006,,320140,Textures/Adventure/bg_SecretTreasure_hero14,15,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,23760000,10070,2171,155871,150006,25006152,"3|2625000,4|20000000",1,2,
10072,[155872],150002,,320141,Textures/Adventure/bg_SecretTreasure_hero07,15,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,24451200,10071,2172,155872,150002,25002151,"3|2718800,4|20000000",2,2,
10073,[155873],150001,,320142,Textures/Adventure/bg_SecretTreasure_hero07_01,15,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,25142400,10072,2173,155873,150001,25001151,"3|2812500,4|20000000",3,2,
10074,[155874],150008,,320143,Textures/Adventure/bg_SecretTreasure_hero11,15,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,25833600,10073,2174,155874,150008,25008151,"3|2906300,4|20000000",4,2,
10075,[155875],0,,320144,Textures/Adventure/bg_SecretTreasure_boss1,15,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,27216000,10074,2175,155875,,,"3|3000000,4|20000000",5,2,
10076,[155876],150009,,320150,Textures/Adventure/bg_SecretTreasure_hero16,16,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,28512000,10075,2176,155876,150009,25009151,"3|3150000,4|20000000",1,2,
10077,[155877],150010,,320151,Textures/Adventure/bg_SecretTreasure_hero09,16,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,29332800,10076,2177,155877,150010,25010151,"3|3262500,4|20000000",2,2,
10078,[155878],150002,,320152,Textures/Adventure/bg_SecretTreasure_hero09_01,16,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,30153600,10077,2178,155878,150002,25002151,"3|3375000,4|20000000",3,2,
10079,[155879],150008,,320153,Textures/Adventure/bg_SecretTreasure_hero13,16,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,30974400,10078,2179,155879,150008,25008151,"3|3487500,4|20000000",4,2,
10080,[155880],0,,320154,Textures/Adventure/bg_SecretTreasure_boss1,16,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,32616000,10079,2180,155880,,,"3|3600000,4|20000000",5,2,
10081,[155881],150001,,320155,Textures/Adventure/bg_SecretTreasure_hero15,17,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,33408200,10080,2181,155881,150001,25001151,"3|3720000,4|20000000",1,2,
10082,[155882],150003,,320156,Textures/Adventure/bg_SecretTreasure_hero16,17,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,33607620,10081,2182,155882,150003,25003151,"3|3840000,4|20000000",2,2,
10083,[155883],150004,,320157,Textures/Adventure/bg_SecretTreasure_hero14,17,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,33807040,10082,2183,155883,150004,25004151,"3|3960000,4|20000000",3,2,
10084,[155884],150006,,320158,Textures/Adventure/bg_SecretTreasure_hero14,17,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,34006460,10083,2184,155884,150006,25006152,"3|4080000,4|20000000",4,2,
10085,[155885],0,,320159,Textures/Adventure/bg_SecretTreasure_boss2,17,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,34405300,10084,2185,155885,,,"3|4200000,4|20000000",5,2,
10086,[155886],150005,,320160,Textures/Adventure/bg_SecretTreasure_hero19,18,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,34405300,10085,2186,155886,150005,25005151,"3|4320000,4|20000000",1,2,
10087,[155887],150010,,320161,Textures/Adventure/bg_SecretTreasure_hero07,18,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,35364680,10086,2187,155887,150010,25010151,"3|4440000,4|20000000",2,2,
10088,[155888],150017,,320162,Textures/Adventure/bg_SecretTreasure_hero08,18,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,36324060,10087,2188,155888,150017,25017151,"3|4560000,4|20000000",3,2,
10089,[155889],150002,,320163,Textures/Adventure/bg_SecretTreasure_hero08,18,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,37283440,10088,2189,155889,150002,25002151,"3|4680000,4|20000000",4,2,
10090,[155890],0,,320164,Textures/Adventure/bg_SecretTreasure_boss2,18,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,39202200,10089,2190,155890,,,"3|4800000,4|20000000",5,2,
10091,[155891],150018,,320165,Textures/Adventure/bg_SecretTreasure_hero26,19,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39486200,10090,2191,155891,150018,25018161,"3|4920000,4|20000000",1,2,
10092,[155892],150019,,320166,Textures/Adventure/bg_SecretTreasure_hero24,19,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39486200,10091,2192,155892,150019,25019161,"3|5040000,4|20000000",2,2,
10093,[155893],150016,,320167,Textures/Adventure/bg_SecretTreasure_hero09,19,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39486200,10092,2193,155893,150016,25016161,"3|5160000,4|20000000",3,2,
10094,[155894],150003,,320168,Textures/Adventure/bg_SecretTreasure_hero09,19,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39486200,10093,2194,155894,150003,25003161,"3|5280000,4|20000000",4,2,
10095,[155895],0,,320169,Textures/Adventure/bg_SecretTreasure_boss2,19,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,39486200,10094,2195,155895,,,"3|5400000,4|20000000",5,2,
10096,[155896],150001,,320170,Textures/Adventure/bg_SecretTreasure_hero20,20,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39923600,10095,2196,155896,150001,25001161,"3|5520000,4|20000000",1,2,
10097,[155897],150009,,320171,Textures/Adventure/bg_SecretTreasure_hero22,20,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39950400,10096,2197,155897,150009,25009161,"3|5640000,4|20000000",2,2,
10098,[155898],150006,,320172,Textures/Adventure/bg_SecretTreasure_hero03,20,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,39977200,10097,2198,155898,150006,25006162,"3|5760000,4|20000000",3,2,
10099,[155899],150007,,320173,Textures/Adventure/bg_SecretTreasure_hero03,20,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,40004000,10098,2199,155899,150007,25007162,"3|5880000,4|20000000",4,2,
10100,[155900],0,,320174,Textures/Adventure/bg_SecretTreasure_boss2,20,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,40057600,10099,2200,155900,,,"3|6000000,4|20000000",5,2,
10101,[155901],150004,,320175,Textures/Adventure/bg_SecretTreasure_hero26,21,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,40057600,10100,2201,155901,150004,25004161,"3|6120000,4|20000000",1,2,
10102,[155902],150010,,320176,Textures/Adventure/bg_SecretTreasure_hero15,21,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,40308080,10101,2202,155902,150010,25010161,"3|6240000,4|20000000",2,2,
10103,[155903],150016,,320177,Textures/Adventure/bg_SecretTreasure_hero26,21,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,40558560,10102,2203,155903,150016,25016161,"3|6360000,4|20000000",3,2,
10104,[155904],150005,,320178,Textures/Adventure/bg_SecretTreasure_hero03,21,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,40809040,10103,2204,155904,150005,25005161,"3|6480000,4|20000000",4,2,
10105,[155905],0,,320179,Textures/Adventure/bg_SecretTreasure_boss2,21,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,41310000,10104,2205,155905,,,"3|6600000,4|20000000",5,2,
10106,[155906],150007,,320180,Textures/Adventure/bg_SecretTreasure_hero24,22,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,41310000,10105,2206,155906,150007,25007172,"3|6720000,4|20000000",1,2,
10107,[155907],150018,,320181,Textures/Adventure/bg_SecretTreasure_hero16,22,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,41760840,10106,2207,155907,150018,25018171,"3|6840000,4|20000000",2,2,
10108,[155908],150003,,320182,Textures/Adventure/bg_SecretTreasure_hero24,22,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,42211680,10107,2208,155908,150003,25003171,"3|6960000,4|20000000",3,2,
10109,[155909],150015,,320183,Textures/Adventure/bg_SecretTreasure_hero08,22,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,42662520,10108,2209,155909,150015,25015171,"3|7080000,4|20000000",4,2,
10110,[155910],0,,320184,Textures/Adventure/bg_SecretTreasure_boss2,22,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,43564200,10109,2210,155910,,,"3|7200000,4|20000000",5,2,
10111,[155911],150009,,320185,Textures/Adventure/bg_SecretTreasure_hero20,23,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,43659700,10110,2211,155911,150009,25009171,"3|7320000,4|20000000",1,2,
10112,[155912],150001,,320186,Textures/Adventure/bg_SecretTreasure_hero26,23,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,44032940,10111,2212,155912,150001,25001171,"3|7440000,4|20000000",2,2,
10113,[155913],150002,,320187,Textures/Adventure/bg_SecretTreasure_hero20,23,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,44406180,10112,2213,155913,150002,25002171,"3|7560000,4|20000000",3,2,
10114,[155914],150017,,320188,Textures/Adventure/bg_SecretTreasure_hero09,23,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,44779420,10113,2214,155914,150017,25017171,"3|7680000,4|20000000",4,2,
10115,[155915],0,,320189,Textures/Adventure/bg_SecretTreasure_boss2,23,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,45525900,10114,2215,155915,,,"3|7800000,4|20000000",5,2,
10116,[155916],150010,,320190,Textures/Adventure/bg_SecretTreasure_hero14,24,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,45561600,10115,2216,155916,150010,25010171,"3|7920000,4|20000000",1,2,
10117,[155917],150011,,320191,Textures/Adventure/bg_SecretTreasure_hero22,24,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,45653940,10116,2217,155917,150011,25011171,"3|8040000,4|20000000",2,2,
10118,[155918],150016,,320192,Textures/Adventure/bg_SecretTreasure_hero07,24,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,45746280,10117,2218,155918,150016,25016171,"3|8160000,4|20000000",3,2,
10119,[155919],150013,,320193,Textures/Adventure/bg_SecretTreasure_hero22,24,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,45838620,10118,2219,155919,150013,25013171,"3|8280000,4|20000000",4,2,
10120,[155920],0,,320194,Textures/Adventure/bg_SecretTreasure_boss2,24,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,46023300,10119,2220,155920,,,"3|8400000,4|20000000",5,2,
10121,[155921],150006,,320195,Textures/Adventure/bg_SecretTreasure_hero20,25,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,46784700,10120,2221,155921,150006,25006182,"3|8520000,4|20000000",1,2,
10122,[155922],150005,,320196,Textures/Adventure/bg_SecretTreasure_hero15,25,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,47164840,10121,2222,155922,150005,25005181,"3|8640000,4|20000000",2,2,
10123,[155923],150001,,320197,Textures/Adventure/bg_SecretTreasure_hero15,25,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,47544980,10122,2223,155923,150001,25001181,"3|8760000,4|20000000",3,2,
10124,[155924],150004,,320198,Textures/Adventure/bg_SecretTreasure_hero03,25,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,47925120,10123,2224,155924,150004,25004181,"3|8880000,4|20000000",4,2,
10125,[155925],0,,320199,Textures/Adventure/bg_SecretTreasure_boss2,25,"(129.7, -83.4, 0.0)",1,1,129.68|-83.44,48685400,10124,2225,155925,,,"3|9000000,4|20000000",5,2,
10126,[155926],150007,,320200,Textures/Adventure/bg_SecretTreasure_hero24,26,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,48751800,10125,2226,155926,150007,25007182,"3|9120000,4|20000000",1,2,
10127,[155927],150002,,320201,Textures/Adventure/bg_SecretTreasure_hero16,26,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,48938900,10126,2227,155927,150002,25002181,"3|9240000,4|20000000",2,2,
10128,[155928],150010,,320202,Textures/Adventure/bg_SecretTreasure_hero16,26,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,49126000,10127,2228,155928,150010,25010181,"3|9360000,4|20000000",3,2,
10129,[155929],150009,,320203,Textures/Adventure/bg_SecretTreasure_hero08,26,"(129.7, -83.4, 0.0)",1,0,129.68|-83.44,49313100,10128,2229,155929,150009,25009181,"3|9480000,4|20000000",4,2,
