id,build_limit,fresh,fresh_para,group,hot,item,level_max,level_min,mutex_group,price,price_ori,sell,sell_lifetime,sell_show,tech_limit,unlock_building,unlock_desc,unlock_tech,unlock_vip,weight
501000001,[],2,-1,501,-1,2|401|1,999,1,-1,999|14|1000,999|14|2000,1,-1,-1,[],,,,-1,1
502000001,[],2,-1,502,-1,2|201|1,999,1,-1,999|14|300,,3,-1,-1,[],,,,-1,1
503000001,[],2,-1,503,-1,999|2|300,999,1,-1,999|14|300,,1,-1,-1,[],,,,-1,1
504000001,[],2,-1,504,-1,6|107401|1,999,1,-1,999|14|2500,,1,-1,-1,[],,,,-1,1
505000001,[],2,-1,505,-1,6|107403|1,999,1,-1,999|14|2500,,1,-1,-1,[],,,,-1,1
506000001,[],2,-1,506,-1,6|107404|1,999,1,-1,999|14|2500,,1,-1,-1,[],,,,-1,1
507000001,[],2,-1,507,-1,2|10025|1,999,1,-1,999|14|300,,5,-1,-1,[],,,,-1,1
508000001,[],2,-1,508,-1,2|10017|1,999,1,-1,999|14|300,,5,-1,-1,[],,,,-1,1
509000001,[],2,-1,509,-1,2|10003|1,999,1,-1,999|14|75,,10,-1,-1,[],,,,-1,1
510000001,[],2,-1,510,-1,2|10004|1,999,1,-1,999|14|75,,10,-1,-1,[],,,,-1,1
511000001,[],2,-1,511,-1,2|10014|1,999,1,-1,999|14|75,,10,-1,-1,[],,,,-1,1
512000001,[],2,-1,512,-1,2|10040|1,999,1,-1,999|14|300,,5,-1,-1,[],,,,-1,1
513000001,[117|22],2,-1,513,1,2|144|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
513000002,[117|22],2,-1,513,1,2|145|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
513000003,[117|22],2,-1,513,1,2|146|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
513000004,[117|22],2,-1,513,1,2|147|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
514000001,[],2,-1,514,1,2|160155|1,999,1,-1,999|14|2500,,1,-1,-1,[],,,,-1,1
518000001,[],2,-1,518,1,2|201|1,999,1,-1,999|14|50,999|14|300,1,-1,-1,[],,,,-1,1
519000001,[],2,-1,519,1,999|2|300,999,1,-1,999|14|50,999|14|300,1,-1,-1,[],,,,-1,1
520000001,[],2,-1,520,-1,2|50233|1,999,1,-1,999|14|12000,,1,1,-1,[],,,,-1,1
521000001,[],2,-1,521,-1,2|220004|1,999,1,-1,999|14|75,,30,-1,-1,[],,,,-1,1
522000001,[],2,-1,522,-1,2|410295001|1,999,1,-1,999|14|600,,5,-1,-1,[],,,,-1,1
523000001,[],2,-1,523,-1,2|407151005|1,999,1,-1,999|14|2500,,3,-1,-1,[],,,,-1,1
528000001,[],2,-1,528,-1,2|50404|1,999,1,-1,999|14|12000,,1,1,-1,[],,,,-1,1
530000001,[],2,-1,530,-1,2|50182|1,999,1,-1,999|14|12000,,1,1,-1,[],,,,-1,1
532000001,[],2,-1,532,-1,2|50193|1,999,1,-1,999|14|12000,,1,1,-1,[],,,,-1,1
533000001,[],2,-1,533,-1,2|10018|1,999,1,-1,999|14|300,,5,-1,-1,[],,,,-1,1
515000001,[],2,-1,515,-1,2|238|1,999,1,-1,999|14|200,,5,-1,-1,[],,,,-1,1
516000001,[],2,-1,516,-1,2|237|1000,999,1,-1,999|14|300,,5,-1,-1,[],,,,-1,1
524000001,[117|22],2,-1,524,1,2|144|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
525000001,[117|22],2,-1,525,1,2|145|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
526000001,[117|22],2,-1,526,1,2|146|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
527000001,[117|22],2,-1,527,1,2|147|1,999,1,-1,999|14|8000,,1,-1,-1,[],[117|22],,,-1,1
601000001,[],2,-1,601,-1,2|206108|1,999,1,-1,999|2|200,999|2|1000,10,-1,-1,[],,,,1,1
602000001,[],2,-1,602,-1,2|206208|1,999,1,-1,999|2|200,999|2|1000,10,-1,-1,[],,,,1,1
603000001,[],2,-1,603,-1,2|161004|1,999,1,-1,999|2|20,,20,-1,-1,[],,,,2,1
604000001,[],2,-1,604,-1,2|100002|1,999,1,-1,999|2|100,999|2|200,5,-1,-1,[],,,,2,1
605000001,[],2,-1,605,-1,2|201|1,999,1,-1,999|2|150,999|2|300,10,-1,-1,[],,,,3,1
606000001,[],2,-1,606,-1,2|220004|1,999,1,-1,999|2|50,999|2|100,10,-1,-1,[],,,,3,1
606000002,[],2,-1,6061,-1,2|405230004|1,999,1,-1,999|2|500,999|2|1000,10,-1,-1,[],,,,4,1
607000001,[],2,-1,607,-1,999|3|10000,999,1,-1,999|2|50,999|2|200,15,-1,-1,[],,,,4,1
608000001,[],2,-1,608,-1,2|200404|1,999,1,-1,999|2|30,999|2|60,20,-1,-1,[],,,,4,1
609000001,[],2,-1,609,-1,2|202001|1,999,1,-1,999|2|100,999|2|200,2,-1,-1,[],,,,5,1
610000001,[],2,-1,610,-1,2|301|1,999,1,-1,999|2|25,999|2|50,50,-1,-1,[],,,,5,1
611000001,[],2,-1,611,-1,999|6|1500,999,1,-1,999|2|500,999|2|1500,10,-1,-1,[],,,,6,1
612000001,[],2,-1,612,-1,2|161005|1,999,1,-1,999|2|100,999|2|200,25,-1,-1,[],,,,6,1
613000001,[],2,-1,613,-1,2|130000|100,999,1,-1,999|2|150,999|2|300,20,-1,-1,[],,,,7,1
614000001,[],2,-1,614,-1,2|206|1000,999,1,-1,999|2|250,999|2|500,50,-1,-1,[],,,,7,1
615000001,[],1,-1,615,-1,2|220005|1,999,1,-1,999|2|300,999|2|450,1,-1,-1,[],,,,8,1
616000001,[],2,-1,616,-1,999|3|100000,999,1,-1,999|2|500,999|2|2000,50,-1,-1,[],,,,8,1
617000001,[],2,-1,617,-1,2|200407|1,999,1,-1,999|2|400,999|2|960,10,-1,-1,[],,,,9,1
618000001,[],2,-1,618,-1,999|3|100000,999,1,-1,999|2|500,999|2|2000,50,-1,-1,[],,,,9,1
619000001,[],2,-1,619,-1,2|220005|1,999,1,-1,999|2|300,999|2|450,10,-1,-1,[],,,,10,1
620000001,[],2,-1,620,-1,2|203025|1,999,1,-1,999|2|40,999|2|200,50,-1,-1,[],,,,1,1
621000001,[],2,-1,621,-1,2|203028|1,999,1,-1,999|2|40,999|2|200,50,-1,-1,[],,,,1,1
622000001,[],2,-1,622,-1,2|203034|1,999,1,-1,999|2|40,999|2|200,50,-1,-1,[],,,,4,1
623000001,[],2,-1,623,-1,2|203031|1,999,1,-1,999|2|40,999|2|200,50,-1,-1,[],,,,6,1
624000001,[],2,-1,624,-1,2|404100003|1,999,1,-1,999|2|5,999|2|10,100,-1,-1,[],,,,2,1
625000001,[],2,-1,625,-1,2|206|1,999,1,-1,999|2|4,999|2|8,1500,-1,-1,[],,,,2,1
626000001,[],2,-1,626,-1,2|405230002|1,999,1,-1,999|2|150,999|2|300,10,-1,-1,[],,,,2,1
627000001,[],2,-1,627,-1,2|238|1,999,1,-1,999|2|350,999|2|700,50,-1,-1,[],,,,3,1
628000001,[],2,-1,628,-1,2|250|1,999,1,-1,999|2|2,999|2|4,2000,-1,-1,[],,,,3,1
629000001,[],2,-1,629,-1,2|236|1,999,1,-1,999|2|150,999|2|300,50,-1,-1,[],,,,3,1
630000001,[],2,-1,630,-1,2|404100004|1,999,1,-1,999|2|12,999|2|24,100,-1,-1,[],,,,5,1
631000001,[],1,-1,631,-1,2|203035|1,999,1,-1,999|2|380,999|2|760,3,-1,-1,[],,,,7,1
632000001,[],2,-1,632,-1,2|200406|1,999,1,-1,999|2|150,999|2|300,20,-1,-1,[],,,,7,1
633000001,[],2,-1,633,-1,2|404100005|1,999,1,-1,999|2|48,999|2|96,50,-1,-1,[],,,,9,1
634000001,[],1,-1,634,-1,2|251|1,999,1,-1,999|2|2000,999|2|5000,1,-1,-1,[],,,,10,1
635000001,[],2,-1,635,-1,2|284|50,999,1,-1,999|2|20,,40,-1,-1,[],,,,1,1
636000001,[],2,-1,636,-1,2|283|1,999,1,-1,999|2|1000,999|2|8000,20,-1,-1,[],,,,0,1
637000001,[],2,-1,637,-1,2|203026|1,999,1,-1,999|2|200,999|2|600,15,-1,-1,[],,,,1,1
638000001,[],2,-1,638,-1,2|203029|1,999,1,-1,999|2|200,999|2|600,15,-1,-1,[],,,,1,1
639000001,[],2,-1,639,-1,2|203032|1,999,1,-1,999|2|200,999|2|600,15,-1,-1,[],,,,6,1
701000001,[],1,-1,701,-1,2|10026|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
702000001,[],1,-1,702,-1,2|10019|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
703000001,[],1,-1,703,-1,2|100003|1,999,1,-1,2|1003|10,,2,-1,-1,[],,,,-1,1
704000001,[],1,-1,704,-1,2|202002|1,999,1,-1,2|1003|15,2|1003|25,20,-1,-1,[],,,,-1,1
705000001,[],1,-1,705,-1,2|200305|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
706000001,[],1,-1,706,-1,2|200105|1,999,1,-1,2|1003|1,2|1003|5,10,-1,-1,[],,,,-1,1
707000001,[],1,-1,707,1,6|20004|1,999,1,-1,2|1003|25,2|1003|80,1,9,-1,[],,,,-1,1
708000001,[],1,-1,708,-1,2|202003|1,999,1,-1,2|1003|35,2|1003|60,1,-1,-1,[],,,,-1,1
709000001,[],1,-1,709,-1,2|10018|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
710000001,[],1,-1,710,-1,2|10030|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
711000001,[],1,-1,711,-1,2|10017|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
712000001,[],1,-1,712,-1,2|10034|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
713000001,[],1,-1,713,1,7|151|1,999,1,-1,2|1003|80,,1,1,-1,[],,,,-1,1
714000001,[],1,-1,714,-1,2|161008|1,999,1,-1,2|1003|30,,2,-1,-1,[],,,,-1,1
715000001,[],1,-1,715,-1,2|203034|1,999,1,-1,2|1003|4,2|1003|5,5,-1,-1,[],,,,-1,1
716000001,[],1,-1,716,-1,2|130000|100,999,1,-1,2|1003|6,2|1003|8,5,-1,-1,[],,,,-1,1
717000001,[],1,-1,717,1,6|108501|1,999,1,-1,2|1003|200,,1,-1,-1,[],,,,-1,1
718000001,[],1,-1,718,1,2|160151|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
719000001,[],1,-1,719,1,2|160141|1,999,1,-1,2|1003|30,2|1003|40,1,-1,-1,[],,,,-1,1
720000001,[],1,-1,720,1,2|160152|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
721000001,[],1,-1,721,1,2|160142|1,999,1,-1,2|1003|30,2|1003|40,1,-1,-1,[],,,,-1,1
722000001,[],1,-1,722,1,2|160153|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
723000001,[],1,-1,723,1,2|160143|1,999,1,-1,2|1003|30,2|1003|40,1,-1,-1,[],,,,-1,1
724000001,[],1,-1,724,1,2|160154|1,999,1,-1,2|1003|120,,1,-1,-1,[],,,,-1,1
725000001,[],1,-1,725,1,2|160144|1,999,1,-1,2|1003|30,2|1003|40,1,-1,-1,[],,,,-1,1
726000001,[],1,-1,726,1,2|160150|1,999,1,-1,2|1003|96,2|1003|120,1,-1,-1,[],,,,-1,1
727000001,[],1,-1,727,1,2|160140|1,999,1,-1,2|1003|30,2|1003|40,1,-1,-1,[],,,,-1,1
728000001,[],1,-1,728,-1,2|10035|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
729000001,[],1,-1,729,-1,2|10023|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
730000001,[],1,-1,730,-1,2|10028|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
731000001,[],1,-1,731,-1,2|10034|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
732000001,[],1,-1,732,-1,2|10026|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
733000001,[],1,-1,733,-1,2|10035|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
734000001,[],1,-1,734,-1,2|10027|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
735000001,[],1,-1,735,-1,2|10018|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
736000001,[],1,-1,736,-1,2|10030|1,999,1,-1,2|1003|4,2|1003|10,5,30,-1,[],,,,-1,1
70010001,[117|24],2,-1,7001,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70020001,[117|24],2,-1,7002,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70030001,[117|24],2,-1,7003,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70040001,[117|24],2,-1,7004,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70050001,[117|24],2,-1,7005,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70060001,[117|24],2,-1,7006,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70070001,[117|24],2,-1,7007,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70080001,[117|24],2,-1,7008,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70090001,[117|24],2,-1,7009,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70100001,[117|24],2,-1,7010,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70110001,[117|24],2,-1,7011,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70120001,[117|24],2,-1,7012,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70130001,[117|24],2,-1,7013,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70140001,[117|24],2,-1,7014,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70150001,[117|24],2,-1,7015,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70160001,[117|24],2,-1,7016,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70170001,[117|24],2,-1,7017,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70180001,[117|24],2,-1,7018,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70190001,[117|24],2,-1,7019,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70200001,[117|24],2,-1,7020,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70210001,[117|24],2,-1,7021,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70220001,[117|24],2,-1,7022,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70230001,[117|24],2,-1,7023,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70240001,[117|24],2,-1,7024,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70250001,[117|24],2,-1,7025,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70260001,[117|24],2,-1,7026,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70270001,[117|24],2,-1,7027,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70280001,[117|24],2,-1,7028,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70290001,[117|24],2,-1,7029,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70300001,[117|24],2,-1,7030,1,2|143|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70310001,[117|24],2,-1,7031,1,2|141|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
70320001,[117|24],2,-1,7032,1,2|142|1,999,1,-1,2|1003|125,,1,-1,-1,[],[117|24],,,-1,1
