id,LanguageTitle,banner,day,entry_icon,form_group,giftPushIdArray,gifts,mail_id,medal_point,name,patch_mail_id,reward_rank,reward_score,rewardRank,score,stageRewardIdArray,stageTargetScoreArray,stageTaskIdArray,target_score
5004,ui_race_top_16,,4,,500,[508066832|508066833|508066834|508066835|508066836],[508066832|508066833|508066834|508066835|508066836],1060,,race_top_name_day4_s0,1064,10501,[1211031|1211032|1211033|1211034|1211035|1211036|1211037|1211038|1211039],10501,[98000|91101|91300|91304|91305|91306|98320],[1211031|1211032|1211033|1211034|1211035|1211036|1211037|1211038|1211039],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000],[98000|91101|91300|91304|91305|91306|98320],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000]
5005,ui_race_top_16,,5,,500,[508066842|508066843|508066844|508066845|508066846],[508066842|508066843|508066844|508066845|508066846],1061,,race_top_name_day5_s0,1064,10501,[1211041|1211042|1211043|1211044|1211045|1211046|1211047|1211048|1211049],10501,[98000|91101|92103|91501|91502|91503|91504|91505|91506|91507|91508|91509|91510|91511],[1211041|1211042|1211043|1211044|1211045|1211046|1211047|1211048|1211049],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000],[98000|91101|92103|91501|91502|91503|91504|91505|91506|91507|91508|91509|91510|91511],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000]
5006,ui_race_top_16,,6,,500,[508066852|508066853|508066854|508066855|508066856],[508066852|508066853|508066854|508066855|508066856],1062,,race_top_name_day6_s0,1064,10501,[1211051|1211052|1211053|1211054|1211055|1211056|1211057|1211058|1211059],10501,[98000|91101|92210|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301],[1211051|1211052|1211053|1211054|1211055|1211056|1211057|1211058|1211059],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000],[98000|91101|92210|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000]
5007,ui_race_top_16,,7,,500,[508066862|508066863|508066864|508066865|508066866],[508066862|508066863|508066864|508066865|508066866],1063,,race_top_name_day7_s0,1064,10501,[1211061|1211062|1211063|1211064|1211065|1211066|1211067|1211068|1211069],10501,[98000|91101|92210|91300|91304|91305|91306|98320|91501|91502|91503|91504|91505|91506|91507|91508|91509|91510|91511|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301],[1211061|1211062|1211063|1211064|1211065|1211066|1211067|1211068|1211069],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000],[98000|91101|92210|91300|91304|91305|91306|98320|91501|91502|91503|91504|91505|91506|91507|91508|91509|91510|91511|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301],[100000|200000|300000|600000|800000|1000000|1200000|1500000|2000000]
5011,ui_race_top_16,,1,,501,[509096002|509096003|509096004|509096005|509096006],[509096002|509096003|509096004|509096005|509096006],1091,,race_top_name_artifact,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|98400|92413|92414|92415|92501|92502],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|98400|92413|92414|92415|92501|92502],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5012,ui_race_top_16,,2,,501,[509096012|509096013|509096014|509096015|509096016],[509096012|509096013|509096014|509096015|509096016],1092,,race_top_name_troop_skin,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|98541|98542|98543|98540],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5013,ui_race_top_16,,3,,501,[509096022|509096023|509096024|509096025|509096026],[509096022|509096023|509096024|509096025|509096026],1093,,race_top_name_lord,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|92511|92512|92513|92514],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|92511|92512|92513|92514],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5014,ui_race_top_16,,4,,501,[509096032|509096033|509096034|509096035|509096036],[509096032|509096033|509096034|509096035|509096036],1094,,race_top_name_hero,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|98300|98304|98305|98306|98310|98320],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|98300|98304|98305|98306|98310|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5015,ui_race_top_16,,5,,501,[509096042|509096043|509096044|509096045|509096046],[509096042|509096043|509096044|509096045|509096046],1169,,race_top_name_world,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301|0],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301|0],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5016,ui_race_top_16,,6,,501,[509096052|509096053|509096054|509096055|509096056],[509096052|509096053|509096054|509096055|509096056],1096,,race_top_name_diy,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|98551|98550],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5017,ui_race_top_16,,7,,501,[509096062|509096063|509096064|509096065|509096066],[509096062|509096063|509096064|509096065|509096066],1097,,race_top_name_total,1064,10511,[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],10511,[98000|91101|92210|98400|92413|92414|92501|92502|92415|98300|98304|98305|98306|98310|98320|98541|98542|98543|98540|92511|92512|92513|92514|98551|98550|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301|0],[1212001|1212002|1212003|1212004|1212005|1212006|1212007|1212008|1212009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|91101|92210|98400|92413|92414|92501|92502|92415|98300|98304|98305|98306|98310|98320|98541|98542|98543|98540|92511|92512|92513|92514|98551|98550|91701|91702|91703|91001|91002|91003|91004|91005|91006|91007|91008|91009|91010|91011|91012|91013|91014|91015|91016|91017|91018|91019|91020|91021|91022|91023|91024|91025|91026|91027|91028|91029|91030|91201|91202|91203|91204|91205|91206|91207|91208|91209|91210|91211|91301|0],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5021,ui_race_top_16,,1,,502,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],1091,,race_top_name_day1_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5022,ui_race_top_16,,2,,502,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],1092,,race_top_name_day2_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|98541|98542|98543|98540],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5023,ui_race_top_16,,3,,502,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],1093,,race_top_name_day3_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|92511|92512|92513|92514],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|92511|92512|92513|92514],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5024,ui_race_top_16,,4,,502,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],1094,,race_top_name_day4_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5025,ui_race_top_16,,5,,502,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],1095,,race_top_name_day5_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|92522|92523|92521|92524],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5026,ui_race_top_16,,6,,502,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],1096,,race_top_name_day6_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|98551|98550],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5027,ui_race_top_16,,7,,502,[1127862|1127863|1127864|1127865|1127866],[1127862|1127863|1127864|1127865|1127866],1097,,race_top_name_day7_s389,1064,10521,[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],10521,[98000|92210|92531|92532|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550],[1213031|1213032|1213033|1213034|1213035|1213036|1213037|1213038|1213039],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5031,ui_race_top_16,,1,,503,[1127812|1127813|1127814|1127815|1127816],[1127812|1127813|1127814|1127815|1127816],1091,,race_top_name_day1_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5032,ui_race_top_16,,2,,503,[1127822|1127823|1127824|1127825|1127826],[1127822|1127823|1127824|1127825|1127826],1092,,race_top_name_day2_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|98541|98542|98543|98540],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5033,ui_race_top_16,,3,,503,[1127802|1127803|1127804|1127805|1127806],[1127802|1127803|1127804|1127805|1127806],1093,,race_top_name_day3_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|92511|92512|92513|92514|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5034,ui_race_top_16,,4,,503,[1127832|1127833|1127834|1127835|1127836],[1127832|1127833|1127834|1127835|1127836],1094,,race_top_name_day4_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5035,ui_race_top_16,,5,,503,[1127842|1127843|1127844|1127845|1127846],[1127842|1127843|1127844|1127845|1127846],1095,,race_top_name_day5_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|92522|92523|92521|92524],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5036,ui_race_top_16,,6,,503,[1127852|1127853|1127854|1127855|1127856],[1127852|1127853|1127854|1127855|1127856],1096,,race_top_name_day6_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|98551|98550],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5037,ui_race_top_16,,7,,503,[1127862|1127863|1127864|1127865|1127866],[1127862|1127863|1127864|1127865|1127866],1097,,race_top_name_day7_s389,1064,10531,[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],10531,[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[1213001|1213002|1213003|1213004|1213005|1213006|1213007|1213008|1213009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|92210|92531|92532|98400|92413|92414|92415|92501|92502|98300|98304|98305|98306|98310|98321|98322|98320|98541|98542|98543|98540|92511|92512|92513|92514|92522|92523|92521|92524|98551|98550|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5041,ui_race_top_16,,1,,504,[512109042|512109043|512109044|512109045|512109046],[512109042|512109043|512109044|512109045|512109046],1095,,race_top_name_day5_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|92522|92523|92521|92524],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92522|92523|92521|92524],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5042,ui_race_top_16,,2,,504,[512109052|512109053|512109054|512109055|512109056],[512109052|512109053|512109054|512109055|512109056],1096,,race_top_name_day6_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98551|98550],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98551|98550],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5043,ui_race_top_16,,3,,504,[512109012|512109013|512109014|512109015|512109016],[512109012|512109013|512109014|512109015|512109016],1091,,race_top_name_day1_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98564|98565|98566],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98400|92413|92414|92415|92501|92502|98564|98565|98566],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5044,ui_race_top_16,,4,,504,[512109032|512109033|512109034|512109035|512109036],[512109032|512109033|512109034|512109035|512109036],1094,,race_top_name_day4_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98300|98304|98305|98306|98310|98321|98322|98320],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5045,ui_race_top_16,,5,,504,[512109022|512109023|512109024|512109025|512109026],[512109022|512109023|512109024|512109025|512109026],1092,,race_top_name_day2_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|98541|98542|98543|98540],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|98541|98542|98543|98540],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
5046,ui_race_top_16,,6,,504,[512109002|512109003|512109004|512109005|512109006],[512109002|512109003|512109004|512109005|512109006],1093,,race_top_name_day3_s389,1064,10541,[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],10541,[98000|98002|92210|92531|92532|92511|92512|92513|92514],[1215001|1215002|1215003|1215004|1215005|1215006|1215007|1215008|1215009],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000],[98000|98002|92210|92531|92532|92511|92512|92513|92514],[100000|300000|500000|700000|1000000|1300000|1600000|2000000|2500000]
