id,iconAtlas,area,atlas,attibute,attrs,desc,drop_exist_time,fight,fly_bag,fun_offset,funOffset,head,icon,icon_big_scale,is_show,lvup_num,maxlv,model,name,quality,res_offset,resoffset,reward,size,suit_id
20001,Atlas/Building_DIY,[2|2],,[3|10],[[3|10]],citybuilding_DIY_des_20001,4000,240,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20001,zsw_20001,120,1,410295001,13,Building/Building_DIY/Building_diy_20001,citybuilding_DIY_name_20001,3,[0|0.2],"(0.0, 0.2)",,"(2, 2)",2
20004,Atlas/Building_DIY,[1|1],,[3|50],[[3|50]],citybuilding_DIY_des_20004,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20004,zsw_20004,120,1,410295003,13,Building/Building_DIY/Building_diy_20004,citybuilding_DIY_name_20004,5,[0|0.2],"(0.0, 0.2)",999|6|200,"(1, 1)",2
20005,Atlas/Building_DIY,[2|2],,[4104|500],[[4104|500]],citybuilding_DIY_des_20005,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20005,zsw_20005,120,1,410295002,13,Building/Building_DIY/Building_diy_20005,citybuilding_DIY_name_20005,4,[0|0.2],"(0.0, 0.2)",,"(2, 2)",2
20006,Atlas/Building_DIY,[2|2],,[1017|2],[[1017|2]],citybuilding_DIY_des_20006,4000,300,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20006,zsw_20006,120,1,410295002,13,Building/Building_DIY/Building_diy_20006,citybuilding_DIY_name_20006,4,[0|0.2],"(0.0, 0.2)",,"(2, 2)",2
20007,Atlas/Building_DIY,[2|2],,[1034|500],[[1034|500]],build_queue_get_tips,4000,300,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20007,zsw_20007,120,1,410295002,1,Building/Building_DIY/Building_diy_20007,citybuilding_name_164,4,[0|0],"(0.0, 0.0)",,"(2, 2)",2
30001,Atlas/Building_DIY,[1|1],,[3019|100],[[3019|100]],citybuilding_DIY_des_30001,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_30001,zsw_30001,120,1,410295002,13,Building/Building_DIY/Building_diy_30001,citybuilding_DIY_name_30001,4,[0|0.2],"(0.0, 0.2)",,"(1, 1)",3
30002,Atlas/Building_DIY,[2|2],,[13103|300],[[13103|300]],citybuilding_DIY_des_30002,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_30002,zsw_30002,120,1,410295003,13,Building/Building_DIY/Building_diy_30002,citybuilding_DIY_name_30002,5,[0|2.26],"(0.0, 2.3)",,"(2, 2)",3
30003,Atlas/Building_DIY,[1|1],,[3008|100],[[3008|100]],citybuilding_DIY_des_30003,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_30003,zsw_30003,120,1,410295002,13,Building/Building_DIY/Building_diy_30003,citybuilding_DIY_name_30003,4,[0|0.91],"(0.0, 0.9)",,"(1, 1)",3
30004,Atlas/Building_DIY,[1|1],,[3009|100],[[3009|100]],citybuilding_DIY_des_30004,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_30004,zsw_30004,120,1,410295002,13,Building/Building_DIY/Building_diy_30004,citybuilding_DIY_name_30004,4,[0|0.91],"(0.0, 0.9)",,"(1, 1)",3
30005,Atlas/Building_DIY,[1|1],,[3019|100],[[3019|100]],citybuilding_DIY_des_30005,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_30005,zsw_30005,120,1,410295002,13,Building/Building_DIY/Building_diy_30005,citybuilding_DIY_name_30005,4,[0|0.91],"(0.0, 0.9)",,"(1, 1)",3
104501,Atlas/Building_DIY,[2|3],,[14103|300],[[14103|300]],citybuilding_DIY_des_101501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_104501,zsw_104501,120,1,410295003,13,Building/Building_DIY/Building_diy_104501,citybuilding_DIY_name_101501,5,[0|2],"(0.0, 2.0)",,"(2, 3)",4
104401,Atlas/Building_DIY,[2|2],,[4019|100],[[4019|100]],citybuilding_DIY_des_101401,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_104401,zsw_104401,120,1,410295002,13,Building/Building_DIY/Building_diy_104401,citybuilding_DIY_name_101401,4,[0|2],"(0.0, 2.0)",,"(2, 2)",4
104402,Atlas/Building_DIY,[3|3],,[4008|100],[[4008|100]],citybuilding_DIY_des_101402,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_104402,zsw_104402,120,1,410295002,13,Building/Building_DIY/Building_diy_104402,citybuilding_DIY_name_101402,4,[0|2],"(0.0, 2.0)",,"(3, 3)",4
104403,Atlas/Building_DIY,[2|2],,[4009|100],[[4009|100]],citybuilding_DIY_des_101403,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_104403,zsw_104403,120,1,410295002,13,Building/Building_DIY/Building_diy_104403,citybuilding_DIY_name_101403,4,[0|2],"(0.0, 2.0)",,"(2, 2)",4
104404,Atlas/Building_DIY,[2|2],,[4019|100],[[4019|100]],citybuilding_DIY_des_101404,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_104404,zsw_104404,120,1,410295002,13,Building/Building_DIY/Building_diy_104404,citybuilding_DIY_name_101404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",4
105501,Atlas/Building_DIY,[3|3],,[15103|300],[[15103|300]],citybuilding_DIY_des_105501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_105501,zsw_105501,120,1,410295003,13,Building/Building_DIY/Building_diy_105501,citybuilding_DIY_name_105501,5,[0|2],"(0.0, 2.0)",,"(3, 3)",5
105401,Atlas/Building_DIY,[2|2],,[5019|100],[[5019|100]],citybuilding_DIY_des_105401,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_105401,zsw_105401,120,1,410295002,13,Building/Building_DIY/Building_diy_105401,citybuilding_DIY_name_105401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",5
105402,Atlas/Building_DIY,[3|2],,[5008|100],[[5008|100]],citybuilding_DIY_des_105402,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_105402,zsw_105402,120,1,410295002,13,Building/Building_DIY/Building_diy_105402,citybuilding_DIY_name_105402,4,[0|2],"(0.0, 2.0)",,"(3, 2)",5
105403,Atlas/Building_DIY,[2|2],,[5009|100],[[5009|100]],citybuilding_DIY_des_105403,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_105403,zsw_105403,120,1,410295002,13,Building/Building_DIY/Building_diy_105403,citybuilding_DIY_name_105403,4,[0|1],"(0.0, 1.0)",,"(2, 2)",5
105404,Atlas/Building_DIY,[2|2],,[5019|100],[[5019|100]],citybuilding_DIY_des_105404,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_105404,zsw_105404,120,1,410295002,13,Building/Building_DIY/Building_diy_105404,citybuilding_DIY_name_105404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",5
106501,Atlas/Building_DIY,[3|3],,[1006|600],[[1006|600]],citybuilding_DIY_des_106501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_106501,zsw_106501,120,1,410295003,13,Building/Building_DIY/Building_diy_106501,citybuilding_DIY_name_106501,5,[0|2],"(0.0, 2.0)",,"(3, 3)",6
106401,Atlas/Building_DIY,[2|2],,[1012|600],[[1012|600]],citybuilding_DIY_des_106401,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_106401,zsw_106401,120,1,410295002,13,Building/Building_DIY/Building_diy_106401,citybuilding_DIY_name_106401,4,[0|2],"(0.0, 2.0)",,"(2, 2)",6
106402,Atlas/Building_DIY,[2|2],,[1014|600],[[1014|600]],citybuilding_DIY_des_106402,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_106402,zsw_106402,120,1,410295002,13,Building/Building_DIY/Building_diy_106402,citybuilding_DIY_name_106402,4,[0|2],"(0.0, 2.0)",,"(2, 2)",6
106403,Atlas/Building_DIY,[2|2],,[1013|600],[[1013|600]],citybuilding_DIY_des_106403,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_106403,zsw_106403,120,1,410295002,13,Building/Building_DIY/Building_diy_106403,citybuilding_DIY_name_106403,4,[0|2],"(0.0, 2.0)",,"(2, 2)",6
106404,Atlas/Building_DIY,[2|2],,[1000104|600],[[1000104|600]],citybuilding_DIY_des_106404,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_106404,zsw_106404,120,1,410295002,13,Building/Building_DIY/Building_diy_106404,citybuilding_DIY_name_106404,4,[0|2],"(0.0, 2.0)",,"(2, 2)",6
107501,Atlas/Building_DIY,[3|3],,[18|100],[[18|100]],citybuilding_DIY_des_107501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_107501,zsw_107501,120,1,410295003,13,Building/Building_DIY/Building_diy_107501,citybuilding_DIY_name_107501,5,[-0.11|3.12],"(-0.1, 3.1)",,"(3, 3)",7
107401,Atlas/Building_DIY,[2|2],,[10103|100],[[10103|100]],citybuilding_DIY_des_107401,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_107401,zsw_107401,120,1,410295002,13,Building/Building_DIY/Building_diy_107401,citybuilding_DIY_name_107401,4,[0|2.05],"(0.0, 2.1)",,"(2, 2)",7
107402,Atlas/Building_DIY,[3|3],,[19|100],[[19|100]],citybuilding_DIY_des_107402,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_107402,zsw_107402,120,1,410295003,13,Building/Building_DIY/Building_diy_107402,citybuilding_DIY_name_107402,5,[0|2],"(0.0, 2.0)",,"(3, 3)",7
107403,Atlas/Building_DIY,[2|2],,[34|100],[[34|100]],citybuilding_DIY_des_107403,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_107403,zsw_107403,120,1,410295002,13,Building/Building_DIY/Building_diy_107403,citybuilding_DIY_name_107403,4,[0|2],"(0.0, 2.0)",,"(2, 2)",7
107404,Atlas/Building_DIY,[2|2],,[10104|100],[[10104|100]],citybuilding_DIY_des_107404,4000,1800,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_107404,zsw_107404,120,1,410295002,13,Building/Building_DIY/Building_diy_107404,citybuilding_DIY_name_107404,4,[0|1],"(0.0, 1.0)",,"(2, 2)",7
108501,Atlas/Building_DIY,[3|3],,[18|100],[[18|100]],citybuilding_DIY_des_108501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_108501_1,zsw_108501_1,120,1,410295003,15,Building/Building_DIY/Building_diy_108501,citybuilding_DIY_name_108501,5,[0|0],"(0.0, 0.0)",,"(3, 3)",8
108502,Atlas/Building_DIY,[3|3],,[19|100],[[19|100]],citybuilding_DIY_des_108502,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_108502_1,zsw_108502_1,120,1,410295003,15,Building/Building_DIY/Building_diy_108502,citybuilding_DIY_name_108502,5,[0|0],"(0.0, 0.0)",,"(3, 3)",8
308501,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_308501_2,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_308501,zsw_308501,120,1,410295003,9,Building/Building_DIY/Building_diy_308501,citybuilding_DIY_name_308501,5,[0|1],"(0.0, 1.0)",,"(3, 3)",8
308502,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_308502_2,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_308502,zsw_308502,120,1,410295003,9,Building/Building_DIY/Building_diy_308502,citybuilding_DIY_name_308502,5,[0|1],"(0.0, 1.0)",,"(3, 3)",8
308503,Atlas/Building_DIY,[3|3],,,[],citybuilding_DIY_des_308503_2,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_308503,zsw_308503,120,1,410295003,9,Building/Building_DIY/Building_diy_308503,citybuilding_DIY_name_308503,5,[0|1],"(0.0, 1.0)",,"(3, 3)",8
111501,Atlas/Building_DIY,[2|2],,[13104|500],[[13104|500]],citybuilding_DIY_des_111501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_111501,zsw_111501,120,1,410295003,13,Building/Building_DIY/Building_diy_111501,citybuilding_DIY_name_111501,5,[0|0],"(0.0, 0.0)",,"(2, 2)",8
111502,Atlas/Building_DIY,[2|2],,[15104|500],[[15104|500]],citybuilding_DIY_des_111502,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_111503,zsw_111503,120,1,410295003,13,Building/Building_DIY/Building_diy_111503,citybuilding_DIY_name_111502,5,[0|0],"(0.0, 0.0)",,"(2, 2)",8
111503,Atlas/Building_DIY,[2|2],,[14104|500],[[14104|500]],citybuilding_DIY_des_111503,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_111502,zsw_111502,120,1,410295003,13,Building/Building_DIY/Building_diy_111502,citybuilding_DIY_name_111503,5,[0|0],"(0.0, 0.0)",,"(2, 2)",8
210029,Atlas/Building_DIY,[3|3],,[1019|5],[[1019|5]],citybuilding_DIY_des_210029,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210029,zsw_210029,120,1,410295003,13,Building/Building_DIY/Building_diy_210029,citybuilding_DIY_name_210029,5,[0|2],"(0.0, 2.0)",,"(3, 3)",9
210023,Atlas/Building_DIY,[3|3],,[1034|1000],[[1034|1000]],citybuilding_DIY_des_210023,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210023,zsw_210023,120,1,410295003,13,Building/Building_DIY/Building_diy_210023,citybuilding_DIY_name_210023,5,[0|2],"(0.0, 2.0)",,"(3, 3)",9
210030,Atlas/Building_DIY,[3|3],,[104|300],[[104|300]],citybuilding_DIY_des_210030,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210030,zsw_210030,120,1,410295003,13,Building/Building_DIY/Building_diy_210030,citybuilding_DIY_name_210030,5,[0|2],"(0.0, 2.0)",,"(3, 3)",9
210018,Atlas/Building_DIY,[3|3],,[41|1000|104|300],[[41|1000]|[104|300]],citybuilding_DIY_des_210018,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210018,zsw_210018,120,1,410295003,13,Building/Building_DIY/Building_diy_210018,citybuilding_DIY_name_210018,5,[0|2],"(0.0, 2.0)",,"(3, 3)",9
20002,Atlas/Building_DIY,[2|2],,[103|500],[[103|500]],citybuilding_DIY_des_20002,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20002,zsw_20002,120,1,410295003,13,Building/Building_DIY/Building_diy_20002,citybuilding_DIY_name_20002,5,[0.5|0.2],"(0.5, 0.2)",,"(2, 2)",9
20003,Atlas/Building_DIY,[2|2],,[1019|5],[[1019|5]],citybuilding_DIY_des_20003,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_20003,zsw_20003,120,1,410295003,13,Building/Building_DIY/Building_diy_20003,citybuilding_DIY_name_20003,5,[0|1.5],"(0.0, 1.5)",,"(2, 2)",9
501504,Atlas/Building_DIY,[3|3],,[14103|100|14104|300],[[14103|100]|[14104|300]],citybuilding_DIY_des_501504,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_501504,zsw_501504,120,1,410295003,13,Building/Building_DIY/Building_diy_501504,citybuilding_DIY_name_501504,5,[0|1.05],"(0.0, 1.1)",,"(3, 3)",9
210501,Atlas/Building_DIY,[2|2],,[21027|500],[[21027|500]],citybuilding_DIY_des_210501,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210501,zsw_210501,120,1,410295003,13,Building/Building_DIY/Building_diy_210501,citybuilding_DIY_name_210501,5,[0|1.05],"(0.0, 1.1)",,"(2, 2)",9
210032,Atlas/Building_DIY,[2|2],,[1044|1],[[1044|1]],citybuilding_DIY_des_210032,4000,6000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_210032,zsw_210032,120,0,-1,3,Building/Building_DIY/Building_diy_210032,citybuilding_DIY_name_210032,5,[0|2],"(0.0, 2.0)",,"(2, 2)",9
109501,Atlas/Building_DIY,[3|3],,[103|300],[[103|300]],citybuilding_DIY_des_109501,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_109501,zsw_109501,120,1,410295003,13,Building/Building_DIY/Building_diy_109501,citybuilding_DIY_name_109501,5,[0|2],"(0.0, 2.0)",,"(3, 3)",10
109401,Atlas/Building_DIY,[2|2],,[104|200],[[104|200]],citybuilding_DIY_des_109401,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_109401,zsw_109401,120,1,410295002,13,Building/Building_DIY/Building_diy_109401,citybuilding_DIY_name_109401,4,[0|1],"(0.0, 1.0)",,"(2, 2)",10
109402,Atlas/Building_DIY,[3|3],,[12|200],[[12|200]],citybuilding_DIY_des_109402,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_109402,zsw_109402,120,1,410295002,13,Building/Building_DIY/Building_diy_109402,citybuilding_DIY_name_109402,4,[0|2],"(0.0, 2.0)",,"(3, 3)",10
109403,Atlas/Building_DIY,[2|2],,[13|200],[[13|200]],citybuilding_DIY_des_109403,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_109403,zsw_109403,120,1,410295002,13,Building/Building_DIY/Building_diy_109403,citybuilding_DIY_name_109403,4,[0|2],"(0.0, 2.0)",,"(2, 2)",10
109404,Atlas/Building_DIY,[2|2],,[104|100],[[104|100]],citybuilding_DIY_des_109404,4000,300,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_109404,zsw_109404,120,1,410295001,13,Building/Building_DIY/Building_diy_109404,citybuilding_DIY_name_109404,3,[0|1],"(0.0, 1.0)",,"(2, 2)",10
110501,Atlas/Building_DIY,[2|2],,[10104|300],[[10104|300]],citybuilding_DIY_des_110501,4000,5000,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_110402,zsw_110402,120,1,410295003,13,Building/Building_DIY/Building_diy_110402,citybuilding_DIY_name_110501,5,[0|1],"(0.0, 1.0)",,"(2, 2)",11
110502,Atlas/Building_DIY,[3|2],,[10104|300],[[10104|300]],citybuilding_DIY_des_110502,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_110502,zsw_110502,120,1,410295003,13,Building/Building_DIY/Building_diy_110502,citybuilding_DIY_name_110502,5,[0|0.2],"(0.0, 0.2)",,"(3, 2)",11
110401,Atlas/Building_DIY,[2|3],,[16|100],[[16|100]],citybuilding_DIY_des_110401,4000,1200,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_110401,zsw_110401,120,1,410295002,13,Building/Building_DIY/Building_diy_110401,citybuilding_DIY_name_110401,4,[0|0.2],"(0.0, 0.2)",,"(2, 3)",11
110402,Atlas/Building_DIY,[2|2],,[26|100],[[26|100]],citybuilding_DIY_des_110402,4000,1500,1,[0|-300],"(0.0, -3.0, 0.0)",zsw_110501,zsw_110501,120,1,410295002,13,Building/Building_DIY/Building_diy_110501,citybuilding_DIY_name_110402,4,[0|1],"(0.0, 1.0)",,"(2, 2)",11
